Frequency (Hz),Input Amplitude (two-sided),Reference Amplitude (two-sided),Mix Amplitude (two-sided),Output Amplitude (two-sided)
-733589.3952503669,0.000328931976350216,8.203654685351955e-05,0.000673558238215735,9.501993743642915e-05
-733256.0970244467,0.00032902014804189153,8.205699270336298e-05,0.0006737307384804098,9.504354564987158e-05
-732922.7987985265,0.00032910846013044004,8.207746992519242e-05,0.0006739035073123095,9.506719003321006e-05
-732589.5005726062,0.00032919691278889067,8.209797855320506e-05,0.000674076545018349,9.509087062564733e-05
-732256.202346686,0.0003292855061892173,8.21185186214782e-05,0.0006742498519038353,9.511458746641812e-05
-731922.9041207659,0.0003293742405057105,8.213909016448716e-05,0.0006744234282815355,9.51383405948614e-05
-731589.6058948457,0.00032946311591245184,8.215969321651361e-05,0.0006745972744590805,9.516213005038659e-05
-731256.3076689255,0.0003295521325833598,8.218032781204121e-05,0.0006747713907458256,9.51859558725241e-05
-730923.0094430053,0.0003296412906929379,8.220099398551395e-05,0.000674945777454622,9.520981810084324e-05
-730589.711217085,0.0003297305904179996,8.222169177166961e-05,0.0006751204348970975,9.523371677500993e-05
-730256.4129911648,0.000329820031932003,8.224242120500226e-05,0.0006752953633837906,9.525765193478811e-05
-729923.1147652447,0.0003299096154109349,8.22631823201792e-05,0.0006754705632302214,9.528162362000181e-05
-729589.8165393245,0.00032999934103337394,8.228397515241021e-05,0.0006756460347486695,9.530563187059126e-05
-729256.5183134043,0.00033008920897301895,8.230479973610425e-05,0.0006758217782521875,9.532967672655223e-05
-728923.220087484,0.000330179219408444,8.23256561064078e-05,0.0006759977940556937,9.535375822796631e-05
-728589.9218615638,0.000330269372520732,8.234654429866547e-05,0.0006761740824818281,9.53778764150263e-05
-728256.6236356436,0.00033035966847899667,8.236746434721429e-05,0.0006763506438366352,9.540203132798066e-05
-727923.3254097234,0.0003304501074763671,8.23884162881434e-05,0.0006765274784469642,9.542622300717675e-05
-727590.0271838033,0.00033054068967344546,8.240940015604582e-05,0.0006767045866239353,9.54504514930297e-05
-727256.7289578831,0.0003306314152633417,8.243041598655389e-05,0.0006768819686904242,9.547471682606761e-05
-726923.4307319628,0.0003307222844161263,8.245146381492623e-05,0.000677059624961806,9.549901904688449e-05
-726590.1325060426,0.00033081329731903236,8.247254367669438e-05,0.0006772375557612887,9.552335819617973e-05
-726256.8342801224,0.0003309044541510951,8.249365560732891e-05,0.0006774157614085227,9.554773431470789e-05
-725923.5360542022,0.00033099575509090674,8.251479964270587e-05,0.0006775942422240105,9.557214744334082e-05
-725590.237828282,0.00033108720032216986,8.2535975818217e-05,0.0006777729985294287,9.559659762300917e-05
-725256.9396023618,0.00033117879002414724,8.255718416989098e-05,0.0006779520306507623,9.562108489474305e-05
-724923.6413764416,0.0003312705243819488,8.257842473348788e-05,0.0006781313389105821,9.564560929965992e-05
-724590.3431505214,0.0003313624035764493,8.259969754487483e-05,0.0006783109236305053,9.567017087896802e-05
-724257.0449246012,0.00033145442779065995,8.262100264021032e-05,0.0006784907851394016,9.569476967395907e-05
-723923.746698681,0.00033154659720713536,8.264234005532564e-05,0.0006786709237590531,9.571940572600033e-05
-723590.4484727609,0.0003316389120125003,8.266370982659781e-05,0.0006788513398174904,9.574407907656395e-05
-723257.1502468406,0.00033173137238841084,8.26851119902741e-05,0.00067903203364362,9.576878976720318e-05
-722923.8520209204,0.0003318239785199706,8.270654658247958e-05,0.000679213005563099,9.579353783953866e-05
-722590.5537950002,0.00033191673059538955,8.272801363982497e-05,0.0006793942559053254,9.581832333532432e-05
-722257.25556908,0.00033200962879517145,8.274951319855931e-05,0.0006795757849997773,9.58431462963587e-05
-721923.9573431598,0.0003321026733084718,8.277104529540935e-05,0.0006797575931761229,9.586800676456325e-05
-721590.6591172395,0.00033219586432458334,8.279260996688796e-05,0.0006799396807645761,9.589290478189427e-05
-721257.3608913193,0.0003322892020220364,8.281420724971145e-05,0.0006801220480978816,9.591784039046506e-05
-720924.0626653992,0.00033238268659522777,8.28358371807833e-05,0.0006803046955080144,9.594281363244675e-05
-720590.764439479,0.0003324763182358765,8.285749979675434e-05,0.0006804876233272831,9.596782455006253e-05
-720257.4662135588,0.00033257009711025226,8.28791951346703e-05,0.0006806708318913942,9.599287318570178e-05
-719924.1679876386,0.0003326640234154346,8.290092323147763e-05,0.000680854321532445,9.601795958177389e-05
-719590.8697617183,0.0003327580973745812,8.29226841243471e-05,0.0006810380925858617,9.604308378081494e-05
-719257.5715357981,0.00033285231915800473,8.294447785042025e-05,0.0006812221453889732,9.606824582543183e-05
-718924.273309878,0.00033294668892904975,8.296630444703818e-05,0.000681406480278564,9.609344575835521e-05
-718590.9750839578,0.00033304120689815997,8.298816395133615e-05,0.0006815910975900837,9.61186836223499e-05
-718257.6768580376,0.00033313587326208393,8.301005640058192e-05,0.0006817759976611396,9.614395946032734e-05
-717924.3786321173,0.00033323068819904225,8.303198183273917e-05,0.0006819611808339748,9.61692733152569e-05
-717591.0804061971,0.0003333256519087027,8.30539402851245e-05,0.0006821466474468239,9.61946252301951e-05
-717257.7821802769,0.00033342076458443967,8.307593179511314e-05,0.000682332397838627,9.622001524832831e-05
-716924.4839543568,0.00033351602641195114,8.309795640078658e-05,0.0006825184323528303,9.624544341287171e-05
-716591.1857284366,0.0003336114375910935,8.31200141400143e-05,0.0006827047513313422,9.627090976719249e-05
-716257.8875025163,0.00033370699831487697,8.314210505047579e-05,0.0006828913551157828,9.629641435471393e-05
-715924.5892765961,0.00033380270877137814,8.316422917009976e-05,0.0006830782440492912,9.63219572189693e-05
-715591.2910506759,0.00033389856916089057,8.318638653698256e-05,0.0006832654184762112,9.634753840355986e-05
-715257.9928247557,0.0003339945796776114,8.320857718927467e-05,0.0006834528787425871,9.637315795220568e-05
-714924.6945988355,0.00033409074051257465,8.323080116512983e-05,0.0006836406251929525,9.639881590871058e-05
-714591.3963729154,0.00033418705186677916,8.325305850297663e-05,0.0006838286581752913,9.642451231695824e-05
-714258.0981469951,0.000334283513936109,8.327534924099122e-05,0.0006840169780352627,9.645024722094697e-05
-713924.7999210749,0.00033438012691308633,8.329767341781778e-05,0.0006842055851222807,9.647602066474008e-05
-713591.5016951547,0.00033447689100028744,8.332003107180657e-05,0.0006843944797835113,9.65018326925191e-05
-713258.2034692345,0.00033457380639077665,8.334242224157972e-05,0.0006845836623704635,9.65276833485611e-05
-712924.9052433143,0.0003346708732826988,8.336484696603918e-05,0.000684773133232717,9.655357267720086e-05
-712591.607017394,0.0003347680918770985,8.338730528380852e-05,0.000684962892721365,9.657950072292455e-05
-712258.3087914739,0.00033486546237548187,8.340979723372325e-05,0.0006851529411889579,9.660546753024758e-05
-711925.0105655537,0.0003349629849713023,8.34323228547215e-05,0.0006853432789867082,9.663147314382977e-05
-711591.7123396335,0.00033506065987066785,8.345488218590104e-05,0.0006855339064714745,9.665751760840215e-05
-711258.4141137133,0.00033515848726814733,8.34774752662794e-05,0.000685724823992093,9.668360096879229e-05
-710925.1158877931,0.00033525646737079395,8.350010213518316e-05,0.0006859160319081668,9.670972326992759e-05
-710591.8176618728,0.00033535460037522073,8.352276283177925e-05,0.0006861075305727067,9.673588455683837e-05
-710258.5194359527,0.0003354528864836102,8.354545739544745e-05,0.000686299320345073,9.676208487463107e-05
-709925.2212100325,0.0003355513258987251,8.356818586564103e-05,0.0006864914015817405,9.678832426851225e-05
-709591.9229841123,0.0003356499188260042,8.359094828186256e-05,0.0006866837746405053,9.681460278379915e-05
-709258.6247581921,0.0003357486654662299,8.36137446836915e-05,0.0006868764398798746,9.684092046588434e-05
-708925.3265322718,0.0003358475660242855,8.3636575110917e-05,0.0006870693976611936,9.686727736028038e-05
-708592.0283063516,0.00033594662070500465,8.365943960323468e-05,0.0006872626483443745,9.689367351255853e-05
-708258.7300804314,0.00033604582971071115,8.368233820045529e-05,0.0006874561922905133,9.692010896844242e-05
-707925.4318545113,0.0003361451932489395,8.370527094294172e-05,0.0006876500298638884,9.694658377369468e-05
-707592.1336285911,0.0003362447115242323,8.372823786992955e-05,0.0006878441614233099,9.697309797420363e-05
-707258.8354026709,0.00033634438474240707,8.375123902212599e-05,0.0006880385873363485,9.699965161596881e-05
-706925.5371767506,0.0003364442131119585,8.377427443966034e-05,0.0006882333079671947,9.70262447450542e-05
-706592.2389508304,0.0003365441968395534,8.379734416275529e-05,0.0006884283236797066,9.705287740764196e-05
-706258.9407249102,0.00033664433613102637,8.382044823178958e-05,0.0006886236348427845,9.707954965001059e-05
-705925.64249899,0.0003367446311962524,8.384358668714918e-05,0.0006888192418208414,9.710626151852121e-05
-705592.3442730699,0.0003368450822440299,8.386675956949602e-05,0.0006890151449830579,9.713301305966706e-05
-705259.0460471496,0.00033694568948118694,8.388996691934564e-05,0.00068921134469971,9.715980432000097e-05
-704925.7478212294,0.0003370464531199182,8.39132087775583e-05,0.0006894078413372391,9.718663534618559e-05
-704592.4495953092,0.0003371473733704204,8.39364851848604e-05,0.0006896046352674377,9.721350618501072e-05
-704259.151369389,0.00033724845044168385,8.395979618208631e-05,0.0006898017268653962,9.7240416883327e-05
-703925.8531434688,0.0003373496845457228,8.398314181031933e-05,0.0006899991164933072,9.72673674880941e-05
-703592.5549175487,0.00033745107589434745,8.400652211045721e-05,0.0006901968045248653,9.729435804640483e-05
-703259.2566916284,0.000337552624699154,8.402993712384782e-05,0.0006903947913529781,9.732138860540386e-05
-702925.9584657082,0.00033765433117369676,8.405338689168167e-05,0.0006905930773442145,9.734845921237074e-05
-702592.660239788,0.0003377561955295745,8.407687145521139e-05,0.0006907916628572729,9.737556991464696e-05
-702259.3620138678,0.00033785821797988785,8.41003908559545e-05,0.0006909905482789731,9.740272075972374e-05
-701926.0637879476,0.0003379603987395734,8.41239451353066e-05,0.0006911897339908804,9.742991179517352e-05
-701592.7655620273,0.0003380627380248246,8.414753433490298e-05,0.0006913892203641221,9.745714306859836e-05
-701259.4673361072,0.00033816523604993147,8.417115849646818e-05,0.0006915890077807766,9.748441462784694e-05
-700926.169110187,0.00033826789303046295,8.419481766171942e-05,0.0006917890966217134,9.75117265207627e-05
-700592.8708842668,0.00033837070918239917,8.42185118725644e-05,0.0006919894872641422,9.753907879531058e-05
-700259.5726583466,0.00033847368472219593,8.424224117090756e-05,0.000692190180091615,9.756647149956841e-05
-699926.2744324264,0.0003385768198672135,8.426600559884235e-05,0.0006923911754873151,9.759390468172019e-05
-699592.9762065061,0.0003386801148355606,8.428980519841511e-05,0.0006925924738306928,9.762137839003589e-05
-699259.677980586,0.00033878356984444317,8.431364001181311e-05,0.0006927940755081935,9.764889267290396e-05
-698926.3797546658,0.0003388871851144849,8.43375100815727e-05,0.0006929959809050411,9.767644757877842e-05
-698593.0815287456,0.00033899096086311754,8.436141544982287e-05,0.0006931981904043995,9.77040431562951e-05
-698259.7833028254,0.0003390948973114022,8.438535615927628e-05,0.0006934007043959976,9.773167945411025e-05
-697926.4850769051,0.0003391989946777732,8.44093322522484e-05,0.0006936035232653271,9.775935652102312e-05
-697593.1868509849,0.0003393032531849295,8.443334377169725e-05,0.0006938066474000235,9.778707440592996e-05
-697259.8886250647,0.00033940767305362055,8.445739076021108e-05,0.0006940100771905623,9.781483315783581e-05
-696926.5903991446,0.00033951225450623264,8.448147326060084e-05,0.0006942138130252381,9.784263282584639e-05
-696593.2921732244,0.0003396169977646583,8.450559131604652e-05,0.0006944178552962836,9.787047345916572e-05
-696259.9939473042,0.00033972190305152475,8.452974496931522e-05,0.0006946222043958361,9.789835510712433e-05
-695926.6957213839,0.00033982697059045897,8.455393426366073e-05,0.000694826860715421,9.792627781911596e-05
-695593.3974954637,0.0003399322006063559,8.457815924234135e-05,0.0006950318246496929,9.795424164469489e-05
-695260.0992695435,0.0003400375933224542,8.460241994852566e-05,0.000695237096592013,9.798224663345744e-05
-694926.8010436234,0.0003401431489642553,8.462671642574865e-05,0.0006954426769360295,9.801029283516233e-05
-694593.5028177032,0.00034024886775873187,8.465104871755538e-05,0.0006956485660835984,9.803838029964471e-05
-694260.2045917829,0.00034035474992889564,8.46754168672054e-05,0.0006958547644238032,9.806650907685158e-05
-693926.9063658627,0.0003404607957053776,8.469982091905216e-05,0.0006960612723611207,9.809467921683508e-05
-693593.6081399425,0.00034056700531124006,8.472426091612574e-05,0.0006962680902898684,9.812289076975842e-05
-693260.3099140223,0.00034067337897814693,8.474873690267694e-05,0.0006964752186136154,9.815114378588839e-05
-692927.0116881022,0.00034077991693233603,8.477324892277856e-05,0.000696682657731508,9.817943831558918e-05
-692593.7134621819,0.0003408866194023162,8.479779702005047e-05,0.0006968904080430635,9.82077744093581e-05
-692260.4152362617,0.00034099348661879587,8.482238123911398e-05,0.0006970984699536563,9.823615211776897e-05
-691927.1170103415,0.0003411005188109887,8.484700162400189e-05,0.0006973068438649504,9.826457149154156e-05
-691593.8187844213,0.0003412077162094163,8.487165821902594e-05,0.000697515530181074,9.829303258145704e-05
-691260.5205585011,0.0003413150790458702,8.489635106877527e-05,0.0006977245293088026,9.832153543844038e-05
-690927.222332581,0.0003414226075501678,8.492108021757599e-05,0.0006979338416519407,9.835008011349953e-05
-690593.9241066606,0.00034153030195651247,8.494584571016315e-05,0.0006981434676191196,9.837866665778922e-05
-690260.6258807405,0.0003416381624961148,8.497064759133251e-05,0.0006983534076183623,9.8407295122531e-05
-689927.3276548203,0.0003417461894030337,8.499548590586617e-05,0.0006985636620575197,9.843596555908036e-05
-689594.0294289001,0.00034185438291140977,8.502036069856637e-05,0.0006987742313464915,9.846467801889844e-05
-689260.7312029799,0.00034196274325512337,8.504527201456321e-05,0.0006989851158965987,9.84934325535459e-05
-688927.4329770596,0.0003420712706691001,8.507021989901651e-05,0.0006991963161187779,9.852222921470065e-05
-688594.1347511394,0.00034217996538856544,8.509520439687513e-05,0.0006994078324255424,9.855106805414988e-05
-688260.8365252193,0.0003422888276501453,8.512022555359953e-05,0.0006996196652307525,9.857994912382254e-05
-687927.5382992991,0.0003423978576905579,8.514528341471139e-05,0.0006998318149489228,9.860887247568933e-05
-687594.2400733789,0.00034250705574677957,8.517037802560286e-05,0.0007000442819955191,9.86378381618858e-05
-687260.9418474587,0.00034261642205652787,8.519550943184369e-05,0.0007002570667860766,9.86668462346549e-05
-686927.6436215384,0.0003427259568582119,8.52206776791177e-05,0.0007004701697381491,9.869589674632039e-05
-686594.3453956182,0.00034283566039071617,8.524588281325809e-05,0.0007006835912706638,9.87249897493618e-05
-686261.047169698,0.00034294553289350633,8.527112487999025e-05,0.0007008973318003809,9.875412529633248e-05
-685927.7489437779,0.00034305557460733696,8.529640392557373e-05,0.0007011113917490526,9.878330343992087e-05
-685594.4507178577,0.00034316578577185653,8.532171999618041e-05,0.0007013257715386619,9.881252423291591e-05
-685261.1524919374,0.0003432761666288666,8.534707313758341e-05,0.0007015404715897363,9.884178772821916e-05
-684927.8542660172,0.00034338671742076125,8.537246339621968e-05,0.0007017554923252699,9.887109397885743e-05
-684594.556040097,0.00034349743838845906,8.539789081869963e-05,0.0007019708341704574,9.8900443037961e-05
-684261.2578141768,0.00034360832977646977,8.542335545126765e-05,0.0007021864975483975,9.892983495878197e-05
-683927.9595882567,0.00034371939182718396,8.544885734041539e-05,0.0007024024828847665,9.89592697946537e-05
-683594.6613623365,0.00034383062478540385,8.547439653301564e-05,0.0007026187906073843,9.898874759910924e-05
-683261.3631364162,0.0003439420288960333,8.549997307593387e-05,0.0007028354211443825,9.901826842567716e-05
-682928.064910496,0.00034405360440411105,8.552558701587951e-05,0.0007030523749233034,9.904783232810579e-05
-682594.7666845758,0.0003441653515546133,8.555123839994189e-05,0.000703269652375071,9.907743936017953e-05
-682261.4684586556,0.00034427727059580394,8.557692727514917e-05,0.0007034872539291271,9.910708957585284e-05
-681928.1702327355,0.0003443893617748295,8.56026536886639e-05,0.0007037051800176669,9.913678302917683e-05
-681594.8720068152,0.00034450162533792233,8.562841768787214e-05,0.0007039234310729658,9.916651977429976e-05
-681261.573780895,0.00034461406153385394,8.565421932008232e-05,0.000704142007528659,9.919629986552762e-05
-680928.2755549748,0.0003447266706123437,8.568005863279864e-05,0.0007043609098199357,9.922612335724638e-05
-680594.9773290546,0.0003448394528219836,8.570593567374564e-05,0.000704580138382364,9.925599030396376e-05
-680261.6791031344,0.0003449524084134663,8.573185049039855e-05,0.0007047996936518419,9.928590076033266e-05
-679928.3808772143,0.0003450655376376356,8.575780313064857e-05,0.0007050195760655558,9.931585478107872e-05
-679595.082651294,0.00034517884074518345,8.578379364247009e-05,0.0007052397860629936,9.93458524210945e-05
-679261.7844253738,0.0003452923179889343,8.580982207401345e-05,0.0007054603240842939,9.937589373534318e-05
-678928.4861994536,0.0003454059696206695,8.583588847291015e-05,0.0007056811905679626,9.940597877893187e-05
-678595.1879735334,0.00034551979589365233,8.586199288789916e-05,0.0007059023859574384,9.943610760709553e-05
-678261.8897476132,0.00034563379706239593,8.588813536698832e-05,0.0007061239106945452,9.946628027515485e-05
-677928.5915216929,0.00034574797338042773,8.591431595858066e-05,0.0007063457652220627,9.949649683857534e-05
-677595.2932957727,0.000345862325103213,8.594053471151085e-05,0.0007065679499866673,9.952675735294268e-05
-677261.9950698526,0.00034597685248628047,8.59667916740744e-05,0.0007067904654317896,9.955706187393892e-05
-676928.6968439324,0.00034609155578608044,8.59930868952714e-05,0.0007070133120047008,9.958741045740092e-05
-676595.3986180122,0.0003462064352599514,8.601942042370323e-05,0.0007072364901542966,9.961780315925359e-05
-676262.100392092,0.00034632149116397046,8.604579230848685e-05,0.000707460000326702,9.964824003554906e-05
-675928.8021661717,0.000346436723757466,8.60722025986312e-05,0.0007076838429746174,9.967872114247023e-05
-675595.5039402515,0.0003465521332988375,8.609865134325647e-05,0.0007079080185460951,9.970924653631761e-05
-675262.2057143314,0.00034666772004731864,8.612513859162921e-05,0.0007081325274943841,9.973981627351769e-05
-674928.9074884112,0.00034678348426359426,8.615166439342927e-05,0.0007083573702731806,9.977043041060963e-05
-674595.609262491,0.0003468994262073917,8.617822879758601e-05,0.0007085825473330525,9.980108900423703e-05
-674262.3110365707,0.0003470155461407482,8.620483185404309e-05,0.0007088080591315791,9.983179211121684e-05
-673929.0128106505,0.00034713184432553357,8.623147361249038e-05,0.0007090339061237907,9.986253978842964e-05
-673595.7145847303,0.0003472483210239805,8.625815412265844e-05,0.0007092600887669446,9.989333209292042e-05
-673262.4163588102,0.0003473649764994667,8.628487343442983e-05,0.0007094866075188583,9.992416908183434e-05
-672929.11813289,0.0003474818110155931,8.631163159786223e-05,0.0007097134628381196,9.995505081245304e-05
-672595.8199069698,0.0003475988248373764,8.633842866307093e-05,0.0007099406551851904,9.998597734216354e-05
-672262.5216810495,0.0003477160182299618,8.636526468035408e-05,0.000710168185021286,0.00010001694872851488
-671929.2234551293,0.00034783339145857956,8.639213970001799e-05,0.0007103960528088261,0.00010004796502913611
-671595.9252292091,0.0003479509447900486,8.641905377241821e-05,0.0007106242590102375,0.00010007902630180224
-671262.627003289,0.00034806867849183687,8.644600694831969e-05,0.0007108528040910869,0.00010011013260440967
-670929.3287773688,0.0003481865928305991,8.647299927814986e-05,0.0007110816885150714,0.00010014128399498285
-670596.0305514485,0.0003483046880757231,8.650003081285399e-05,0.0007113109127499395,0.00010017248053166744
-670262.7323255283,0.0003484229644963421,8.652710160343599e-05,0.0007115404772633011,0.00010020372227274478
-669929.4340996081,0.0003485414223614921,8.655421170075113e-05,0.000711770382523497,0.00010023500927660088
-669596.1358736879,0.0003486600619422123,8.658136115575042e-05,0.0007120006289993694,0.00010026634160175465
-669262.8376477677,0.00034877888350938105,8.660855001998021e-05,0.0007122312171627456,0.0001002977193068807
-668929.5394218474,0.00034889788733473616,8.663577834470484e-05,0.0007124621474854226,0.00010032914245073629
-668596.2411959273,0.00034901707369004394,8.666304618108856e-05,0.0007126934204399239,0.00010036061109223204
-668262.9429700071,0.00034913644284909263,8.669035358091167e-05,0.0007129250364998092,0.00010039212529041405
-667929.6447440869,0.00034925599508541,8.671770059593248e-05,0.0007131569961412478,0.00010042368510440959
-667596.3465181667,0.0003493757306729091,8.674508727780633e-05,0.0007133892998393008,0.00010045529059354028
-667263.0482922465,0.00034949564988761547,8.677251367851556e-05,0.0007136219480722726,0.00010048694181722008
-666929.7500663262,0.000349615753005025,8.679997985001385e-05,0.000713854941318468,0.00010051863883497296
-666596.451840406,0.00034973604030105797,8.682748584432099e-05,0.0007140882800562224,0.00010055038170648901
-666263.1536144859,0.0003498565120528867,8.685503171384576e-05,0.0007143219647675062,0.00010058217049156331
-665929.8553885657,0.00034997716853902997,8.688261751093227e-05,0.0007145559959337572,0.00010061400525013814
-665596.5571626455,0.0003500980100374773,8.69102432879802e-05,0.0007147903740380558,0.00010064588604226985
-665263.2589367252,0.0003502190368272522,8.693790909758806e-05,0.000715025099563646,0.00010067781292815062
-664929.960710805,0.0003503402491881055,8.696561499239736e-05,0.0007152601729952283,0.00010070978596810543
-664596.6624848848,0.0003504616474011711,8.699336102527048e-05,0.0007154955948203768,0.00010074180522259622
-664263.3642589647,0.00035058323174717274,8.702114724914954e-05,0.0007157313655254279,0.00010077387075220137
-663930.0660330445,0.00035070500250861174,8.704897371705781e-05,0.0007159674855992304,0.00010080598261763394
-663596.7678071243,0.00035082695996755216,8.707684048206646e-05,0.0007162039555309588,0.00010083814087975307
-663263.469581204,0.0003509491044074703,8.710474759760974e-05,0.0007164407758117335,0.0001008703455995318
-662930.1713552838,0.0003510714361127709,8.713269511694261e-05,0.0007166779469331986,0.00010090259683809153
-662596.8731293636,0.00035119395536767426,8.716068309365696e-05,0.0007169154693887772,0.00010093489465666501
-662263.5749034435,0.0003513166624576751,8.718871158131219e-05,0.0007171533436718203,0.00010096723911663811
-661930.2766775233,0.00035143955766937996,8.721678063362637e-05,0.0007173915702779331,0.00010099963027953551
-661596.978451603,0.00035156264128995146,8.724489030456491e-05,0.0007176301497038933,0.00010103206820699117
-661263.6802256828,0.0003516859136054014,8.727304064792822e-05,0.0007178690824460657,0.00010106455296078426
-660930.3819997626,0.0003518093749060906,8.730123171798945e-05,0.0007181083690052518,0.00010109708460283529
-660597.0837738424,0.0003519330254775446,8.732946356885379e-05,0.0007183480098797114,0.00010112966319518838
-660263.7855479222,0.00035205686561401797,8.735773625479507e-05,0.0007185880055708148,0.00010116228880003828
-659930.4873220021,0.0003521808956030689,8.738604983046281e-05,0.0007188283565814903,0.00010119496147969818
-659597.1890960818,0.0003523051157367656,8.741440435031303e-05,0.0007190690634139309,0.00010122768129661712
-659263.8908701616,0.0003524295263067022,8.744279986893397e-05,0.0007193101265734919,0.00010126044831340295
-658930.5926442414,0.0003525541276058172,8.747123644122451e-05,0.0007195515465654288,0.00010129326259276277
-658597.2944183212,0.0003526789199270323,8.749971412215778e-05,0.0007197933238974257,0.00010132612419758245
-658263.996192401,0.0003528039035647794,8.752823296668863e-05,0.0007200354590767652,0.00010135903319085412
-657930.6979664807,0.00035292907881360254,8.75567930299904e-05,0.0007202779526130357,0.00010139198963571793
-657597.3997405606,0.00035305444596895637,8.758539436736508e-05,0.0007205208050166474,0.00010142499359545032
-657264.1015146404,0.0003531800053276735,8.761403703429649e-05,0.0007207640167991498,0.00010145804513346313
-656930.8032887202,0.0003533057571863224,8.76427210862118e-05,0.000721007588473713,0.00010149114431331224
-656597.5050628,0.00035343170184196315,8.767144657886301e-05,0.000721251520554127,0.00010152429119869343
-656264.2068368798,0.00035355783959470355,8.770021356783696e-05,0.0007214958135549616,0.00010155748585343568
-655930.9086109595,0.00035368417074278823,8.77290221092368e-05,0.0007217404679942642,0.0001015907283415056
-655597.6103850394,0.0003538106955864007,8.775787225910741e-05,0.0007219854843886455,0.00010162401872702518
-655264.3121591192,0.0003539374144262891,8.778676407338345e-05,0.0007222308632569333,0.00010165735707423118
-654931.013933199,0.0003540643275636211,8.781569760842045e-05,0.0007224766051191522,0.0001016907434475217
-654597.7157072788,0.0003541914353008891,8.784467292065404e-05,0.0007227227104967712,0.00010172417791142822
-654264.4174813585,0.00035431873794162285,8.787369006660426e-05,0.0007229691799124997,0.00010175766053061479
-653931.1192554383,0.00035444623578844087,8.790274910277971e-05,0.0007232160138892896,0.00010179119136992135
-653597.8210295181,0.00035457392914727215,8.793185008613191e-05,0.0007234632129528897,0.0001018247704942733
-653264.522803598,0.0003547018183225677,8.79609930734182e-05,0.0007237107776294926,0.00010185839796879171
-652931.2245776778,0.0003548299036195801,8.799017812162687e-05,0.0007239587084458507,0.00010189207385870269
-652597.9263517576,0.00035495818534685055,8.801940528798973e-05,0.0007242070059310563,0.00010192579822939213
-652264.6281258373,0.0003550866638118704,8.804867462975306e-05,0.000724455670614873,0.00010195957114639026
-651931.3298999171,0.00035521533932168233,8.807798620428247e-05,0.0007247047030288818,0.00010199339267537817
-651598.031673997,0.0003553442121857932,8.8107340069179e-05,0.0007249541037052743,0.00010202726288215294
-651264.7334480768,0.0003554732827143086,8.81367362818925e-05,0.0007252038731764274,0.00010206118183267982
-650931.4352221566,0.0003556025512181233,8.81661749003893e-05,0.0007254540119789684,0.0001020951495930779
-650598.1369962363,0.0003557320180089968,8.819565598243765e-05,0.0007257045206479764,0.00010212916622957248
-650264.8387703161,0.0003558616833987092,8.822517958616345e-05,0.000725955399721667,0.00010216323180856582
-649931.5405443959,0.0003559915477003925,8.825474576965794e-05,0.0007262066497380939,0.00010219734639660546
-649598.2423184757,0.0003561216112278977,8.828435459120594e-05,0.0007264582712371465,0.00010223151006037519
-649264.9440925556,0.00035625187429575843,8.831400610927496e-05,0.0007267102647606608,0.00010226572286670254
-648931.6458666354,0.0003563823372198415,8.8343700382291e-05,0.0007269626308500114,0.00010229998488257308
-648598.3476407151,0.0003565130003160149,8.837343746905994e-05,0.0007272153700498851,0.00010233429617509976
-648265.0494147949,0.00035664386390138513,8.840321742830366e-05,0.0007274684829050194,0.00010236865681157908
-647931.7511888747,0.0003567749282936293,8.843304031892327e-05,0.0007277219699617253,0.0001024030668594142
-647598.4529629545,0.0003569061938120331,8.846290620014286e-05,0.0007279758317682105,0.00010243752638619204
-647265.1547370343,0.00035703766077521703,8.849281513089344e-05,0.0007282300688722087,0.00010247203545961568
-646931.856511114,0.00035716932950369994,8.852276717076152e-05,0.0007284846818248985,0.0001025065941475677
-646598.5582851939,0.00035730120031864804,8.855276237884823e-05,0.0007287396711764441,0.00010254120251805584
-646265.2600592737,0.00035743327354217344,8.858280081517304e-05,0.0007289950374813876,0.00010257586063925662
-645931.9618333535,0.0003575655494963146,8.861288253929391e-05,0.0007292507812933834,0.00010261056857948006
-645598.6636074333,0.00035769802850514463,8.864300761083038e-05,0.0007295069031666861,0.0001026453264071991
-645265.365381513,0.0003578307108928281,8.867317608999505e-05,0.000729763403659443,0.00010268013419104029
-644932.0671555928,0.0003579635969838494,8.87033880368618e-05,0.0007300202833283918,0.00010271499199976253
-644598.7689296727,0.0003580966871060255,8.873364351167448e-05,0.0007302775427346343,0.00010274989990229064
-644265.4707037525,0.00035822998158435276,8.876394257481031e-05,0.0007305351824364394,0.00010278485796771116
-643932.1724778323,0.0003583634807471229,8.879428528684276e-05,0.000730793202998711,0.00010281986626523189
-643598.8742519121,0.00035849718492327265,8.882467170829535e-05,0.0007310516049825278,0.00010285492486425074
-643265.5760259918,0.0003586310944403776,8.885510190002439e-05,0.0007313103889534314,0.00010289003383429868
-642932.2778000716,0.0003587652096309627,8.888557592297903e-05,0.0007315695554775555,0.0001029251932450586
-642598.9795741515,0.00035889953082410416,8.891609383812312e-05,0.0007318291051219764,0.00010296040316635702
-642265.6813482313,0.00035903405835321526,8.894665570680018e-05,0.0007320890384559232,0.00010299566366822007
-641932.3831223111,0.000359168792550003,8.897726159022822e-05,0.0007323493560492507,0.00010303097482079283
