Frequency (Hz),Input Real,Input Imag,Output Real,Output Imag
44661.96227330721,-7.876335400638801,14.335333894680234,-0.15164249117352835,8.042020530622649
44995.260499227414,-7.714624038455108,14.18554044198475,-0.1608080399191809,7.976737375124611
45328.55872514761,-7.557064338975084,14.03875614444295,-0.16957126311180634,7.9126298556233845
45661.85695106781,-7.403504419453219,13.894882274818354,-0.17795969830136416,7.84965858300433
45995.15517698802,-7.25379941496171,13.753824443626979,-0.18599828095426818,7.787786533930315
46328.45340290822,-7.107811082197735,13.615492359896132,-0.19370965540693108,7.726978823723346
46661.751628828424,-6.965407429652274,13.47979960768396,-0.20111444146917767,7.6672025088821805
46995.04985474863,-6.8264623721056985,13.346663437135778,-0.20823146394923198,7.608426414541688
47328.34808066883,-6.690855407641924,13.21600456896924,-0.2150779510369638,7.55062098302597
47661.646306589035,-6.558471315480149,13.08774701144193,-0.22166970641182715,7.493758140335197
47994.94453250924,-6.429199873035477,12.961817888803385,-0.22802125909252702,7.437811177945919
48328.24275842944,-6.302935590897817,12.838147280474132,-0.23414599434929784,7.382754647749768
48661.540984349645,-6.179577464309882,12.716668070114862,-0.24005626844793038,7.328564268313554
48994.83921026985,-6.059028740056104,12.597315803897343,-0.24576350953386522,7.275216840932817
49328.13743619005,-5.941196697598364,12.480028557355137,-0.25127830659671635,7.22269017419691
49661.435662110256,-5.825992443490441,12.364746810178048,-0.2566104881466915,7.170963015972581
49994.73388803045,-5.713330718131173,12.251413328402242,-0.2617691919846683,7.120014991884808
50328.032113950656,-5.603129714007533,12.13997305351942,-0.26676292723546613,7.069826549503294
50661.33033987086,-5.4953109046499975,12.03037299799814,-0.27159962964295525,7.020378907560582
50994.62856579106,-5.389798883531905,11.92256214680017,-0.27628671097743096,6.97165400961712
51327.92679171127,-5.286521212315137,11.816491364513226,-0.28083110328610283,6.923634481676378
51661.22501763147,-5.185408277763057,11.712113307696107,-0.2852392986124461,6.876303593312678
51994.523243551674,-5.086393156770303,11.609382342102078,-0.28951738472777233,6.829645221936002
52327.82146947188,-4.989411488966976,11.508254464492598,-0.2936710773397394,6.783643819865053
52661.11969539208,-4.894401356449764,11.408687228723263,-0.2977057491854276,6.7382843839223225
52994.417921312284,-4.801303170112417,11.310639675810789,-0.3016264563598443,6.693552427297697
53327.71614723249,-4.710059562211897,11.214072267785193,-0.3054379621877761,6.64943395346147
53661.01437315269,-4.620615284769817,11.118946825046848,-0.30914475890749493,6.605915431930059
53994.312599072895,-4.532917113410837,11.025226467018094,-0.3127510873995414,6.562983775712818
54327.6108249931,-4.446913756341819,10.93287555589994,-0.31626095516911334,6.520626320286553
54660.909050913295,-4.362555768141305,10.841859643350029,-0.31967815276272704,6.4788308039623645
54994.2072768335,-4.279795468051314,10.752145419868317,-0.3230062687769002,6.437585349522583
55327.5055027537,-4.19858686251511,10.66370066678387,-0.3262487036041716,6.396878447021773
55660.803728673905,-4.1188855717186765,10.576494210643943,-0.32940868203807805,6.356698937652707
55994.10195459411,-4.040648759875322,10.490495879889554,-0.3324892648499742,6.317035998591751
56327.40018051431,-3.9638350690272706,10.405676463664118,-0.33549335943576675,6.277879128745226
56660.698406434516,-3.8884045562002596,10.322007672668715,-0.33842372962028966,6.2392181353261496
56993.99663235472,-3.8143186336784947,10.23946210188964,-0.341283004697313,6.201043121198385
57327.29485827492,-3.7415400122161606,10.15801319515067,-0.34407368777720704,6.163344472929591
57660.59308419513,-3.670032647066513,10.077635211348282,-0.34679816350074244,6.12611284950163
57993.89131011533,-3.599761686609104,9.998303192301373,-0.34945870518089817,6.089339171631163
58327.189536035534,-3.530693423464042,9.919992932087426,-0.3520574814174744,6.053014611656188
58660.48776195574,-3.462795247958233,9.842680947852221,-0.35459656223410607,6.017130583950769
58993.78598787594,-3.396035603794691,9.76634445191743,-0.3570779247762623,5.981678735830138
59327.08421379614,-3.3303839458069278,9.6909613252246,-0.3595034586079071,5.946650938915399
59660.38243971634,-3.265810699704452,9.61651009194393,-0.361874970640208,5.912039280925717
59993.680665636544,-3.2022872236721747,9.5429698952499,-0.3641941897221401,5.8778360578718685
60326.97889155675,-3.1397857717582403,9.47032047417916,-0.3664627709204735,5.844033766624524
60660.27711747695,-3.0782794589110996,9.398542141517616,-0.36868229951389386,5.810625097834949
60993.575343397155,-3.017742227634559,9.327615762663132,-0.3708542947235738,5.777602929185669
61326.87356931736,-2.9581488161219758,9.257522735410841,-0.37298021320163516,5.744960318951776
61660.17179523756,-2.8994747278229607,9.188244970610244,-0.37506145229413884,5.712690499853776
61993.470021157766,-2.8416962023635066,9.119764873667076,-0.3770993530977378,5.680786873185543
62326.76824707797,-2.7847901877564323,9.052065326834631,-0.37909520332496927,5.6492430032018115
62660.06647299817,-2.7287343138046642,8.985129672239857,-0.381050239990282,5.618052611749022
62993.364698918376,-2.6735068666794786,8.918941695638102,-0.3829656519337208,5.587209573127865
63326.66292483858,-2.6190867645948117,8.853485610846619,-0.38484258219050727,5.556707909173226
63659.96115075878,-2.56545353450993,8.7887460448148,-0.3866821302191372,5.526541784540842
63993.25937667898,-2.5125872898386947,8.72470802331071,-0.38848535399785855,5.496705502189066
64326.55760259918,-2.460468709088008,8.661356957195807,-0.39025327199885385,5.467193499045145
64659.85582851939,-2.409079015384001,8.598678629252827,-0.39198686504762703,5.438000341847008
64993.15405443959,-2.3583999568863026,8.536659181525014,-0.3936870780763886,5.409120723151698
65326.452280359794,-2.3084137879649953,8.475285103220791,-0.39535482177864356,5.380549457501498
65659.75050628,-2.2591032511871365,8.414543218990854,-0.396990974170746,5.352281477739407
65993.0487322002,-2.2104515600031687,8.35442067777442,-0.39859638206678616,5.3243118314681
66326.34695812041,-2.162442382169939,8.294904942022562,-0.4001718624735673,5.296635677644316
66659.64518404061,-2.1150598238140557,8.235983777342327,-0.40171820390920204,5.269248283301526
66992.9434099608,-2.0682884141359015,8.17764524254841,-0.40323616765115833,5.242145020396871
67326.24163588102,-2.022113090726106,8.11987768009383,-0.4047264889181923,5.215321362773916
67659.53986180121,-1.9765191854569109,8.062669706851915,-0.40618987798991446,5.188772883238465
67992.83808772142,-1.9314924109168645,8.006010205256567,-0.40762702126860306,5.162495250739614
68326.13631364162,-1.8870188473801148,7.949888314770688,-0.4090385822853886,5.136484227653336
68659.43453956183,-1.843084930276796,7.894293423654146,-0.41042520265580107,5.110735667163106
68992.73276548203,-1.7996774381338188,7.8392151610556615,-0.4117875029868352,5.085245510733633
69326.03099140224,-1.7567834809889984,7.784643389384064,-0.41312608373869425,5.060009785672191
69659.32921732243,-1.7143904892255908,7.730568196943388,-0.4144415260434361,5.035024602776318
69992.62744324264,-1.6724862028310912,7.676979890843495,-0.41573439248352706,5.010286154061679
70325.92566916284,-1.6310586610561275,7.623868990173728,-0.4170052278329872,4.9857907105681205
70659.22389508305,-1.5900961924577164,7.571226219388851,-0.4182545597622078,4.961534620240288
70992.52212100325,-1.5495874052976415,7.519042501945262,-0.4194828995088298,4.937514305878629
71325.82034692344,-1.5095211782956395,7.467308954165553,-0.42069074251775107,4.913726263160753
71659.11857284365,-1.4698866517193656,7.416016879287637,-0.4218785690505104,4.890167058725933
71992.41679876385,-1.4306732187840585,7.365157761741717,-0.42304684476590665,4.866833328324071
72325.71502468406,-1.3918705173653367,7.31472326161656,-0.4241960212747089,4.843721775025181
72659.01325060426,-1.3534684220000668,7.264705209298249,-0.4253265366682679,4.820829167485421
72992.31147652447,-1.3154570361732896,7.215095600300904,-0.4264388160235706,4.798152338270324
73325.60970244466,-1.2778266848619304,7.1658865902739945,-0.4275332718850098,4.77568818223018
73658.90792836488,-1.240567907350024,7.117070490139157,-0.4286103047255916,4.753433654928202
73992.20615428507,-1.203671450267448,7.06863976143613,-0.4296703033866639,4.731385771116259
74325.50438020528,-1.167128260893889,7.020587011774968,-0.4307136454992759,4.709541603260142
74658.80260612548,-1.1309294806564567,6.972904990458309,-0.4317406978862681,4.687898280108733
74992.10083204569,-1.0950664388754365,6.925586584230734,-0.43275181694794984,4.666452985308468
75325.39905796589,-1.0595306466856567,6.878624813158231,-0.4337473490304453,4.645202956059178
75658.6972838861,-1.024313791182824,6.8320128266556095,-0.434727630779018,4.624145481811564
75991.9955098063,-0.9894077297392718,6.785743899609812,-0.43569298947573,4.603277903002948
76325.29373572649,-0.9548044845215053,6.739811428644334,-0.4366437433640112,4.582597609831538
76658.5919616467,-0.9204962371694085,6.694208928470539,-0.43758020195850794,4.562102041067076
76991.8901875669,-0.8864753236398148,6.648930028378241,-0.43850266634328716,4.541788682896557
77325.1884134871,-0.8527342292361766,6.603968468806254,-0.43941142945735967,4.521655067803498
77658.4866394073,-0.8192655837530749,6.559318098021581,-0.44030677636797666,4.501698773479749
77991.78486532751,-0.7860621568068296,6.514972868896436,-0.44118898453405797,4.481917421770579
78325.08309124771,-0.7531168532839534,6.470926835774429,-0.44205832405862233,4.462308677647342
78658.38131716792,-0.7204227089345537,6.427174151428687,-0.4429150579304956,4.442870248211932
78991.67954308812,-0.6879728860963437,6.383709064092463,-0.44375944225781494,4.423599881728092
79324.97776900833,-0.655760669551197,6.3405259145985875,-0.44459172649099443,4.404495366681215
79658.27599492852,-0.6237794624743485,6.297619133556424,-0.4454121536382756,4.385554530863566
79991.57422084874,-0.5920227825336881,6.25498323864924,-0.44622096047168425,4.36677524048562
80324.87244676893,-0.5604842580878322,6.212612831977492,-0.4470183777264396,4.348155399312249
80658.17067268913,-0.529157624478127,6.170502597460714,-0.44780463029160517,4.329692947822208
80991.46889860934,-0.49803672042690106,6.1286472983374845,-0.44857993739401364,4.311385862391356
81324.76712452954,-0.46711548455130436,6.087041774708808,-0.449344512775643,4.293232154497407
81658.06535044975,-0.4363879519467484,6.045680941143782,-0.4500985648635938,4.2752298699474025
81991.36357636994,-0.4058482508842558,6.004559784360262,-0.4508422969344439,4.257377088124629
82324.66180229015,-0.3754905995561231,5.963673360922192,-0.4515759072721477,4.239671921257071
82657.96002821035,-0.3453093029532306,5.92301679504775,-0.4522995893200553,4.222112513704484
82991.25825413056,-0.31529874978301187,5.88258527642058,-0.45301353182830123,4.204697041265056
83324.55648005076,-0.2854534094730301,5.842374058078106,-0.453717918994351,4.187423710499921
83657.85470597097,-0.25576782925875285,5.802378454343014,-0.45441293059993537,4.170290758075712
83991.15293189116,-0.22623663132312766,5.762593838779516,-0.45509874214249235,4.153296450124347
84324.45115781137,-0.19685451002443077,5.723015642232516,-0.45577552496160867,4.136439081618894
84657.74938373157,-0.16761622915546748,5.683639350873795,-0.45644344636202683,4.119716975766681
84991.04760965178,-0.13851661929548015,5.6444605043045275,-0.45710266973075336,4.10312848341668
85324.34583557198,-0.1095505752071162,5.605474693686331,-0.4577533546523065,4.086671982483593
85657.64406149217,-0.08071305327200085,5.566677559927707,-0.45839565701740104,4.070345877384988
85990.94228741238,-0.05199906900692941,5.528064791883219,-0.45902972913014395,4.054148598494194
86324.24051333258,-0.02340369462745473,5.489632124596373,-0.4596557198106841,4.038078601605952
86657.53873925279,0.005077943379331318,5.451375337574457,-0.4602737744935298,4.022134367416047
86990.83696517299,0.03345066658103463,5.413290253095709,-0.46088403532419686,4.006314401013621
87324.1351910932,0.061719246914403225,5.375372734534263,-0.46148664125151573,3.9906172313866084
87657.4334170134,0.0898884089693337,5.33761868472358,-0.46208172811708303,3.975041410938665
87990.7316429336,0.11796283221288961,5.300024044349943,-0.4626694287420039,3.95958551501863
88324.0298688538,0.1459471531591654,5.262584790329451,-0.46324987301019105,3.9442481414614625
88657.32809477401,0.17384596756914683,5.225296934291978,-0.46382318794986654,3.9290279101396797
88990.62632069421,0.2016638325498183,5.188156520991258,-0.4643894978117021,3.9139234625270367
89323.92454661442,0.22940526865452626,5.151159626793556,-0.46494892414433453,3.898933461271341
89657.22277253462,0.257074761949708,5.114302358179518,-0.4655015858681568,3.884056589778152
89990.52099845483,0.28467676607284265,5.077580850245383,-0.46604759934604245,3.869291551805095
90323.81922437502,0.3122157042036473,5.040991265232378,-0.4665870784522863,3.8546370710645896
90657.11745029522,0.3396959711159432,5.004529791061908,-0.46712013463925056,3.8400918908370283
90990.41567621543,0.36712193510826624,4.968192639915127,-0.46764687700151825,3.8256547735924378
91323.71390213563,0.39449793995336946,4.931976046776199,-0.4681674123388262,3.811324500621917
91657.01212805584,0.42182830686004813,4.895876268029891,-0.4686818452165049,3.797099871676383
91990.31035397603,0.4491173363641092,4.859889580049506,-0.46919027802377067,3.7829797046151405
92323.60857989624,0.4763693102399944,4.82401227779837,-0.46969281103118665,3.768962835061719
92656.90680581644,0.5035884933983943,4.788240673434062,-0.47018954244553357,3.7550481160679885
92990.20503173665,0.5307791357529577,4.752571094940441,-0.4706805684632993,3.7412344177861208
93323.50325765685,0.5579454740930974,4.716999884727612,-0.4711659833225259,3.727520627147651
93656.80148357706,0.5850917339522361,4.681523398280849,-0.4716458793531668,3.713905647550535
93990.09970949726,0.6122221314584819,4.646138002781324,-0.4721203470259139,3.7003883985528523
94323.39793541747,0.6393408751793774,4.6108400757422645,-0.4725894749995805,3.6869678155733294
94656.69616133766,0.6664521679807716,4.575626003640233,-0.4730533501670542,3.6736428495992492
94989.99438725786,0.6935602088704842,4.540492180564262,-0.4735120576997418,3.660412466900489
95323.29261317807,0.7206691948369706,4.505435006831915,-0.473965681091328,3.647275648749903
95656.59083909827,0.7477833227048782,4.470450887638065,-0.4744143021993703,3.634231391150088
95989.88906501848,0.7749067909809582,4.435536231672703,-0.4748580012866742,3.6212787045664725
96323.18729093867,0.8020438017402917,4.400687449754719,-0.4752968570603959,3.6084166136657543
96656.48551685888,0.8291985624442487,4.365900953454959,-0.4757309467110752,3.5956441570609794
96989.78374277908,0.8563752878454771,4.331173153704774,-0.4761603459499384,3.582960387061074
97323.08196869929,0.8835782018665761,4.296500459394664,-0.4765851290454104,3.5703643694268994
97656.38019461949,0.910811539485145,4.261879275990678,-0.477005368858364,3.5578551831321357
97989.6784205397,0.9380795486589377,4.227306004101048,-0.47742113687680837,3.5454319201295204
98322.9766464599,0.9653864922370377,4.192777038061883,-0.4778325032489091,3.53309368512225
98656.2748723801,0.9927366499041135,4.158288764496637,-0.4782395368163499,3.5208395953397895
98989.5730983003,1.020134320157845,4.123837560875332,-0.4786423051451365,3.5086687803193195
99322.87132422051,1.0475838222627734,4.089419794015352,-0.4790408745568495,3.49658038169152
99656.16955014071,1.0750894982915011,4.055031818659966,-0.4794353101587869,3.4845735529705335
99989.4677760609,1.102655715104887,4.020669975903122,-0.47982567587272995,3.472647459349338
100322.76600198112,1.1302868664651793,3.9863305917086045,-0.4802120344638794,3.4608012774986374
100656.06422790131,1.157987375091662,3.952009975380087,-0.4805944475680415,3.4490341953703147
100989.36245382152,1.1857616947658434,3.917704417957225,-0.4809729757189547,3.4373454120052305
101322.66067974172,1.2136143125202405,3.883410190654269,-0.4813476783743906,3.425734137344983
101655.95890566193,1.2415497507901185,3.8491235432541484,-0.4817186139415653,3.41419959204753
101989.25713158213,1.2695725696411042,3.814840702430549,-0.4820858398025547,3.4027410073067954
102322.55535750234,1.2976873690581487,3.7805578701064753,-0.4824494123381011,3.3913576246757122
102655.85358342253,1.3258987912245714,3.746271221765455,-0.48280938695147024,3.3800486958940295
102989.15180934274,1.3542115228603389,3.7119769046710727,-0.4831658180916707,3.368813482718466
103322.45003526294,1.3826302976771885,3.6776710361471423,-0.48351875927584237,3.3576512567569043
103655.74826118315,1.4111598987544005,3.643349701739801,-0.4838682631112786,3.3465612993065177
103989.04648710335,1.439805161095269,3.6090089534105867,-0.48421438131699546,3.335542901194311
104322.34471302354,1.468570974153298,3.574644807616096,-0.48455716474432364,3.324595362621956
104655.64293894375,1.4974622844632166,3.5402532434125806,-0.4848966633977528,3.3137179930133227
104988.94116486395,1.5264840982932435,3.5058302004819786,-0.4852329264547242,3.3029101108649765
105322.23939078416,1.555641484421253,3.4713715771023783,-0.48556600228493085,3.292171043600465
105655.53761670436,1.584939576910113,3.4368732281022245,-0.48589593846971235,3.2815001274270674
105988.83584262457,1.6143835780128388,3.4023309627285743,-0.4862227818203648,3.2708967071958126
106322.13406854476,1.643978761118072,3.367740542494885,-0.4865465783966889,3.2603601362640746
106655.43229446498,1.6737304737767094,3.3330976789408755,-0.48686737352424747,3.2498897763614267
106988.73052038517,1.7036441408312917,3.298398031349128,-0.48718521181238783,3.239484997458213
