# Time,m_true,EnvelopeFactor(1+mu*m),Carrier,RF_in,RLC_out,RF_amp,Rectified,Envelope,m_hat,m_hat_norm
2.666,-0.8639234171928345,0.3088612662457324,-0.8443279255020104,-0.26078019219718335,0.024924824466171107,0.12462412233085554,0.10462412233085554,0.2215228843160448,-0.003540657975375644,-0.01549369569439519
2.6665,-0.865501330253019,0.3075989357975848,-0.8607420270039473,-0.2647633315026702,0.02638532781011875,0.13192663905059376,0.11192663905059376,0.22124889370288117,-0.0038146485885392767,-0.016692661314063013
2.6670000000000003,-0.8670707011644908,0.30634343906840733,-0.8763066800438747,-0.26845080204325905,0.027798628016267507,0.13899314008133754,0.11899314008133753,0.22099325431882733,-0.004070287972593123,-0.01781132311409545
2.6675,-0.8686315144381911,0.30509478844944704,-0.8910065241883597,-0.2718414470043247,0.029163364948665362,0.1458168247433268,0.1258168247433268,0.22075531324488856,-0.004308229046531886,-0.018852538226779035
2.668,-0.8701837546695262,0.303852996264379,-0.9048270524660186,-0.2749344109928662,0.030478251666777242,0.15239125833388623,0.13239125833388624,0.22053440310761105,-0.0045291391838094,-0.019819227036200603
2.6685,-0.8717274065385086,0.3026180747691931,-0.9177546256839753,-0.2777291379350061,0.031742075552341174,0.15871037776170588,0.1387103777617059,0.2203298430442463,-0.00473369924717415,-0.020714368954748492
2.669,-0.8732624548099206,0.3013900361520635,-0.9297764858882518,-0.28022536869519876,0.03295369933295955,0.16476849666479776,0.14476849666479777,0.22014093967829768,-0.004922602613122773,-0.02154099815418265
2.6695,-0.8747888843334539,0.30016889253323686,-0.9408807689542311,-0.28242313842281186,0.034112062001679225,0.1705603100083961,0.15056031000839612,0.21996698810412293,-0.005096554187297514,-0.022302199257076105
2.67,-0.8763066800438638,0.2989546559649089,-0.9510565162951461,-0.28432277363220015,0.035216179631952046,0.17608089815976025,0.15608089815976026,0.21980727287926202,-0.005256269412158426,-0.023001102994451173
2.6705,-0.8778158269611209,0.29774733843110324,-0.9602936856769407,-0.28592488902250357,0.0362651460875052,0.181325730437526,0.16132573043752602,0.21966106902315768,-0.005402473268262764,-0.023640881835441153
2.6710000000000003,-0.8793163101905562,0.296546951847555,-0.968583161128633,-0.2872303840435653,0.03725813362678938,0.1862906681339469,0.1662906681339469,0.21952764302093467,-0.0055358992704857835,-0.024224745594815942
2.6715,-0.8808081149230027,0.29535350806159777,-0.9759167619387462,-0.28824043921472386,0.03819439340181001,0.19097196700905006,0.17097196700905007,0.21940625383090495,-0.005657288460515497,-0.024755937024202722
2.672,-0.8822912264349531,0.29416701885203755,-0.9822872507286906,-0.2889565122032229,0.03907325585128492,0.19536627925642458,0.1753662792564246,0.21929615389446874,-0.005767388396951706,-0.02523772739282309
2.6725,-0.8837656300886924,0.29298749592904605,-0.9876883405951374,-0.28938033366928406,0.03989413098820871,0.19947065494104355,0.17947065494104356,0.21919659014708517,-0.0058669521443352746,-0.025673412063549013
2.673,-0.8852313113324549,0.291814950934036,-0.992114701314476,-0.28951390288501955,0.040656508582040396,0.20328254291020198,0.183282542910202,0.21910680502899296,-0.005956737262427486,-0.02606630607005312
2.6735,-0.8866882557005569,0.2906493954395545,-0.9955619646030801,-0.2893594831345004,0.041359958235866606,0.20679979117933303,0.18679979117933304,0.2190260374943688,-0.006037504797051646,-0.026419739700795298
2.674,-0.888136448813544,0.2894908409491648,-0.9980267284282709,-0.28891959690244384,0.04200412935902703,0.21002064679513516,0.19002064679513517,0.21895352401762072,-0.006110018273799728,-0.02673705409554651
2.6745,-0.8895758763783381,0.28833929889732945,-0.9995065603657317,-0.2881970208591364,0.04258875103582219,0.21294375517911093,0.19294375517911094,0.21888849959552445,-0.006175042695895999,-0.02702159686010333
2.6750000000000003,-0.8910065241883688,0.2871947806493049,-1.0,-0.2871947806493049,0.043113631791055526,0.21556815895527764,0.19556815895527765,0.21883019874392384,-0.006233343547496606,-0.02727671770478985
2.6755,-0.8924283781237179,0.2860572975010256,-0.9995065603657323,-0.28591614549276706,0.04357865925329236,0.21789329626646178,0.1978932962664618,0.21877785648773018,-0.006285685803690266,-0.02750576411228325
2.676,-0.8938414241512646,0.2849268606789883,-0.9980267284282719,-0.28436462260478873,0.043983799716846766,0.21991899858423383,0.19991899858423384,0.21873070934297145,-0.0063328329484489965,-0.027712077040228194
2.6765,-0.8952456483248115,0.28380348134015076,-0.9955619646030817,-0.28254395144419453,0.044329097603634696,0.22164548801817346,0.20164548801817347,0.21868799628965946,-0.00637554600176099,-0.027898986664031743
2.677,-0.8966410367852364,0.2826871705718108,-0.9921147013144781,-0.280458097797287,0.04461467482615618,0.22307337413078088,0.2030733741307809,0.21864895973426227,-0.006414582557158183,-0.028069808165144778
2.6775,-0.8980275757606153,0.28157793939150766,-0.9876883405951355,-0.27811124770579587,0.044840730052992474,0.22420365026496236,0.20420365026496237,0.218612846460589,-0.006450695830831438,-0.028227837570050082
2.678,-0.8994052515663699,0.2804757987469041,-0.9822872507286885,-0.27550780124702934,0.045007537878324344,0.22503768939162172,0.20503768939162173,0.2185789085679166,-0.006484633723503858,-0.02837634764507921
2.6785,-0.9007740506053976,0.27938075951568186,-0.9759167619387499,-0.2726523661745328,0.04511544789709562,0.22557723948547811,0.20557723948547812,0.2185464043952105,-0.006517137896209946,-0.028518583852080472
2.6790000000000003,-0.9021339593682031,0.27829283250543746,-0.96858316112863,-0.26954975142755694,0.04516488368756156,0.2258244184378078,0.2058244184378078,0.218514599430317,-0.006548942861103441,-0.02865776036985142
2.6795,-0.9034849644330342,0.2772120284535726,-0.9602936856769454,-0.2662049605176635,0.04515634170307429,0.22578170851537144,0.20578170851537145,0.21848276720302964,-0.006580775088390806,-0.02879705618613623
2.68,-0.9048270524660196,0.27613835802718434,-0.9510565162951512,-0.26262318480079716,0.04509039007506718,0.2254519503753359,0.20545195037533592,0.2184501901609604,-0.0066133521304600484,-0.02893961126486868
2.6805,-0.906160210221289,0.2750718318229688,-0.9408807689542271,-0.2588097966432427,0.04496766732930697,0.22483833664653485,0.20483833664653486,0.21841616052717433,-0.006647381764246119,-0.029088522793217345
2.681,-0.9074844245411168,0.2740124603671066,-0.9297764858882579,-0.2547703424897239,0.04478888101758586,0.2239444050879293,0.2039444050879293,0.2183799811385762,-0.006683561152844242,-0.029246841512858467
2.6815,-0.9087996823560406,0.27296025411516744,-0.9177546256839818,-0.25051053584207006,0.04455480626712643,0.22277403133563214,0.20277403133563215,0.21834096626406885,-0.006722576027351601,-0.029417568139766818
2.682,-0.9101059706849953,0.2719152234520037,-0.9048270524660257,-0.24603625015671723,0.04426628425006895,0.22133142125034475,0.20133142125034476,0.21829844240153454,-0.006765099889885912,-0.029603649876675336
2.6825,-0.9114032766354456,0.2708773786916434,-0.8910065241883672,-0.24135351166929728,0.043924220575504415,0.21962110287752207,0.19962110287752208,0.21825174905272451,-0.0068117932386959346,-0.029807977022207655
2.6830000000000003,-0.9126915874035038,0.26984673007719695,-0.8763066800438553,-0.2364684921546388,0.04352958360660633,0.21764791803303166,0.19764791803303167,0.21820023947517528,-0.00686330281624517,-0.03003337968053984
2.6835,-0.9139708902740614,0.2688232877807508,-0.8607420270039413,-0.2313875016302673,0.04308340270550068,0.2154170135275034,0.1954170135275034,0.2181432814103061,-0.0069202608811143596,-0.030282624575291697
2.684,-0.9152411726209184,0.2678070619032652,-0.8443279255020194,-0.2261169810115748,0.04258676640859577,0.21293383204297886,0.19293383204297887,0.21808025778688778,-0.006983284504532672,-0.03055841197119172
2.6845,-0.916502421906898,0.26679806247448157,-0.8270805742745734,-0.2206634947267377,0.04204082053517219,0.21020410267586095,0.19020410267586096,0.2180105673991102,-0.007052974892310243,-0.03086337270689665
2.685,-0.9177546256839804,0.2657962994528157,-0.8090169943749502,-0.21503372329930118,0.04144676623210781,0.20723383116053903,0.18723383116053904,0.21793362555851378,-0.007129916732906666,-0.031200065342180398
2.6855,-0.9189977715934212,0.264801782725263,-0.7901550123756836,-0.2092344559063833,0.04080585795768289,0.20402928978841445,0.18402928978841446,0.21784886471908854,-0.007214677572331907,-0.03157097342253991
2.686,-0.9202318473658695,0.2638145221073044,-0.7705132427757903,-0.2032725829202445,0.04011940140747718,0.20059700703738592,0.18059700703738593,0.2177557350748843,-0.00730780721653615,-0.03197850286409088
2.6865,-0.9214568408214981,0.26283452734280144,-0.7501110696304502,-0.19715508844092258,0.03938875138543248,0.19694375692716237,0.17694375692716238,0.21765370512951498,-0.007409837161905464,-0.03242497946145276
2.6870000000000003,-0.9226727398701152,0.2618618081039078,-0.7289686274214104,-0.19088904282759445,0.038615309623212364,0.1930765481160618,0.17307654811606182,0.21754226223698137,-0.007521280054439083,-0.032912646521142674
2.6875,-0.9238795325112863,0.2608963739909709,-0.7071067811865553,-0.18448159523599916,0.0378005225510442,0.189002612755221,0.16900261275522102,0.21742091311327696,-0.007642629178143484,-0.033443662622820225
