Zeit;Kanal B;A-0,180
(s);(V);(mV)

1,10449997;-11,61417000;-124,69730000
1,10452497;-11,61417000;-124,72810000
1,10454997;-11,61417000;-124,74350000
1,10457497;-11,61417000;-124,77420000
1,10459997;-11,61417000;-124,78960000
1,10462497;-11,61417000;-124,80500000
1,10464997;-11,61417000;-124,83580000
1,10467497;-11,61417000;-124,85110000
1,10469997;-11,61417000;-124,89730000
1,10472497;-11,61417000;-124,91270000
1,10474997;-11,61417000;-124,92800000
1,10477497;-11,61417000;-124,95880000
1,10479997;-11,61417000;-124,97420000
1,10482497;-11,61417000;-124,98950000
1,10484997;-11,61417000;-124,98950000
1,10487497;-11,61417000;-125,02030000
1,10489997;-11,61417000;-125,03570000
1,10492497;-11,61417000;-125,05110000
1,10494997;-11,61417000;-125,08180000
1,10497497;-11,61417000;-125,09720000
1,10499997;-11,61417000;-125,11260000
1,10502497;-11,61417000;-125,14330000
1,10504997;-11,61417000;-125,15870000
1,10507497;-11,61417000;-125,17410000
1,10509997;-11,61417000;-125,20490000
1,10512497;-11,61417000;-125,22020000
1,10514997;-11,61417000;-125,23560000
1,10517497;-11,61417000;-125,26640000
1,10519997;-11,61417000;-125,28170000
1,10522497;-11,61417000;-125,29710000
1,10524997;-11,61417000;-125,32790000
1,10527497;-11,61417000;-125,34330000
1,10529997;-11,61417000;-125,35860000
1,10532497;-11,61417000;-125,38940000
1,10534997;-11,61417000;-125,40480000
1,10537497;-11,61417000;-125,45090000
1,10539997;-11,61417000;-125,46630000
1,10542497;-11,61417000;-125,48170000
1,10544997;-11,61417000;-125,51240000
1,10547497;-11,61417000;-125,54320000
1,10549997;-11,61417000;-125,57390000
1,10552497;-11,61417000;-125,60470000
1,10554997;-11,61417000;-125,63550000
1,10557497;-11,61417000;-125,65080000
1,10559997;-11,61417000;-125,66620000
1,10562497;-11,61417000;-125,69700000
1,10564997;-11,61417000;-125,71240000
1,10567497;-11,61417000;-125,75850000
1,10569997;-11,61417000;-125,78920000
1,10572497;-11,61417000;-125,82000000
1,10574997;-11,61417000;-125,83540000
1,10577497;-11,61417000;-125,85080000
1,10579997;-11,61417000;-125,89690000
1,10582497;-11,61417000;-125,94300000
1,10584997;-11,61417000;-125,95840000
1,10587497;-11,61417000;-125,97380000
1,10589997;-11,61417000;-126,00460000
1,10592497;-11,61417000;-126,01990000
1,10594997;-11,61417000;-126,01990000
1,10597497;-11,61417000;-126,06610000
1,10599997;-11,61417000;-126,08140000
1,10602497;-11,61417000;-126,09680000
1,10604997;-11,61417000;-126,12760000
1,10607497;-11,61417000;-126,14300000
1,10609997;-11,61417000;-126,15830000
1,10612497;-11,61417000;-126,18910000
1,10614997;-11,61417000;-126,20450000
1,10617497;-11,61417000;-126,21990000
1,10619997;-11,61417000;-126,25060000
1,10622497;-11,61417000;-126,28140000
1,10624997;-11,61417000;-126,28140000
1,10627497;-11,61417000;-126,31210000
1,10629997;-11,61417000;-126,32750000
1,10632497;-11,61417000;-126,37360000
1,10634997;-11,61417000;-126,38900000
1,10637497;-11,61417000;-126,40440000
1,10639997;-11,61417000;-126,43520000
1,10642497;-11,61417000;-126,45050000
1,10644997;-11,61417000;-126,46590000
1,10647497;-11,61417000;-126,49670000
1,10649997;-11,61417000;-126,51210000
1,10652497;-11,61417000;-126,51210000
1,10654997;-11,61417000;-126,52740000
1,10657497;-11,61417000;-126,52740000
1,10659997;-11,61417000;-126,55820000
1,10662497;-11,61417000;-126,55820000
1,10664997;-11,61417000;-126,55820000
1,10667497;-11,61417000;-126,57360000
1,10669997;-11,61417000;-126,58900000
1,10672497;-11,61417000;-126,61970000
1,10674997;-11,61417000;-126,65050000
1,10677497;-11,61417000;-126,68120000
1,10679997;-11,61417000;-126,71200000
1,10682497;-11,61417000;-126,75810000
1,10684997;-11,61417000;-126,80430000
1,10687497;-11,61417000;-126,80430000
1,10689997;-11,61417000;-126,81960000
1,10692497;-11,61417000;-126,86580000
1,10694997;-11,61417000;-126,88110000
1,10697497;-11,61417000;-126,92730000
1,10699997;-11,61417000;-126,97340000
1,10702497;-11,61417000;-126,98880000
1,10704997;-11,61417000;-127,03490000
1,10707497;-11,61417000;-127,05030000
1,10709997;-11,61417000;-127,05030000
1,10712497;-11,61417000;-127,09650000
1,10714997;-11,61417000;-127,11180000
1,10717497;-11,61417000;-127,11180000
1,10719997;-11,61417000;-127,12720000
1,10722497;-11,61417000;-127,15800000
1,10724997;-11,61417000;-127,18870000
1,10727497;-11,61417000;-127,18870000
1,10729997;-11,61417000;-127,18870000
1,10732497;-11,61417000;-127,21950000
1,10734997;-11,61417000;-127,21950000
1,10737497;-11,61417000;-127,21950000
1,10739997;-11,61417000;-127,25020000
1,10742497;-11,61417000;-127,25020000
1,10744997;-11,61417000;-127,29640000
1,10747497;-11,61417000;-127,31180000
1,10749997;-11,61417000;-127,35790000
1,10752497;-11,61417000;-127,37330000
1,10754997;-11,61417000;-127,41940000
1,10757497;-11,61417000;-127,43480000
1,10759997;-11,61417000;-127,46560000
1,10762497;-11,61417000;-127,49630000
1,10764997;-11,61417000;-127,52710000
1,10767497;-11,61417000;-127,54240000
1,10769997;-11,61417000;-127,55780000
1,10772497;-11,61417000;-127,58860000
1,10774997;-11,61417000;-127,61930000
1,10777497;-11,61417000;-127,65010000
1,10779997;-11,61417000;-127,66550000
1,10782497;-11,61417000;-127,68090000
1,10784997;-11,61417000;-127,71160000
1,10787497;-11,61417000;-127,72700000
1,10789997;-11,61417000;-127,74240000
1,10792497;-11,61417000;-127,77310000
1,10794997;-11,61417000;-127,78850000
1,10797497;-11,61417000;-127,80390000
1,10799997;-11,61417000;-127,83460000
1,10802497;-11,61417000;-127,85000000
1,10804997;-11,61417000;-127,85000000
1,10807497;-11,61417000;-127,89610000
1,10809997;-11,61417000;-127,91150000
1,10812497;-11,61479000;-127,92690000
1,10814997;-11,61479000;-127,97310000
1,10817497;-11,61479000;-127,98840000
1,10819997;-11,61479000;-128,01920000
1,10822497;-11,61479000;-128,03460000
1,10824997;-11,61540000;-128,04990000
1,10827497;-11,61540000;-128,08070000
1,10829997;-11,61540000;-128,09610000
1,10832497;-11,61540000;-128,14220000
1,10834997;-11,61540000;-128,15760000
1,10837497;-11,61540000;-128,17300000
1,10839997;-11,61540000;-128,20370000
1,10842497;-11,61540000;-128,21910000
1,10844997;-11,61540000;-128,21910000
1,10847497;-11,61540000;-128,26530000
1,10849997;-11,61540000;-128,28060000
1,10852497;-11,61540000;-128,31140000
1,10854997;-11,61540000;-128,32680000
1,10857497;-11,61540000;-128,34210000
1,10859997;-11,61540000;-128,38830000
1,10862497;-11,61540000;-128,43440000
1,10864997;-11,61540000;-128,46520000
1,10867497;-11,61540000;-128,49590000
1,10869997;-11,61540000;-128,51130000
1,10872497;-11,61540000;-128,52670000
1,10874997;-11,61540000;-128,52670000
1,10877497;-11,61540000;-128,52670000
1,10879997;-11,61540000;-128,55740000
1,10882497;-11,61540000;-128,57280000
1,10884997;-11,61540000;-128,58820000
1,10887497;-11,61540000;-128,61900000
1,10889997;-11,61540000;-128,63440000
1,10892497;-11,61540000;-128,64970000
1,10894997;-11,61540000;-128,68050000
1,10897497;-11,61540000;-128,69590000
1,10899997;-11,61540000;-128,71120000
1,10902497;-11,61540000;-128,74200000
1,10904997;-11,61540000;-128,75740000
1,10907497;-11,61540000;-128,77280000
1,10909997;-11,61540000;-128,80350000
1,10912497;-11,61540000;-128,81890000
1,10914997;-11,61540000;-128,83430000
1,10917497;-11,61540000;-128,88040000
1,10919997;-11,61540000;-128,89580000
1,10922497;-11,61540000;-128,92660000
1,10924997;-11,61540000;-128,92660000
1,10927497;-11,61540000;-128,94190000
1,10929997;-11,61540000;-128,95730000
1,10932497;-11,61540000;-129,00340000
1,10934997;-11,61540000;-129,01880000
1,10937497;-11,61540000;-129,04960000
1,10939997;-11,61540000;-129,06500000
1,10942497;-11,61540000;-129,08040000
1,10944997;-11,61540000;-129,11110000
1,10947497;-11,61540000;-129,14190000
1,10949997;-11,61540000;-129,17260000
1,10952497;-11,61540000;-129,18800000
1,10954997;-11,61540000;-129,23410000
1,10957497;-11,61540000;-129,24950000
1,10959997;-11,61540000;-129,26490000
1,10962497;-11,61540000;-129,29560000
1,10964997;-11,61540000;-129,31100000
1,10967497;-11,61540000;-129,32640000
1,10969997;-11,61540000;-129,35710000
1,10972497;-11,61540000;-129,37250000
1,10974997;-11,61540000;-129,38790000
1,10977497;-11,61540000;-129,41870000
1,10979997;-11,61540000;-129,46480000
1,10982497;-11,61540000;-129,48020000
1,10984997;-11,61540000;-129,49560000
1,10987497;-11,61540000;-129,52630000
1,10989997;-11,61540000;-129,54170000
1,10992497;-11,61540000;-129,55710000
1,10994997;-11,61540000;-129,58780000
1,10997497;-11,61540000;-129,60320000
1,10999997;-11,61540000;-129,61860000
1,11002497;-11,61540000;-129,64940000
1,11004997;-11,61540000;-129,66470000
1,11007497;-11,61540000;-129,68010000
1,11009997;-11,61540000;-129,71090000
1,11012497;-11,61540000;-129,72630000
1,11014997;-11,61540000;-129,74160000
1,11017497;-11,61540000;-129,77240000
1,11019997;-11,61540000;-129,78780000
1,11022497;-11,61540000;-129,80310000
1,11024997;-11,61540000;-129,83390000
1,11027497;-11,61540000;-129,84930000
1,11029997;-11,61540000;-129,86470000
1,11032497;-11,61540000;-129,89540000
1,11034997;-11,61540000;-129,91080000
1,11037497;-11,61540000;-129,92620000
1,11039997;-11,61540000;-129,95690000
1,11042497;-11,61540000;-129,97230000
1,11044997;-11,61540000;-129,98770000
1,11047497;-11,61540000;-130,01840000
1,11049997;-11,61540000;-130,01840000
1,11052497;-11,61540000;-130,03380000
1,11054997;-11,61540000;-130,04920000
1,11057497;-11,61540000;-130,08000000
1,11059997;-11,61540000;-130,09540000
1,11062497;-11,61540000;-130,11070000
1,11064997;-11,61540000;-130,14150000
1,11067497;-11,61540000;-130,15690000
1,11069997;-11,61540000;-130,17220000
1,11072497;-11,61540000;-130,20300000
1,11074997;-11,61540000;-130,21840000
1,11077497;-11,61540000;-130,23370000
1,11079997;-11,61540000;-130,26450000
1,11082497;-11,61540000;-130,27990000
1,11084997;-11,61540000;-130,29530000
1,11087497;-11,61540000;-130,32600000
1,11089997;-11,61540000;-130,34140000
1,11092497;-11,61540000;-130,35680000
1,11094997;-11,61540000;-130,38760000
1,11097497;-11,61540000;-130,40290000
1,11099997;-11,61540000;-130,41830000
1,11102497;-11,61540000;-130,44910000
1,11104997;-11,61540000;-130,47980000
1,11107497;-11,61540000;-130,51060000
1,11109997;-11,61540000;-130,52600000
1,11112497;-11,61540000;-130,55670000
1,11114997;-11,61540000;-130,58750000
1,11117497;-11,61540000;-130,61820000
1,11119997;-11,61540000;-130,64900000
1,11122497;-11,61540000;-130,67970000
1,11124997;-11,61540000;-130,69510000
1,11127497;-11,61540000;-130,71050000
1,11129997;-11,61540000;-130,75660000
1,11132497;-11,61540000;-130,77200000
1,11134997;-11,61540000;-130,80280000
1,11137497;-11,61540000;-130,83350000
1,11139997;-11,61540000;-130,87970000
1,11142497;-11,61540000;-130,89510000
1,11144997;-11,61540000;-130,92580000
1,11147497;-11,61540000;-130,94120000
1,11149997;-11,61540000;-130,95660000
1,11152497;-11,61540000;-130,98730000
1,11154997;-11,61540000;-131,00270000
1,11157497;-11,61540000;-131,04880000
1,11159997;-11,61540000;-131,06420000
1,11162497;-11,61540000;-131,07960000
1,11164997;-11,61540000;-131,11040000
1,11167497;-11,61540000;-131,14110000
1,11169997;-11,61540000;-131,17190000
1,11172497;-11,61540000;-131,18730000
1,11174997;-11,61540000;-131,23340000
1,11177497;-11,61540000;-131,23340000
1,11179997;-11,61540000;-131,24880000
1,11182497;-11,61540000;-131,26410000
1,11184997;-11,61540000;-131,31030000
1,11187497;-11,61540000;-131,31030000
1,11189997;-11,61540000;-131,32570000
1,11192497;-11,61540000;-131,32570000
1,11194997;-11,61540000;-131,35640000
1,11197497;-11,61540000;-131,38720000
1,11199997;-11,61540000;-131,43330000
1,11202497;-11,61540000;-131,44870000
1,11204997;-11,61540000;-131,47940000
1,11207497;-11,61540000;-131,47940000
1,11209997;-11,61540000;-131,49480000
1,11212497;-11,61540000;-131,51020000
1,11214997;-11,61540000;-131,54100000
1,11217497;-11,61540000;-131,55640000
1,11219997;-11,61540000;-131,57170000
1,11222497;-11,61540000;-131,57170000
1,11224997;-11,61540000;-131,60250000
1,11227497;-11,61540000;-131,61790000
1,11229997;-11,61540000;-131,66400000
1,11232497;-11,61540000;-131,67940000
1,11234997;-11,61540000;-131,72550000
1,11237497;-11,61540000;-131,74090000
1,11239997;-11,61540000;-131,77170000
1,11242497;-11,61540000;-131,78700000
1,11244997;-11,61540000;-131,80240000
1,11247497;-11,61540000;-131,84860000
1,11249997;-11,61540000;-131,89470000
1,11252497;-11,61540000;-131,92540000
1,11254997;-11,61540000;-131,95620000
1,11257497;-11,61540000;-131,98700000
1,11259997;-11,61540000;-132,03310000
1,11262497;-11,61540000;-132,04850000
1,11264997;-11,61540000;-132,09460000
1,11267497;-11,61540000;-132,14070000
1,11269997;-11,61540000;-132,15610000
1,11272497;-11,61540000;-132,17150000
1,11274997;-11,61540000;-132,20230000
1,11277497;-11,61540000;-132,21760000
1,11279997;-11,61540000;-132,26380000
1,11282497;-11,61540000;-132,29450000
1,11284997;-11,61540000;-132,32530000
1,11287497;-11,61540000;-132,35600000
1,11289997;-11,61540000;-132,38680000
1,11292497;-11,61540000;-132,40220000
1,11294997;-11,61540000;-132,44830000
1,11297497;-11,61540000;-132,46370000
1,11299997;-11,61540000;-132,50980000
1,11302497;-11,61540000;-132,52520000
1,11304997;-11,61540000;-132,57140000
1,11307497;-11,61540000;-132,58670000
1,11309997;-11,61540000;-132,63290000
1,11312497;-11,61540000;-132,66360000
1,11314997;-11,61540000;-132,69440000
1,11317497;-11,61540000;-132,72510000
1,11319997;-11,61540000;-132,72510000
1,11322497;-11,61540000;-132,72510000
1,11324997;-11,61540000;-132,72510000
1,11327497;-11,61540000;-132,77130000
1,11329997;-11,61540000;-132,81740000
1,11332497;-11,61540000;-132,83280000
1,11334997;-11,61540000;-132,87890000
1,11337497;-11,61540000;-132,89430000
1,11339997;-11,61540000;-132,89430000
1,11342497;-11,61540000;-132,94040000
1,11344997;-11,61540000;-132,95580000
1,11347497;-11,61540000;-132,97120000
1,11349997;-11,61540000;-133,00200000
1,11352497;-11,61540000;-133,00200000
1,11354997;-11,61540000;-133,03270000
1,11357497;-11,61540000;-133,07890000
1,11359997;-11,61540000;-133,12500000
1,11362497;-11,61540000;-133,14040000
1,11364997;-11,61540000;-133,15580000
1,11367497;-11,61540000;-133,18650000
1,11369997;-11,61540000;-133,23270000
1,11372497;-11,61540000;-133,26340000
1,11374997;-11,61540000;-133,30960000
1,11377497;-11,61540000;-133,35570000
1,11379997;-11,61540000;-133,37110000
1,11382497;-11,61540000;-133,41720000
1,11384997;-11,61540000;-133,43260000
1,11387497;-11,61540000;-133,44800000
1,11389997;-11,61540000;-133,47870000
1,11392497;-11,61540000;-133,50950000
1,11394997;-11,61540000;-133,50950000
1,11397497;-11,61540000;-133,50950000
1,11399997;-11,61540000;-133,55560000
1,11402497;-11,61540000;-133,57100000
1,11404997;-11,61540000;-133,60170000
1,11407497;-11,61540000;-133,63250000
1,11409997;-11,61540000;-133,66330000
1,11412497;-11,61540000;-133,69400000
1,11414997;-11,61540000;-133,72480000
1,11417497;-11,61540000;-133,72480000
1,11419997;-11,61540000;-133,74010000
1,11422497;-11,61540000;-133,78630000
1,11424997;-11,61540000;-133,81700000
1,11427497;-11,61540000;-133,86320000
1,11429997;-11,61540000;-133,90930000
1,11432497;-11,61540000;-133,92470000
1,11434997;-11,61540000;-133,97090000
1,11437497;-11,61540000;-133,97090000
1,11439997;-11,61479000;-133,98620000
1,11442497;-11,61479000;-134,00160000
1,11444997;-11,61479000;-134,03240000
1,11447497;-11,61479000;-134,04770000
1,11449997;-11,61479000;-134,06310000
1,11452497;-11,61417000;-134,09390000
1,11454997;-11,61417000;-134,10930000
1,11457497;-11,61417000;-134,12460000
1,11459997;-11,61417000;-134,15540000
1,11462497;-11,61417000;-134,17080000
1,11464997;-11,61294000;-134,17080000
1,11467497;-11,61294000;-134,18610000
1,11469997;-11,61294000;-134,21690000
1,11472497;-11,61294000;-134,23230000
1,11474997;-11,61294000;-134,24770000
1,11477497;-11,61294000;-134,27840000
1,11479997;-11,61294000;-134,29380000
1,11482497;-11,61294000;-134,30920000
1,11484997;-11,61294000;-134,35530000
1,11487497;-11,61294000;-134,37070000
1,11489997;-11,61294000;-134,37070000
1,11492497;-11,61294000;-134,40140000
1,11494997;-11,61294000;-134,41680000
1,11497497;-11,61294000;-134,43220000
1,11499997;-11,61294000;-134,46300000
1,11502497;-11,61294000;-134,47830000
1,11504997;-11,61294000;-134,49370000
1,11507497;-11,61294000;-134,52450000
1,11509997;-11,61294000;-134,53990000
1,11512497;-11,61294000;-134,55520000
1,11514997;-11,61294000;-134,60140000
1,11517497;-11,61294000;-134,61680000
1,11519997;-11,61294000;-134,64750000
1,11522497;-11,61294000;-134,67830000
1,11524997;-11,61294000;-134,70900000
1,11527497;-11,61294000;-134,72440000
1,11529997;-11,61294000;-134,73980000
1,11532497;-11,61294000;-134,77060000
1,11534997;-11,61294000;-134,78590000
1,11537497;-11,61294000;-134,80130000
1,11539997;-11,61294000;-134,83210000
1,11542497;-11,61294000;-134,84740000
1,11544997;-11,61294000;-134,86280000
1,11547497;-11,61294000;-134,89360000
1,11549997;-11,61294000;-134,90900000
1,11552497;-11,61294000;-134,92430000
1,11554997;-11,61294000;-134,95510000
1,11557497;-11,61294000;-134,97050000
1,11559997;-11,61294000;-134,98590000
1,11562497;-11,61294000;-135,01660000
1,11564997;-11,61294000;-135,04740000
1,11567497;-11,61294000;-135,07810000
1,11569997;-11,61294000;-135,09350000
1,11572497;-11,61294000;-135,10890000
1,11574997;-11,61294000;-135,13960000
1,11577497;-11,61294000;-135,15500000
1,11579997;-11,61294000;-135,17040000
1,11582497;-11,61294000;-135,20110000
1,11584997;-11,61294000;-135,21650000
1,11587497;-11,61294000;-135,24730000
1,11589997;-11,61294000;-135,26270000
1,11592497;-11,61294000;-135,27800000
1,11594997;-11,61294000;-135,30880000
1,11597497;-11,61294000;-135,32420000
1,11599997;-11,61294000;-135,33960000
1,11602497;-11,61294000;-135,37030000
1,11604997;-11,61294000;-135,38570000
1,11607497;-11,61294000;-135,40110000
1,11609997;-11,61294000;-135,43190000
1,11612497;-11,61294000;-135,44720000
1,11614997;-11,61294000;-135,46260000
1,11617497;-11,61294000;-135,50870000
1,11619997;-11,61294000;-135,52410000
1,11622497;-11,61294000;-135,55490000
1,11624997;-11,61294000;-135,57030000
1,11627497;-11,61294000;-135,58560000
1,11629997;-11,61294000;-135,61640000
1,11632497;-11,61294000;-135,63180000
1,11634997;-11,61294000;-135,64710000
1,11637497;-11,61294000;-135,67790000
1,11639997;-11,61294000;-135,69330000
1,11642497;-11,61294000;-135,70860000
1,11644997;-11,61294000;-135,73940000
1,11647497;-11,61294000;-135,75480000
1,11649997;-11,61294000;-135,77020000
1,11652497;-11,61294000;-135,80090000
1,11654997;-11,61294000;-135,81630000
1,11657497;-11,61294000;-135,83170000
1,11659997;-11,61294000;-135,86240000
1,11662497;-11,61294000;-135,87780000
1,11664997;-11,61294000;-135,92400000
1,11667497;-11,61294000;-135,93930000
1,11669997;-11,61294000;-135,95470000
1,11672497;-11,61294000;-135,98550000
1,11674997;-11,61294000;-136,00090000
1,11677497;-11,61294000;-136,01620000
1,11679997;-11,61294000;-136,04700000
1,11682497;-11,61294000;-136,06240000
1,11684997;-11,61294000;-136,07780000
1,11687497;-11,61294000;-136,10850000
1,11689997;-11,61294000;-136,12390000
1,11692497;-11,61294000;-136,13930000
1,11694997;-11,61233000;-136,17000000
1,11697497;-11,61233000;-136,18540000
1,11699997;-11,61233000;-136,23160000
1,11702497;-11,61233000;-136,24690000
1,11704997;-11,61233000;-136,26230000
1,11707497;-11,61233000;-136,29310000
1,11709997;-11,61233000;-136,30840000
1,11712497;-11,61233000;-136,32380000
1,11714997;-11,61233000;-136,35460000
1,11717497;-11,61233000;-136,36990000
1,11719997;-11,61233000;-136,38530000
1,11722497;-11,61233000;-136,43150000
1,11724997;-11,61233000;-136,44690000
1,11727497;-11,61233000;-136,47760000
1,11729997;-11,61233000;-136,49300000
1,11732497;-11,61233000;-136,53910000
1,11734997;-11,61233000;-136,55450000
1,11737497;-11,61233000;-136,56990000
1,11739997;-11,61233000;-136,60060000
1,11742497;-11,61233000;-136,61600000
1,11744997;-11,61233000;-136,61600000
1,11747497;-11,61233000;-136,63140000
1,11749997;-11,61233000;-136,66210000
1,11752497;-11,61233000;-136,67750000
1,11754997;-11,61233000;-136,69290000
1,11757497;-11,61233000;-136,72370000
1,11759997;-11,61233000;-136,72370000
1,11762497;-11,61233000;-136,75440000
1,11764997;-11,61233000;-136,78520000
1,11767497;-11,61233000;-136,80060000
1,11769997;-11,61233000;-136,80060000
1,11772497;-11,61233000;-136,84670000
1,11774997;-11,61233000;-136,87750000
1,11777497;-11,61233000;-136,87750000
1,11779997;-11,61233000;-136,90820000
1,11782497;-11,61233000;-136,93900000
1,11784997;-11,61233000;-136,96970000
1,11787497;-11,61233000;-136,98510000
1,11789997;-11,61233000;-137,00050000
1,11792497;-11,61233000;-137,03130000
1,11794997;-11,61233000;-137,04660000
1,11797497;-11,61233000;-137,04660000
1,11799997;-11,61233000;-137,06200000
1,11802497;-11,61233000;-137,09280000
1,11804997;-11,61233000;-137,10810000
1,11807497;-11,61233000;-137,12350000
1,11809997;-11,61233000;-137,16960000
1,11812497;-11,61233000;-137,18500000
1,11814997;-11,61233000;-137,18500000
1,11817497;-11,61233000;-137,21580000
1,11819997;-11,61233000;-137,24660000
1,11822497;-11,61233000;-137,27730000
1,11824997;-11,61233000;-137,27730000
1,11827497;-11,61233000;-137,30810000
1,11829997;-11,61233000;-137,33880000
1,11832497;-11,61233000;-137,38500000
1,11834997;-11,61233000;-137,41570000
1,11837497;-11,61233000;-137,44650000
1,11839997;-11,61233000;-137,44650000
1,11842497;-11,61233000;-137,46190000
1,11844997;-11,61233000;-137,47720000
1,11847497;-11,61233000;-137,50800000
1,11849997;-11,61233000;-137,53880000
1,11852497;-11,61233000;-137,58490000
1,11854997;-11,61233000;-137,60030000
1,11857497;-11,61233000;-137,63100000
1,11859997;-11,61233000;-137,64640000
1,11862497;-11,61233000;-137,66180000
1,11864997;-11,61233000;-137,69260000
1,11867497;-11,61233000;-137,72330000
1,11869997;-11,61233000;-137,72330000
1,11872497;-11,61233000;-137,76940000
1,11874997;-11,61233000;-137,76940000
1,11877497;-11,61233000;-137,78480000
1,11879997;-11,61233000;-137,83090000
1,11882497;-11,61233000;-137,84630000
1,11884997;-11,61233000;-137,87710000
1,11887497;-11,61233000;-137,89250000
1,11889997;-11,61233000;-137,90790000
1,11892497;-11,61233000;-137,93860000
1,11894997;-11,61233000;-137,96940000
1,11897497;-11,61233000;-137,96940000
1,11899997;-11,61233000;-138,00010000
1,11902497;-11,61233000;-138,01550000
1,11904997;-11,61233000;-138,01550000
1,11907497;-11,61233000;-138,01550000
1,11909997;-11,61233000;-138,03090000
1,11912497;-11,61233000;-138,06160000
1,11914997;-11,61233000;-138,09240000
1,11917497;-11,61233000;-138,12320000
1,11919997;-11,61233000;-138,13850000
1,11922497;-11,61233000;-138,13850000
1,11924997;-11,61233000;-138,18470000
1,11927497;-11,61233000;-138,18470000
1,11929997;-11,61233000;-138,21540000
1,11932497;-11,61233000;-138,24620000
1,11934997;-11,61233000;-138,24620000
1,11937497;-11,61233000;-138,27690000
1,11939997;-11,61233000;-138,30770000
1,11942497;-11,61233000;-138,33850000
1,11944997;-11,61233000;-138,36920000
1,11947497;-11,61233000;-138,38460000
1,11949997;-11,61233000;-138,38460000
1,11952497;-11,61233000;-138,38460000
1,11954997;-11,61233000;-138,38460000
1,11957497;-11,61233000;-138,38460000
1,11959997;-11,61233000;-138,40000000
1,11962497;-11,61233000;-138,44610000
1,11964997;-11,61233000;-138,49220000
1,11967497;-11,61233000;-138,49220000
1,11969997;-11,61233000;-138,50760000
1,11972497;-11,61233000;-138,52300000
1,11974997;-11,61233000;-138,55380000
1,11977497;-11,61233000;-138,56910000
1,11979997;-11,61233000;-138,58450000
1,11982497;-11,61233000;-138,61530000
1,11984997;-11,61233000;-138,63060000
1,11987497;-11,61233000;-138,67680000
1,11989997;-11,61233000;-138,70760000
1,11992497;-11,61233000;-138,75370000
1,11994997;-11,61233000;-138,76910000
1,11997497;-11,61233000;-138,79980000
1,11999997;-11,61233000;-138,79980000
1,12002497;-11,61233000;-138,81520000
1,12004997;-11,61233000;-138,84600000
1,12007497;-11,61233000;-138,87670000
1,12009997;-11,61233000;-138,90750000
1,12012497;-11,61233000;-138,92290000
1,12014997;-11,61233000;-138,92290000
1,12017497;-11,61233000;-138,93820000
1,12019997;-11,61233000;-138,96900000
1,12022497;-11,61233000;-138,98440000
1,12024997;-11,61233000;-138,99980000
1,12027497;-11,61233000;-139,03050000
1,12029997;-11,61233000;-139,03050000
1,12032497;-11,61233000;-139,04590000
1,12034997;-11,61233000;-139,09200000
1,12037497;-11,61233000;-139,12280000
1,12039997;-11,61233000;-139,15350000
1,12042497;-11,61233000;-139,16890000
1,12044997;-11,61233000;-139,18430000
1,12047497;-11,61233000;-139,21510000
1,12049997;-11,61233000;-139,23040000
1,12052497;-11,61233000;-139,24580000
1,12054997;-11,61233000;-139,27660000
1,12057497;-11,61233000;-139,30730000
1,12059997;-11,61233000;-139,30730000
1,12062497;-11,61233000;-139,33810000
1,12064997;-11,61233000;-139,35350000
1,12067497;-11,61233000;-139,35350000
1,12069997;-11,61233000;-139,36890000
1,12072497;-11,61233000;-139,41500000
1,12074997;-11,61233000;-139,43040000
1,12077497;-11,61233000;-139,47650000
1,12079997;-11,61294000;-139,49190000
1,12082497;-11,61294000;-139,52260000
1,12084997;-11,61294000;-139,55340000
1,12087497;-11,61294000;-139,58420000
1,12089997;-11,61294000;-139,59950000
1,12092497;-11,61294000;-139,61490000
1,12094997;-11,61294000;-139,61490000
1,12097497;-11,61294000;-139,64570000
1,12099997;-11,61294000;-139,64570000
1,12102497;-11,61294000;-139,66110000
1,12104997;-11,61294000;-139,67640000
1,12107497;-11,61294000;-139,70720000
1,12109997;-11,61294000;-139,72260000
1,12112497;-11,61294000;-139,73790000
1,12114997;-11,61294000;-139,76870000
1,12117497;-11,61294000;-139,78410000
1,12119997;-11,61294000;-139,79950000
1,12122497;-11,61294000;-139,83020000
1,12124997;-11,61294000;-139,84560000
1,12127497;-11,61294000;-139,86100000
1,12129997;-11,61294000;-139,90710000
1,12132497;-11,61294000;-139,92250000
1,12134997;-11,61294000;-139,95320000
1,12137497;-11,61294000;-139,96860000
1,12139997;-11,61294000;-139,99940000
1,12142497;-11,61294000;-140,01480000
1,12144997;-11,61294000;-140,03010000
1,12147497;-11,61294000;-140,06090000
1,12149997;-11,61294000;-140,07630000
1,12152497;-11,61294000;-140,09160000
1,12154997;-11,61294000;-140,12240000
1,12157497;-11,61294000;-140,15320000
1,12159997;-11,61294000;-140,18390000
1,12162497;-11,61294000;-140,18390000
1,12164997;-11,61294000;-140,19930000
1,12167497;-11,61294000;-140,21470000
1,12169997;-11,61294000;-140,24540000
1,12172497;-11,61294000;-140,26080000
1,12174997;-11,61294000;-140,27620000
1,12177497;-11,61294000;-140,30700000
1,12179997;-11,61294000;-140,32230000
1,12182497;-11,61294000;-140,33770000
1,12184997;-11,61294000;-140,36850000
1,12187497;-11,61294000;-140,38390000
1,12189997;-11,61294000;-140,39920000
1,12192497;-11,61294000;-140,43000000
