Zeit;Kanal B;A-0,180
(s);(V);(mV)

0,37732499;-11,61479000;-120,65270000
0,37734999;-11,61479000;-120,60660000
0,37737499;-11,61479000;-120,59120000
0,37739999;-11,61479000;-120,57580000
0,37742499;-11,61479000;-120,52970000
0,37744999;-11,61479000;-120,48350000
0,37747499;-11,61479000;-120,46810000
0,37749999;-11,61479000;-120,42200000
0,37752499;-11,61479000;-120,40660000
0,37754999;-11,61479000;-120,39120000
0,37757499;-11,61479000;-120,34510000
0,37759999;-11,61479000;-120,34510000
0,37762499;-11,61479000;-120,29900000
0,37764999;-11,61479000;-120,28360000
0,37767499;-11,61479000;-120,26820000
0,37769999;-11,61479000;-120,23740000
0,37772499;-11,61479000;-120,22210000
0,37774999;-11,61479000;-120,22210000
0,37777499;-11,61479000;-120,17590000
0,37779999;-11,61479000;-120,16060000
0,37782499;-11,61479000;-120,14520000
0,37784999;-11,61479000;-120,11440000
0,37787499;-11,61479000;-120,09900000
0,37789999;-11,61479000;-120,08370000
0,37792499;-11,61479000;-120,05290000
0,37794999;-11,61479000;-120,03750000
0,37797499;-11,61479000;-120,02210000
0,37799999;-11,61479000;-119,99140000
0,37802499;-11,61479000;-119,97600000
0,37804999;-11,61479000;-119,94530000
0,37807499;-11,61479000;-119,92990000
0,37809999;-11,61479000;-119,88370000
0,37812499;-11,61479000;-119,86840000
0,37814999;-11,61479000;-119,86840000
0,37817499;-11,61479000;-119,85300000
0,37819999;-11,61479000;-119,80680000
0,37822499;-11,61479000;-119,79150000
0,37824999;-11,61479000;-119,76070000
0,37827499;-11,61479000;-119,74530000
0,37829999;-11,61479000;-119,72990000
0,37832499;-11,61479000;-119,68380000
0,37834999;-11,61479000;-119,66840000
0,37837499;-11,61479000;-119,63770000
0,37839999;-11,61479000;-119,62230000
0,37842499;-11,61479000;-119,60690000
0,37844999;-11,61479000;-119,57620000
0,37847499;-11,61479000;-119,54540000
0,37849999;-11,61479000;-119,51460000
0,37852499;-11,61479000;-119,49930000
0,37854999;-11,61479000;-119,48390000
0,37857499;-11,61479000;-119,45310000
0,37859999;-11,61479000;-119,43770000
0,37862499;-11,61479000;-119,42240000
0,37864999;-11,61479000;-119,39160000
0,37867499;-11,61479000;-119,37620000
0,37869999;-11,61479000;-119,36090000
0,37872499;-11,61479000;-119,33010000
0,37874999;-11,61479000;-119,31470000
0,37877499;-11,61479000;-119,29930000
0,37879999;-11,61479000;-119,26860000
0,37882499;-11,61479000;-119,25320000
0,37884999;-11,61479000;-119,23780000
0,37887499;-11,61479000;-119,20710000
0,37889999;-11,61479000;-119,19170000
0,37892499;-11,61479000;-119,17630000
0,37894999;-11,61479000;-119,14560000
0,37897499;-11,61479000;-119,13020000
0,37899999;-11,61479000;-119,13020000
0,37902499;-11,61479000;-119,13020000
0,37904999;-11,61479000;-119,11480000
0,37907499;-11,61479000;-119,08400000
0,37909999;-11,61479000;-119,06860000
0,37912499;-11,61479000;-119,05330000
0,37914999;-11,61479000;-119,02250000
0,37917499;-11,61479000;-118,99180000
0,37919999;-11,61479000;-118,94560000
0,37922499;-11,61479000;-118,93020000
0,37924999;-11,61479000;-118,89950000
0,37927499;-11,61479000;-118,89950000
0,37929999;-11,61479000;-118,85330000
0,37932499;-11,61479000;-118,83800000
0,37934999;-11,61479000;-118,82260000
0,37937499;-11,61479000;-118,79180000
0,37939999;-11,61479000;-118,77650000
0,37942499;-11,61479000;-118,76110000
0,37944999;-11,61479000;-118,73030000
0,37947499;-11,61479000;-118,71490000
0,37949999;-11,61479000;-118,69960000
0,37952499;-11,61479000;-118,66880000
0,37954999;-11,61479000;-118,63800000
0,37957499;-11,61479000;-118,60730000
0,37959999;-11,61479000;-118,57650000
0,37962499;-11,61479000;-118,54580000
0,37964999;-11,61479000;-118,53040000
0,37967499;-11,61479000;-118,51500000
0,37969999;-11,61479000;-118,46890000
0,37972499;-11,61479000;-118,45350000
0,37974999;-11,61479000;-118,42270000
0,37977499;-11,61479000;-118,40740000
0,37979999;-11,61479000;-118,36120000
0,37982499;-11,61479000;-118,34580000
0,37984999;-11,61479000;-118,33050000
0,37987499;-11,61479000;-118,29970000
0,37989999;-11,61479000;-118,28430000
0,37992499;-11,61479000;-118,26890000
0,37994999;-11,61479000;-118,23820000
0,37997499;-11,61479000;-118,20740000
0,37999999;-11,61479000;-118,17670000
0,38002499;-11,61479000;-118,16130000
0,38004999;-11,61479000;-118,14590000
0,38007499;-11,61479000;-118,11520000
0,38009999;-11,61479000;-118,09980000
0,38012499;-11,61479000;-118,08440000
0,38014999;-11,61479000;-118,05360000
0,38017499;-11,61479000;-118,02290000
0,38019999;-11,61479000;-117,99210000
0,38022499;-11,61479000;-117,99210000
0,38024999;-11,61479000;-117,97670000
0,38027499;-11,61479000;-117,96140000
0,38029999;-11,61479000;-117,93060000
0,38032499;-11,61479000;-117,89990000
0,38034999;-11,61479000;-117,85370000
0,38037499;-11,61479000;-117,80760000
0,38039999;-11,61479000;-117,79220000
0,38042499;-11,61479000;-117,77680000
0,38044999;-11,61479000;-117,74610000
0,38047499;-11,61479000;-117,73070000
0,38049999;-11,61479000;-117,71530000
0,38052499;-11,61479000;-117,66920000
0,38054999;-11,61479000;-117,66920000
0,38057499;-11,61479000;-117,63840000
0,38059999;-11,61479000;-117,62300000
0,38062499;-11,61479000;-117,57690000
0,38064999;-11,61479000;-117,56150000
0,38067499;-11,61479000;-117,54610000
0,38069999;-11,61479000;-117,51540000
0,38072499;-11,61479000;-117,50000000
0,38074999;-11,61479000;-117,48460000
0,38077499;-11,61479000;-117,45390000
0,38079999;-11,61479000;-117,43850000
0,38082499;-11,61479000;-117,39230000
0,38084999;-11,61479000;-117,36160000
0,38087499;-11,61479000;-117,33080000
0,38089999;-11,61479000;-117,30010000
0,38092499;-11,61479000;-117,26930000
0,38094999;-11,61479000;-117,25390000
0,38097499;-11,61479000;-117,23860000
0,38099999;-11,61479000;-117,20780000
0,38102499;-11,61479000;-117,20780000
0,38104999;-11,61479000;-117,20780000
0,38107499;-11,61479000;-117,17700000
0,38109999;-11,61479000;-117,14630000
0,38112499;-11,61479000;-117,13090000
0,38114999;-11,61479000;-117,08480000
0,38117499;-11,61479000;-117,05400000
0,38119999;-11,61479000;-117,00790000
0,38122499;-11,61479000;-116,96170000
0,38124999;-11,61479000;-116,94640000
0,38127499;-11,61479000;-116,90020000
0,38129999;-11,61479000;-116,86950000
0,38132499;-11,61479000;-116,86950000
0,38134999;-11,61479000;-116,82330000
0,38137499;-11,61479000;-116,80790000
0,38139999;-11,61479000;-116,77720000
0,38142499;-11,61479000;-116,76180000
0,38144999;-11,61479000;-116,74640000
0,38147499;-11,61479000;-116,71570000
0,38149999;-11,61479000;-116,70030000
0,38152499;-11,61479000;-116,65420000
0,38154999;-11,61479000;-116,62340000
0,38157499;-11,61479000;-116,62340000
0,38159999;-11,61479000;-116,62340000
0,38162499;-11,61479000;-116,62340000
0,38164999;-11,61479000;-116,62340000
0,38167499;-11,61479000;-116,59260000
0,38169999;-11,61479000;-116,57730000
0,38172499;-11,61479000;-116,53110000
0,38174999;-11,61479000;-116,50040000
0,38177499;-11,61479000;-116,50040000
0,38179999;-11,61479000;-116,50040000
0,38182499;-11,61479000;-116,46960000
0,38184999;-11,61479000;-116,43890000
0,38187499;-11,61479000;-116,39270000
0,38189999;-11,61479000;-116,39270000
0,38192499;-11,61479000;-116,37730000
0,38194999;-11,61417000;-116,34660000
0,38197499;-11,61417000;-116,33120000
0,38199999;-11,61417000;-116,31580000
0,38202499;-11,61417000;-116,28510000
0,38204999;-11,61417000;-116,25430000
0,38207499;-11,61417000;-116,22350000
0,38209999;-11,61417000;-116,22350000
0,38212499;-11,61417000;-116,20820000
0,38214999;-11,61417000;-116,20820000
0,38217499;-11,61417000;-116,17740000
0,38219999;-11,61417000;-116,16200000
0,38222499;-11,61417000;-116,11590000
0,38224999;-11,61417000;-116,10050000
0,38227499;-11,61417000;-116,05440000
0,38229999;-11,61417000;-116,02360000
0,38232499;-11,61417000;-115,99290000
0,38234999;-11,61417000;-115,97750000
0,38237499;-11,61417000;-115,96210000
0,38239999;-11,61417000;-115,93140000
0,38242499;-11,61417000;-115,91600000
0,38244999;-11,61417000;-115,90060000
0,38247499;-11,61417000;-115,85450000
0,38249999;-11,61417000;-115,80830000
0,38252499;-11,61417000;-115,77760000
0,38254999;-11,61417000;-115,74680000
0,38257499;-11,61417000;-115,71600000
0,38259999;-11,61417000;-115,68530000
0,38262499;-11,61417000;-115,66990000
0,38264999;-11,61417000;-115,66990000
0,38267499;-11,61417000;-115,65450000
0,38269999;-11,61417000;-115,62380000
0,38272499;-11,61417000;-115,60840000
0,38274999;-11,61417000;-115,59300000
0,38277499;-11,61417000;-115,56230000
0,38279999;-11,61417000;-115,53150000
0,38282499;-11,61417000;-115,48540000
0,38284999;-11,61417000;-115,47000000
0,38287499;-11,61417000;-115,42380000
0,38289999;-11,61417000;-115,40850000
0,38292499;-11,61417000;-115,37770000
0,38294999;-11,61417000;-115,37770000
0,38297499;-11,61417000;-115,36230000
0,38299999;-11,61417000;-115,31620000
0,38302499;-11,61417000;-115,30080000
0,38304999;-11,61417000;-115,28540000
0,38307499;-11,61417000;-115,25470000
0,38309999;-11,61417000;-115,22390000
0,38312499;-11,61417000;-115,17780000
0,38314999;-11,61417000;-115,16240000
0,38317499;-11,61417000;-115,11630000
0,38319999;-11,61417000;-115,10090000
0,38322499;-11,61417000;-115,07010000
0,38324999;-11,61417000;-115,05470000
0,38327499;-11,61417000;-115,03940000
0,38329999;-11,61417000;-115,00860000
0,38332499;-11,61417000;-114,99320000
0,38334999;-11,61417000;-114,97790000
0,38337499;-11,61417000;-114,94710000
0,38339999;-11,61417000;-114,91630000
0,38342499;-11,61417000;-114,88560000
0,38344999;-11,61417000;-114,87020000
0,38347499;-11,61417000;-114,85480000
0,38349999;-11,61417000;-114,82410000
0,38352499;-11,61417000;-114,80870000
0,38354999;-11,61417000;-114,80870000
0,38357499;-11,61417000;-114,79330000
0,38359999;-11,61417000;-114,74720000
0,38362499;-11,61417000;-114,73180000
0,38364999;-11,61417000;-114,70100000
0,38367499;-11,61417000;-114,68570000
0,38369999;-11,61417000;-114,67030000
0,38372499;-11,61417000;-114,63950000
0,38374999;-11,61417000;-114,62410000
0,38377499;-11,61417000;-114,60880000
0,38379999;-11,61417000;-114,57800000
0,38382499;-11,61417000;-114,56260000
0,38384999;-11,61417000;-114,54720000
0,38387499;-11,61417000;-114,51650000
0,38389999;-11,61417000;-114,50110000
0,38392499;-11,61417000;-114,48570000
0,38394999;-11,61417000;-114,45500000
0,38397499;-11,61417000;-114,43960000
0,38399999;-11,61417000;-114,39350000
0,38402499;-11,61417000;-114,37810000
0,38404999;-11,61417000;-114,36270000
0,38407499;-11,61417000;-114,33190000
0,38409999;-11,61417000;-114,31660000
0,38412499;-11,61417000;-114,30120000
0,38414999;-11,61417000;-114,25500000
0,38417499;-11,61417000;-114,23970000
0,38419999;-11,61417000;-114,20890000
0,38422499;-11,61417000;-114,19350000
0,38424999;-11,61417000;-114,17820000
0,38427499;-11,61417000;-114,14740000
0,38429999;-11,61417000;-114,13200000
0,38432499;-11,61417000;-114,10130000
0,38434999;-11,61417000;-114,08590000
0,38437499;-11,61417000;-114,07050000
0,38439999;-11,61417000;-114,03970000
0,38442499;-11,61417000;-114,02440000
0,38444999;-11,61417000;-114,00900000
0,38447499;-11,61417000;-113,97820000
0,38449999;-11,61417000;-113,96280000
0,38452499;-11,61417000;-113,94750000
0,38454999;-11,61417000;-113,90130000
0,38457499;-11,61417000;-113,88590000
0,38459999;-11,61417000;-113,85520000
0,38462499;-11,61417000;-113,83980000
0,38464999;-11,61417000;-113,82440000
0,38467499;-11,61417000;-113,79370000
0,38469999;-11,61417000;-113,77830000
0,38472499;-11,61417000;-113,76290000
0,38474999;-11,61417000;-113,73220000
0,38477499;-11,61417000;-113,71680000
0,38479999;-11,61417000;-113,70140000
0,38482499;-11,61417000;-113,67060000
0,38484999;-11,61417000;-113,65530000
0,38487499;-11,61417000;-113,63990000
0,38489999;-11,61417000;-113,60910000
0,38492499;-11,61417000;-113,59380000
0,38494999;-11,61417000;-113,57840000
0,38497499;-11,61417000;-113,53220000
0,38499999;-11,61417000;-113,51690000
0,38502499;-11,61417000;-113,48610000
0,38504999;-11,61417000;-113,47070000
0,38507499;-11,61417000;-113,45530000
0,38509999;-11,61417000;-113,42460000
0,38512499;-11,61417000;-113,40920000
0,38514999;-11,61417000;-113,39380000
0,38517499;-11,61417000;-113,36310000
0,38519999;-11,61417000;-113,33230000
0,38522499;-11,61417000;-113,30160000
0,38524999;-11,61417000;-113,28620000
0,38527499;-11,61417000;-113,27080000
0,38529999;-11,61417000;-113,24000000
0,38532499;-11,61417000;-113,22470000
0,38534999;-11,61417000;-113,20930000
0,38537499;-11,61417000;-113,17850000
0,38539999;-11,61417000;-113,14780000
0,38542499;-11,61417000;-113,10160000
0,38544999;-11,61417000;-113,08630000
0,38547499;-11,61417000;-113,05550000
0,38549999;-11,61417000;-113,04010000
0,38552499;-11,61417000;-112,99400000
0,38554999;-11,61417000;-112,96320000
0,38557499;-11,61417000;-112,96320000
0,38559999;-11,61417000;-112,91710000
0,38562499;-11,61417000;-112,90170000
0,38564999;-11,61417000;-112,85560000
0,38567499;-11,61417000;-112,84020000
0,38569999;-11,61417000;-112,80940000
0,38572499;-11,61417000;-112,79400000
0,38574999;-11,61417000;-112,77870000
0,38577499;-11,61417000;-112,73250000
0,38579999;-11,61417000;-112,68640000
0,38582499;-11,61417000;-112,65560000
0,38584999;-11,61417000;-112,60950000
0,38587499;-11,61417000;-112,59410000
0,38589999;-11,61417000;-112,54800000
0,38592499;-11,61417000;-112,53260000
0,38594999;-11,61417000;-112,50180000
0,38597499;-11,61417000;-112,48650000
0,38599999;-11,61417000;-112,47110000
0,38602499;-11,61417000;-112,44030000
0,38604999;-11,61417000;-112,42490000
0,38607499;-11,61417000;-112,40960000
0,38609999;-11,61417000;-112,37880000
0,38612499;-11,61417000;-112,34810000
0,38614999;-11,61417000;-112,31730000
0,38617499;-11,61417000;-112,28650000
0,38619999;-11,61417000;-112,25580000
0,38622499;-11,61417000;-112,24040000
0,38624999;-11,61417000;-112,22500000
0,38627499;-11,61417000;-112,19430000
0,38629999;-11,61417000;-112,17890000
0,38632499;-11,61417000;-112,13280000
0,38634999;-11,61417000;-112,11740000
0,38637499;-11,61417000;-112,11740000
0,38639999;-11,61417000;-112,07120000
0,38642499;-11,61417000;-112,05590000
0,38644999;-11,61417000;-112,02510000
0,38647499;-11,61417000;-111,99430000
0,38649999;-11,61417000;-111,94820000
0,38652499;-11,61417000;-111,90210000
0,38654999;-11,61417000;-111,87130000
0,38657499;-11,61417000;-111,84060000
0,38659999;-11,61417000;-111,82520000
0,38662499;-11,61417000;-111,77900000
0,38664999;-11,61417000;-111,74830000
0,38667499;-11,61417000;-111,71750000
0,38669999;-11,61417000;-111,68680000
0,38672499;-11,61417000;-111,68680000
0,38674999;-11,61417000;-111,65600000
0,38677499;-11,61417000;-111,65600000
0,38679999;-11,61417000;-111,62520000
0,38682499;-11,61417000;-111,57910000
0,38684999;-11,61417000;-111,53300000
0,38687499;-11,61417000;-111,50220000
0,38689999;-11,61417000;-111,45610000
0,38692499;-11,61417000;-111,44070000
0,38694999;-11,61417000;-111,40990000
0,38697499;-11,61417000;-111,39460000
0,38699999;-11,61417000;-111,34840000
0,38702499;-11,61417000;-111,33310000
0,38704999;-11,61417000;-111,28690000
0,38707499;-11,61417000;-111,25610000
0,38709999;-11,61417000;-111,22540000
0,38712499;-11,61417000;-111,19460000
0,38714999;-11,61417000;-111,14850000
0,38717499;-11,61417000;-111,10240000
0,38719999;-11,61417000;-111,07160000
0,38722499;-11,61417000;-111,04080000
0,38724999;-11,61417000;-111,02550000
0,38727499;-11,61417000;-111,01010000
0,38729999;-11,61417000;-110,97930000
0,38732499;-11,61417000;-110,94860000
0,38734999;-11,61417000;-110,88710000
0,38737499;-11,61417000;-110,85630000
0,38739999;-11,61417000;-110,82550000
0,38742499;-11,61417000;-110,79480000
0,38744999;-11,61417000;-110,76400000
0,38747499;-11,61417000;-110,73330000
0,38749999;-11,61417000;-110,71790000
0,38752499;-11,61417000;-110,68710000
0,38754999;-11,61417000;-110,67180000
0,38757499;-11,61417000;-110,65640000
0,38759999;-11,61417000;-110,65640000
0,38762499;-11,61417000;-110,62560000
0,38764999;-11,61417000;-110,59490000
0,38767499;-11,61417000;-110,56410000
0,38769999;-11,61417000;-110,56410000
0,38772499;-11,61417000;-110,53330000
0,38774999;-11,61417000;-110,50260000
0,38777499;-11,61417000;-110,48720000
0,38779999;-11,61417000;-110,44110000
0,38782499;-11,61417000;-110,42570000
0,38784999;-11,61417000;-110,41030000
0,38787499;-11,61417000;-110,37960000
0,38789999;-11,61417000;-110,31800000
0,38792499;-11,61417000;-110,30270000
0,38794999;-11,61417000;-110,28730000
0,38797499;-11,61417000;-110,24110000
0,38799999;-11,61417000;-110,19500000
0,38802499;-11,61417000;-110,16420000
0,38804999;-11,61417000;-110,11810000
0,38807499;-11,61417000;-110,10270000
0,38809999;-11,61417000;-110,07200000
0,38812499;-11,61417000;-110,05660000
0,38814999;-11,61417000;-110,04120000
0,38817499;-11,61417000;-109,99510000
0,38819999;-11,61417000;-109,94890000
0,38822499;-11,61417000;-109,93360000
0,38824999;-11,61417000;-109,91820000
0,38827499;-11,61417000;-109,88740000
0,38829999;-11,61417000;-109,85670000
0,38832499;-11,61417000;-109,81050000
0,38834999;-11,61417000;-109,79520000
0,38837499;-11,61417000;-109,74900000
0,38839999;-11,61417000;-109,73360000
0,38842499;-11,61417000;-109,70290000
0,38844999;-11,61417000;-109,68750000
0,38847499;-11,61417000;-109,67210000
0,38849999;-11,61417000;-109,62600000
0,38852499;-11,61417000;-109,61060000
0,38854999;-11,61417000;-109,57980000
0,38857499;-11,61417000;-109,56450000
0,38859999;-11,61417000;-109,54910000
0,38862499;-11,61417000;-109,51830000
0,38864999;-11,61417000;-109,50300000
0,38867499;-11,61417000;-109,48760000
0,38869999;-11,61417000;-109,45680000
0,38872499;-11,61417000;-109,44140000
0,38874999;-11,61417000;-109,41070000
0,38877499;-11,61417000;-109,37990000
0,38879999;-11,61417000;-109,34920000
0,38882499;-11,61417000;-109,31840000
0,38884999;-11,61417000;-109,28770000
0,38887499;-11,61417000;-109,27230000
0,38889999;-11,61417000;-109,25690000
0,38892499;-11,61417000;-109,22610000
0,38894999;-11,61417000;-109,21080000
0,38897499;-11,61417000;-109,19540000
0,38899999;-11,61417000;-109,16460000
0,38902499;-11,61417000;-109,14920000
0,38904999;-11,61417000;-109,10310000
0,38907499;-11,61417000;-109,08770000
0,38909999;-11,61417000;-109,07230000
0,38912499;-11,61417000;-109,04160000
0,38914999;-11,61417000;-109,02620000
0,38917499;-11,61417000;-109,01080000
0,38919999;-11,61417000;-108,98010000
0,38922499;-11,61417000;-108,96470000
0,38924999;-11,61417000;-108,94930000
0,38927499;-11,61417000;-108,91860000
0,38929999;-11,61417000;-108,90320000
0,38932499;-11,61417000;-108,88780000
0,38934999;-11,61417000;-108,84170000
0,38937499;-11,61417000;-108,82630000
0,38939999;-11,61417000;-108,82630000
0,38942499;-11,61417000;-108,78010000
0,38944999;-11,61417000;-108,76480000
0,38947499;-11,61417000;-108,73400000
0,38949999;-11,61417000;-108,71860000
0,38952499;-11,61417000;-108,67250000
0,38954999;-11,61417000;-108,65710000
0,38957499;-11,61417000;-108,64170000
0,38959999;-11,61417000;-108,61100000
0,38962499;-11,61417000;-108,59560000
0,38964999;-11,61417000;-108,58020000
0,38967499;-11,61417000;-108,53410000
0,38969999;-11,61417000;-108,48790000
0,38972499;-11,61417000;-108,45720000
0,38974999;-11,61417000;-108,42640000
0,38977499;-11,61417000;-108,41100000
0,38979999;-11,61417000;-108,39570000
0,38982499;-11,61417000;-108,36490000
0,38984999;-11,61417000;-108,34950000
0,38987499;-11,61417000;-108,34950000
0,38989999;-11,61417000;-108,30340000
0,38992499;-11,61417000;-108,28800000
0,38994999;-11,61417000;-108,24190000
0,38997499;-11,61417000;-108,22650000
0,38999999;-11,61417000;-108,18040000
0,39002499;-11,61417000;-108,13420000
0,39004999;-11,61417000;-108,11890000
0,39007499;-11,61417000;-108,10350000
0,39009999;-11,61417000;-108,07270000
0,39012499;-11,61417000;-108,05730000
0,39014999;-11,61417000;-108,01120000
0,39017499;-11,61417000;-107,99580000
0,39019999;-11,61417000;-107,94970000
0,39022499;-11,61417000;-107,93430000
0,39024999;-11,61417000;-107,91890000
0,39027499;-11,61417000;-107,87280000
0,39029999;-11,61417000;-107,85740000
0,39032499;-11,61417000;-107,82670000
0,39034999;-11,61417000;-107,81130000
0,39037499;-11,61417000;-107,76510000
0,39039999;-11,61417000;-107,74980000
0,39042499;-11,61417000;-107,73440000
0,39044999;-11,61417000;-107,70360000
0,39047499;-11,61417000;-107,67290000
0,39049999;-11,61417000;-107,64210000
0,39052499;-11,61417000;-107,62670000
0,39054999;-11,61417000;-107,61130000
0,39057499;-11,61417000;-107,58060000
0,39059999;-11,61417000;-107,56520000
0,39062499;-11,61417000;-107,54980000
0,39064999;-11,61417000;-107,51910000
0,39067499;-11,61417000;-107,50370000
0,39069999;-11,61417000;-107,48830000
0,39072499;-11,61417000;-107,44220000
0,39074999;-11,61417000;-107,39600000
0,39077499;-11,61417000;-107,36530000
0,39079999;-11,61417000;-107,31910000
0,39082499;-11,61417000;-107,27300000
0,39084999;-11,61417000;-107,24220000
0,39087499;-11,61417000;-107,21150000
0,39089999;-11,61417000;-107,18070000
0,39092499;-11,61417000;-107,13460000
0,39094999;-11,61417000;-107,11920000
0,39097499;-11,61417000;-107,08850000
0,39099999;-11,61417000;-107,05770000
0,39102499;-11,61417000;-107,01160000
0,39104999;-11,61417000;-106,96540000
0,39107499;-11,61417000;-106,95010000
0,39109999;-11,61417000;-106,91930000
0,39112499;-11,61417000;-106,90390000
0,39114999;-11,61417000;-106,85780000
0,39117499;-11,61417000;-106,84240000
0,39119999;-11,61417000;-106,82700000
0,39122499;-11,61417000;-106,78090000
0,39124999;-11,61417000;-106,76550000
0,39127499;-11,61417000;-106,76550000
0,39129999;-11,61417000;-106,71940000
0,39132499;-11,61417000;-106,70400000
0,39134999;-11,61417000;-106,67320000
0,39137499;-11,61417000;-106,65790000
0,39139999;-11,61417000;-106,64250000
0,39142499;-11,61417000;-106,61170000
0,39144999;-11,61417000;-106,59630000
0,39147499;-11,61417000;-106,58100000
0,39149999;-11,61417000;-106,53480000
0,39152499;-11,61417000;-106,51940000
0,39154999;-11,61417000;-106,47330000
0,39157499;-11,61417000;-106,45790000
0,39159999;-11,61417000;-106,42720000
0,39162499;-11,61417000;-106,39640000
0,39164999;-11,61417000;-106,36570000
0,39167499;-11,61417000;-106,35030000
0,39169999;-11,61417000;-106,33490000
0,39172499;-11,61417000;-106,28880000
0,39174999;-11,61417000;-106,24260000
0,39177499;-11,61417000;-106,21190000
0,39179999;-11,61417000;-106,18110000
0,39182499;-11,61417000;-106,16570000
0,39184999;-11,61417000;-106,11960000
0,39187499;-11,61417000;-106,08880000
0,39189999;-11,61417000;-106,04270000
0,39192499;-11,61417000;-106,02730000
0,39194999;-11,61417000;-105,99660000
0,39197499;-11,61417000;-105,96580000
0,39199999;-11,61417000;-105,93500000
0,39202499;-11,61417000;-105,90430000
0,39204999;-11,61417000;-105,87350000
0,39207499;-11,61417000;-105,84280000
0,39209999;-11,61417000;-105,84280000
0,39212499;-11,61417000;-105,79660000
0,39214999;-11,61417000;-105,78130000
0,39217499;-11,61417000;-105,78130000
0,39219999;-11,61417000;-105,75050000
0,39222499;-11,61417000;-105,73510000
0,39224999;-11,61417000;-105,71970000
0,39227499;-11,61417000;-105,67360000
0,39229999;-11,61417000;-105,65820000
0,39232499;-11,61417000;-105,61210000
0,39234999;-11,61417000;-105,59670000
0,39237499;-11,61417000;-105,55060000
0,39239999;-11,61417000;-105,53520000
0,39242499;-11,61417000;-105,48910000
0,39244999;-11,61417000;-105,44290000
0,39247499;-11,61417000;-105,39680000
0,39249999;-11,61417000;-105,38140000
0,39252499;-11,61417000;-105,38140000
0,39254999;-11,61417000;-105,33530000
0,39257499;-11,61417000;-105,31990000
0,39259999;-11,61417000;-105,30450000
0,39262499;-11,61417000;-105,25840000
0,39264999;-11,61417000;-105,24300000
0,39267499;-11,61417000;-105,19680000
0,39269999;-11,61417000;-105,15070000
0,39272499;-11,61417000;-105,13530000
0,39274999;-11,61417000;-105,12000000
0,39277499;-11,61417000;-105,08920000
0,39279999;-11,61417000;-105,07380000
0,39282499;-11,61417000;-105,02770000
0,39284999;-11,61417000;-104,99690000
0,39287499;-11,61417000;-104,96620000
0,39289999;-11,61417000;-104,93540000
0,39292499;-11,61417000;-104,90470000
0,39294999;-11,61417000;-104,88930000
0,39297499;-11,61417000;-104,87390000
0,39299999;-11,61417000;-104,82780000
0,39302499;-11,61417000;-104,81240000
0,39304999;-11,61417000;-104,78160000
0,39307499;-11,61417000;-104,75090000
0,39309999;-11,61417000;-104,75090000
0,39312499;-11,61417000;-104,70470000
0,39314999;-11,61417000;-104,68930000
0,39317499;-11,61417000;-104,64320000
0,39319999;-11,61417000;-104,62780000
0,39322499;-11,61417000;-104,59710000
0,39324999;-11,61417000;-104,58170000
0,39327499;-11,61417000;-104,56630000
0,39329999;-11,61417000;-104,53560000
0,39332499;-11,61417000;-104,52020000
0,39334999;-11,61417000;-104,47400000
0,39337499;-11,61417000;-104,44330000
0,39339999;-11,61417000;-104,41250000
0,39342499;-11,61417000;-104,39710000
0,39344999;-11,61417000;-104,35100000
0,39347499;-11,61417000;-104,33560000
0,39349999;-11,61417000;-104,32030000
0,39352499;-11,61417000;-104,28950000
0,39354999;-11,61417000;-104,27410000
0,39357499;-11,61417000;-104,25870000
0,39359999;-11,61417000;-104,22800000
0,39362499;-11,61417000;-104,21260000
0,39364999;-11,61417000;-104,19720000
0,39367499;-11,61417000;-104,16650000
0,39369999;-11,61417000;-104,15110000
0,39372499;-11,61417000;-104,13570000
0,39374999;-11,61417000;-104,13570000
0,39377499;-11,61417000;-104,10490000
0,39379999;-11,61417000;-104,07420000
0,39382499;-11,61417000;-104,02810000
0,39384999;-11,61417000;-104,01270000
0,39387499;-11,61417000;-103,98190000
0,39389999;-11,61417000;-103,96650000
0,39392499;-11,61417000;-103,92040000
0,39394999;-11,61417000;-103,90500000
0,39397499;-11,61417000;-103,88960000
0,39399999;-11,61417000;-103,84350000
0,39402499;-11,61417000;-103,82810000
0,39404999;-11,61417000;-103,78200000
0,39407499;-11,61417000;-103,76660000
0,39409999;-11,61417000;-103,70510000
0,39412499;-11,61417000;-103,67430000
0,39414999;-11,61417000;-103,62820000
0,39417499;-11,61417000;-103,59740000
0,39419999;-11,61417000;-103,56670000
0,39422499;-11,61417000;-103,55130000
0,39424999;-11,61417000;-103,53590000
0,39427499;-11,61417000;-103,48980000
0,39429999;-11,61417000;-103,48980000
0,39432499;-11,61417000;-103,47440000
0,39434999;-11,61417000;-103,44370000
0,39437499;-11,61417000;-103,42830000
0,39439999;-11,61417000;-103,41290000
0,39442499;-11,61417000;-103,38210000
0,39444999;-11,61417000;-103,36680000
0,39447499;-11,61417000;-103,35140000
0,39449999;-11,61417000;-103,32060000
0,39452499;-11,61417000;-103,30520000
0,39454999;-11,61417000;-103,28990000
0,39457499;-11,61417000;-103,25910000
0,39459999;-11,61417000;-103,24370000
0,39462499;-11,61417000;-103,22830000
0,39464999;-11,61417000;-103,19760000
0,39467499;-11,61417000;-103,18220000
0,39469999;-11,61417000;-103,16680000
0,39472499;-11,61417000;-103,12070000
0,39474999;-11,61417000;-103,10530000
