mass_A
t	x	y	v_{y}	a_{y}
0.0	-0.004190156869120887	0.976449705237967		
0.01666666666666663	-0.004162593441580542	0.9763358955131612	-0.006688345682512634	
0.033333333333333375	-0.004121387081928052	0.9762267603818833	-0.02657264477864294	-0.7858613776951624
0.05	-0.00421169498390056	0.9754501406872065	-0.03962157098293639	-0.3751756138347949
0.06666666666666662	-0.004639561782110224	0.9749060413491187	-0.034027461499986776	0.31631535338180783
0.08333333333333337	-0.005643552584553346	0.9743158919705402	-0.031086457116658913	-0.3394588987043992
0.1	-0.006497067882777041	0.9738698261118968	-0.041767093246505134	-1.3661637927053978
0.11666666666666674	-0.006797052843142859	0.9729236555289901	-0.0784344719345147	-1.6935002729014625
0.13333333333333325	-0.0069110129054428815	0.9712553437140796	-0.10199296968618797	-2.112281501517878
0.15	-0.006663662356686362	0.9695238898727838	-0.14098981279123124	-1.209825767098221
0.16666666666666663	-0.007158363454199457	0.9665556832877052	-0.15583084571662534	-0.3816265609387004
0.18333333333333338	-0.0074057140029559765	0.9643295283488963	-0.14098981279123068	-4.961145292202648
0.2	-0.007900415100469071	0.9618560228613309	-0.3042411749705522	-4.96114529220284
0.21666666666666662	-0.009879219490521451	0.9541881558498779	-0.3636053066721268	-4.70672758491035
0.23333333333333325	-0.010621271136791122	0.94973584597226	-0.39328737252291024	-3.943474463032822
0.25	-0.010126570039278027	0.9410785767657809	-0.5416977017768358	-1.1448796828159418
0.2666666666666666	-0.010868621685547697	0.9316792559130321	-0.4378104712990873	4.197892170325294
0.2833333333333334	-0.009879219490521451	0.9264848943891446	-0.35618479020942767	3.053012487509358
0.3	-0.008147765649225647	0.9198064295727179	-0.3710258231348198	-8.650202047943068
0.31666666666666665	-0.0069110129054428815	0.9141173669513173	-0.59364131701571	-7.886948926065899
0.33333333333333337	-0.008642466746738742	0.9000183856721942	-0.7272106133442485	-1.5265062437546104
0.35	-0.009384518393008356	0.8898770131731757	-0.578800284090319	5.088354145848961
0.36666666666666675	-0.007653064551712552	0.8807250428691835	-0.5639592511649268	-3.053012487509358
0.38333333333333325	-0.008147765649225647	0.8710783714676782	-0.675266998105375	-3.8326390261929215
0.4	-0.007158363454199457	0.8582161429323377	-0.7239779131030785	-1.5394160531594516
0.41666666666666663	-0.004518937177740379	0.8469457743642422	-0.6962887334805187	-2.250557627317689
0.43333333333333335	-0.003963622950705292	0.8350065184829871	-0.7996524869305708	-5.828621509517795
0.45	-0.005629565631810607	0.8202906914665565	-0.9079387612024195	-2.141926304278288
0.4666666666666666	-0.004241280064222808	0.8047418931095732	-0.8746199075803128	3.5698771737972312
0.4833333333333333	-0.002297680269599922	0.7911366945472128	-0.7746633467139883	-1.8563361303745023
0.5	-0.0034083087236701504	0.7789197815524402	-0.9079387612024179	-0.9995656086632623
0.5166666666666666	-0.0031306516101525794	0.7608720691737989	-0.8912793343913686	-2.713106652085856
0.5333333333333332	-0.0014647089290472093	0.7492104704060614	-0.8912793343913626	-1.285155782567045
0.55	-0.0014647089290472093	0.73116275802742	-1.024554748879785	-1.5707459564707105
0.5666666666666668	-7.642336145941009E-5	0.7150586454434016	-0.9079387612024252	-1.2851557825671724
0.5833333333333333	-3.5408047497698103E-4	0.700898132654006	-1.0328844622853257	-2.5703115651340984
0.6	0.001311862206128389	0.6806291633672241	-1.0745330293129536	-0.9995656086631364
0.6166666666666667	0.001311862206128389	0.6650803650102408	-0.9912358952576833	0.4283852608558092
0.6333333333333333	0.0010342050926108182	0.6475879668586346	-1.0911924561240094	-4.426647695508583
0.65	0.001311862206128389	0.6287072831394406	-1.141170736557162	-0.7139754347596017
0.6666666666666667	0.001311862206128389	0.6095489423067291	-1.1161815963405912	-1.7135410434227323
0.6833333333333332	0.0015895193196459045	0.5915012299280876	-1.174489590179283	2.427516478182085
0.7	0.0024224906601986174	0.5703992893007531	-1.0911924561240094	2.713106652085856
0.7166666666666666	0.0032554620007512747	0.5551281480572874	-1.007895322068733	-0.7139754347593419
0.7333333333333335	0.001311862206128389	0.5368027785651285	-1.1578301633682184	-2.713106652085874
0.75	0.0040884333413039875	0.5165338092783467	-1.1161815963405988	-1.1423606956151549
0.7666666666666665	0.0029778048872337037	0.49959672535377553	-1.141170736557174	-3.855467347701033
0.7833333333333332	0.0018671764331634755	0.478494784726441	-1.2911055778566443	-1.2851557825669175
0.8	0.0027001477737161883	0.4565598727585538	-1.1911490169903232	2.141926304278281
0.8166666666666668	0.0029778048872337037	0.43878981749343005	-1.1661598767737524	1.142360695615151
0.8333333333333333	0.0024224906601986174	0.41768787686609554	-1.2078084438013874	-1.856336130374499
0.85	0.0032554620007512747	0.39852953603338404	-1.1911490169903227	-0.14279508695202237
0.8666666666666667	0.0021448335466810464	0.37798290963308456	-1.232797584017966	-4.283852608556562
0.8833333333333333	0.0018671764331634755	0.3574362832327852	-1.3160947180732268	-0.5711803478075755
0.9	0.0029778048872337037	0.33411308569731024	-1.2911055778566443	5.854598565027306
0.9166666666666667	0.0029778048872337037	0.3143994306375636	-1.0911924561240172	4.141057521604554
0.9333333333333332	0.0018671764331634755	0.2977400038265099	-1.1245113097461217	-5.283418217219726
