# f,H_in,H_out,G_ideal,G_theo,phi_ideal,phi_theo
3.937853236248103713e+03,5.059453078385318658e-01,3.162990012529000913e-03,-4.622938245284179004e+01,-4.408011504015200188e+01,8.972032397758742661e+01,5.048751694222983843e+01
3.939667283752700314e+03,5.059453231532354822e-01,3.163889203132627930e-03,-4.622533284554701538e+01,-4.407764638588826500e+01,8.972019355328176005e+01,5.050015493561466684e+01
3.941482166933024018e+03,5.059453384823339173e-01,3.164788986752653955e-03,-4.622128319262719742e+01,-4.407517680589126741e+01,8.972006306668249920e+01,5.051279155567339529e+01
3.943297886174036648e+03,5.059453538258407157e-01,3.165689363702875285e-03,-4.621723349403978176e+01,-4.407270630028946101e+01,8.971993251775785438e+01,5.052542679984790652e+01
3.945114441860888746e+03,5.059453691837701994e-01,3.166590334297233501e-03,-4.621318374974217136e+01,-4.407023486921154642e+01,8.971980190647602171e+01,5.053806066558136934e+01
3.946931834378910025e+03,5.059453845561359131e-01,3.167491898849805927e-03,-4.620913395969171233e+01,-4.406776251278651557e+01,8.971967123280514045e+01,5.055069315031821020e+01
3.948750064113594362e+03,5.059453999429518456e-01,3.168394057674796954e-03,-4.620508412384572239e+01,-4.406528923114366592e+01,8.971954049671339249e+01,5.056332425150400667e+01
3.950569131450629811e+03,5.059454153442316526e-01,3.169296811086558426e-03,-4.620103424216148369e+01,-4.406281502441253650e+01,8.971940969816891709e+01,5.057595396658559395e+01
3.952389036775865861e+03,5.059454307599893230e-01,3.170200159399567084e-03,-4.619698431459625709e+01,-4.406033989272299323e+01,8.971927883713976826e+01,5.058858229301098675e+01
3.954209780475345724e+03,5.059454461902386235e-01,3.171104102928447126e-03,-4.619293434110718977e+01,-4.405786383620514357e+01,8.971914791359405683e+01,5.060120922822952139e+01
3.956031362935274956e+03,5.059454616349936540e-01,3.172008641987948078e-03,-4.618888432165147151e+01,-4.405538685498940055e+01,8.971901692749987944e+01,5.061383476969167106e+01
3.957853784542047833e+03,5.059454770942681812e-01,3.172913776892964319e-03,-4.618483425618623528e+01,-4.405290894920646849e+01,8.971888587882527588e+01,5.062645891484918081e+01
3.959677045682238258e+03,5.059454925680758608e-01,3.173819507958524234e-03,-4.618078414466850745e+01,-4.405043011898730043e+01,8.971875476753824330e+01,5.063908166115509601e+01
3.961501146742585206e+03,5.059455080564311258e-01,3.174725835499789348e-03,-4.617673398705534993e+01,-4.404795036446316914e+01,8.971862359360684991e+01,5.065170300606353493e+01
3.963326088110017281e+03,5.059455235593474098e-01,3.175632759832062568e-03,-4.617268378330376777e+01,-4.404546968576561028e+01,8.971849235699906444e+01,5.066432294703000139e+01
3.965151870171642713e+03,5.059455390768391458e-01,3.176540281270786008e-03,-4.616863353337068077e+01,-4.404298808302641532e+01,8.971836105768284142e+01,5.067694148151122846e+01
3.966978493314735260e+03,5.059455546089201006e-01,3.177448400131530157e-03,-4.616458323721304424e+01,-4.404050555637770259e+01,8.971822969562617800e+01,5.068955860696509319e+01
3.968805957926759220e+03,5.059455701556039298e-01,3.178357116730009917e-03,-4.616053289478770694e+01,-4.403802210595184619e+01,8.971809827079697186e+01,5.070217432085082976e+01
3.970634264395357604e+03,5.059455857169053994e-01,3.179266431382078099e-03,-4.615648250605148206e+01,-4.403553773188149023e+01,8.971796678316314910e+01,5.071478862062885185e+01
3.972463413108338955e+03,5.059456012928377211e-01,3.180176344403716319e-03,-4.615243207096120415e+01,-4.403305243429957727e+01,8.971783523269265004e+01,5.072740150376084500e+01
3.974293404453704170e+03,5.059456168834154388e-01,3.181086856111050611e-03,-4.614838158947358693e+01,-4.403056621333932696e+01,8.971770361935330129e+01,5.074001296770974534e+01
3.976124238819631501e+03,5.059456324886522083e-01,3.181997966820348817e-03,-4.614433106154535125e+01,-4.402807906913422897e+01,8.971757194311297212e+01,5.075262300993977505e+01
3.977955916594466544e+03,5.059456481085624624e-01,3.182909676848006721e-03,-4.614028048713316821e+01,-4.402559100181804297e+01,8.971744020393951757e+01,5.076523162791631449e+01
3.979788438166749984e+03,5.059456637431604120e-01,3.183821986510567120e-03,-4.613622986619367339e+01,-4.402310201152482705e+01,8.971730840180076427e+01,5.077783881910615804e+01
3.981621803925185304e+03,5.059456793924592688e-01,3.184734896124698580e-03,-4.613217919868343131e+01,-4.402061209838892353e+01,8.971717653666449621e+01,5.079044458097719428e+01
3.983456014258670621e+03,5.059456950564740207e-01,3.185648406007224060e-03,-4.612812848455899939e+01,-4.401812126254492341e+01,8.971704460849849738e+01,5.080304891099871156e+01
3.985291069556268212e+03,5.059457107352182126e-01,3.186562516475088380e-03,-4.612407772377687820e+01,-4.401562950412771613e+01,8.971691261727052336e+01,5.081565180664113512e+01
3.987126970207229988e+03,5.059457264287064993e-01,3.187477227845388582e-03,-4.612002691629355411e+01,-4.401313682327245402e+01,8.971678056294834391e+01,5.082825326537626154e+01
3.988963716600989301e+03,5.059457421369525365e-01,3.188392540435351814e-03,-4.611597606206540689e+01,-4.401064322011456653e+01,8.971664844549965778e+01,5.084085328467716636e+01
3.990801309127145032e+03,5.059457578599707572e-01,3.189308454562346171e-03,-4.611192516104885186e+01,-4.400814869478978153e+01,8.971651626489219211e+01,5.085345186201806911e+01
3.992639748175488421e+03,5.059457735977751502e-01,3.190224970543877655e-03,-4.610787421320021906e+01,-4.400565324743407558e+01,8.971638402109361721e+01,5.086604899487458908e+01
3.994479034135990787e+03,5.059457893503799264e-01,3.191142088697596253e-03,-4.610382321847578169e+01,-4.400315687818370947e+01,8.971625171407157495e+01,5.087864468072358903e+01
3.996319167398788977e+03,5.059458051177992965e-01,3.192059809341282056e-03,-4.609977217683184136e+01,-4.400065958717522818e+01,8.971611934379376407e+01,5.089123891704316094e+01
3.998160148354214471e+03,5.059458209000479156e-01,3.192978132792860871e-03,-4.609572108822459313e+01,-4.399816137454546094e+01,8.971598691022776961e+01,5.090383170131273260e+01
4.000001977392776553e+03,5.059458366971392174e-01,3.193897059370395981e-03,-4.609166995261019650e+01,-4.399566224043147145e+01,8.971585441334120503e+01,5.091642303101300371e+01
4.001844654905152765e+03,5.059458525090879677e-01,3.194816589392087715e-03,-4.608761876994481099e+01,-4.399316218497062181e+01,8.971572185310168379e+01,5.092901290362589606e+01
4.003688181282213009e+03,5.059458683359081554e-01,3.195736723176279513e-03,-4.608356754018451085e+01,-4.399066120830057258e+01,8.971558922947676251e+01,5.094160131663470281e+01
4.005532556915007262e+03,5.059458841776142135e-01,3.196657461041453596e-03,-4.607951626328534900e+01,-4.398815931055921169e+01,8.971545654243398360e+01,5.095418826752401031e+01
4.007377782194752854e+03,5.059459000342204638e-01,3.197578803306227492e-03,-4.607546493920334285e+01,-4.398565649188473259e+01,8.971532379194086104e+01,5.096677375377956309e+01
4.009223857512864470e+03,5.059459159057410060e-01,3.198500750289367915e-03,-4.607141356789443876e+01,-4.398315275241558453e+01,8.971519097796493725e+01,5.097935777288855519e+01
4.011070783260920507e+03,5.059459317921903843e-01,3.199423302309769516e-03,-4.606736214931458306e+01,-4.398064809229050809e+01,8.971505810047368357e+01,5.099194032233938145e+01
4.012918559830695358e+03,5.059459476935824762e-01,3.200346459686477431e-03,-4.606331068341965107e+01,-4.397814251164849964e+01,8.971492515943455714e+01,5.100452139962176545e+01
4.014767187614128943e+03,5.059459636099322699e-01,3.201270222738668639e-03,-4.605925917016548965e+01,-4.397563601062883265e+01,8.971479215481502933e+01,5.101710100222670974e+01
4.016616667003352632e+03,5.059459795412535321e-01,3.202194591785666265e-03,-4.605520760950789594e+01,-4.397312858937105062e+01,8.971465908658252886e+01,5.102967912764653846e+01
4.018466998390679692e+03,5.059459954875609178e-01,3.203119567146936551e-03,-4.605115600140262444e+01,-4.397062024801496705e+01,8.971452595470445601e+01,5.104225577337490449e+01
4.020318182168590283e+03,5.059460114488687488e-01,3.204045149142075409e-03,-4.604710434580540124e+01,-4.396811098670069384e+01,8.971439275914822531e+01,5.105483093690666152e+01
4.022170218729759199e+03,5.059460274251915690e-01,3.204971338090827505e-03,-4.604305264267189557e+01,-4.396560080556855610e+01,8.971425949988119442e+01,5.106740461573809853e+01
4.024023108467041311e+03,5.059460434165434783e-01,3.205898134313080183e-03,-4.603900089195774115e+01,-4.396308970475918443e+01,8.971412617687070679e+01,5.107997680736674084e+01
4.025876851773460203e+03,5.059460594229391317e-01,3.206825538128852630e-03,-4.603494909361852905e+01,-4.396057768441351499e+01,8.971399279008410588e+01,5.109254750929139277e+01
4.027731449042233180e+03,5.059460754443929620e-01,3.207753549858314516e-03,-4.603089724760980772e+01,-4.395806474467267577e+01,8.971385933948870672e+01,5.110511671901225128e+01
4.029586900666758083e+03,5.059460914809192911e-01,3.208682169821772557e-03,-4.602684535388707587e+01,-4.395555088567812163e+01,8.971372582505181015e+01,5.111768443403080653e+01
4.031443207040602374e+03,5.059461075325324408e-01,3.209611398339672246e-03,-4.602279341240581800e+01,-4.395303610757157031e+01,8.971359224674066013e+01,5.113025065184981344e+01
4.033300368557527236e+03,5.059461235992473993e-01,3.210541235732604793e-03,-4.601874142312144755e+01,-4.395052041049497404e+01,8.971345860452254328e+01,5.114281536997338407e+01
4.035158385611473477e+03,5.059461396810782663e-01,3.211471682321304956e-03,-4.601468938598933534e+01,-4.394800379459059059e+01,8.971332489836467516e+01,5.115537858590699472e+01
4.037017258596553802e+03,5.059461557780396967e-01,3.212402738426638898e-03,-4.601063730096483795e+01,-4.394548626000094060e+01,8.971319112823425712e+01,5.116794029715734382e+01
4.038876987907076909e+03,5.059461718901460126e-01,3.213334404369625440e-03,-4.600658516800322673e+01,-4.394296780686879345e+01,8.971305729409851892e+01,5.118050050123255801e+01
4.040737573937517027e+03,5.059461880174120907e-01,3.214266680471419141e-03,-4.600253298705979432e+01,-4.394044843533719558e+01,8.971292339592461929e+01,5.119305919564197893e+01
4.042599017082547107e+03,5.059462041598522530e-01,3.215199567053322448e-03,-4.599848075808971259e+01,-4.393792814554946347e+01,8.971278943367971692e+01,5.120561637789641907e+01
4.044461317737005174e+03,5.059462203174810435e-01,3.216133064436770515e-03,-4.599442848104818182e+01,-4.393540693764918359e+01,8.971265540733091370e+01,5.121817204550785618e+01
4.046324476295923432e+03,5.059462364903132281e-01,3.217067172943349415e-03,-4.599037615589031702e+01,-4.393288481178019822e+01,8.971252131684536835e+01,5.123072619598973887e+01
4.048188493154515982e+03,5.059462526783630176e-01,3.218001892894784433e-03,-4.598632378257118347e+01,-4.393036176808662674e+01,8.971238716219015430e+01,5.124327882685682312e+01
4.050053368708167454e+03,5.059462688816454001e-01,3.218937224612942669e-03,-4.598227136104586776e+01,-4.392783780671283722e+01,8.971225294333235922e+01,5.125582993562510126e+01
4.051919103352455295e+03,5.059462851001749195e-01,3.219873168419834768e-03,-4.597821889126933570e+01,-4.392531292780348906e+01,8.971211866023904236e+01,5.126837951981204355e+01
4.053785697483140666e+03,5.059463013339663418e-01,3.220809724637617531e-03,-4.597416637319653887e+01,-4.392278713150348324e+01,8.971198431287720609e+01,5.128092757693639214e+01
4.055653151496154351e+03,5.059463175830339887e-01,3.221746893588582194e-03,-4.597011380678242887e+01,-4.392026041795801206e+01,8.971184990121389546e+01,5.129347410451820366e+01
4.057521465787621310e+03,5.059463338473927374e-01,3.222684675595169183e-03,-4.596606119198185070e+01,-4.391773278731249519e+01,8.971171542521608444e+01,5.130601910007889899e+01
4.059390640753850221e+03,5.059463501270573538e-01,3.223623070979968110e-03,-4.596200852874962095e+01,-4.391520423971263654e+01,8.971158088485077542e+01,5.131856256114136983e+01
4.061260676791318019e+03,5.059463664220422707e-01,3.224562080065693486e-03,-4.595795581704057042e+01,-4.391267477530441710e+01,8.971144628008489974e+01,5.133110448522961633e+01
4.063131574296698545e+03,5.059463827323625873e-01,3.225501703175222886e-03,-4.595390305680940202e+01,-4.391014439423405236e+01,8.971131161088543138e+01,5.134364486986918052e+01
4.065003333666847539e+03,5.059463990580324033e-01,3.226441940631566592e-03,-4.594985024801082574e+01,-4.390761309664804202e+01,8.971117687721923062e+01,5.135618371258693315e+01
4.066875955298790814e+03,5.059464153990671509e-01,3.227382792757880169e-03,-4.594579739059952317e+01,-4.390508088269314868e+01,8.971104207905321459e+01,5.136872101091096710e+01
4.068749439589750182e+03,5.059464317554811519e-01,3.228324259877465331e-03,-4.594174448453009063e+01,-4.390254775251638364e+01,8.971090721635428622e+01,5.138125676237087447e+01
4.070623786937130717e+03,5.059464481272893943e-01,3.229266342313767777e-03,-4.593769152975708892e+01,-4.390001370626503530e+01,8.971077228908926315e+01,5.139379096449761875e+01
4.072498997738506660e+03,5.059464645145063111e-01,3.230209040390372415e-03,-4.593363852623507171e+01,-4.389747874408663364e+01,8.971063729722499147e+01,5.140632361482337132e+01
4.074375072391653703e+03,5.059464809171473343e-01,3.231152354431016810e-03,-4.592958547391849322e+01,-4.389494286612899998e+01,8.971050224072828883e+01,5.141885471088181703e+01
4.076252011294512613e+03,5.059464973352266748e-01,3.232096284759572533e-03,-4.592553237276185030e+01,-4.389240607254018300e+01,8.971036711956594445e+01,5.143138425020791260e+01
4.078129814845226065e+03,5.059465137687594316e-01,3.233040831700065114e-03,-4.592147922271948346e+01,-4.388986836346851561e+01,8.971023193370476179e+01,5.144391223033806426e+01
4.080008483442100896e+03,5.059465302177608148e-01,3.233985995576656256e-03,-4.591742602374580429e+01,-4.388732973906259360e+01,8.971009668311144480e+01,5.145643864880992169e+01
4.081888017483642670e+03,5.059465466822449242e-01,3.234931776713658585e-03,-4.591337277579508935e+01,-4.388479019947125437e+01,8.970996136775276852e+01,5.146896350316261959e+01
4.083768417368537939e+03,5.059465631622269699e-01,3.235878175435532179e-03,-4.590931947882161523e+01,-4.388224974484358398e+01,8.970982598759543691e+01,5.148148679093667823e+01
4.085649683495646968e+03,5.059465796577220509e-01,3.236825192066870253e-03,-4.590526613277963008e+01,-4.387970837532898116e+01,8.970969054260612552e+01,5.149400850967385423e+01
4.087531816264024201e+03,5.059465961687449331e-01,3.237772826932423884e-03,-4.590121273762329679e+01,-4.387716609107705068e+01,8.970955503275153831e+01,5.150652865691738924e+01
4.089414816072908707e+03,5.059466126953103826e-01,3.238721080357082061e-03,-4.589715929330676403e+01,-4.387462289223768863e+01,8.970941945799832240e+01,5.151904723021193178e+01
4.091298683321710996e+03,5.059466292374334984e-01,3.239669952665879052e-03,-4.589310579978413784e+01,-4.387207877896101849e+01,8.970928381831305387e+01,5.153156422710340934e+01
4.093183418410038485e+03,5.059466457951291574e-01,3.240619444183997448e-03,-4.588905225700946744e+01,-4.386953375139745503e+01,8.970914811366243669e+01,5.154407964513916340e+01
4.095069021737681851e+03,5.059466623684123476e-01,3.241569555236770758e-03,-4.588499866493673807e+01,-4.386698780969763334e+01,8.970901234401299007e+01,5.155659348186802049e+01
4.096955493704604123e+03,5.059466789572981682e-01,3.242520286149663030e-03,-4.588094502351996340e+01,-4.386444095401249399e+01,8.970887650933134694e+01,5.156910573484000793e+01
4.098842834710964780e+03,5.059466955618012740e-01,3.243471637248297908e-03,-4.587689133271303632e+01,-4.386189318449319785e+01,8.970874060958399809e+01,5.158161640160668782e+01
4.100731045157106564e+03,5.059467121819373192e-01,3.244423608858439979e-03,-4.587283759246983550e+01,-4.385934450129116868e+01,8.970860464473751961e+01,5.159412547972099361e+01
4.102620125443547295e+03,5.059467288177204036e-01,3.245376201306001719e-03,-4.586878380274421119e+01,-4.385679490455808605e+01,8.970846861475840228e+01,5.160663296673715905e+01
4.104510075971001243e+03,5.059467454691662924e-01,3.246329414917040017e-03,-4.586472996348994968e+01,-4.385424439444590661e+01,8.970833251961315113e+01,5.161913886021094555e+01
4.106400897140356392e+03,5.059467621362898626e-01,3.247283250017757045e-03,-4.586067607466080887e+01,-4.385169297110680020e+01,8.970819635926820013e+01,5.163164315769937218e+01
4.108292589352696268e+03,5.059467788191061022e-01,3.248237706934505465e-03,-4.585662213621048267e+01,-4.384914063469324930e+01,8.970806013369005427e+01,5.164414585676097147e+01
4.110185153009276291e+03,5.059467955176301102e-01,3.249192785993780183e-03,-4.585256814809264370e+01,-4.384658738535793532e+01,8.970792384284510490e+01,5.165664695495557623e+01
4.112078588511547423e+03,5.059468122318769856e-01,3.250148487522226595e-03,-4.584851411026090773e+01,-4.384403322325382391e+01,8.970778748669975755e+01,5.166914644984449723e+01
4.113972896261147980e+03,5.059468289618619385e-01,3.251104811846638413e-03,-4.584446002266883369e+01,-4.384147814853412228e+01,8.970765106522043197e+01,5.168164433899043075e+01
4.115868076659885446e+03,5.059468457075999570e-01,3.252061759293949864e-03,-4.584040588526996629e+01,-4.383892216135230058e+01,8.970751457837344844e+01,5.169414061995745158e+01
4.117764130109766484e+03,5.059468624691063621e-01,3.253019330191245229e-03,-4.583635169801779341e+01,-4.383636526186209181e+01,8.970737802612519829e+01,5.170663529031103423e+01
4.119661057012984202e+03,5.059468792463960307e-01,3.253977524865761441e-03,-4.583229746086573897e+01,-4.383380745021746350e+01,8.970724140844200178e+01,5.171912834761815247e+01
4.121558857771902694e+03,5.059468960394843950e-01,3.254936343644877252e-03,-4.582824317376722689e+01,-4.383124872657263893e+01,8.970710472529017920e+01,5.173161978944704487e+01
4.123457532789083416e+03,5.059469128483865541e-01,3.255895786856116692e-03,-4.582418883667558873e+01,-4.382868909108211142e+01,8.970696797663595135e+01,5.174410961336744919e+01
4.125357082467276086e+03,5.059469296731178289e-01,3.256855854827163388e-03,-4.582013444954414183e+01,-4.382612854390058033e+01,8.970683116244566691e+01,5.175659781695058825e+01
4.127257507209400501e+03,5.059469465136932076e-01,3.257816547885833240e-03,-4.581608001232616800e+01,-4.382356708518307187e+01,8.970669428268547563e+01,5.176908439776892124e+01
4.129158807418576544e+03,5.059469633701281222e-01,3.258777866360099140e-03,-4.581202552497487090e+01,-4.382100471508478989e+01,8.970655733732171200e+01,5.178156935339645628e+01
4.131060983498108726e+03,5.059469802424376716e-01,3.259739810578085335e-03,-4.580797098744341866e+01,-4.381844143376121536e+01,8.970642032632048313e+01,5.179405268140861551e+01
4.132964035851474364e+03,5.059469971306372882e-01,3.260702380868054848e-03,-4.580391639968497230e+01,-4.381587724136810635e+01,8.970628324964803824e+01,5.180653437938219241e+01
4.134867964882355409e+03,5.059470140347422928e-01,3.261665577558428130e-03,-4.579986176165259337e+01,-4.381331213806144831e+01,8.970614610727049865e+01,5.181901444489542996e+01
4.136772770994602070e+03,5.059470309547675626e-01,3.262629400977764844e-03,-4.579580707329934341e+01,-4.381074612399746115e+01,8.970600889915401410e+01,5.183149287552799933e+01
4.138678454592265552e+03,5.059470478907287516e-01,3.263593851454783378e-03,-4.579175233457820582e+01,-4.380817919933263482e+01,8.970587162526473435e+01,5.184396966886099989e+01
4.140585016079568049e+03,5.059470648426412920e-01,3.264558929318343936e-03,-4.578769754544215687e+01,-4.380561136422371504e+01,8.970573428556875228e+01,5.185644482247690235e+01
4.142492455860931841e+03,5.059470818105203938e-01,3.265524634897458076e-03,-4.578364270584408757e+01,-4.380304261882768913e+01,8.970559688003208976e+01,5.186891833395971929e+01
4.144400774340962926e+03,5.059470987943812670e-01,3.266490968521288275e-03,-4.577958781573687475e+01,-4.380047296330176465e+01,8.970545940862088230e+01,5.188139020089482045e+01
4.146309971924442834e+03,5.059471157942394548e-01,3.267457930519140994e-03,-4.577553287507334545e+01,-4.379790239780344763e+01,8.970532187130110913e+01,5.189386042086901796e+01
4.148220049016351368e+03,5.059471328101103893e-01,3.268425521220479687e-03,-4.577147788380625570e+01,-4.379533092249046433e+01,8.970518426803882051e+01,5.190632899147054502e+01
4.150131006021854773e+03,5.059471498420091695e-01,3.269393740954910921e-03,-4.576742284188836152e+01,-4.379275853752076841e+01,8.970504659880000986e+01,5.191879591028914831e+01
4.152042843346294831e+03,5.059471668899516716e-01,3.270362590052193052e-03,-4.576336774927233364e+01,-4.379018524305261906e+01,8.970490886355065641e+01,5.193126117491591032e+01
4.153955561395209770e+03,5.059471839539532168e-01,3.271332068842235357e-03,-4.575931260591082861e+01,-4.378761103924445308e+01,8.970477106225666830e+01,5.194372478294342699e+01
4.155869160574327907e+03,5.059472010340286818e-01,3.272302177655095432e-03,-4.575525741175642480e+01,-4.378503592625499863e+01,8.970463319488405318e+01,5.195618673196575088e+01
4.157783641289550360e+03,5.059472181301942761e-01,3.273272916820980927e-03,-4.575120216676168639e+01,-4.378245990424322542e+01,8.970449526139869079e+01,5.196864701957827037e+01
4.159699003946976518e+03,5.059472352424653208e-01,3.274244286670253447e-03,-4.574714687087912068e+01,-4.377988297336833767e+01,8.970435726176643243e+01,5.198110564337795125e+01
4.161615248952894945e+03,5.059472523708569147e-01,3.275216287533416846e-03,-4.574309152406119239e+01,-4.377730513378978117e+01,8.970421919595321469e+01,5.199356260096315197e+01
4.163532376713768826e+03,5.059472695153849342e-01,3.276188919741134138e-03,-4.573903612626032356e+01,-4.377472638566726459e+01,8.970408106392486047e+01,5.200601788993368046e+01
4.165450387636262349e+03,5.059472866760649223e-01,3.277162183624216223e-03,-4.573498067742887940e+01,-4.377214672916073823e+01,8.970394286564719266e+01,5.201847150789079421e+01
4.167369282127214319e+03,5.059473038529122002e-01,3.278136079513620585e-03,-4.573092517751918251e+01,-4.376956616443037262e+01,8.970380460108603415e+01,5.203092345243719308e+01
4.169289060593665454e+03,5.059473210459425330e-01,3.279110607740463434e-03,-4.572686962648353415e+01,-4.376698469163659411e+01,8.970366627020716521e+01,5.204337372117708327e+01
4.171209723442827453e+03,5.059473382551710197e-01,3.280085768636001927e-03,-4.572281402427415031e+01,-4.376440231094009192e+01,8.970352787297635189e+01,5.205582231171607788e+01
4.173131271082112107e+03,5.059473554806139806e-01,3.281061562531653250e-03,-4.571875837084324701e+01,-4.376181902250178268e+01,8.970338940935933181e+01,5.206826922166126081e+01
4.175053703919119471e+03,5.059473727222868478e-01,3.282037989758985943e-03,-4.571470266614294076e+01,-4.375923482648282459e+01,8.970325087932184260e+01,5.208071444862122945e+01
4.176977022361624222e+03,5.059473899802046093e-01,3.283015050649709058e-03,-4.571064691012536230e+01,-4.375664972304463163e+01,8.970311228282959348e+01,5.209315799020593829e+01
4.178901226817602037e+03,5.059474072543836964e-01,3.283992745535698182e-03,-4.570659110274255710e+01,-4.375406371234883807e+01,8.970297361984823681e+01,5.210559984402691214e+01
4.180826317695215039e+03,5.059474245448393193e-01,3.284971074748970279e-03,-4.570253524394652800e+01,-4.375147679455731975e+01,8.970283489034345337e+01,5.211804000769708267e+01
4.182752295402803611e+03,5.059474418515872429e-01,3.285950038621696708e-03,-4.569847933368925652e+01,-4.374888896983222963e+01,8.970269609428090973e+01,5.213047847883088082e+01
4.184679160348906407e+03,5.059474591746433436e-01,3.286929637486205383e-03,-4.569442337192265313e+01,-4.374630023833591963e+01,8.970255723162617301e+01,5.214291525504417280e+01
4.186606912942250347e+03,5.059474765140230534e-01,3.287909871674968634e-03,-4.569036735859859277e+01,-4.374371060023101165e+01,8.970241830234488134e+01,5.215535033395433828e+01
4.188535553591739699e+03,5.059474938697419155e-01,3.288890741520617087e-03,-4.568631129366890775e+01,-4.374112005568034078e+01,8.970227930640260183e+01,5.216778371318019225e+01
4.190465082706478825e+03,5.059475112418161391e-01,3.289872247355931853e-03,-4.568225517708537353e+01,-4.373852860484701921e+01,8.970214024376487316e+01,5.218021539034205603e+01
4.192395500695759438e+03,5.059475286302613783e-01,3.290854389513847567e-03,-4.567819900879972295e+01,-4.373593624789435097e+01,8.970200111439726243e+01,5.219264536306173596e+01
4.194326807969050606e+03,5.059475460350930653e-01,3.291837168327447181e-03,-4.567414278876367462e+01,-4.373334298498592432e+01,8.970186191826526567e+01,5.220507362896244530e+01
4.196259004936023302e+03,5.059475634563270763e-01,3.292820584129973246e-03,-4.567008651692886190e+01,-4.373074881628554778e+01,8.970172265533433631e+01,5.221750018566898177e+01
4.198192092006534949e+03,5.059475808939796204e-01,3.293804637254819229e-03,-4.566603019324686841e+01,-4.372815374195725724e+01,8.970158332557002723e+01,5.222992503080755711e+01
4.200126069590620318e+03,5.059475983480659078e-01,3.294789328035527785e-03,-4.566197381766927066e+01,-4.372555776216535861e+01,8.970144392893772078e+01,5.224234816200585385e+01
4.202060938098520637e+03,5.059476158186023698e-01,3.295774656805800298e-03,-4.565791739014755279e+01,-4.372296087707433543e+01,8.970130446540287039e+01,5.225476957689313195e+01
4.203996697940649028e+03,5.059476333056043273e-01,3.296760623899487336e-03,-4.565386091063320606e+01,-4.372036308684897676e+01,8.970116493493090104e+01,5.226718927310002982e+01
4.205933349527622340e+03,5.059476508090878788e-01,3.297747229650596461e-03,-4.564980437907762933e+01,-4.371776439165428485e+01,8.970102533748716667e+01,5.227960724825874195e+01
4.207870893270232955e+03,5.059476683290690113e-01,3.298734474393286587e-03,-4.564574779543221439e+01,-4.371516479165546798e+01,8.970088567303704963e+01,5.229202350000291233e+01
4.209809329579473342e+03,5.059476858655632681e-01,3.299722358461869721e-03,-4.564169115964826062e+01,-4.371256428701801866e+01,8.970074594154588965e+01,5.230443802596772684e+01
4.211748658866526057e+03,5.059477034185868582e-01,3.300710882190819196e-03,-4.563763447167704612e+01,-4.370996287790761414e+01,8.970060614297899804e+01,5.231685082378986351e+01
4.213688881542748277e+03,5.059477209881556581e-01,3.301700045914749727e-03,-4.563357773146982765e+01,-4.370736056449024431e+01,8.970046627730168609e+01,5.232926189110742143e+01
4.215629998019703635e+03,5.059477385742854327e-01,3.302689849968442996e-03,-4.562952093897777672e+01,-4.370475734693204117e+01,8.970032634447925091e+01,5.234167122556007712e+01
4.217572008709140391e+03,5.059477561769922804e-01,3.303680294686829003e-03,-4.562546409415202220e+01,-4.370215322539942093e+01,8.970018634447690431e+01,5.235407882478899921e+01
4.219514914022987796e+03,5.059477737962922994e-01,3.304671380404991272e-03,-4.562140719694367874e+01,-4.369954820005904850e+01,8.970004627725992918e+01,5.236648468643681298e+01
4.221458714373375187e+03,5.059477914322010328e-01,3.305663107458169450e-03,-4.561735024730378285e+01,-4.369694227107780193e+01,8.969990614279353736e+01,5.237888880814765713e+01
4.223403410172622898e+03,5.059478090847351339e-01,3.306655476181764516e-03,-4.561329324518333550e+01,-4.369433543862277247e+01,8.969976594104289802e+01,5.239129118756724779e+01
4.225349001833227703e+03,5.059478267539100349e-01,3.307648486911318395e-03,-4.560923619053329503e+01,-4.369172770286133556e+01,8.969962567197319459e+01,5.240369182234267953e+01
4.227295489767889194e+03,5.059478444397420560e-01,3.308642139982540410e-03,-4.560517908330457004e+01,-4.368911906396104428e+01,8.969948533554956782e+01,5.241609071012268117e+01
4.229242874389498866e+03,5.059478621422470734e-01,3.309636435731293409e-03,-4.560112192344801940e+01,-4.368650952208972882e+01,8.969934493173715850e+01,5.242848784855743105e+01
4.231191156111122837e+03,5.059478798614412964e-01,3.310631374493588994e-03,-4.559706471091445223e+01,-4.368389907741543254e+01,8.969920446050107898e+01,5.244088323529858542e+01
4.233140335346037318e+03,5.059478975973409343e-01,3.311626956605604865e-03,-4.559300744565464925e+01,-4.368128773010641908e+01,8.969906392180639898e+01,5.245327686799942057e+01
4.235090412507688598e+03,5.059479153499617521e-01,3.312623182403662703e-03,-4.558895012761932719e+01,-4.367867548033121494e+01,8.969892331561820242e+01,5.246566874431456995e+01
4.237041388009733964e+03,5.059479331193200702e-01,3.313620052224250725e-03,-4.558489275675914598e+01,-4.367606232825853851e+01,8.969878264190150219e+01,5.247805886190036517e+01
4.238993262266001693e+03,5.059479509054320978e-01,3.314617566404007634e-03,-4.558083533302476553e+01,-4.367344827405737817e+01,8.969864190062136799e+01,5.249044721841448791e+01
4.240946035690524695e+03,5.059479687083138222e-01,3.315615725279724788e-03,-4.557677785636674628e+01,-4.367083331789692835e+01,8.969850109174275588e+01,5.250283381151624695e+01
