# f,H_in,H_out,G_ideal,G_theo,phi_ideal,phi_theo
9.046813752760454008e+03,5.060195443488334499e-01,6.151878215739709464e-03,-3.877318492064821243e+01,-3.830319123517332969e+01,8.934010781091141951e+01,6.928828260144926787e+01
9.050981340765440109e+03,5.060196324639579801e-01,6.154588134716281432e-03,-3.876891781377496216e+01,-3.829936743229444573e+01,8.933978353245234416e+01,6.929589102056999650e+01
9.055150848649644104e+03,5.060197206690388860e-01,6.157299682381416756e-03,-3.876465045295067569e+01,-3.829554301737364597e+01,8.933945907531185071e+01,6.930349611454239778e+01
9.059322277297509572e+03,5.060198089641765318e-01,6.160012859827994694e-03,-3.876038283792573225e+01,-3.829171799042372015e+01,8.933913443936410204e+01,6.931109788349402834e+01
9.063495627593858444e+03,5.060198973494709485e-01,6.162727668149971770e-03,-3.875611496845030501e+01,-3.828789235145711700e+01,8.933880962448318996e+01,6.931869632755304167e+01
9.067670900423941930e+03,5.060199858250227223e-01,6.165444108442405188e-03,-3.875184684427428294e+01,-3.828406610048585179e+01,8.933848463054306421e+01,6.932629144684821654e+01
9.071848096673420514e+03,5.060200743909324395e-01,6.168162181801448499e-03,-3.874757846514728499e+01,-3.828023923752159874e+01,8.933815945741750397e+01,6.933388324150891435e+01
9.076027217228338486e+03,5.060201630473004641e-01,6.170881889324325575e-03,-3.874330983081869562e+01,-3.827641176257563416e+01,8.933783410498023159e+01,6.934147171166505075e+01
9.080208262975171237e+03,5.060202517942279377e-01,6.173603232109384394e-03,-3.873904094103761508e+01,-3.827258367565884356e+01,8.933750857310477045e+01,6.934905685744716664e+01
9.084391234800805250e+03,5.060203406318155572e-01,6.176326211256062335e-03,-3.873477179555288785e+01,-3.826875497678172877e+01,8.933718286166458711e+01,6.935663867898647084e+01
9.088576133592507176e+03,5.060204295601644642e-01,6.179050827864874043e-03,-3.873050239411311679e+01,-3.826492566595443634e+01,8.933685697053297758e+01,6.936421717641457008e+01
9.092762960237978405e+03,5.060205185793756888e-01,6.181777083037459999e-03,-3.872623273646659925e+01,-3.826109574318667939e+01,8.933653089958312421e+01,6.937179234986386689e+01
9.096951715625333236e+03,5.060206076895508165e-01,6.184504977876563100e-03,-3.872196282236140519e+01,-3.825726520848782286e+01,8.933620464868808142e+01,6.937936419946721855e+01
9.101142400643066139e+03,5.060206968907910996e-01,6.187234513486001772e-03,-3.871769265154534878e+01,-3.825343406186683382e+01,8.933587821772078996e+01,6.938693272535810763e+01
9.105335016180102684e+03,5.060207861831980125e-01,6.189965690970723744e-03,-3.871342222376595998e+01,-3.824960230333230982e+01,8.933555160655403427e+01,6.939449792767061354e+01
9.109529563125786808e+03,5.060208755668734737e-01,6.192698511436776562e-03,-3.870915153877047743e+01,-3.824576993289242210e+01,8.933522481506047086e+01,6.940205980653938411e+01
9.113726042369838979e+03,5.060209650419189575e-01,6.195432975991311056e-03,-3.870488059630594790e+01,-3.824193695055499376e+01,8.933489784311269943e+01,6.940961836209962144e+01
9.117924454802428954e+03,5.060210546084367156e-01,6.198169085742596951e-03,-3.870060939611909134e+01,-3.823810335632744284e+01,8.933457069058310651e+01,6.941717359448718128e+01
9.122124801314097567e+03,5.060211442665286663e-01,6.200906841799995114e-03,-3.869633793795640742e+01,-3.823426915021681793e+01,8.933424335734399335e+01,6.942472550383841678e+01
9.126327082795834940e+03,5.060212340162970612e-01,6.203646245274005259e-03,-3.869206622156409026e+01,-3.823043433222974841e+01,8.933391584326749069e+01,6.943227409029029218e+01
9.130531300139002269e+03,5.060213238578441519e-01,6.206387297276214771e-03,-3.868779424668809952e+01,-3.822659890237251545e+01,8.933358814822568661e+01,6.943981935398034011e+01
9.134737454235400946e+03,5.060214137912728560e-01,6.209129998919343807e-03,-3.868352201307412486e+01,-3.822276286065098105e+01,8.933326027209044184e+01,6.944736129504666167e+01
9.138945545977243455e+03,5.060215038166852031e-01,6.211874351317232291e-03,-3.867924952046755749e+01,-3.821892620707062349e+01,8.933293221473356027e+01,6.945489991362796900e+01
9.143155576257122448e+03,5.060215939341842217e-01,6.214620355584814758e-03,-3.867497676861358968e+01,-3.821508894163655867e+01,8.933260397602668945e+01,6.946243520986348585e+01
9.147367545968074410e+03,5.060216841438727187e-01,6.217368012838166320e-03,-3.867070375725708686e+01,-3.821125106435347618e+01,8.933227555584134905e+01,6.946996718389304704e+01
9.151581456003543281e+03,5.060217744458536115e-01,6.220117324194487061e-03,-3.866643048614265155e+01,-3.820741257522569612e+01,8.933194695404893082e+01,6.947749583585702737e+01
9.155797307257360444e+03,5.060218648402300401e-01,6.222868290772071674e-03,-3.866215695501467309e+01,-3.820357347425716199e+01,8.933161817052068443e+01,6.948502116589639854e+01
9.160015100623790204e+03,5.060219553271054771e-01,6.225620913690377983e-03,-3.865788316361721400e+01,-3.819973376145139099e+01,8.933128920512774584e+01,6.949254317415262960e+01
9.164234836997517050e+03,5.060220459065831733e-01,6.228375194069964496e-03,-3.865360911169409519e+01,-3.819589343681153082e+01,8.933096005774115156e+01,6.950006186076785752e+01
9.168456517273605641e+03,5.060221365787663794e-01,6.231131133032515555e-03,-3.864933479898888180e+01,-3.819205250034035970e+01,8.933063072823172490e+01,6.950757722588468823e+01
9.172680142347559013e+03,5.060222273437591234e-01,6.233888731700859553e-03,-3.864506022524484763e+01,-3.818821095204022242e+01,8.933030121647026078e+01,6.951508926964629609e+01
9.176905713115294930e+03,5.060223182016651000e-01,6.236647991198954188e-03,-3.864078539020498937e+01,-3.818436879191308719e+01,8.932997152232732674e+01,6.952259799219652336e+01
9.181133230473118601e+03,5.060224091525883372e-01,6.239408912651869983e-03,-3.863651029361208344e+01,-3.818052601996056694e+01,8.932964164567344767e+01,6.953010339367959602e+01
9.185362695317780890e+03,5.060225001966324188e-01,6.242171497185837123e-03,-3.863223493520857943e+01,-3.817668263618381275e+01,8.932931158637893532e+01,6.953760547424045058e+01
9.189594108546409188e+03,5.060225913339021497e-01,6.244935745928196884e-03,-3.862795931473671374e+01,-3.817283864058366305e+01,8.932898134431405879e+01,6.954510423402442143e+01
9.193827471056583818e+03,5.060226825645014470e-01,6.247701660007455408e-03,-3.862368343193839593e+01,-3.816899403316048733e+01,8.932865091934887403e+01,6.955259967317756775e+01
9.198062783746259811e+03,5.060227738885348936e-01,6.250469240553223858e-03,-3.861940728655532240e+01,-3.816514881391431402e+01,8.932832031135338013e+01,6.956009179184637503e+01
9.202300047513836034e+03,5.060228653061069615e-01,6.253238488696283466e-03,-3.861513087832886981e+01,-3.816130298284476652e+01,8.932798952019737726e+01,6.956758059017791140e+01
9.206539263258118808e+03,5.060229568173225667e-01,6.256009405568544769e-03,-3.861085420700015902e+01,-3.815745653995104902e+01,8.932765854575055187e+01,6.957506606831984186e+01
9.210780431878309173e+03,5.060230484222866254e-01,6.258781992303052814e-03,-3.860657727231008352e+01,-3.815360948523201756e+01,8.932732738788249094e+01,6.958254822642027193e+01
9.215023554274042908e+03,5.060231401211038316e-01,6.261556250034015780e-03,-3.860230007399918861e+01,-3.814976181868608762e+01,8.932699604646265357e+01,6.959002706462794663e+01
9.219268631345375979e+03,5.060232319138795454e-01,6.264332179896781559e-03,-3.859802261180780647e+01,-3.814591354031130521e+01,8.932666452136031410e+01,6.959750258309212256e+01
9.223515663992746340e+03,5.060233238007187939e-01,6.267109783027828215e-03,-3.859374488547597792e+01,-3.814206465010532554e+01,8.932633281244464740e+01,6.960497478196256793e+01
9.227764653117039416e+03,5.060234157817271594e-01,6.269889060564810823e-03,-3.858946689474347380e+01,-3.813821514806539881e+01,8.932600091958471467e+01,6.961244366138966200e+01
9.232015599619549903e+03,5.060235078570100020e-01,6.272670013646526772e-03,-3.858518863934978071e+01,-3.813436503418835599e+01,8.932566884264936391e+01,6.961990922152423877e+01
9.236268504401965401e+03,5.060236000266734591e-01,6.275452643412913166e-03,-3.858091011903414369e+01,-3.813051430847068701e+01,8.932533658150744316e+01,6.962737146251771492e+01
9.240523368366413706e+03,5.060236922908227797e-01,6.278236951005078913e-03,-3.857663133353550222e+01,-3.812666297090843415e+01,8.932500413602757305e+01,6.963483038452206131e+01
9.244780192415439160e+03,5.060237846495639902e-01,6.281022937565279574e-03,-3.857235228259253290e+01,-3.812281102149726308e+01,8.932467150607824635e+01,6.964228598768976042e+01
9.249038977451971732e+03,5.060238771030032279e-01,6.283810604236925168e-03,-3.856807296594364232e+01,-3.811895846023246293e+01,8.932433869152782790e+01,6.964973827217376368e+01
9.253299724379399777e+03,5.060239696512470742e-01,6.286599952164600123e-03,-3.856379338332695994e+01,-3.811510528710886092e+01,8.932400569224461151e+01,6.965718723812769042e+01
9.257562434101484541e+03,5.060240622944014444e-01,6.289390982494032049e-03,-3.855951353448035945e+01,-3.811125150212097878e+01,8.932367250809664938e+01,6.966463288570557211e+01
9.261827107522445658e+03,5.060241550325726978e-01,6.292183696372127301e-03,-3.855523341914138769e+01,-3.810739710526284796e+01,8.932333913895195110e+01,6.967207521506200862e+01
9.266093745546877471e+03,5.060242478658680820e-01,6.294978094946930211e-03,-3.855095303704739251e+01,-3.810354209652818724e+01,8.932300558467836993e+01,6.967951422635213987e+01
9.270362349079823616e+03,5.060243407943936234e-01,6.297774179367680338e-03,-3.854667238793538075e+01,-3.809968647591023938e+01,8.932267184514358860e+01,6.968694991973161734e+01
9.274632919026740637e+03,5.060244338182566803e-01,6.300571950784776901e-03,-3.854239147154210343e+01,-3.809583024340189183e+01,8.932233792021516194e+01,6.969438229535661833e+01
9.278905456293477982e+03,5.060245269375641675e-01,6.303371410349772712e-03,-3.853811028760406288e+01,-3.809197339899563417e+01,8.932200380976057374e+01,6.970181135338381750e+01
9.283179961786328931e+03,5.060246201524233323e-01,6.306172559215408001e-03,-3.853382883585744167e+01,-3.808811594268352962e+01,8.932166951364710883e+01,6.970923709397045798e+01
9.287456436412001494e+03,5.060247134629412002e-01,6.308975398535591333e-03,-3.852954711603818083e+01,-3.808425787445725064e+01,8.932133503174193834e+01,6.971665951727426602e+01
9.291734881077598402e+03,5.060248068692253520e-01,6.311779929465397010e-03,-3.852526512788192292e+01,-3.808039919430810016e+01,8.932100036391211972e+01,6.972407862345347951e+01
9.296015296690662581e+03,5.060249003713837013e-01,6.314586153161080677e-03,-3.852098287112405472e+01,-3.807653990222693352e+01,8.932066551002449728e+01,6.973149441266689053e+01
9.300297684159160781e+03,5.060249939695234955e-01,6.317394070780082797e-03,-3.851670034549964328e+01,-3.807267999820422233e+01,8.932033046994590109e+01,6.973890688507380275e+01
9.304582044391447198e+03,5.060250876637527595e-01,6.320203683481004364e-03,-3.851241755074354245e+01,-3.806881948223006873e+01,8.931999524354291964e+01,6.974631604083396041e+01
9.308868378296319861e+03,5.060251814541798510e-01,6.323014992423641595e-03,-3.850813448659026506e+01,-3.806495835429410590e+01,8.931965983068204196e+01,6.975372188010769037e+01
9.313156686783002442e+03,5.060252753409122395e-01,6.325827998768978992e-03,-3.850385115277408232e+01,-3.806109661438562597e+01,8.931932423122965758e+01,6.976112440305583107e+01
9.317446970761100602e+03,5.060253693240586159e-01,6.328642703679152048e-03,-3.849956754902898126e+01,-3.805723426249350183e+01,8.931898844505199975e+01,6.976852360983968993e+01
9.321739231140683842e+03,5.060254634037273380e-01,6.331459108317523572e-03,-3.849528367508865045e+01,-3.805337129860617296e+01,8.931865247201508851e+01,6.977591950062110016e+01
9.326033468832200015e+03,5.060255575800270966e-01,6.334277213848607362e-03,-3.849099953068652979e+01,-3.804950772271172355e+01,8.931831631198492971e+01,6.978331207556239235e+01
9.330329684746553539e+03,5.060256518530664716e-01,6.337097021438135858e-03,-3.848671511555575364e+01,-3.804564353479779015e+01,8.931797996482730184e+01,6.979070133482642291e+01
9.334627879795032641e+03,5.060257462229542647e-01,6.339918532253002899e-03,-3.848243042942920056e+01,-3.804177873485163985e+01,8.931764343040791232e+01,6.979808727857654560e+01
9.338928054889374835e+03,5.060258406897994998e-01,6.342741747461319232e-03,-3.847814547203943647e+01,-3.803791332286011340e+01,8.931730670859228383e+01,6.980546990697655474e+01
9.343230210941730547e+03,5.060259352537110900e-01,6.345566668232376951e-03,-3.847386024311876440e+01,-3.803404729880965363e+01,8.931696979924582536e+01,6.981284922019086991e+01
9.347534348864652202e+03,5.060260299147987251e-01,6.348393295736662507e-03,-3.846957474239921737e+01,-3.803018066268630548e+01,8.931663270223378959e+01,6.982022521838426599e+01
9.351840469571134236e+03,5.060261246731713181e-01,6.351221631145859310e-03,-3.846528896961253707e+01,-3.802631341447570179e+01,8.931629541742131551e+01,6.982759790172210046e+01
9.356148573974591272e+03,5.060262195289390030e-01,6.354051675632864209e-03,-3.846100292449016678e+01,-3.802244555416305616e+01,8.931595794467337157e+01,6.983496727037022822e+01
9.360458662988836295e+03,5.060263144822108039e-01,6.356883430371748460e-03,-3.845671660676329395e+01,-3.801857708173319850e+01,8.931562028385484098e+01,6.984233332449495890e+01
9.364770737528124300e+03,5.060264095330970768e-01,6.359716896537805433e-03,-3.845243001616281475e+01,-3.801470799717054661e+01,8.931528243483042218e+01,6.984969606426308530e+01
9.369084798507135929e+03,5.060265046817074008e-01,6.362552075307527193e-03,-3.844814315241931979e+01,-3.801083830045909906e+01,8.931494439746465730e+01,6.985705548984196867e+01
9.373400846840942904e+03,5.060265999281523541e-01,6.365388967858600158e-03,-3.844385601526317231e+01,-3.800696799158247075e+01,8.931460617162206006e+01,6.986441160139933970e+01
9.377718883445069878e+03,5.060266952725417378e-01,6.368227575369934598e-03,-3.843956860442438739e+01,-3.800309707052384312e+01,8.931426775716684574e+01,6.987176439910354020e+01
9.382038909235459869e+03,5.060267907149861299e-01,6.371067899021644679e-03,-3.843528091963273852e+01,-3.799922553726599261e+01,8.931392915396321541e+01,6.987911388312330985e+01
9.386360925128450617e+03,5.060268862555959979e-01,6.373909939995044127e-03,-3.843099296061770787e+01,-3.799535339179131199e+01,8.931359036187521383e+01,6.988646005362789992e+01
9.390684932040830972e+03,5.060269818944822529e-01,6.376753699472666181e-03,-3.842670472710848628e+01,-3.799148063408178189e+01,8.931325138076667258e+01,6.989380291078707330e+01
9.395010930889811789e+03,5.060270776317553620e-01,6.379599178638268794e-03,-3.842241621883395908e+01,-3.798760726411892108e+01,8.931291221050133800e+01,6.990114245477103339e+01
9.399338922592996823e+03,5.060271734675265698e-01,6.382446378676804276e-03,-3.841812743552277709e+01,-3.798373328188391440e+01,8.931257285094284271e+01,6.990847868575043833e+01
9.403668908068451856e+03,5.060272694019067874e-01,6.385295300774461794e-03,-3.841383837690325720e+01,-3.797985868735749193e+01,8.931223330195460619e+01,6.991581160389654315e+01
9.408000888234628292e+03,5.060273654350077033e-01,6.388145946118628342e-03,-3.840954904270348180e+01,-3.797598348051997874e+01,8.931189356339999108e+01,6.992314120938091548e+01
9.412334864010435922e+03,5.060274615669401177e-01,6.390998315897933844e-03,-3.840525943265117803e+01,-3.797210766135130200e+01,8.931155363514217527e+01,6.993046750237574827e+01
9.416670836315171982e+03,5.060275577978160522e-01,6.393852411302208653e-03,-3.840096954647385985e+01,-3.796823122983097676e+01,8.931121351704416611e+01,6.993779048305357549e+01
9.421008806068586637e+03,5.060276541277468620e-01,6.396708233522527785e-03,-3.839667938389870017e+01,-3.796435418593809175e+01,8.931087320896888571e+01,6.994511015158751377e+01
9.425348774190850236e+03,5.060277505568446799e-01,6.399565783751184900e-03,-3.839238894465259477e+01,-3.796047652965133068e+01,8.931053271077909983e+01,6.995242650815113450e+01
9.429690741602533308e+03,5.060278470852213051e-01,6.402425063181686228e-03,-3.838809822846219078e+01,-3.795659826094898648e+01,8.931019202233740373e+01,6.995973955291837854e+01
9.434034709224653852e+03,5.060279437129888702e-01,6.405286073008787870e-03,-3.838380723505380132e+01,-3.795271937980891153e+01,8.930985114350633580e+01,6.996704928606376939e+01
9.438380677978657332e+03,5.060280404402597298e-01,6.408148814428473242e-03,-3.837951596415346245e+01,-3.794883988620854609e+01,8.930951007414813603e+01,6.997435570776225688e+01
9.442728648786385747e+03,5.060281372671462385e-01,6.411013288637940066e-03,-3.837522441548694729e+01,-3.794495978012495385e+01,8.930916881412508701e+01,6.998165881818921719e+01
9.447078622570132211e+03,5.060282341937609729e-01,6.413879496835642874e-03,-3.837093258877970925e+01,-3.794107906153474374e+01,8.930882736329917293e+01,6.998895861752056646e+01
9.451430600252613658e+03,5.060283312202166206e-01,6.416747440221263511e-03,-3.836664048375691749e+01,-3.793719773041412680e+01,8.930848572153234954e+01,6.999625510593260458e+01
9.455784582756947202e+03,5.060284283466260913e-01,6.419617119995715479e-03,-3.836234810014347829e+01,-3.793331578673891613e+01,8.930814388868638787e+01,7.000354828360214299e+01
9.460140571006702885e+03,5.060285255731022946e-01,6.422488537361161279e-03,-3.835805543766397108e+01,-3.792943323048448434e+01,8.930780186462288839e+01,7.001083815070643368e+01
9.464498565925872754e+03,5.060286228997585845e-01,6.425361693521004607e-03,-3.835376249604270527e+01,-3.792555006162579190e+01,8.930745964920335211e+01,7.001812470742321182e+01
9.468858568438850853e+03,5.060287203267079814e-01,6.428236589679879077e-03,-3.834946927500371316e+01,-3.792166628013740848e+01,8.930711724228909532e+01,7.002540795393059625e+01
9.473220579470491430e+03,5.060288178540642834e-01,6.431113227043684655e-03,-3.834517577427069313e+01,-3.791778188599346322e+01,8.930677464374134900e+01,7.003268789040723163e+01
9.477584599946037997e+03,5.060289154819407331e-01,6.433991606819541680e-03,-3.834088199356710902e+01,-3.791389687916770157e+01,8.930643185342113100e+01,7.003996451703218895e+01
9.481950630791199728e+03,5.060290132104510175e-01,6.436871730215845515e-03,-3.833658793261606945e+01,-3.791001125963339291e+01,8.930608887118940231e+01,7.004723783398499393e+01
9.486318672932071422e+03,5.060291110397094894e-01,6.439753598442214504e-03,-3.833229359114046986e+01,-3.790612502736346556e+01,8.930574569690686815e+01,7.005450784144561283e+01
9.490688727295204444e+03,5.060292089698298357e-01,6.442637212709543745e-03,-3.832799896886285040e+01,-3.790223818233037889e+01,8.930540233043421949e+01,7.006177453959446666e+01
9.495060794807577622e+03,5.060293070009262983e-01,6.445522574229968667e-03,-3.832370406550545283e+01,-3.789835072450619435e+01,8.930505877163189155e+01,7.006903792861244540e+01
9.499434876396568143e+03,5.060294051331132303e-01,6.448409684216877165e-03,-3.831940888079028440e+01,-3.789446265386255419e+01,8.930471502036023423e+01,7.007629800868083692e+01
9.503810972990006121e+03,5.060295033665053177e-01,6.451298543884923485e-03,-3.831511341443901841e+01,-3.789057397037067432e+01,8.930437107647944117e+01,7.008355477998139804e+01
9.508189085516154591e+03,5.060296017012166914e-01,6.454189154450021282e-03,-3.831081766617302264e+01,-3.788668467400135853e+01,8.930402693984954965e+01,7.009080824269635457e+01
9.512569214903671309e+03,5.060297001373623704e-01,6.457081517129328874e-03,-3.830652163571342328e+01,-3.788279476472501273e+01,8.930368261033045485e+01,7.009805839700828756e+01
9.516951362081670595e+03,5.060297986750575960e-01,6.459975633141282203e-03,-3.830222532278099123e+01,-3.787890424251158805e+01,8.930333808778195248e+01,7.010530524310034650e+01
9.521335527979697872e+03,5.060298973144171653e-01,6.462871503705586163e-03,-3.829792872709624163e+01,-3.787501310733063065e+01,8.930299337206363930e+01,7.011254878115600775e+01
9.525721713527695101e+03,5.060299960555562082e-01,6.465769130043189442e-03,-3.829363184837938405e+01,-3.787112135915127453e+01,8.930264846303494153e+01,7.011978901135920239e+01
9.530109919656060811e+03,5.060300948985904101e-01,6.468668513376324425e-03,-3.828933468635033677e+01,-3.786722899794224162e+01,8.930230336055524276e+01,7.012702593389437311e+01
9.534500147295624629e+03,5.060301938436351232e-01,6.471569654928501121e-03,-3.828503724072871250e+01,-3.786333602367179907e+01,8.930195806448368501e+01,7.013425954894628944e+01
9.538892397377616362e+03,5.060302928908061437e-01,6.474472555924472468e-03,-3.828073951123383267e+01,-3.785944243630783035e+01,8.930161257467928237e+01,7.014148985670021830e+01
9.543286670833731478e+03,5.060303920402190458e-01,6.477377217590296783e-03,-3.827644149758473446e+01,-3.785554823581777839e+01,8.930126689100093529e+01,7.014871685734185291e+01
9.547682968596054707e+03,5.060304912919899589e-01,6.480283641153280517e-03,-3.827214319950014243e+01,-3.785165342216867401e+01,8.930092101330740206e+01,7.015594055105725602e+01
9.552081291597143718e+03,5.060305906462352343e-01,6.483191827842028562e-03,-3.826784461669848270e+01,-3.784775799532711460e+01,8.930057494145725627e+01,7.016316093803301612e+01
9.556481640769943624e+03,5.060306901030706683e-01,6.486101778886405218e-03,-3.826354574889790428e+01,-3.784386195525929253e+01,8.930022867530891517e+01,7.017037801845606282e+01
9.560884017047857924e+03,5.060307896626131674e-01,6.489013495517562818e-03,-3.825924659581624354e+01,-3.783996530193096675e+01,8.929988221472071075e+01,7.017759179251379464e+01
9.565288421364721216e+03,5.060308893249793050e-01,6.491926978967955605e-03,-3.825494715717102423e+01,-3.783606803530746276e+01,8.929953555955080446e+01,7.018480226039400804e+01
9.569694854654768278e+03,5.060309890902854324e-01,6.494842230471278149e-03,-3.825064743267950718e+01,-3.783217015535371530e+01,8.929918870965714461e+01,7.019200942228494000e+01
9.574103317852695909e+03,5.060310889586487892e-01,6.497759251262552951e-03,-3.824634742205863347e+01,-3.782827166203419722e+01,8.929884166489762265e+01,7.019921327837521119e+01
9.578513811893630191e+03,5.060311889301863930e-01,6.500678042578070595e-03,-3.824204712502503156e+01,-3.782437255531299058e+01,8.929849442512994528e+01,7.020641382885393966e+01
9.582926337713095563e+03,5.060312890050153722e-01,6.503598605655404492e-03,-3.823774654129505990e+01,-3.782047283515373692e+01,8.929814699021167712e+01,7.021361107391055612e+01
9.587340896247082128e+03,5.060313891832530775e-01,6.506520941733433434e-03,-3.823344567058476429e+01,-3.781657250151965144e+01,8.929779936000018381e+01,7.022080501373498862e+01
9.591757488432007449e+03,5.060314894650169704e-01,6.509445052052331183e-03,-3.822914451260987079e+01,-3.781267155437352301e+01,8.929745153435278837e+01,7.022799564851752052e+01
9.596176115204692906e+03,5.060315898504251786e-01,6.512370937853543922e-03,-3.822484306708585677e+01,-3.780876999367772839e+01,8.929710351312657224e+01,7.023518297844888991e+01
9.600596777502418263e+03,5.060316903395947197e-01,6.515298600379835353e-03,-3.822054133372783724e+01,-3.780486781939421803e+01,8.929675529617850316e+01,7.024236700372020437e+01
9.605019476262899843e+03,5.060317909326441654e-01,6.518228040875272827e-03,-3.821623931225065718e+01,-3.780096503148448761e+01,8.929640688336537835e+01,7.024954772452308305e+01
9.609444212424250509e+03,5.060318916296914216e-01,6.521159260585194378e-03,-3.821193700236887736e+01,-3.779706162990965623e+01,8.929605827454389555e+01,7.025672514104935829e+01
9.613870986925057878e+03,5.060319924308549489e-01,6.524092260756278114e-03,-3.820763440379671039e+01,-3.779315761463035983e+01,8.929570946957058197e+01,7.026389925349145926e+01
9.618299800704306108e+03,5.060320933362528750e-01,6.527027042636468490e-03,-3.820333151624811308e+01,-3.778925298560686485e+01,8.929536046830176588e+01,7.027107006204212780e+01
9.622730654701443200e+03,5.060321943460041050e-01,6.529963607475050905e-03,-3.819902833943670117e+01,-3.778534774279895458e+01,8.929501127059366183e+01,7.027823756689453205e+01
9.627163549856317331e+03,5.060322954602272105e-01,6.532901956522585776e-03,-3.819472487307582043e+01,-3.778144188616603572e+01,8.929466187630238494e+01,7.028540176824219543e+01
9.631598487109236885e+03,5.060323966790413186e-01,6.535842091030968394e-03,-3.819042111687849683e+01,-3.777753541566704598e+01,8.929431228528379449e+01,7.029256266627912453e+01
9.636035467400941343e+03,5.060324980025652231e-01,6.538784012253402896e-03,-3.818611707055744375e+01,-3.777362833126051100e+01,8.929396249739372138e+01,7.029972026119966699e+01
9.640474491672577642e+03,5.060325994309180508e-01,6.541727721444380583e-03,-3.818181273382509744e+01,-3.776972063290455139e+01,8.929361251248771225e+01,7.030687455319855417e+01
9.644915560865752923e+03,5.060327009642195950e-01,6.544673219859743242e-03,-3.817750810639356018e+01,-3.776581232055680459e+01,8.929326233042127114e+01,7.031402554247097214e+01
9.649358675922510884e+03,5.060328026025892045e-01,6.547620508756635434e-03,-3.817320318797464296e+01,-3.776190339417452435e+01,8.929291195104970313e+01,7.032117322921244806e+01
9.653803837785297219e+03,5.060329043461463394e-01,6.550569589393507100e-03,-3.816889797827985831e+01,-3.775799385371450967e+01,8.929256137422818540e+01,7.032831761361892120e+01
9.658251047397021466e+03,5.060330061950110148e-01,6.553520463030147389e-03,-3.816459247702040614e+01,-3.775408369913316164e+01,8.929221059981169617e+01,7.033545869588671451e+01
9.662700305701029720e+03,5.060331081493033567e-01,6.556473130927666440e-03,-3.816028668390715950e+01,-3.775017293038639110e+01,8.929185962765512841e+01,7.034259647621257727e+01
9.667151613641070071e+03,5.060332102091436024e-01,6.559427594348484110e-03,-3.815598059865074276e+01,-3.774626154742974649e+01,8.929150845761317612e+01,7.034973095479357141e+01
9.671604972161356272e+03,5.060333123746517670e-01,6.562383854556361196e-03,-3.815167422096141081e+01,-3.774234955021830729e+01,8.929115708954037700e+01,7.035686213182721360e+01
9.676060382206540453e+03,5.060334146459481985e-01,6.565341912816387293e-03,-3.814736755054914141e+01,-3.773843693870670535e+01,8.929080552329116927e+01,7.036399000751137578e+01
9.680517844721673100e+03,5.060335170231541335e-01,6.568301770394965183e-03,-3.814306058712361391e+01,-3.773452371284918883e+01,8.929045375871974954e+01,7.037111458204431358e+01
9.684977360652284915e+03,5.060336195063898090e-01,6.571263428559860273e-03,-3.813875333039416660e+01,-3.773060987259952270e+01,8.929010179568025762e+01,7.037823585562468054e+01
9.689438930944303138e+03,5.060337220957765725e-01,6.574226888580130337e-03,-3.813444578006987484e+01,-3.772669541791108827e+01,8.928974963402663434e+01,7.038535382845149968e+01
9.693902556544115214e+03,5.060338247914355492e-01,6.577192151726207053e-03,-3.813013793585948008e+01,-3.772278034873679786e+01,8.928939727361263579e+01,7.039246850072412087e+01
9.698368238398552421e+03,5.060339275934874204e-01,6.580159219269846559e-03,-3.812582979747138978e+01,-3.771886466502911617e+01,8.928904471429196121e+01,7.039957987264240558e+01
9.702835977454842578e+03,5.060340305020543106e-01,6.583128092484132922e-03,-3.812152136461375562e+01,-3.771494836674013840e+01,8.928869195591802566e+01,7.040668794440641420e+01
9.707305774660699171e+03,5.060341335172573451e-01,6.586098772643511970e-03,-3.811721263699437401e+01,-3.771103145382145527e+01,8.928833899834417309e+01,7.041379271621676139e+01
9.711777630964226773e+03,5.060342366392185376e-01,6.589071261023747919e-03,-3.811290361432077844e+01,-3.770711392622426672e+01,8.928798584142363381e+01,7.042089418827428915e+01
9.716251547313999254e+03,5.060343398680597904e-01,6.592045558901979754e-03,-3.810859429630014006e+01,-3.770319578389932502e+01,8.928763248500936811e+01,7.042799236078026581e+01
9.720727524659023402e+03,5.060344432039031171e-01,6.595021667556679595e-03,-3.810428468263934576e+01,-3.769927702679693482e+01,8.928727892895423679e+01,7.043508723393638604e+01
9.725205563948718918e+03,5.060345466468707532e-01,6.597999588267657901e-03,-3.809997477304498403e+01,-3.769535765486698153e+01,8.928692517311101540e+01,7.044217880794460029e+01
9.729685666132971164e+03,5.060346501970850452e-01,6.600979322316094695e-03,-3.809566456722330940e+01,-3.769143766805891005e+01,8.928657121733220947e+01,7.044926708300729956e+01
9.734167832162098421e+03,5.060347538546686730e-01,6.603960870984517881e-03,-3.809135406488026376e+01,-3.768751706632172471e+01,8.928621706147021087e+01,7.045635205932725853e+01
9.738652062986831879e+03,5.060348576197443160e-01,6.606944235556797169e-03,-3.808704326572150478e+01,-3.768359584960400355e+01,8.928586270537729774e+01,7.046343373710752189e+01
9.743138359558370212e+03,5.060349614924346540e-01,6.609929417318175307e-03,-3.808273216945234196e+01,-3.767967401785386983e+01,8.928550814890552090e+01,7.047051211655158909e+01
