# frequency,input_amplitude,output_amplitude,input_phase,output_phase,phase_diff_rad,phase_diff_deg, gain
2.483697523325345537e+04,4.957956307134898100e-01,2.181221010040879094e-02,-1.045207469737193975e+02,-1.029088467286014748e+02,1.611900245117944053e+00,9.235508104136107477e+01,-2.713206045777897657e+01
2.494403116098299506e+04,5.017136278222991130e-01,1.919279386487955999e-02,-1.057845206706204806e+02,-1.042183333129117528e+02,1.566187357708751948e+00,8.973592552345763806e+01,-2.834635397661664769e+01
2.505108708871253839e+04,5.150392094102830276e-01,1.956505996730710864e-02,-1.070267439273227694e+02,-1.056014951855686093e+02,1.425248741754189918e+00,8.166073765884607383e+01,-2.840718218672065376e+01
2.515814301644207808e+04,5.168221131643300215e-01,2.213192602332516440e-02,-1.082593362194326687e+02,-1.069011845510563887e+02,1.358151668376306187e+00,7.781635853661373403e+01,-2.736643755108795517e+01
2.526519894417161777e+04,5.046805062261013886e-01,2.408107973648489220e-02,-1.095086550682030690e+02,-1.081673982419274296e+02,1.341256826275659675e+00,7.684835538870675009e+01,-2.642681148583337247e+01
2.537225487190115746e+04,4.951153642408065436e-01,2.506930148573879510e-02,-1.107997275122947798e+02,-1.093915194731980591e+02,1.408208039096733755e+00,8.068437731663647128e+01,-2.591128340348335612e+01
2.547931079963070079e+04,5.021045348198009961e-01,2.421084009176379878e-02,-1.120992408497530022e+02,-1.105703691812273917e+02,1.528871668525646710e+00,8.759789402364373245e+01,-2.633568568985303315e+01
2.558636672736024047e+04,5.151824921478104224e-01,2.379135988437934904e-02,-1.133774835069198161e+02,-1.118053952102653312e+02,1.572088296654519990e+00,9.007402442021452771e+01,-2.671083658310082143e+01
2.569342265508978016e+04,5.156328910899997675e-01,2.202411842823373891e-02,-1.146417858783807446e+02,-1.131207219589113890e+02,1.521063919469383352e+00,8.715054295522259054e+01,-2.738884157147462872e+01
2.580047858281932349e+04,5.034116991759846060e-01,2.047916059029661687e-02,-1.159327918331951679e+02,-1.144614319004480052e+02,1.471359932747202226e+00,8.430271429106733194e+01,-2.781222305279511886e+01
2.590753451054886318e+04,4.957884546106751666e-01,2.142063207657303806e-02,-1.172606421135305226e+02,-1.158524259981795126e+02,1.408216115351041964e+00,8.068484005192260611e+01,-2.728928254778161033e+01
2.601459043827840287e+04,5.045454051734061807e-01,2.346223023220738238e-02,-1.185962518145275482e+02,-1.172298095962410258e+02,1.366442218286544774e+00,7.829137205631298002e+01,-2.665061926618784938e+01
2.612164636600794256e+04,5.163290713628302386e-01,2.493440819976092473e-02,-1.199039483198796603e+02,-1.185013607718736068e+02,1.402587548006087870e+00,8.036234689835157496e+01,-2.632255026435887046e+01
2.622870229373748589e+04,5.146096835549854864e-01,2.589700476317133640e-02,-1.212059771313257528e+02,-1.197723739816172071e+02,1.433603149708571056e+00,8.213940997496263208e+01,-2.596456835052566703e+01
2.633575822146702558e+04,5.012384758329997414e-01,2.482419919497693209e-02,-1.225416444613746307e+02,-1.209942159242312982e+02,1.547428537143368921e+00,8.866112427641797922e+01,-2.610338306488318949e+01
2.644281414919656527e+04,4.977473919985773709e-01,2.275687906276477324e-02,-1.239076457403978537e+02,-1.223052568769870163e+02,1.602388863410877828e+00,9.181011901220824711e+01,-2.679792583267539641e+01
2.654987007692610860e+04,5.086850703542596941e-01,2.168468547741819394e-02,-1.252698260725317567e+02,-1.237713482495822177e+02,1.498477822949579652e+00,8.585645494896272112e+01,-2.740591728266490534e+01
2.665692600465564828e+04,5.172897024687528322e-01,2.164580356767854472e-02,-1.266074993156529587e+02,-1.252229767400904876e+02,1.384522575562516122e+00,7.932730022031478256e+01,-2.756720240302948355e+01
2.676398193238518797e+04,5.094384826415155887e-01,2.396380318507775747e-02,-1.279485794559967076e+02,-1.266118725844110173e+02,1.336706871585731982e+00,7.658766218799814851e+01,-2.655072008224319902e+01
2.687103786011473130e+04,4.981622778636050630e-01,2.592261125357640458e-02,-1.293327299944878348e+02,-1.279031445695134295e+02,1.429585424974454178e+00,8.190921130445241261e+01,-2.567384183007047227e+01
2.697809378784427099e+04,5.011460975300078280e-01,2.682403336364824406e-02,-1.307345447757452916e+02,-1.292455601597033876e+02,1.488984616041945763e+00,8.531253425911086197e+01,-2.542880544442713742e+01
2.708514971557381068e+04,5.136258677030081099e-01,2.623325294613732678e-02,-1.321197194924625933e+02,-1.305766965304888174e+02,1.543022961973839591e+00,8.840870341287632073e+01,-2.583589482262768655e+01
2.719220564330335037e+04,5.154766810536840493e-01,2.380132906936689371e-02,-1.334867634667981520e+02,-1.319199442702048657e+02,1.566819196593340902e+00,8.977212722487684005e+01,-2.671215629626663812e+01
2.729926157103289370e+04,5.034527522690209755e-01,2.177505326953820333e-02,-1.348779689762144187e+02,-1.333595273968043955e+02,1.518441579410094500e+00,8.700029393737725059e+01,-2.727998986549483007e+01
2.740631749876243339e+04,4.976144649011017829e-01,2.255101873868762749e-02,-1.363073473411476471e+02,-1.349257642232832950e+02,1.381583117864392696e+00,7.915888170015506375e+01,-2.687453660619438267e+01
2.751337342649197308e+04,5.077765365095495698e-01,2.620609587236394020e-02,-1.377377346383235022e+02,-1.363892879807174268e+02,1.348446657606122701e+00,7.726030237935322020e+01,-2.574540606962528599e+01
2.762042935422151641e+04,5.162651092040682066e-01,2.755556630878360294e-02,-1.391409603038917737e+02,-1.377693089035961123e+02,1.371651400295714973e+00,7.858983620015391125e+01,-2.545326868413908272e+01
2.772748528195105609e+04,5.097344198825297656e-01,2.876770347866411046e-02,-1.405501868827136320e+02,-1.390528549207682261e+02,1.497331961945463696e+00,8.579080194951825433e+01,-2.496877533514645364e+01
2.783454120968059578e+04,4.980240194468893433e-01,2.528447187260466494e-02,-1.419983588513999564e+02,-1.404322263944224574e+02,1.566132456977563869e+00,8.973277994326838325e+01,-2.588792804592945629e+01
2.794159713741013547e+04,5.032662412102276717e-01,2.272841329022038878e-02,-1.434630881043621287e+02,-1.418928067264707238e+02,1.570281377891461716e+00,8.997049560116829525e+01,-2.690457362464165314e+01
2.804865306513967880e+04,5.143290327398040152e-01,2.341396285113105102e-02,-1.449078038165918656e+02,-1.434791660742164936e+02,1.428637742375439723e+00,8.185491309121090353e+01,-2.683532230033529586e+01
2.815570899286921849e+04,5.130980778516217589e-01,2.528594593199418733e-02,-1.463411937726910423e+02,-1.449598034796378556e+02,1.381390293053226248e+00,7.914783365228981893e+01,-2.614642365507691579e+01
2.826276492059875818e+04,5.008192246993742325e-01,2.657520064105158009e-02,-1.478079482233609951e+02,-1.464489539328252192e+02,1.358994290535833871e+00,7.786463723007886983e+01,-2.550408878932685397e+01
2.836982084832830151e+04,4.997086100972946143e-01,2.789953933594588667e-02,-1.493032073643712749e+02,-1.478643925390385903e+02,1.438814825332720426e+00,8.243801699241760161e+01,-2.506239600073271490e+01
2.847687677605784120e+04,5.127830282087411096e-01,2.839104958639096857e-02,-1.507849300770065497e+02,-1.492937442574720421e+02,1.491185819534575296e+00,8.543865392908799095e+01,-2.513504389010609685e+01
2.858393270378738089e+04,5.148721253213291993e-01,2.692613957063279273e-02,-1.522479324334822195e+02,-1.507192741446938271e+02,1.528658288788429909e+00,8.758566826526759996e+01,-2.563050575138847265e+01
2.869098863151692422e+04,5.030058051964545474e-01,2.472899577269586924e-02,-1.537346901214028492e+02,-1.521924554277350410e+02,1.542234693667868139e+00,8.836353896582022571e+01,-2.616733033920488083e+01
2.879804455924646390e+04,4.983114707653818476e-01,2.420465358010446058e-02,-1.552585981606659118e+02,-1.538301083642485025e+02,1.428489796417461211e+00,8.184643641222271526e+01,-2.627204026160847050e+01
2.890510048697600359e+04,5.102103116616215628e-01,2.656003320464141518e-02,-1.567767387497770244e+02,-1.553932647124561868e+02,1.383474037320890915e+00,7.926722340441159531e+01,-2.567041236158455675e+01
2.901215641470554328e+04,5.156833206022803928e-01,2.946187796178257115e-02,-1.582701772346973428e+02,-1.569262313358680103e+02,1.343945898829391528e+00,7.700242789684006084e+01,-2.486245316939681516e+01
2.911921234243508661e+04,5.051237781898781920e-01,3.031248865005609083e-02,-1.597787176732583134e+02,-1.583211164741734365e+02,1.457601199084941124e+00,8.351439692077519794e+01,-2.443552439266339249e+01
2.922626827016462630e+04,4.985128931805121177e-01,2.809409603819805132e-02,-1.613285179515689265e+02,-1.597727156560396509e+02,1.555802295529322699e+00,8.914090529059541268e+01,-2.498122664746604471e+01
2.933332419789416599e+04,5.089355373435048291e-01,2.637166679415603454e-02,-1.628793727995358154e+02,-1.613591414811656364e+02,1.520231318370255158e+00,8.710283842622459360e+01,-2.571050395061518401e+01
2.944038012562370932e+04,5.160828964282364595e-01,2.572659485071329688e-02,-1.644066456754958949e+02,-1.629810812268902680e+02,1.425564448605668444e+00,8.167882632899915052e+01,-2.604674318231576891e+01
2.954743605335324901e+04,5.068570595059320727e-01,2.746820547208012400e-02,-1.659389495476453362e+02,-1.645643804002296804e+02,1.374569147415706238e+00,7.875701079581585873e+01,-2.532110424626634426e+01
2.965449198108278870e+04,4.981955061075744040e-01,2.864562782680223421e-02,-1.675162410238087887e+02,-1.661521895247046814e+02,1.364051499104161458e+00,7.815439393716144423e+01,-2.480682921207579383e+01
2.976154790881232839e+04,5.078860197983799951e-01,3.073346447871099646e-02,-1.691000007726228773e+02,-1.676372999340005379e+02,1.462700838622413180e+00,8.380658474331039542e+01,-2.436309477876718788e+01
2.986860383654187171e+04,5.167862301280898851e-01,3.094756864386084133e-02,-1.706538904453953478e+02,-1.691351022158059720e+02,1.518788229589435934e+00,8.702015552962097900e+01,-2.445368796744689988e+01
2.997565976427141140e+04,5.070988879405327054e-01,2.832337584698509450e-02,-1.722166709155569606e+02,-1.706869963085426889e+02,1.529674607014339882e+00,8.764389901025447216e+01,-2.505895285468680811e+01
3.008271569200095109e+04,4.986026570289382454e-01,2.694528535922009402e-02,-1.738219261293866964e+02,-1.723560867040697531e+02,1.465839425316980416e+00,8.398641251454500889e+01,-2.534543602466840539e+01
3.018977161973049442e+04,5.074733646204580007e-01,2.770145681217797695e-02,-1.754333945341733170e+02,-1.740146729214489483e+02,1.418721612724429759e+00,8.128676071310349016e+01,-2.525821287189156905e+01
3.029682754746003411e+04,5.167289696385202191e-01,3.002166115378398711e-02,-1.770145311814729894e+02,-1.756492982913999299e+02,1.365232890073115213e+00,7.822208265363735791e+01,-2.471656182829687509e+01
3.040388347518957380e+04,5.067781197884971833e-01,3.190201999385870041e-02,-1.786093548687705379e+02,-1.771982190355772389e+02,1.411135833193347011e+00,8.085212756165572046e+01,-2.401999346026397220e+01
3.051093940291911349e+04,4.988342445801293712e-01,3.167660971022291660e-02,-1.802451258266871719e+02,-1.787440536700786993e+02,1.501072156608502794e+00,8.600509931826775301e+01,-2.394435132295335578e+01
3.061799533064865682e+04,5.097623388744639827e-01,2.978832176636257018e-02,-1.818801258555603511e+02,-1.803624927609880615e+02,1.517633094572358621e+00,8.695397116837466456e+01,-2.466643420797352348e+01
3.072505125837819651e+04,5.153986034901942848e-01,2.840317379691568306e-02,-1.834899642338638444e+02,-1.820170382877919337e+02,1.472925946071964809e+00,8.439244024523748067e+01,-2.517552732476882227e+01
3.083210718610773620e+04,5.045762560812371289e-01,2.747394383406445012e-02,-1.851170849573217936e+02,-1.837171840463728358e+02,1.399900910949005484e+00,8.020841393389730456e+01,-2.528011607868747745e+01
3.093916311383727952e+04,5.007270265183532132e-01,2.996349264660173178e-02,-1.867842328865513082e+02,-1.854257633137936807e+02,1.358469572757682542e+00,7.783457311595532246e+01,-2.446017196126158311e+01
3.104621904156681921e+04,5.123131735737010972e-01,3.259253285252187299e-02,-1.884424933284134340e+02,-1.870368565172082072e+02,1.405636811205273506e+00,8.053705681028947083e+01,-2.392834822941690831e+01
3.115327496929635890e+04,5.142454039348367534e-01,3.424818096751879037e-02,-1.900784614336789957e+02,-1.886166166352516314e+02,1.461844798427416992e+00,8.375753725304355157e+01,-2.353065818467616310e+01
3.126033089702590223e+04,5.029356939312645824e-01,3.148598822611457099e-02,-1.917436426226772710e+02,-1.902093126994222985e+02,1.534329923255044692e+00,8.791062898314555696e+01,-2.406790260771420265e+01
3.136738682475544192e+04,5.030321396258026212e-01,2.874420899315293168e-02,-1.934406761359847451e+02,-1.919609447813911345e+02,1.479731354593669002e+00,8.478236143139349679e+01,-2.486090743846395412e+01
3.147444275248498161e+04,5.144954388912416077e-01,2.979122206954823437e-02,-1.951170392138973568e+02,-1.937396858952712080e+02,1.377353318626200807e+00,7.891653205561902951e+01,-2.474586420349355365e+01
3.158149868021452130e+04,5.119251490788144787e-01,3.271554402614057500e-02,-1.967829354022119333e+02,-1.954215737881524433e+02,1.361361614059556135e+00,7.800027487673020232e+01,-2.388904637726272995e+01
3.168855460794406463e+04,5.007109056254470669e-01,3.468466399335869838e-02,-1.984855879938311318e+02,-1.970829803472945230e+02,1.402607646536660146e+00,8.036349845932778635e+01,-2.318899117835324120e+01
3.179561053567360432e+04,5.059600936530588289e-01,3.364634801610284082e-02,-2.002091802030063548e+02,-1.987277918648839545e+02,1.481388338122450854e+00,8.487729959431538873e+01,-2.354356663231615698e+01
3.190266646340314401e+04,5.165760950098561288e-01,3.255887581457169583e-02,-2.019049782881948261e+02,-2.004065314756682312e+02,1.498446812526648797e+00,8.585467818260786999e+01,-2.400929807414313188e+01
3.200972239113268733e+04,5.070470359410750305e-01,3.076330221453378241e-02,-2.036053532884791082e+02,-2.021660088245739644e+02,1.439344463905212423e+00,8.246836304728873301e+01,-2.434030592675775395e+01
3.211677831886222702e+04,4.998720379254937285e-01,3.171059748048719873e-02,-2.053472817971286304e+02,-2.039343402117580979e+02,1.412941585370582009e+00,8.095558954025784715e+01,-2.395308837459193185e+01
3.222383424659176671e+04,5.116341331533451608e-01,3.405445732710569995e-02,-2.070902520085250273e+02,-2.057157663944487069e+02,1.374485614076380147e+00,7.875222468802382991e+01,-2.353571092583006674e+01
3.233089017432130640e+04,5.151000545943416054e-01,3.567084044246345009e-02,-2.088061445541318903e+02,-2.074065405417020997e+02,1.399604012429870314e+00,8.019140290180718011e+01,-2.319156508035024800e+01
3.243794610205084973e+04,5.032312447367893737e-01,3.630114055046565480e-02,-2.105470655188540263e+02,-2.090750198779188054e+02,1.472045640935268018e+00,8.434200247622106872e+01,-2.283694654883628417e+01
3.254500202978038942e+04,5.030887842686596612e-01,3.366326501243293440e-02,-2.123250160283561172e+02,-2.108069744355786952e+02,1.518041592777472193e+00,8.697737639146635047e+01,-2.348976798641618657e+01
3.265205795750992911e+04,5.147211146540627835e-01,3.285341310767069672e-02,-2.140798751805033930e+02,-2.126193554911032493e+02,1.460519689400209931e+00,8.368161409838990039e+01,-2.389982978787050882e+01
3.275911388523947244e+04,5.110887635441950794e-01,3.375212893183678758e-02,-2.158247105776982266e+02,-2.144354456988255606e+02,1.389264878872735087e+00,7.959901418516125204e+01,-2.360390323173747973e+01
3.286616981296901213e+04,5.004582602493881094e-01,3.604618119240339535e-02,-2.176113942218167097e+02,-2.162512921734874851e+02,1.360102048329270286e+00,7.792810707636550660e+01,-2.285017200814493066e+01
3.297322574069855182e+04,5.091151622813715472e-01,3.826499722774574785e-02,-2.194101185023093592e+02,-2.179781457795443771e+02,1.431972722765035178e+00,8.204599339229361021e+01,-2.248028690055710399e+01
3.308028166842809151e+04,5.155507213735875949e-01,3.801329675331141522e-02,-2.211789185982106005e+02,-2.196988834198233747e+02,1.480035178387303363e+00,8.479976925248439557e+01,-2.264671725744916131e+01
3.318733759615763120e+04,5.040894376134231747e-01,3.412786133687392698e-02,-2.229672998535878605e+02,-2.214750289558420207e+02,1.492270897745903380e+00,8.550082433103870017e+01,-2.338797048077233143e+01
3.329439352388717816e+04,5.037697429222131040e-01,3.420570668017978294e-02,-2.247912849473596282e+02,-2.233918848765434007e+02,1.399400070816304131e+00,8.017971790808275045e+01,-2.336267024779871448e+01
3.340144945161671785e+04,5.145317895695333821e-01,3.714328631395090452e-02,-2.265999437497563633e+02,-2.252380991780557338e+02,1.361844571700676632e+00,7.802794631124999114e+01,-2.283063772253364476e+01
3.350850537934625754e+04,5.110070122013850025e-01,3.984744919675162200e-02,-2.283980881068897020e+02,-2.270013836883420026e+02,1.396704418547736637e+00,8.002526841005897040e+01,-2.216052668204622123e+01
3.361556130707579723e+04,5.011249256926885165e-01,3.873986310648493830e-02,-2.302357318583924268e+02,-2.287659037777263791e+02,1.469828080666088832e+00,8.421494563198120886e+01,-2.223575846248618504e+01
3.372261723480533692e+04,5.097174899182004282e-01,3.617549372389147755e-02,-2.320798495407895246e+02,-2.306259995005217718e+02,1.453850040267822941e+00,8.329947135227104127e+01,-2.297830137367838788e+01
3.382967316253487661e+04,5.147797849354514010e-01,3.650736522859292232e-02,-2.339006065984227973e+02,-2.324978634422618029e+02,1.402743156161051941e+00,8.037126258888883967e+01,-2.298481986948877420e+01
3.393672909026441630e+04,5.035536265208434559e-01,3.820500894077664966e-02,-2.357421463020798171e+02,-2.343776967521338861e+02,1.364449549945964568e+00,7.817720057042839699e+01,-2.239850844776064065e+01
3.404378501799396327e+04,5.051885006704889269e-01,3.855638967797004463e-02,-2.376196785530843840e+02,-2.362335245299074415e+02,1.386154023176998651e+00,7.942077528312131562e+01,-2.234714190962997549e+01
3.415084094572350295e+04,5.155581056259253003e-01,3.997540542314476086e-02,-2.394705028268924423e+02,-2.380749561074491112e+02,1.395546719443394368e+00,7.995893713743407716e+01,-2.220969484535560312e+01
3.425789687345304264e+04,5.081871713460250906e-01,3.971891951613566035e-02,-2.413209091166849305e+02,-2.398843388559075720e+02,1.436570260777401797e+00,8.230941291655318537e+01,-2.214052543563241571e+01
3.436495280118258233e+04,5.020892960652026948e-01,3.790413786781970940e-02,-2.432144108275817302e+02,-2.417823268401583050e+02,1.432083987423477200e+00,8.205236838763130436e+01,-2.244188679621777993e+01
3.447200872891212202e+04,5.130786048979288916e-01,3.744586167927232284e-02,-2.451036324874281718e+02,-2.436975172224039454e+02,1.406115265024287631e+00,8.056447019481089455e+01,-2.273560152906200926e+01
3.457906465664166171e+04,5.124838833763976087e-01,3.981155963154296012e-02,-2.469704859698606754e+02,-2.456371941263524548e+02,1.333291843508291441e+00,7.639199549224213115e+01,-2.219342041341598559e+01
3.468612058437120140e+04,5.016480879761556766e-01,4.207023591574035604e-02,-2.488759049507417274e+02,-2.475072009311445242e+02,1.368704019597241306e+00,7.842096372551304739e+01,-2.152848427755321126e+01
3.479317651210074837e+04,5.094806879241472464e-01,4.164332660577404338e-02,-2.507958765478485930e+02,-2.493637616927262854e+02,1.432114855122368802e+00,8.205413697650106997e+01,-2.175164622896305389e+01
3.490023243983028806e+04,5.152785046268518743e-01,4.051430385187047845e-02,-2.526876838972262931e+02,-2.512298147333927716e+02,1.457869163833583892e+00,8.352975016993070767e+01,-2.208867289748751261e+01
3.500728836755982775e+04,5.042586598759858374e-01,3.817544475075309446e-02,-2.546029441771596282e+02,-2.531820588960875682e+02,1.420885281072110429e+00,8.141072977769164254e+01,-2.241738519860345491e+01
3.511434429528936744e+04,5.059017648031041148e-01,3.998580957739578112e-02,-2.565493534174306660e+02,-2.551997293033600727e+02,1.349624114070640868e+00,7.732776566533050300e+01,-2.204320601961388348e+01
3.522140022301890713e+04,5.156864021332534520e-01,4.263989737366667004e-02,-2.584716194835598344e+02,-2.571108398177529466e+02,1.360779665806923777e+00,7.796693169795935319e+01,-2.165139058237558700e+01
3.532845615074844682e+04,5.070267421071501523e-01,4.351847485464101217e-02,-2.603984935868359116e+02,-2.589809402200376098e+02,1.417553366798347314e+00,8.121982515210561360e+01,-2.132714398448276683e+01
3.543551207847798651e+04,5.038826581822962725e-01,4.155430870006353999e-02,-2.623674558411594262e+02,-2.609313090769512087e+02,1.436146764208239501e+00,8.228514835050191323e+01,-2.167426700021352559e+01
3.554256800620753347e+04,5.153413397030027765e-01,4.057113991969601291e-02,-2.643177670575947218e+02,-2.629198443429926897e+02,1.397922714602044314e+00,8.009507163216824210e+01,-2.207755543940681520e+01
3.564962393393707316e+04,5.098868186775592504e-01,4.169543385752340348e-02,-2.662604305666797586e+02,-2.649092427031092711e+02,1.351187863570560532e+00,7.741736191189158944e+01,-2.174770575520925320e+01
3.575667986166661285e+04,5.027697176779232224e-01,4.327091037009554719e-02,-2.682466615242209400e+02,-2.668820227581837798e+02,1.364638766037238105e+00,7.818804185387432426e+01,-2.130346158922126065e+01
3.586373578939615254e+04,5.143170629783512249e-01,4.415171525309009165e-02,-2.702283464309510919e+02,-2.688291516904030232e+02,1.399194740548166838e+00,8.016795335031218883e+01,-2.132566705063633350e+01
3.597079171712569223e+04,5.122504426310117154e-01,4.406865781671469307e-02,-2.721887923445464139e+02,-2.707768802656166827e+02,1.411912078929813852e+00,8.089660316622030223e+01,-2.130705037566181659e+01
3.607784764485523192e+04,5.028566677632185788e-01,4.224616188560962465e-02,-2.741901307719855936e+02,-2.727723486816077525e+02,1.417782090377944559e+00,8.123293004789167071e+01,-2.151313908485528614e+01
3.618490357258477889e+04,5.123856154526400530e-01,4.139528740325489758e-02,-2.762010805039870434e+02,-2.748259493896344452e+02,1.375131114352678541e+00,7.878920912953026345e+01,-2.185292053599793860e+01
3.629195950031431857e+04,5.141309447668600541e-01,4.458117037671619626e-02,-2.781836070734841542e+02,-2.768301982804175054e+02,1.353408793066722238e+00,7.754461179861777964e+01,-2.123844556962928465e+01
3.639901542804385826e+04,5.030832495612497235e-01,4.534130614399253106e-02,-2.802014725856040513e+02,-2.788286753419338879e+02,1.372797243670227596e+00,7.865548818949650922e+01,-2.090291661650636712e+01
3.650607135577339795e+04,5.100090384484647910e-01,4.580032513421786189e-02,-2.822384628749674107e+02,-2.808034609226536986e+02,1.435001952313751605e+00,8.221955546061138875e+01,-2.093418623482942920e+01
3.661312728350293764e+04,5.150200472792187956e-01,4.297183643019679422e-02,-2.842451101792810277e+02,-2.828180235985508375e+02,1.427086580730276388e+00,8.176603807560047699e+01,-2.157280440882938777e+01
3.672018321123247733e+04,5.047789300151827030e-01,4.285408037634484690e-02,-2.862770125198177311e+02,-2.848816676949008411e+02,1.395344824916982418e+00,7.994736943316388533e+01,-2.142218077781407359e+01
3.682723913896201702e+04,5.086534950759221685e-01,4.504879245895994366e-02,-2.883383751668361583e+02,-2.869656019010689079e+02,1.372773265767341710e+00,7.865411435685956576e+01,-2.105477757706163189e+01
3.693429506669156399e+04,5.156395359253738153e-01,4.780841855470487761e-02,-2.903685571133983103e+02,-2.889732204844830790e+02,1.395336628915300414e+00,7.994689983685861989e+01,-2.065683661752050426e+01
3.704135099442110368e+04,5.047883635453236373e-01,4.590759993753923407e-02,-2.924217778519794138e+02,-2.910036478372238662e+02,1.418130014755646595e+00,8.125286464632370098e+01,-2.082449493224522286e+01
3.714840692215064337e+04,5.083181848638901323e-01,4.533005723638636880e-02,-2.945021897158021034e+02,-2.930855356625017976e+02,1.416654053300389737e+00,8.116829828421350612e+01,-2.099498758507518303e+01
3.725546284988018306e+04,5.154608827047465480e-01,4.618206329382538305e-02,-2.965559819989466632e+02,-2.951824330586047154e+02,1.373548940341991598e+00,7.869855723626261579e+01,-2.095444761948284196e+01
3.736251877760972275e+04,5.050108436543918611e-01,4.640960377464827674e-02,-2.986305923000182361e+02,-2.972582083598101121e+02,1.372383940208181885e+00,7.863180764546314094e+01,-2.073385685657101263e+01
3.746957470533926244e+04,5.091904835999769841e-01,4.740303010479478274e-02,-3.007328104009513936e+02,-2.993373713923411401e+02,1.395439008610281029e+00,7.995276576128884471e+01,-2.062148349599842945e+01
3.757663063306880213e+04,5.157308989688897949e-01,4.944831674270272481e-02,-3.028098537691428760e+02,-3.014157663160074208e+02,1.394087453135525845e+00,7.987532733680757246e+01,-2.036543279156799713e+01
3.768368656079834909e+04,5.053340454184168662e-01,4.808364853000192396e-02,-3.049027012369928116e+02,-3.034821670482739933e+02,1.420534188718945767e+00,8.139061366763598926e+01,-2.043162289128354558e+01
3.779074248852788878e+04,5.088178748442443444e-01,4.659166120460092597e-02,-3.070287021067684350e+02,-3.056342563692057297e+02,1.394445737562756360e+00,7.989585552235314481e+01,-2.076508328875341647e+01
3.789779841625742847e+04,5.167328047981258887e-01,4.972869293344284181e-02,-3.091255604942095943e+02,-3.077751586441348195e+02,1.350401850074836263e+00,7.737232665594626724e+01,-2.033317978424832262e+01
3.800485434398696816e+04,5.055096250570921823e-01,5.005422781531757015e-02,-3.112415946640777520e+02,-3.098774311475106629e+02,1.364163516567157286e+00,7.816081206502286705e+01,-2.008577326374519245e+01
3.811191027171650785e+04,5.094845143481784300e-01,5.020212075102183091e-02,-3.133878329241814527e+02,-3.119712531914312308e+02,1.416579732750284482e+00,8.116404003036137738e+01,-2.012817848590310987e+01
3.821896619944604754e+04,5.155822761163129098e-01,4.953294919819158787e-02,-3.155066067329857447e+02,-3.141108214235205764e+02,1.395785309465249480e+00,7.997260733872030869e+01,-2.034807585475061487e+01
3.832602212717558723e+04,5.055095916449801052e-01,4.862480783005707075e-02,-3.176461604099716851e+02,-3.162847184242144181e+02,1.361441985757393835e+00,7.800487983580859463e+01,-2.033743004872782123e+01
3.843307805490513419e+04,5.092762870363598537e-01,5.099080157086619686e-02,-3.198113263110001867e+02,-3.184512078608734669e+02,1.360118450126795331e+00,7.792904683014012335e+01,-1.998923231800812772e+01
3.854013398263467388e+04,5.151571436294943851e-01,5.261311172733530717e-02,-3.219510043844391021e+02,-3.205779493427426701e+02,1.373055041696486622e+00,7.867025892836795720e+01,-1.981691476471170077e+01
3.864718991036421357e+04,5.060650106096580281e-01,5.175057471850932206e-02,-3.241143348832958964e+02,-3.227176906282384721e+02,1.396644255057527095e+00,8.002182129598918436e+01,-1.980582267889129255e+01
3.875424583809375326e+04,5.127846599997524235e-01,5.066730556189959905e-02,-3.262992697107351887e+02,-3.249308138287502175e+02,1.368455881985052969e+00,7.840674648759619458e+01,-2.010414430399474739e+01
3.886130176582329295e+04,5.140617122206464495e-01,5.222409759871452645e-02,-3.284598346209103852e+02,-3.270954365031454927e+02,1.364398117764958007e+00,7.817425372352556678e+01,-1.986288628120102118e+01
3.896835769355283264e+04,5.056686548820497062e-01,5.332524675982948381e-02,-3.306523259795895342e+02,-3.292992234246663088e+02,1.353102554923313328e+00,7.752706564547452217e+01,-1.953866319703073628e+01
3.907541362128237233e+04,5.140009533124715313e-01,5.410208432470641621e-02,-3.328529384908575821e+02,-3.314845147820464604e+02,1.368423708811137285e+00,7.840490310051728784e+01,-1.955499855034988599e+01
3.918246954901191930e+04,5.127532799445234657e-01,5.446172725314343127e-02,-3.350349343283714916e+02,-3.336792455043352561e+02,1.355688824036282991e+00,7.767524795033273222e+01,-1.947634072492895285e+01
3.928952547674145899e+04,5.053591077011205801e-01,5.315770339284395241e-02,-3.372530757471417928e+02,-3.358752784886253835e+02,1.377797258516491041e+00,7.894196793769015130e+01,-1.956067774997189801e+01
3.939658140447099868e+04,5.149233308794715080e-01,5.412501034518100995e-02,-3.394711684654066062e+02,-3.381136086165071220e+02,1.357559848899518418e+00,7.778244977836016005e+01,-1.956689155071063269e+01
3.950363733220053837e+04,5.117107174803602332e-01,5.516846533953154164e-02,-3.416719271921726886e+02,-3.403566730974062580e+02,1.315254094766458159e+00,7.535850861741766948e+01,-1.934667220126234355e+01
3.961069325993007806e+04,5.077403418444701444e-01,5.669252068705551290e-02,-3.439178678873238368e+02,-3.425641766657214475e+02,1.353691221602450812e+00,7.756079376172908724e+01,-1.904231807736741899e+01
3.971774918765961775e+04,5.165188291596499726e-01,5.658578679821237717e-02,-3.461511625572433672e+02,-3.447821760375495046e+02,1.368986519693947690e+00,7.843714978876636224e+01,-1.920757597956702512e+01
