# frequency,input_amplitude,output_amplitude,input_phase,output_phase,phase_diff_rad,phase_diff_deg, gain
3.982480511538915744e+04,5.098226005314028253e-01,5.524109569736952718e-02,-3.483801023133562467e+02,-3.470429383681100148e+02,1.337163945246317542e+00,7.661385057967629564e+01,-1.930313599538861524e+01
3.993186104311870440e+04,5.089207096042038803e-01,5.759002346749485246e-02,-3.506476825416218048e+02,-3.493251373285977479e+02,1.322545213024119981e+00,7.577625892151246489e+01,-1.892605737113257192e+01
4.003891697084824409e+04,5.167849121098024856e-01,5.858732068134771265e-02,-3.528944107024543655e+02,-3.515700334206220532e+02,1.324377281832397557e+00,7.588122873200433105e+01,-1.891012376729453948e+01
4.014597289857778378e+04,5.070370060627619191e-01,5.748660824577465217e-02,-3.551534777928553694e+02,-3.538042695875706727e+02,1.349208205284816886e+00,7.730393584724038192e+01,-1.890945943504051385e+01
4.025302882630732347e+04,5.114430507609287746e-01,5.747863922552643584e-02,-3.574401924361646365e+02,-3.561045386321566752e+02,1.335653804007975731e+00,7.652732586025064165e+01,-1.898581608193233805e+01
4.036008475403686316e+04,5.152698538227431513e-01,5.928804545084278427e-02,-3.597027552924864722e+02,-3.583768624695807148e+02,1.325892822905827328e+00,7.596806283919059410e+01,-1.878135202694067729e+01
4.046714068176640285e+04,5.066876016322638954e-01,5.992721708404339515e-02,-3.619933218778939477e+02,-3.606565331199653315e+02,1.336788757928681459e+00,7.659235392984891178e+01,-1.854232334380302305e+01
4.057419660949594982e+04,5.155696181091281582e-01,6.013375866998518782e-02,-3.642958321494203915e+02,-3.629680114039283580e+02,1.327820745492108712e+00,7.607852466661245217e+01,-1.866337933302254015e+01
4.068125253722548950e+04,5.134031992285453816e-01,6.124664678615761304e-02,-3.665764954474916522e+02,-3.652581550610005365e+02,1.318340386491168026e+00,7.553534010758968975e+01,-1.846752508528890857e+01
4.078830846495502919e+04,5.075624389979394024e-01,5.991188398926879100e-02,-3.688997784758248599e+02,-3.675544924927512511e+02,1.345285983073680081e+00,7.707920906822977258e+01,-1.855952998014847566e+01
4.089536439268456888e+04,5.164955942791588095e-01,6.035406610874514965e-02,-3.712120392758343428e+02,-3.698844222602307354e+02,1.327617015603620665e+00,7.606685180384141631e+01,-1.864720174183918644e+01
4.100242032041410857e+04,5.101750044723530886e-01,6.301431827854774015e-02,-3.735210599895405039e+02,-3.722094730654055752e+02,1.311586924134992005e+00,7.514839521748032780e+01,-1.816559869525357840e+01
4.110947624814364826e+04,5.108193911351804894e-01,6.307200858087688711e-02,-3.758667594672513133e+02,-3.745233016089833313e+02,1.343457858268025440e+00,7.697446523244258287e+01,-1.816861426809417779e+01
4.121653217587318795e+04,5.173124188022382164e-01,6.372838981608039410e-02,-3.781912170858233253e+02,-3.768548731485300891e+02,1.336343937293288153e+00,7.656686758480054777e+01,-1.818839917588846689e+01
4.132358810360273492e+04,5.093505906177002718e-01,6.314111355636717327e-02,-3.805331655350102551e+02,-3.792204012830392799e+02,1.312764251971049401e+00,7.521585113358969465e+01,-1.813409154483878183e+01
4.143064403133227461e+04,5.146342881829801819e-01,6.547466421480449550e-02,-3.828973944641572302e+02,-3.815752735104669568e+02,1.322120953690335110e+00,7.575195065226756697e+01,-1.790850876884135090e+01
4.153769995906181430e+04,5.142899879919842210e-01,6.588035558149268889e-02,-3.852382652479121816e+02,-3.839167759218815377e+02,1.321489326030701239e+00,7.571576105314682081e+01,-1.784904270321673891e+01
4.164475588679135399e+04,5.084701442846064623e-01,6.481778340076516098e-02,-3.876125805000297078e+02,-3.862903111900866975e+02,1.322269309943097548e+00,7.576045083941522762e+01,-1.789142564870124374e+01
4.175181181452089368e+04,5.175128068043409746e-01,6.588286121407120610e-02,-3.899845483783789177e+02,-3.886821728331945565e+02,1.302375545184464078e+00,7.462062208011943198e+01,-1.790297299755028249e+01
4.185886774225043337e+04,5.106955758481159791e-01,6.723463628438289263e-02,-3.923539239850097147e+02,-3.910499663478894945e+02,1.303957637120248148e+00,7.471126927084154090e+01,-1.761138071486723788e+01
4.196592366997997306e+04,5.119519469944486811e-01,6.737395291377054618e-02,-3.947574611688237951e+02,-3.934277765630296244e+02,1.329684605794209773e+00,7.618531599552483158e+01,-1.761474340591413323e+01
4.207297959770952002e+04,5.175326063494934958e-01,6.808468159452656099e-02,-3.971347016109377250e+02,-3.958445238795663386e+02,1.290177731371455083e+00,7.392173882934764606e+01,-1.761776612544597853e+01
4.218003552543905971e+04,5.085528158286595213e-01,6.864006358311325329e-02,-3.995384123262824687e+02,-3.982349969131707894e+02,1.303415413111811194e+00,7.468020212360744381e+01,-1.739516772360008545e+01
4.228709145316859940e+04,5.172999291822425461e-01,6.917420848185086568e-02,-4.019571107303660824e+02,-4.006446148589869836e+02,1.312495871379167678e+00,7.520047405837163979e+01,-1.747596440958654540e+01
4.239414738089813909e+04,5.149527964353454168e-01,7.011901870592396335e-02,-4.043543048761992509e+02,-4.030726657324697157e+02,1.281639143729603969e+00,7.343251379446701321e+01,-1.731863182527886380e+01
4.250120330862767878e+04,5.109381439467577390e-01,7.112077391586002495e-02,-4.067923304475397686e+02,-4.055043064509492865e+02,1.288023996590538456e+00,7.379833891621058228e+01,-1.712743704343883167e+01
4.260825923635721847e+04,5.194871633438199465e-01,7.171656664738768061e-02,-4.092145368014897144e+02,-4.079241276055291223e+02,1.290409195960631861e+00,7.393500077341420251e+01,-1.719910660979764216e+01
4.271531516408675816e+04,5.107488863394041845e-01,7.152007951287099596e-02,-4.116454206045540900e+02,-4.103630841469077382e+02,1.282336457646477967e+00,7.347246693889962899e+01,-1.707558879464140844e+01
4.282237109181630512e+04,5.157128916634818872e-01,7.284540402492183098e-02,-4.141038010745427300e+02,-4.128241922242081046e+02,1.279608850334696069e+00,7.331618655176549737e+01,-1.700011663084576696e+01
4.292942701954584481e+04,5.170846595363692844e-01,7.401080672222662415e-02,-4.165403815770691835e+02,-4.152512693016665253e+02,1.289112275402711116e+00,7.386069269908159640e+01,-1.688533031165576404e+01
4.303648294727538450e+04,5.110829340683928912e-01,7.390817376603855959e-02,-4.190083997968750396e+02,-4.177065876448072004e+02,1.301812152067883810e+00,7.458834203233266180e+01,-1.679597816302572255e+01
4.314353887500492419e+04,5.194649089119844909e-01,7.494992367785650866e-02,-4.214727373175423395e+02,-4.202096298405954826e+02,1.263107476946897290e+00,7.237072750047514091e+01,-1.681570040643712716e+01
4.325059480273446388e+04,5.121812556180521669e-01,7.607068090716193054e-02,-4.239362134350068914e+02,-4.226595109638162739e+02,1.276702471190686916e+00,7.314966329314893301e+01,-1.656412753685322059e+01
4.335765073046400357e+04,5.152667798563611568e-01,7.502170537368975378e-02,-4.264321837618633140e+02,-4.251366839780566806e+02,1.295499783806668415e+00,7.422666997223268481e+01,-1.673690422899295527e+01
4.346470665819354326e+04,5.183836073690473167e-01,7.644213587642183227e-02,-4.289038188800424791e+02,-4.276364654288032625e+02,1.267353451239234818e+00,7.261400390734712573e+01,-1.662636892703476832e+01
4.357176258592309023e+04,5.107291567346661232e-01,7.896596712353132208e-02,-4.314057862135875894e+02,-4.301360637281066488e+02,1.269722485481002305e+00,7.274973957092237242e+01,-1.621501386131333078e+01
4.367881851365262992e+04,5.197305510983953880e-01,7.910324907070072353e-02,-4.339083533402230159e+02,-4.326317834293441251e+02,1.276569910878908143e+00,7.314206814675307555e+01,-1.635167849065695833e+01
4.378587444138216961e+04,5.146564988430374354e-01,7.968859148060630782e-02,-4.364052221156820224e+02,-4.351413901614400288e+02,1.263831954242043532e+00,7.241223699184007501e+01,-1.620242621210970668e+01
4.389293036911170930e+04,5.157511886648514787e-01,8.063914123313221938e-02,-4.389376178148548320e+02,-4.376747089970202751e+02,1.262908817834626385e+00,7.235934517178020542e+01,-1.611788686941315518e+01
4.399998629684124899e+04,5.204401342538156339e-01,8.161081150733412448e-02,-4.414456644951952171e+02,-4.401958389016754722e+02,1.249825593519827915e+00,7.160973163611930659e+01,-1.609246167777767766e+01
4.410704222457078868e+04,5.142308369505416143e-01,8.124437700332726164e-02,-4.439842056830684669e+02,-4.427289415542895767e+02,1.255264128778964761e+00,7.192133675320093289e+01,-1.602729607412234003e+01
4.421409815230032837e+04,5.215867640761618906e-01,8.375918962674877566e-02,-4.465224495569500505e+02,-4.452821266009548822e+02,1.240322955995216248e+00,7.106527061171641435e+01,-1.588588190431906710e+01
4.432115408002987533e+04,5.156847983824592863e-01,8.345171727550645957e-02,-4.490586807120631647e+02,-4.478134810461110078e+02,1.245199665952243295e+00,7.134468551016348670e+01,-1.581898102384340632e+01
4.442821000775941502e+04,5.188415614517402075e-01,8.432099273526977301e-02,-4.516251991892463025e+02,-4.503851505619848581e+02,1.240048627261473690e+00,7.104955273307379571e+01,-1.578198093396882129e+01
4.453526593548895471e+04,5.204097306793166178e-01,8.692688736906796498e-02,-4.541686452970649270e+02,-4.529458477668380283e+02,1.222797530226968465e+00,7.006113768102599693e+01,-1.554382559060767122e+01
4.464232186321849440e+04,5.145318094068013215e-01,8.623684044941291871e-02,-4.567445267385269290e+02,-4.555028605237988586e+02,1.241666214728143647e+00,7.114223366790724867e+01,-1.551438784946487104e+01
4.474937779094803409e+04,5.229500160755111704e-01,8.758418178568135037e-02,-4.593146920008020970e+02,-4.580839639747424030e+02,1.230728026059751290e+00,7.051552162169053872e+01,-1.552069007102469378e+01
4.485643371867757378e+04,5.166709802150303288e-01,8.823399167943546395e-02,-4.618903858310526971e+02,-4.606806700521640323e+02,1.209715778888702298e+00,6.931160854070373034e+01,-1.535156284501702117e+01
4.496348964640712074e+04,5.214034587688455291e-01,9.062095069325536156e-02,-4.644896199102569767e+02,-4.632691238492629964e+02,1.220496060994060272e+00,6.992927320730115071e+01,-1.519890587539402560e+01
4.507054557413666043e+04,5.203630167579584853e-01,9.157522464291213693e-02,-4.670708368757626090e+02,-4.658521068041374065e+02,1.218730071625246714e+00,6.982808946980316023e+01,-1.509056860206225892e+01
4.517760150186620012e+04,5.181051919175739817e-01,9.024616773749723209e-02,-4.696848719823598231e+02,-4.684681935901871270e+02,1.216678392172745760e+00,6.971053689626114647e+01,-1.517978351020594729e+01
4.528465742959573981e+04,5.235037092956456029e-01,9.373810922105070553e-02,-4.722854565632856634e+02,-4.710920746254310529e+02,1.193381937854699482e+00,6.837574838621776507e+01,-1.494007148102938842e+01
4.539171335732527950e+04,5.166287118691964553e-01,9.381156085956866841e-02,-4.749055287103001319e+02,-4.736963245610775743e+02,1.209204149222668834e+00,6.928229432016632927e+01,-1.481844353392033575e+01
4.549876928505481919e+04,5.243060154904471970e-01,9.632131394449731931e-02,-4.775329662275429428e+02,-4.763339265201931312e+02,1.199039707349854433e+00,6.869991469974800680e+01,-1.471724884457169047e+01
4.560582521278435888e+04,5.198623553875717507e-01,9.665908469069932341e-02,-4.801534687886475581e+02,-4.789553383308917773e+02,1.198130457755811396e+00,6.864781853548535651e+01,-1.461291383736407212e+01
4.571288114051390585e+04,5.220371108191346199e-01,9.590723678180695932e-02,-4.828067296035694653e+02,-4.816096570599219717e+02,1.197072543647540011e+00,6.858720452199406736e+01,-1.471699997747819921e+01
4.581993706824344554e+04,5.249826219585759235e-01,9.986268451455743156e-02,-4.854358551167320002e+02,-4.842682053323551941e+02,1.167649784376854960e+00,6.690140459415439977e+01,-1.441483381933962704e+01
4.592699299597298523e+04,5.190787479277991778e-01,1.009376145277786074e-01,-4.880997250344770464e+02,-4.869037544579682049e+02,1.195970576508962324e+00,6.852406645579145561e+01,-1.422360423241720007e+01
4.603404892370252492e+04,5.283017525458663100e-01,1.007176171380600865e-01,-4.907553029549254688e+02,-4.895673728280646628e+02,1.187930126860881508e+00,6.806338262556897689e+01,-1.439553218130225254e+01
4.614110485143206461e+04,5.204716998884187928e-01,1.017232927663838937e-01,-4.934192704248126802e+02,-4.922561561242687844e+02,1.163114300543993007e+00,6.664154051248158339e+01,-1.417953420803100784e+01
4.624816077916160430e+04,5.265158319379087404e-01,1.048447620907078104e-01,-4.961015237419507002e+02,-4.949332079881588129e+02,1.168315753791963285e+00,6.693956183092490164e+01,-1.401729392156649823e+01
4.635521670689114399e+04,5.240154962471716971e-01,1.059848067061120863e-01,-4.987689522602569241e+02,-4.976031691197052282e+02,1.165783140551746477e+00,6.679445378112151843e+01,-1.388201036182925385e+01
4.646227263462069095e+04,5.249421777044036563e-01,1.060629838843509948e-01,-5.014722632029790361e+02,-5.003027324997802907e+02,1.169530703198852883e+00,6.700917330426159424e+01,-1.389095255107276117e+01
4.656932856235023064e+04,5.287079480151006816e-01,1.077150557055115698e-01,-5.041534233099195603e+02,-5.030143171330987570e+02,1.139106176820868788e+00,6.526597634911865953e+01,-1.381878857559677165e+01
4.667638449007977033e+04,5.232031230870476390e-01,1.093492729244928546e-01,-5.068674224642327317e+02,-5.057134307868120118e+02,1.153991677420800555e+00,6.611885270943420778e+01,-1.359708855979206987e+01
4.678344041780931002e+04,5.310274926711500143e-01,1.119962367586060104e-01,-5.095727191333130008e+02,-5.084268254088807453e+02,1.145893724432268890e+00,6.565487418049599455e+01,-1.351827152491606299e+01
4.689049634553884971e+04,5.240185005159255782e-01,1.119684429712382717e-01,-5.122865255432101321e+02,-5.111471741133125306e+02,1.139351429897729195e+00,6.528002831533535755e+01,-1.340501962175898143e+01
4.699755227326838940e+04,5.308583636897762359e-01,1.128685918640037200e-01,-5.150221593347719136e+02,-5.138928613159993120e+02,1.129298018772727952e+00,6.470401028816291955e+01,-1.344811114402293661e+01
4.710460820099792909e+04,5.271671210661572626e-01,1.156794868289969941e-01,-5.177392653050236504e+02,-5.166330048472141243e+02,1.106260457809542519e+00,6.338405527469706158e+01,-1.317383925034900116e+01
4.721166412872747605e+04,5.293836830602629551e-01,1.185767173398888513e-01,-5.204918113688848962e+02,-5.193681303836050347e+02,1.123680985279915223e+00,6.438217797564112743e+01,-1.299542255777846833e+01
4.731872005645701574e+04,5.317063190253240590e-01,1.175822821335150703e-01,-5.232244669064649543e+02,-5.221093449859174598e+02,1.115121920547612167e+00,6.389177968990088630e+01,-1.310659873214661886e+01
4.742577598418655543e+04,5.281348806501101611e-01,1.187862204542340372e-01,-5.259864572852501396e+02,-5.248880102750498509e+02,1.098447010200470197e+00,6.293637770325062775e+01,-1.295957574502370591e+01
4.753283191191609512e+04,5.350225993721697826e-01,1.235346582860907955e-01,-5.287401529949077030e+02,-5.276572774527637648e+02,1.082875542144115411e+00,6.204419830279871917e+01,-1.273166617544499601e+01
4.763988783964563481e+04,5.297143701596430665e-01,1.246331558550959895e-01,-5.315093913906055150e+02,-5.304119534253309212e+02,1.097437965274735916e+00,6.287856368766696846e+01,-1.256816325389102929e+01
4.774694376737517450e+04,5.372420046927283144e-01,1.251023921911361969e-01,-5.342873480375762938e+02,-5.332075491761331705e+02,1.079798861443227009e+00,6.186791748372846200e+01,-1.265808693379060834e+01
4.785399969510471419e+04,5.305196361270351213e-01,1.274767309282259786e-01,-5.370630244949951475e+02,-5.359957557137408912e+02,1.067268781254393728e+00,6.114999677194782635e+01,-1.238541090764047681e+01
4.796105562283426116e+04,5.370332337051194616e-01,1.304827250210834622e-01,-5.398640735674184725e+02,-5.387962654590788816e+02,1.067808108339653561e+00,6.118089793771031282e+01,-1.228896288727596442e+01
4.806811155056380085e+04,5.360723638825384274e-01,1.328172889057581685e-01,-5.426452155968478337e+02,-5.415919528553599775e+02,1.053262741487982490e+00,6.034750980564007250e+01,-1.211937615104906030e+01
4.817516747829334054e+04,5.356030768144417475e-01,1.332403256523579937e-01,-5.454620480409678294e+02,-5.444029527190523368e+02,1.059095321915612731e+00,6.068169204781389681e+01,-1.208414755415547859e+01
4.828222340602288023e+04,5.399353012586156630e-01,1.350496370456269468e-01,-5.482588753494474076e+02,-5.472302217581337800e+02,1.028653591313711146e+00,5.893750936325068324e+01,-1.203696602947022676e+01
4.838927933375241992e+04,5.355406447790099778e-01,1.394808521316132643e-01,-5.510863642964691280e+02,-5.500620505131194022e+02,1.024313783349896978e+00,5.868885668302687009e+01,-1.168555690367572453e+01
4.849633526148195961e+04,5.426026119558591265e-01,1.421913716219490031e-01,-5.539045849804177806e+02,-5.528706947346071274e+02,1.033890245810777264e+00,5.923754756470077609e+01,-1.163217272883174225e+01
4.860339118921150657e+04,5.373840707560381125e-01,1.398130375937624570e-01,-5.567416381556076885e+02,-5.557245443330612034e+02,1.017093822546587534e+00,5.827518340074735193e+01,-1.169474235000686768e+01
4.871044711694104626e+04,5.454437330319611421e-01,1.457644282518804069e-01,-5.595795657908577141e+02,-5.585879488933882158e+02,9.916168974695572791e-01,5.681546311886251033e+01,-1.146196805471181079e+01
4.881750304467058595e+04,5.389281055857189084e-01,1.491751698657481362e-01,-5.624218177439290685e+02,-5.614248865074073365e+02,9.969312365219116234e-01,5.711995231746396939e+01,-1.115668583974421857e+01
4.892455897240012564e+04,5.469557177130422998e-01,1.499819146795067781e-01,-5.652838983388082852e+02,-5.642911206610414183e+02,9.927776777669584662e-01,5.688197093084554012e+01,-1.123826546290925599e+01
4.903161490012966533e+04,5.432239018589324342e-01,1.522067567498625318e-01,-5.681340326292205418e+02,-5.671639191239855791e+02,9.701135052351514965e-01,5.558340949861667468e+01,-1.105089877256693498e+01
4.913867082785920502e+04,5.479191432691806751e-01,1.554821845229416577e-01,-5.710151584671831415e+02,-5.700572670407590294e+02,9.578914264241814580e-01,5.488313596587181564e+01,-1.094071680602641550e+01
4.924572675558874471e+04,5.480306402358865459e-01,1.595242486527496117e-01,-5.738769166202016550e+02,-5.729333109950998733e+02,9.436056251018514196e-01,5.406461984313989433e+01,-1.071956265276552500e+01
4.935278268331829167e+04,5.484467823679642917e-01,1.603786121027441225e-01,-5.767730458547579246e+02,-5.758232873110404171e+02,9.497585437176615519e-01,5.441715611151329313e+01,-1.067976084159628591e+01
4.945983861104783136e+04,5.536936815220629970e-01,1.629869234548173285e-01,-5.796502286532053176e+02,-5.787307614301496415e+02,9.194672230557321413e-01,5.268159128170731265e+01,-1.062233611018728752e+01
4.956689453877737105e+04,5.507931934781377104e-01,1.678023796650632005e-01,-5.825573753592381081e+02,-5.816424171858635646e+02,9.149581733746302570e-01,5.242324176536536129e+01,-1.032380898657324408e+01
4.967395046650691074e+04,5.580558319773663012e-01,1.718831706537269077e-01,-5.854526512427318039e+02,-5.845541270780875038e+02,8.985241646443394847e-01,5.148164242463855089e+01,-1.022888589547717508e+01
4.978100639423645043e+04,5.537984388997551077e-01,1.720104477983932789e-01,-5.883708539280037257e+02,-5.874735151774558517e+02,8.973387505480167059e-01,5.141372319994394502e+01,-1.015593801436287968e+01
4.988806232196599012e+04,5.629156992745217858e-01,1.758063558539953997e-01,-5.912863895575419519e+02,-5.904220197286632583e+02,8.643698288788193018e-01,4.952474313320152532e+01,-1.010817578140434669e+01
4.999511824969552981e+04,5.566225862795931567e-01,1.823526863699871658e-01,-5.942131150153441013e+02,-5.933581100497854095e+02,8.550049655587903530e-01,4.898817598924699723e+01,-9.692973185559678129e+00
5.010217417742507678e+04,5.665920586802795089e-01,1.848770525915473251e-01,-5.971491884617167898e+02,-5.962934277416261466e+02,8.557607200907506595e-01,4.903147753427620614e+01,-9.727749488196909766e+00
5.020923010515461647e+04,5.621093542751414152e-01,1.863920384288562659e-01,-6.000844237144036697e+02,-5.992600560830608174e+02,8.243676313430244873e-01,4.723278604315186158e+01,-9.587869094062636321e+00
5.031628603288415616e+04,5.694222192129764215e-01,1.917828412167873753e-01,-6.030396397321517270e+02,-6.022280748169691833e+02,8.115649151826970220e-01,4.649924444086116182e+01,-9.452493225546650280e+00
5.042334196061369585e+04,5.670725703365591119e-01,1.965680471454915867e-01,-6.059870038596328641e+02,-6.051956179514958194e+02,7.913859081371720228e-01,4.534307250238782672e+01,-9.202514352276315535e+00
5.053039788834323554e+04,5.741803714587336849e-01,2.005567579113914090e-01,-6.089594867586508826e+02,-6.081744474958705950e+02,7.850392627804800849e-01,4.497943650938307769e+01,-9.136220829450845571e+00
5.063745381607277523e+04,5.734934036066763330e-01,2.017737731534229584e-01,-6.119177910636284423e+02,-6.111579317436643350e+02,7.598593199641757723e-01,4.353673205762808607e+01,-9.073274232223321079e+00
5.074450974380231492e+04,5.787214151050780186e-01,2.077559007415034076e-01,-6.149054620026710154e+02,-6.141696572982685893e+02,7.358047044025667338e-01,4.215850410813817462e+01,-8.898323715640460208e+00
5.085156567153186188e+04,5.806434627800116655e-01,2.153281440501020882e-01,-6.178794696079726236e+02,-6.171552555619527993e+02,7.242140460199724128e-01,4.149440830103759481e+01,-8.616174874138861739e+00
5.095862159926140157e+04,5.837795618821695065e-01,2.162768549361878956e-01,-6.208830616748509783e+02,-6.201705074396480768e+02,7.125542352030068693e-01,4.082635035130448387e+01,-8.624776815278606179e+00
5.106567752699094126e+04,5.885290482565470604e-01,2.209775159964808555e-01,-6.238709603920807467e+02,-6.232030201383561234e+02,6.679402537248197991e-01,3.827015750532953575e+01,-8.508396319573213518e+00
5.117273345472048095e+04,5.894005704429651216e-01,2.266318933768931287e-01,-6.268913890943673550e+02,-6.262243415340905131e+02,6.670475602770420398e-01,3.821900993837289207e+01,-8.301790495275895410e+00
5.127978938245002064e+04,5.955319727554352349e-01,2.307510389416043972e-01,-6.298946434097128986e+02,-6.292516282662312506e+02,6.430151434818145439e-01,3.684205388450703822e+01,-8.235228352826538867e+00
5.138684531017956033e+04,5.961364343861266235e-01,2.331435717936483909e-01,-6.329262319693867767e+02,-6.323076083055684649e+02,6.186236638183836289e-01,3.544452504371326995e+01,-8.154444400115432146e+00
5.149390123790910002e+04,6.025952351344201485e-01,2.394335538523307549e-01,-6.359478252485868097e+02,-6.353681248578078566e+02,5.797003907790697630e-01,3.321438577372524037e+01,-8.016813631592127010e+00
5.160095716563864698e+04,6.030115744368311770e-01,2.440536204451138891e-01,-6.389946823671011771e+02,-6.384227306059170814e+02,5.719517611842744875e-01,3.277042200093330848e+01,-7.856807871956323908e+00
5.170801309336818667e+04,6.109389985335492712e-01,2.474243541615946951e-01,-6.420304578438216367e+02,-6.414838463766554923e+02,5.466114671662556379e-01,3.131853010208021715e+01,-7.851108066871241853e+00
5.181506902109772636e+04,6.093094662721084687e-01,2.502157318823878818e-01,-6.450910443429273755e+02,-6.445726071706963012e+02,5.184371722312096642e-01,2.970426191154527373e+01,-7.730466273452841541e+00
5.192212494882726605e+04,6.191400956311201575e-01,2.568135619551349946e-01,-6.481432584573540225e+02,-6.476604965380187195e+02,4.827619193354551475e-01,2.766022048755667129e+01,-7.643419508951234675e+00
5.202918087655680574e+04,6.159905111647433484e-01,2.612764868959195352e-01,-6.512179384728061677e+02,-6.507440079767306997e+02,4.739304960755348906e-01,2.715421720766957492e+01,-7.449473886404024192e+00
5.213623680428634543e+04,6.263322855841292336e-01,2.629596934732835178e-01,-6.542879746718157321e+02,-6.538475039190108191e+02,4.404707528050747500e-01,2.523711513468094836e+01,-7.538312281074133203e+00
5.224329273201588512e+04,6.230705046506588296e-01,2.668080618291872597e-01,-6.573751345471534933e+02,-6.569683845117990586e+02,4.067500353544556968e-01,2.330506034260733372e+01,-7.366764895790502976e+00
5.235034865974543209e+04,6.321254232348789692e-01,2.734610901151009466e-01,-6.604636725116655498e+02,-6.600733213860170281e+02,3.903511256485874270e-01,2.236547202784495880e+01,-7.278154333933950504e+00
5.245740458747497178e+04,6.295674046118741041e-01,2.724991372154078606e-01,-6.635650105884066079e+02,-6.631951563065749724e+02,3.698542818317596681e-01,2.119108938380190921e+01,-7.273542062028024446e+00
5.256446051520451147e+04,6.385188451565213530e-01,2.763812114038507461e-01,-6.666663933843097993e+02,-6.600544864358870427e+02,3.287216412433824342e-01,1.883436267785938867e+01,-7.273304068906547570e+00
5.267151644293405116e+04,6.353204648888159944e-01,2.797051659535105816e-01,-6.697820582154065505e+02,-6.631883876007884737e+02,3.104853074385388045e-01,1.778949771705009653e+01,-7.125847149295588601e+00
5.277857237066359085e+04,6.441760005747493301e-01,2.826682634343324341e-01,-6.729007638205906687e+02,-6.600533358899981522e+02,2.810573162334727981e-01,1.610339802145171006e+01,-7.154549797449643478e+00
5.288562829839313054e+04,6.393134948561489672e-01,2.840967989917435599e-01,-6.760303304268300053e+02,-6.569255825787835192e+02,2.551919265079318766e-01,1.462142035471717350e+01,-7.044950627102143592e+00
5.299268422612267750e+04,6.480967078765941247e-01,2.854421233896590748e-01,-6.791645745904399973e+02,-6.538107205437223683e+02,2.211128179994834853e-01,1.266883126761470635e+01,-7.122435039582743599e+00
5.309974015385221719e+04,6.443662917123531564e-01,2.894815902232918958e-01,-6.760263867640935587e+02,-6.506933608074299400e+02,2.002847279454763874e-01,1.147546961220169237e+01,-6.950237274066473958e+00
5.320679608158175688e+04,6.512918766787675340e-01,2.891394248272892153e-01,-6.728918266313006598e+02,-6.475794975730354963e+02,1.795878295469378605e-01,1.028962468495436156e+01,-7.053366973042938248e+00
5.331385200931129657e+04,6.464538368199566065e-01,2.886263856327717092e-01,-6.697690428666307980e+02,-6.444927835328632000e+02,1.435181050494733213e-01,8.222981703050010083e+00,-7.004029730602913340e+00
5.342090793704083626e+04,6.542380636274811589e-01,2.935315765990869075e-01,-6.666474176706719845e+02,-6.413962930761172174e+02,1.183833658365354147e-01,6.782867226986695641e+00,-6.961619611566666421e+00
5.352796386477037595e+04,6.496671559472930735e-01,2.913210935288726433e-01,-6.635400066016867413e+02,-6.383060491032057371e+02,1.012162697629250541e-01,5.799265075473215347e+00,-6.966379599686066904e+00
5.363501979249991564e+04,6.556567844199446826e-01,2.920637106745114786e-01,-6.604319280996686530e+02,-6.352311732655825836e+02,6.801360536787558198e-02,3.896892537047591532e+00,-7.023979216215774812e+00
5.374207572022946260e+04,6.498842293663039671e-01,2.918567842416124880e-01,-6.573393286730422460e+02,-6.321656485371338476e+02,4.093890719018736246e-02,2.345626599875515694e+00,-6.953324103156289127e+00
5.384913164795900229e+04,6.560040000000000315e-01,2.942075924925946495e-01,-6.542459696085544465e+02,-6.290977230882982667e+02,1.550529153810106808e-02,8.883877652530998148e-01,-6.965052226240747046e+00
5.395618757568854198e+04,6.498642404939291017e-01,2.909009138094665881e-01,-6.511666743841477683e+02,-6.260358148892095187e+02,-1.881733779878625237e-03,-1.078154037542446986e-01,-6.981551091665227027e+00
5.406324350341808167e+04,6.545836339488071420e-01,2.909674169243563480e-01,-6.480872947432881119e+02,-6.229920492753086592e+02,-3.749576073872393916e-02,-2.148348839961215617e+00,-7.042415683531277004e+00
5.417029943114762136e+04,6.503047952260923026e-01,2.913039102697384530e-01,-6.450266010762958331e+02,-6.199492068553748823e+02,-5.534700779725911651e-02,-3.171149955460606407e+00,-6.975412841586663859e+00
5.427735535887716105e+04,6.537426262247051367e-01,2.904636967748341903e-01,-6.419574335362957527e+02,-6.169038387099261627e+02,-7.914640234862477253e-02,-4.534754818220505967e+00,-7.046298859282003058e+00
5.438441128660670074e+04,6.472746009068686135e-01,2.864534051875119447e-01,-6.389108456171695707e+02,-6.138788690445040857e+02,-1.007646560526319485e-01,-5.773389515903176061e+00,-7.080691527218759163e+00
5.449146721433624771e+04,6.508426149696003860e-01,2.876728361282988033e-01,-6.358558573855757459e+02,-6.108581770792166026e+02,-1.350609223589864794e-01,-7.738420828314019673e+00,-7.091542526141900282e+00
5.459852314206578740e+04,6.452918774014988479e-01,2.859144519435127818e-01,-6.328236693421818018e+02,-6.078340101915242712e+02,-1.430820780607174325e-01,-8.197999196840498826e+00,-7.070401810745014615e+00
5.470557906979532709e+04,6.467389039133050188e-01,2.820986756810696106e-01,-6.297813322127157107e+02,-6.048299719366405043e+02,-1.813809526429275010e-01,-1.039236307050200026e+01,-7.206558778323856274e+00
