#i, U/V
1 & 1.10 \\
2 & 1.13 \\
3 & 1.07 \\
4 & 1.11 \\
5 & 1.11 \\
6 & 1.10 \\
7 & 1.12 \\
8 & 1.10 \\
9 & 1.13 \\
10 & 1.08 \\
11 & 1.09 \\
12 & 1.10 \\
13 & 1.13 \\
14 & 1.11 \\
15 & 1.08 \\
16 & 1.12 \\
