t,x,v,a,driving,energy
0.062,0.0018987223601758432,0.06081138354300924,0.957917514151246,0.9956786159849162,0.001856222477409551
0.063,0.0019600125827362387,0.061768749078040634,0.9570530352900847,0.9955381969012274,0.0019153724799819416
0.064,0.002022259738700295,0.06272524742451635,0.956182920920186,0.9953955378570153,0.001975407401134934
0.065,0.0020854629580624065,0.06368087295094131,0.9553071776599578,0.9952506391732631,0.0020363251013958655
0.066,0.0021496213651887807,0.0646356200324501,0.9544258121520504,0.9951035011759926,0.0020981234325169844
0.067,0.0022147340788240804,0.06558948305083126,0.953538831063318,0.9949541241962642,0.0021608002375174498
0.068,0.0022808002120980895,0.06654245639455143,0.9526462410847791,0.994802508570176,0.002224353350725403
0.069,0.0023478188725324033,0.06749453445877948,0.9517480489315769,0.9946486546388634,0.002288780597820124
0.07,0.0024157891620471424,0.06844571164541062,0.9508442613429392,0.9944925627484974,0.002354079795874278
0.07100000000000001,0.002484710176967692,0.06939598236309048,0.9499348850821393,0.9943342332502848,0.0024202487533962363
0.07200000000000001,0.002554581008031463,0.07034534102723915,0.9490199269364555,0.9941736665004669,0.002487285270372478
0.073,0.0026254007403946795,0.07129378206007507,0.9480993937171317,0.9940108628603187,0.002555187138310071
0.074,0.002697168453639189,0.07224129989063909,0.9471732922593371,0.9938458226961485,0.0026239521402792385
0.075,0.002769883221779296,0.07318788895481827,0.9462416294221256,0.9936785463792964,0.002693578050955994
0.076,0.002843544113268622,0.07413354369536986,0.945304412088397,0.9935090342861344,0.002764062636664865
0.077,0.0029181501910069845,0.07507825856194497,0.9443616471648548,0.9933372867980641,0.00283540365542168
0.078,0.002993700512347306,0.07602202801111248,0.9434133415819677,0.9931633043015177,0.0029075988569764425
0.079,0.0030701941291025416,0.07696484650638273,0.9424595022939276,0.9929870871879556,0.0029806459828562782
0.08,0.0031476300875526338,0.07790670851823121,0.9415001362786097,0.9928086358538663,0.003054542766408453
0.081,0.0032260074284514873,0.07884760852412225,0.9405352505375323,0.992627950700765,0.003129286932843466
0.082,0.003305325187033972,0.0797875410085326,0.9395648520958153,0.9924450321351935,0.0032048761992782174
0.083,0.003385582393022946,0.08072650046297505,0.9385889480021398,0.9922598805687185,0.0032813082747792494
0.084,0.0034667780706363035,0.08166448138602198,0.9376075453287067,0.9920724964179307,0.0033585808604060545
0.085,0.0035489112385940465,0.08260147828332877,0.9366206511711966,0.9918828801044445,0.0034366916492544553
0.08600000000000001,0.0036319809101253795,0.08353748566765734,0.9356282726487285,0.9916910320548965,0.003515638326500058
0.08700000000000001,0.0037159860929758272,0.08447249805889953,0.9346304169038177,0.9914969527009447,0.0035954185694417723
0.088,0.0038009257894143765,0.0854065099841005,0.9336270911023355,0.9913006424792677,0.0036760300475453997
0.089,0.0038867989962406415,0.08633951597748202,0.9326183024334681,0.9911021018315633,0.003757470422487291
0.09,0.003973604704792052,0.0872715105804658,0.9316040581096743,0.9909013312045479,0.003839737348198068
0.091,0.004061341900951066,0.0882024883416967,0.9305843653666445,0.9906983310499554,0.003922828470906412
0.092,0.0041500095651524,0.08913244381706598,0.929559231463259,0.9904931018245359,0.004006741429182924
0.093,0.0042396066723902935,0.09006137156973444,0.9285286636815472,0.9902856439900551,0.004091473853984039
0.094,0.004330132192225786,0.09098926617015558,0.9274926693266441,0.9900759580132933,0.00417702336869601
0.095,0.004421585088794021,0.09191612219609861,0.9264512557267497,0.9898640443660435,0.004263387589178958
0.096,0.004513964320811577,0.09284193423267156,0.9254044302330877,0.9896499035251115,0.004350564123810977
0.097,0.004607268841583811,0.09376669687234426,0.9243522002198618,0.9894335359723141,0.004438550573532306
0.098,0.00470149759901224,0.09469040471497127,0.9232945730842147,0.9892149421944781,0.004527344531889563
0.099,0.004796649535601932,0.09561305236781484,0.922231556246186,0.9889941226834397,0.004616943585080032
0.1,0.004892723588468925,0.09653463444556773,0.9211631571486698,0.9887710779360422,0.004707345311996017
0.101,0.0049897186893476725,0.09745514557037611,0.9200893832573723,0.9885458084541368,0.004798547284269251
0.10200000000000001,0.0050876337645985046,0.09837458037186227,0.9190102420607692,0.9883183147445792,0.00489054706631536
0.10300000000000001,0.005186467735215117,0.09929293348714742,0.9179257410700637,0.9880885973192304,0.004983342215378396
0.10400000000000001,0.005286219516832082,0.1002101995608744,0.9168358878191437,0.9878566566949545,0.005076930281575409
0.105,0.00538688801973238,0.10112637324523027,0.9157406898645392,0.9876224933936179,0.005171308807941085
0.106,0.0054884721488549565,0.10204144919996899,0.9146401547853796,0.9873861079420876,0.00526647533047244
0.107,0.005590970803802299,0.10295542209243401,0.9135342901833508,0.9871475008722311,0.005362427378173564
0.108,0.005694382878848038,0.10386828659758074,0.9124231036826521,0.986906672720914,0.005459162473100421
0.109,0.0057987072629445725,0.10478003739799908,0.9113066029299546,0.9866636240299999,0.005556678130405696
0.11,0.005903942839730711,0.10569066918393587,0.9101847955943556,0.9864183553463477,0.0056549718583837
0.111,0.006010088487539344,0.10660017665331727,0.9090576893673381,0.9861708672218122,0.00575404115851533
0.112,0.006117143079405134,0.10750855451177113,0.9079252919627261,0.9859211602132415,0.005853883525513061
0.113,0.0062251054830722245,0.10841579747264933,0.9067876111166419,0.9856692348824763,0.005954496447366011
0.114,0.006333974561001981,0.10932190025704999,0.9056446545874622,0.9854150917963483,0.006055877405385034
0.115,0.006443749170380743,0.1102268575938398,0.9044964301557757,0.9851587315266797,0.006158023874247884
0.116,0.006554428163127607,0.11113066421967607,0.9033429456243383,0.9849001546502806,0.006260933322044397
0.117,0.006666010385902227,0.11203331487902905,0.9021842088180302,0.9846393617489492,0.006364603210321749
0.11800000000000001,0.0067784946801126384,0.11293480432420387,0.9010202275838125,0.984376353409469,0.00646903099412974
0.11900000000000001,0.006891879881923106,0.11383512731536267,0.8998510097906831,0.9841111302236092,0.006574214122066127
0.12,0.007006164822261987,0.11473427862054661,0.8986765633296326,0.9838436927881214,0.006680150036322012
0.121,0.007121348326829628,0.11563225301569781,0.897496896113601,0.9835740417047399,0.006786836172727255
0.122,0.007237429216106271,0.1165290452846813,0.8963120160774333,0.9833021775801796,0.00689426996079595
0.123,0.007354406305359989,0.11742465021930693,0.8951219311778355,0.9830281010261345,0.007002448823771926
0.124,0.007472278404654644,0.11831906261935111,0.893926649393331,0.9827518126592768,0.007111370178674301
0.125,0.00759104431885786,0.11921227729257872,0.8927261787242156,0.9824733131012553,0.007221031436343069
0.126,0.007710702847649029,0.12010428905476474,0.8915205271925134,0.9821926029786937,0.007331430001484726
0.127,0.007831252785527324,0.12099509272971606,0.890309702841933,0.9819096829231898,0.007442563272717953
0.128,0.007952692921819748,0.12188468314929309,0.8890937137378224,0.9816245535713135,0.007554428642619309
0.129,0.008075022040689196,0.12277305515343134,0.8878725679671253,0.981337215564606,0.00766702349776898
0.13,0.00819823892114254,0.12366020359016307,0.886646273638335,0.9810476695495772,0.007780345218796562
0.131,0.008322342337038739,0.12454612331563876,0.885414838881452,0.980755916177706,0.007894391180426884
0.132,0.008447331057096963,0.1254308091941486,0.8841782718479368,0.9804619561054371,0.008009158751525844
0.133,0.008573203844904752,0.1263142560981439,0.8829365807106673,0.9801657899941806,0.00812464529514632
0.134,0.008699959458926178,0.12719645890825856,0.881689773663892,0.97986741851031,0.008240848168574073
0.135,0.008827596652510048,0.12807741251333038,0.8804378589231867,0.9795668423251612,0.008357764723373712
0.136,0.008956114173898107,0.12895711181042233,0.8791808447254083,0.9792640621150305,0.00847539230543468
0.137,0.009085510766233287,0.12983555170484376,0.8779187393286503,0.9789590785611731,0.00859372825501726
0.138,0.009215785167567951,0.13071272711017176,0.8766515510121973,0.978651892349802,0.008712769906798647
0.139,0.009346936110872185,0.13158863294827222,0.8753792880764802,0.9783425041720859,0.008832514589919009
0.14,0.009478962324042084,0.13246326414932097,0.8741019588430302,0.9780309147241483,0.008952959628027609
0.14100000000000001,0.009611862529908081,0.13333661565182484,0.8728195716544339,0.9777171247070651,0.009074102339328932
0.14200000000000002,0.009745635446243288,0.13420868240264275,0.8715321348742877,0.9774011348268636,0.009195940036628863
0.14300000000000002,0.00988027978577185,0.1350794593570066,0.8702396568871523,0.9770829457945213,0.009318470027380862
0.14400000000000002,0.010015794256177345,0.13594894147854233,0.8689421460985072,0.9767625583259631,0.009441689613732214
0.145,0.010152177560111168,0.1368171237392907,0.8676396109347044,0.9764399731420608,0.00956559609257024
0.146,0.010289428395200974,0.13768400111972814,0.8663320598429235,0.9761151909686308,0.009690186755568587
0.147,0.010427545454059117,0.1385495686087877,0.8650195012911254,0.9757882125364329,0.009815458889233523
0.148,0.010566527424291112,0.1394138212038796,0.8637019437680061,0.9754590385811684,0.009941409774950246
0.149,0.010706372988504133,0.1402767539109121,0.862379395782952,0.9751276698434788,0.010068036689029239
0.15,0.010847080824315512,0.1411383617443121,0.8610518658659917,0.9747941070689433,0.010195336902752618
0.151,0.010988649604361274,0.14199863972704574,0.859719362567752,0.9744583510080781,0.010323307682420525
0.152,0.011131077996304684,0.142857582890639,0.8583818944594109,0.9741204024163344,0.01045194628939753
0.153,0.011274364662844816,0.14371518627519822,0.8570394701326509,0.9737802620540961,0.01058124998015907
0.154,0.011418508261725146,0.1445714449294306,0.855692098199613,0.9734379306866789,0.010711216006337863
0.155,0.011563507445742164,0.14542635391066455,0.8543397872928508,0.9730934090843285,0.0108418416147704
0.156,0.011709360862754002,0.14627990828487022,0.8529825460652833,0.9727466980222181,0.010973124047543413
0.157,0.011856067155689086,0.14713210312667968,0.8516203831901489,0.9723977982804476,0.011105060542040373
0.158,0.012003624962554813,0.14798293351940733,0.8502533073609585,0.9720467106440411,0.011237648330988004
0.159,0.012152032916446237,0.1488323945550701,0.8488813272914486,0.9716934359029458,0.011370884642502818
0.16,0.012301289645554787,0.1496804813344077,0.8475044517155353,0.9713379748520296,0.011504766700137652
0.161,0.012451393773176996,0.15052718896690265,0.8461226893872673,0.9709803282910798,0.01163929172292823
0.162,0.012602343917723257,0.15137251257080048,0.844736049080778,0.970620497024801,0.011774456925439726
0.163,0.012754138692726591,0.15221644727312986,0.8433445395902395,0.9702584818628133,0.011910259517813371
0.164,0.012906776706851449,0.15305898820972244,0.8419481697298162,0.9698942836196508,0.012046696705813023
0.165,0.013060256563902514,0.15390013052523294,0.8405469483336163,0.9695279031147593,0.012183765690871786
0.166,0.013214576862833545,0.154739869373159,0.839140884255645,0.9691593411724948,0.012321463670138626
0.167,0.013369736197756221,0.1555781999158612,0.8377299863697586,0.9687885986221216,0.012459787836525021
0.168,0.013525733157949018,0.15641511732458258,0.8363142635696151,0.9684156762978101,0.012598735378751549
0.169,0.013682566327866102,0.15725061677946875,0.834893724768629,0.9680405750386356,0.01273830348139458
0.17,0.01384023428714624,0.15808469346958742,0.8334683788999219,0.9676632956885756,0.012878489324932903
0.171,0.01399873561062173,0.15891734259294815,0.8320382349162766,0.9672838390965085,0.013019290085794404
0.17200000000000001,0.014158068868327357,0.15974855935652196,0.8306033017900886,0.9669022061162115,0.013160702936402712
0.17300000000000001,0.014318232625509362,0.16057833897626095,0.8291635885133192,0.9665183976063587,0.013302725045223883
0.17400000000000002,0.014479225442634431,0.16140667667711778,0.8277191040974468,0.966132414430519,0.013445353576813084
0.17500000000000002,0.01464104587539871,0.1622335676930652,0.8262698575734203,0.9657442574571544,0.013588585691861246
0.176,0.01480369247473683,0.16305900726711553,0.8248158579916108,0.965353927559618,0.013732418547241776
0.177,0.014967163786830958,0.16388299065133996,0.8233571144217634,0.9649614256161518,0.013876849296057238
0.178,0.01513145835311987,0.16470551310688802,0.8218936359529498,0.9645667525098851,0.014021875087686033
0.179,0.015296574710308031,0.16552656990400677,0.8204254316935201,0.9641699091288323,0.014167493067829091
0.18,0.015462511390374706,0.1663461563220601,0.8189525107710544,0.9637708963658905,0.014313700378556563
0.181,0.015629266920583088,0.16716426764954792,0.8174748823323154,0.9633697151188386,0.014460494158354513
0.182,0.015796839823489443,0.1679808991841254,0.8159925555431994,0.962966366290334,0.014607871542171615
0.183,0.015965228616952272,0.1687960462326219,0.8145055395886887,0.9625608507879115,0.014755829661465818
0.184,0.016134431814141495,0.16960970411106022,0.8130138436728029,0.9621531695239809,0.014904365644251062
0.185,0.01630444792354766,0.17042186814467544,0.8115174770185511,0.9617433234158248,0.015053476615143925
0.186,0.01647527544899116,0.171232533667934,0.8100164488678819,0.9613313133855966,0.015203159695410338
0.187,0.016646912889631472,0.17204169602455266,0.8085107684816373,0.960917140360319,0.015353412003012245
0.188,0.01681935873997642,0.17284935056751716,0.8070004451395016,0.960500805271881,0.015504230652654265
0.189,0.01699261148989145,0.17365549265910124,0.8054854881399547,0.9600823090570362,0.015655612755830363
0.19,0.017166669624608936,0.17446011767088532,0.8039659068002227,0.9596616526574011,0.015807555420870516
0.191,0.017341531624737484,0.1752632209837752,0.802441710456229,0.9592388370194525,0.01596005575298735
0.192,0.017517195966271274,0.1760647979880208,0.8009129084625453,0.9588138630945251,0.016113110854322786
0.193,0.017693661120599412,0.17686484408323466,0.7993795101923433,0.9583867318388103,0.016266717823994675
0.194,0.017870925554515305,0.17766335467841074,0.797841525037346,0.9579574442133532,0.016420873758143443
0.195,0.018048987730226042,0.1784603251919427,0.7962989624077772,0.9575260011840507,0.016575575749978668
0.196,0.01822784610536182,0.17925575105164243,0.7947518317323142,0.9570924037216496,0.016730820889825714
0.197,0.01840749913298535,0.18004962769475863,0.7932001424580377,0.9566566528017438,0.01688660626517231
0.198,0.01858794526160132,0.18084195056799504,0.7916439040503828,0.9562187494047729,0.017042928960715156
0.199,0.01876918293516585,0.18163271512752877,0.7900831259930896,0.9557786945160192,0.017199786058406448
0.2,0.018951210593095985,0.18242191683902864,0.7885178177881548,0.955336489125606,0.017357174637500486
0.201,0.01913402667027918,0.1832095511776734,0.7869479889557809,0.9548921342284954,0.017515091774600176
0.202,0.019317629597082834,0.18399561362816982,0.7853736490343278,0.9544456308244855,0.01767353454370356
0.203,0.019502017799363815,0.184780099684771,0.7837948075802633,0.953996979918209,0.01783250001625036
0.20400000000000001,0.019687189698478026,0.18556300485129423,0.782211474168113,0.9535461825191301,0.017991985261168443
0.20500000000000002,0.01987314371128997,0.18634432464113923,0.780623658390411,0.9530932396415429,0.018151987344920316
0.20600000000000002,0.020059878250182347,0.18712405457730596,0.7790313698576505,0.9526381523045685,0.01831250333154957
0.20700000000000002,0.02024739172306566,0.18790219019241267,0.7774346181982339,0.9521809215321533,0.018473530282727347
0.20800000000000002,0.020435682533387844,0.18867872702871372,0.7758334130584227,0.9517215483530663,0.018635065257798757
0.209,0.02062474908014391,0.18945366063811744,0.7742277641022883,0.9512600338008972,0.01879710531382928
0.21,0.02081458975788561,0.1902269865822039,0.7726176810116617,0.9507963789140532,0.018959647505651146
0.211,0.021005202956731108,0.19099870043224268,0.7710031734860837,0.9503305847357579,0.01912268888590972
0.212,0.0211965870623747,0.1917687977692104,0.7693842512427544,0.9498626523140478,0.019286226505109822
0.213,0.021388740456096497,0.19253727418380862,0.7677609240164844,0.9493925827017706,0.019450257411662064
0.214,0.0215816615147722,0.1933041252764812,0.7661332015596436,0.948920376956583,0.019614778651929166
0.215,0.02177534861088281,0.1940693466574319,0.7645010936421109,0.9484460361409476,0.019779787270272187
0.216,0.021969800112524425,0.19483293394664183,0.7628646100512251,0.9479695613221308,0.019945280309096806
0.217,0.022165014383418016,0.19559488277388706,0.7612237605917336,0.9474909535722011,0.020111254808899564
0.218,0.02236098978291923,0.1963551887787557,0.7595785550857423,0.9470102139680256,0.020277707808314033
0.219,0.02255772466602821,0.19711384761066553,0.7579290033726658,0.9465273435912682,0.02044463634415701
0.22,0.022755217383399435,0.19787085492888104,0.756275115309176,0.946042343528387,0.02061203745147467
0.221,0.02295346628135158,0.19862620640253079,0.7546169007691526,0.945555214870632,0.020779908163588667
0.222,0.02315246970187738,0.1993798977106246,0.7529543696436315,0.9450659587140423,0.020948245512142263
0.223,0.023352225982653532,0.20013192454207057,0.7512875318407553,0.9445745761594444,0.02111704652714635
0.224,0.02355273345705058,0.20088228259569232,0.7496163972857215,0.9440810683124485,0.021286308237025535
0.225,0.023753990454142865,0.2016309675802459,0.747940975920733,0.9435854362834473,0.021456027668664106
0.226,0.02395599529871845,0.20237797521443676,0.7462612777049464,0.9430876811876123,0.02162620184745203
0.227,0.02415874631128908,0.20312330122693673,0.7445773126144216,0.9425878041448927,0.021796827797330883
0.228,0.02436224180810016,0.2038669413564009,0.7428890906420709,0.9420858062800114,0.02196790254083979
0.229,0.024566480101140747,0.2046088913514844,0.7411966217976077,0.9415816887224634,0.022139423099161264
0.23,0.024771459498153552,0.20534914697085924,0.7394999161074961,0.941075452606513,0.022311386492167098
0.231,0.024977178302644974,0.20608770398323092,0.7377989836148996,0.9405670990711913,0.022483789738464148
0.232,0.02518363481389514,0.20682455816735523,0.7360938343796302,0.9400566292602934,0.022656629855440116
0.233,0.025390827326967954,0.2075597053120548,0.7343844784780965,0.9395440443223763,0.022829903859309324
0.234,0.02559875413272119,0.20829314121623568,0.732670926003254,0.9390293454107558,0.02300360876515837
0.23500000000000001,0.02580741351781656,0.20902486168890383,0.7309531870645523,0.9385125336835043,0.02317774158699185
0.23600000000000002,0.02601680376472985,0.20975486254918166,0.7292312717878847,0.937993610303448,0.02335229933777797
0.23700000000000002,0.026226923151761016,0.2104831396263244,0.7275051903155368,0.9374725764381642,0.02352727902949414
0.23800000000000002,0.026437769953044348,0.21120968875973645,0.7257749528061349,0.9369494332599789,0.02370267767317256
0.23900000000000002,0.02664934243855862,0.2119345057989877,0.7240405694345943,0.936424181945964,0.0238784922789457
0.24,0.026861638874137252,0.21265758660382986,0.7223020503920689,0.9358968236779348,0.02405471985609182
0.241,0.027074657521478522,0.21337892704421255,0.7205594058858983,0.9353673596424472,0.024231357413080398
0.242,0.027288396638155753,0.21409852300029952,0.7188126461395572,0.9348357910307951,0.024408401957617513
0.243,0.027502854477627542,0.21481637036248483,0.7170617813926029,0.9343021190390074,0.02458585049669124
0.244,0.027718029289248,0.21553246503140877,0.7153068219006249,0.933766344867846,0.02476370003661694
0.245,0.027933919318277003,0.21624680291797393,0.7135477779351915,0.9332284697228027,0.02494194758308255
0.246,0.028150522805890473,0.21695937994336117,0.7117846597837997,0.9326884948140962,0.025120590141193798
0.247,0.028367837989190643,0.21767019203904553,0.7100174777498219,0.9321464213566698,0.025299624715519418
0.248,0.02858586310121638,0.21837923514681193,0.7082462421524552,0.9316022505701886,0.025479048310136258
0.249,0.028804596370953485,0.2190865052187712,0.7064709633266689,0.9310559836790367,0.025658857928674426
0.25,0.029024036023345048,0.21979199821737572,0.7046916516231521,0.9305076219123143,0.025839050574362307
0.251,0.029244180279301778,0.22049571011543498,0.7029083174082625,0.9299571665038351,0.026019623250071573
0.252,0.029465027355712377,0.22119763689613142,0.7011209710639744,0.9294046186921237,0.02620057295836216
0.253,0.029686575465453918,0.22189777455303591,0.6993296229878255,0.9288499797204122,0.026381896701527158
0.254,0.029908822817402245,0.2225961190901234,0.6975342835928657,0.9282932508366383,0.02656359148163772
0.255,0.03013176761644238,0.22329266652178817,0.6957349633076049,0.9277344332934415,0.02674565430058782
0.256,0.03035540806347895,0.22398741287285956,0.6939316725759597,0.9271735283481612,0.026928082160139075
0.257,0.03057974235544664,0.22468035417861706,0.6921244218572026,0.9266105372628334,0.0271108720619654
0.258,0.030804768685320633,0.22537148648480587,0.6903132216259086,0.9260454613041876,0.02729402100769774
0.259,0.0310304852421271,0.2260608058476521,0.6884980823719031,0.9254783017436445,0.027477525998968664
0.26,0.03125689021095368,0.22674830833387785,0.6866790146002094,0.924909059857313,0.027661384037456892
0.261,0.03148398177295998,0.22743399002071663,0.6848560288309964,0.924337736925987,0.027845592124931866
0.262,0.03171175810538811,0.2281178469959283,0.6830291355995262,0.9237643342351428,0.028030147263298173
0.263,0.0319402173815732,0.22879987535781415,0.6811983454561006,0.9231888530749364,0.028215046454639948
0.264,0.03216935777095394,0.229480071215232,0.6793636689660096,0.9226112947402,0.028400286701265244
0.265,0.0323991774390832,0.23015843068761113,0.6775251167094787,0.9220316605304396,0.028585865005750347
0.266,0.03262967454763853,0.23083494990496708,0.6756826992816147,0.921449951749832,0.02877177837098395
0.267,0.0328608472544328,0.23150962500791666,0.6738364272923553,0.9208661697072218,0.02895802380021142
0.268,0.03309269371342481,0.23218245214769262,0.6719863113664142,0.9202803157161181,0.02914459829707888
0.269,0.033325212074729896,0.23285342748615853,0.6701323621432294,0.9196923910946925,0.02933149886567729
0.27,0.03355840048463058,0.23352254719582333,0.6682745902769099,0.9191023971657747,0.029518722510586473
0.271,0.03379225708558722,0.23418980745985607,0.6664130064361832,0.9185103352568511,0.029706266236919066
0.272,0.03402678001624867,0.23485520447210054,0.6645476213043419,0.9179162067000607,0.029894127050364434
0.273,0.034261967411462965,0.23551873443708965,0.6626784455791905,0.9173200128321924,0.03008230195723248
0.274,0.034497817402288036,0.23618039357006004,0.6608054899729934,0.9167217549946823,0.030270787964497444
0.275,0.0347343281160024,0.2368401780969665,0.6589287652124205,0.9161214345336103,0.030459582079841636
0.276,0.034971497676115876,0.2374980842544963,0.6570482820384949,0.9155190527996969,0.03064868131169907
0.277,0.035209324202380356,0.23815410829008357,0.6551640512065394,0.914914611148301,0.03083808266929908
0.278,0.03544780581080054,0.2388082464619235,0.6532760834861236,0.914308110939416,0.03102778316270985
