Zeit;Kanal A;Kanal B;(A-B)/1000
(s);(V);(V);(mA)

0,73400589;5,71327500;0,62010950;5,09316500
0,73467256;5,71327500;0,60962100;5,10365400
0,73533923;5,71327500;0,62010950;5,09316500
0,73600590;5,71327500;0,60962100;5,10365400
0,73667258;5,81908200;0,60962100;5,20946100
0,73733925;5,81908200;0,60962100;5,20946100
0,73800592;5,81908200;0,62010950;5,19897200
0,73867259;5,71327500;0,60962100;5,10365400
0,73933926;5,71327500;0,62010950;5,09316500
0,74000594;5,71327500;0,62010950;5,09316500
0,74067261;5,81908200;0,62010950;5,19897200
0,74133928;5,81908200;0,62010950;5,19897200
0,74200595;5,71327500;0,62010950;5,09316500
0,74267262;5,71327500;0,60962100;5,10365400
0,74333930;5,71327500;0,62010950;5,09316500
0,74400597;5,81908200;0,62010950;5,19897200
0,74467264;5,71327500;0,60962100;5,10365400
0,74533931;5,71327500;0,60962100;5,10365400
0,74600598;5,81908200;0,60962100;5,20946100
0,74667266;5,81908200;0,62010950;5,19897200
0,74733933;5,81908200;0,60962100;5,20946100
0,74800600;5,81908200;0,62010950;5,19897200
0,74867267;5,71327500;0,62010950;5,09316500
0,74933934;5,71327500;0,62010950;5,09316500
0,75000602;5,81908200;0,62010950;5,19897200
0,75067269;5,81908200;0,62010950;5,19897200
0,75133936;5,81908200;0,62010950;5,19897200
0,75200603;5,81908200;0,60962100;5,20946100
0,75267270;5,81908200;0,60962100;5,20946100
0,75333938;5,81908200;0,62010950;5,19897200
0,75400605;5,71327500;0,62010950;5,09316500
0,75467272;5,81908200;0,62010950;5,19897200
0,75533939;5,71327500;0,62010950;5,09316500
0,75600606;5,71327500;0,62010950;5,09316500
0,75667274;5,71327500;0,62010950;5,09316500
0,75733941;5,71327500;0,62010950;5,09316500
0,75800608;5,81908200;0,62010950;5,19897200
0,75867275;5,81908200;0,60962100;5,20946100
0,75933942;5,81908200;0,62010950;5,19897200
0,76000610;5,71327500;0,62010950;5,09316500
0,76067277;5,71327500;0,60962100;5,10365400
0,76133944;5,81908200;0,60962100;5,20946100
0,76200611;5,81908200;0,62010950;5,19897200
0,76267278;5,81908200;0,62010950;5,19897200
0,76333946;5,81908200;0,62010950;5,19897200
0,76400613;5,81908200;0,62010950;5,19897200
0,76467280;5,81908200;0,62010950;5,19897200
0,76533947;5,81908200;0,62010950;5,19897200
0,76600614;5,81908200;0,62010950;5,19897200
0,76667282;5,81908200;0,60962100;5,20946100
0,76733949;5,81908200;0,60962100;5,20946100
0,76800616;5,71327500;0,62010950;5,09316500
0,76867283;5,71327500;0,60962100;5,10365400
0,76933950;5,81908200;0,60962100;5,20946100
0,77000618;5,71327500;0,62010950;5,09316500
0,77067285;5,81908200;0,60962100;5,20946100
0,77133952;5,81908200;0,62010950;5,19897200
0,77200619;5,81908200;0,60962100;5,20946100
0,77267286;5,81908200;0,60962100;5,20946100
0,77333954;5,81908200;0,62010950;5,19897200
0,77400621;5,71327500;0,62010950;5,09316500
0,77467288;5,81908200;0,62010950;5,19897200
0,77533955;5,81908200;0,62010950;5,19897200
0,77600623;5,81908200;0,62010950;5,19897200
0,77667290;5,81908200;0,60962100;5,20946100
0,77733957;5,71327500;0,62010950;5,09316500
0,77800624;5,81908200;0,62010950;5,19897200
0,77867291;5,81908200;0,60962100;5,20946100
0,77933959;5,81908200;0,62010950;5,19897200
0,78000626;5,71327500;0,60962100;5,10365400
0,78067293;5,81908200;0,63062870;5,18845400
0,78133960;5,81908200;0,62010950;5,19897200
0,78200627;5,71327500;0,62010950;5,09316500
0,78267295;5,71327500;0,58858270;5,12469200
0,78333962;5,81908200;0,62010950;5,19897200
0,78400629;5,81908200;0,62010950;5,19897200
0,78467296;5,81908200;0,62010950;5,19897200
0,78533963;5,71327500;0,62010950;5,09316500
0,78600631;5,71327500;0,62010950;5,09316500
0,78667298;5,71327500;0,62010950;5,09316500
0,78733965;5,71327500;0,62010950;5,09316500
0,78800632;5,71327500;0,62010950;5,09316500
0,78867299;5,71327500;0,62010950;5,09316500
0,78933967;5,71327500;0,62010950;5,09316500
0,79000634;5,81908200;0,62010950;5,19897200
0,79067301;5,81908200;0,62010950;5,19897200
0,79133968;5,81908200;0,63062870;5,18845400
0,79200635;5,71327500;0,62010950;5,09316500
0,79267303;5,71327500;0,60962100;5,10365400
0,79333970;5,81908200;0,60962100;5,20946100
0,79400637;5,71327500;0,62010950;5,09316500
0,79467304;5,71327500;0,60962100;5,10365400
0,79533971;5,81908200;0,62010950;5,19897200
0,79600639;5,71327500;0,62010950;5,09316500
0,79667306;5,71327500;0,60962100;5,10365400
0,79733973;5,81908200;0,62010950;5,19897200
0,79800640;5,71327500;0,62010950;5,09316500
0,79867307;5,71327500;0,62010950;5,09316500
0,79933975;5,81908200;0,62010950;5,19897200
0,80000642;5,71327500;0,62010950;5,09316500
0,80067309;5,71327500;0,60962100;5,10365400
0,80133976;5,81908200;0,62010950;5,19897200
0,80200643;5,71327500;0,60962100;5,10365400
0,80267311;5,81908200;0,62010950;5,19897200
0,80333978;5,81908200;0,60962100;5,20946100
0,80400645;5,71327500;0,59910180;5,11417300
0,80467312;5,81908200;0,62010950;5,19897200
0,80533979;5,81908200;0,62010950;5,19897200
0,80600647;5,71327500;0,60962100;5,10365400
0,80667314;5,81908200;0,62010950;5,19897200
0,80733981;5,71327500;0,62010950;5,09316500
0,80800648;5,81908200;0,63062870;5,18845400
0,80867315;5,81908200;0,62010950;5,19897200
0,80933983;5,71327500;0,62010950;5,09316500
0,81000650;5,81908200;0,62010950;5,19897200
0,81067317;5,71327500;0,62010950;5,09316500
0,81133984;5,81908200;0,60962100;5,20946100
0,81200651;5,71327500;0,60962100;5,10365400
0,81267319;5,81908200;0,62010950;5,19897200
0,81333986;5,71327500;0,62010950;5,09316500
0,81400653;5,71327500;0,62010950;5,09316500
0,81467320;5,71327500;0,62010950;5,09316500
0,81533987;5,81908200;0,62010950;5,19897200
0,81600655;5,81908200;0,62010950;5,19897200
0,81667322;5,71327500;0,62010950;5,09316500
0,81733989;5,71327500;0,62010950;5,09316500
0,81800656;5,81908200;0,62010950;5,19897200
0,81867323;5,71327500;0,62010950;5,09316500
0,81933991;5,81908200;0,60962100;5,20946100
0,82000658;5,81908200;0,62010950;5,19897200
0,82067325;5,81908200;0,62010950;5,19897200
0,82133992;5,71327500;0,62010950;5,09316500
0,82200659;5,81908200;0,60962100;5,20946100
0,82267327;5,81908200;0,62010950;5,19897200
0,82333994;5,81908200;0,60962100;5,20946100
0,82400661;5,71327500;0,62010950;5,09316500
0,82467328;5,71327500;0,62010950;5,09316500
0,82533995;5,71327500;0,60962100;5,10365400
0,82600663;5,71327500;0,62010950;5,09316500
0,82667330;5,71327500;0,62010950;5,09316500
0,82733997;5,81908200;0,60962100;5,20946100
0,82800664;5,81908200;0,62010950;5,19897200
0,82867331;5,81908200;0,62010950;5,19897200
0,82933999;5,71327500;0,62010950;5,09316500
0,83000666;5,81908200;0,60962100;5,20946100
0,83067333;5,81908200;0,62010950;5,19897200
0,83134000;5,81908200;0,62010950;5,19897200
0,83200667;5,81908200;0,62010950;5,19897200
0,83267335;5,81908200;0,62010950;5,19897200
0,83334002;5,71327500;0,62010950;5,09316500
0,83400669;5,71327500;0,60962100;5,10365400
0,83467336;5,81908200;0,62010950;5,19897200
0,83534003;5,81908200;0,62010950;5,19897200
0,83600671;5,81908200;0,62010950;5,19897200
0,83667338;5,81908200;0,62010950;5,19897200
0,83734005;5,71327500;0,62010950;5,09316500
0,83800672;5,81908200;0,60962100;5,20946100
0,83867339;5,81908200;0,62010950;5,19897200
0,83934007;5,71327500;0,62010950;5,09316500
0,84000674;5,81908200;0,60962100;5,20946100
0,84067341;5,71327500;0,62010950;5,09316500
0,84134008;5,81908200;0,62010950;5,19897200
0,84200675;5,81908200;0,60962100;5,20946100
0,84267343;5,71327500;0,62010950;5,09316500
0,84334010;5,71327500;0,60962100;5,10365400
0,84400677;5,71327500;0,62010950;5,09316500
0,84467344;5,71327500;0,60962100;5,10365400
0,84534011;5,71327500;0,62010950;5,09316500
0,84600679;5,71327500;0,62010950;5,09316500
0,84667346;5,81908200;0,62010950;5,19897200
0,84734013;5,71327500;0,60962100;5,10365400
0,84800680;5,71327500;0,62010950;5,09316500
0,84867347;5,71327500;0,62010950;5,09316500
0,84934015;5,71327500;0,60962100;5,10365400
0,85000682;5,81908200;0,62010950;5,19897200
0,85067349;5,81908200;0,62010950;5,19897200
0,85134016;5,81908200;0,62010950;5,19897200
0,85200683;5,71327500;0,62010950;5,09316500
0,85267351;5,81908200;0,62010950;5,19897200
0,85334018;5,81908200;0,62010950;5,19897200
0,85400685;5,71327500;0,62010950;5,09316500
0,85467352;5,71327500;0,62010950;5,09316500
0,85534019;5,71327500;0,62010950;5,09316500
0,85600687;5,71327500;0,62010950;5,09316500
0,85667354;5,71327500;0,62010950;5,09316500
0,85734021;5,81908200;0,62010950;5,19897200
0,85800688;5,81908200;0,60962100;5,20946100
0,85867355;5,71327500;0,60962100;5,10365400
0,85934023;5,71327500;0,62010950;5,09316500
0,86000690;5,81908200;0,60962100;5,20946100
0,86067357;5,81908200;0,60962100;5,20946100
0,86134024;5,81908200;0,60962100;5,20946100
0,86200691;5,81908200;0,62010950;5,19897200
0,86267359;5,81908200;0,62010950;5,19897200
0,86334026;5,81908200;0,62010950;5,19897200
0,86400693;5,81908200;0,62010950;5,19897200
0,86467360;5,71327500;0,62010950;5,09316500
0,86534027;5,81908200;0,62010950;5,19897200
0,86600695;5,71327500;0,62010950;5,09316500
0,86667362;5,71327500;0,62010950;5,09316500
0,86734029;5,71327500;0,60962100;5,10365400
0,86800696;5,81908200;0,60962100;5,20946100
0,86867364;5,81908200;0,60962100;5,20946100
0,86934031;5,81908200;0,62010950;5,19897200
0,87000698;5,81908200;0,62010950;5,19897200
0,87067365;5,71327500;0,62010950;5,09316500
0,87134032;5,81908200;0,60962100;5,20946100
0,87200700;5,81908200;0,62010950;5,19897200
0,87267367;5,71327500;0,62010950;5,09316500
0,87334034;5,81908200;0,62010950;5,19897200
0,87400701;5,81908200;0,62010950;5,19897200
0,87467368;5,81908200;0,62010950;5,19897200
0,87534036;5,81908200;0,60962100;5,20946100
0,87600703;5,81908200;0,62010950;5,19897200
0,87667370;5,71327500;0,62010950;5,09316500
0,87734037;5,71327500;0,60962100;5,10365400
0,87800704;5,81908200;0,60962100;5,20946100
0,87867372;5,71327500;0,62010950;5,09316500
0,87934039;5,81908200;0,60962100;5,20946100
0,88000706;5,81908200;0,62010950;5,19897200
0,88067373;5,71327500;0,62010950;5,09316500
0,88134040;5,81908200;0,62010950;5,19897200
0,88200708;5,81908200;0,62010950;5,19897200
0,88267375;5,81908200;0,62010950;5,19897200
0,88334042;5,71327500;0,62010950;5,09316500
0,88400709;5,81908200;0,62010950;5,19897200
0,88467376;5,71327500;0,62010950;5,09316500
0,88534044;5,71327500;0,62010950;5,09316500
0,88600711;5,71327500;0,62010950;5,09316500
0,88667378;5,71327500;0,62010950;5,09316500
0,88734045;5,71327500;0,63062870;5,08264600
0,88800712;5,81908200;0,62010950;5,19897200
0,88867380;5,71327500;0,62010950;5,09316500
0,88934047;5,71327500;0,62010950;5,09316500
0,89000714;5,71327500;0,62010950;5,09316500
0,89067381;5,81908200;0,60962100;5,20946100
0,89134048;5,81908200;0,62010950;5,19897200
0,89200716;5,81908200;0,62010950;5,19897200
0,89267383;5,81908200;0,62010950;5,19897200
0,89334050;5,71327500;0,60962100;5,10365400
0,89400717;5,81908200;0,62010950;5,19897200
0,89467384;5,81908200;0,62010950;5,19897200
0,89534052;5,81908200;0,62010950;5,19897200
0,89600719;5,81908200;0,62010950;5,19897200
0,89667386;5,81908200;0,62010950;5,19897200
0,89734053;5,81908200;0,62010950;5,19897200
0,89800720;5,81908200;0,62010950;5,19897200
0,89867388;5,81908200;0,62010950;5,19897200
0,89934055;5,71327500;0,60962100;5,10365400
0,90000722;5,71327500;0,60962100;5,10365400
0,90067389;5,81908200;0,62010950;5,19897200
0,90134056;5,81908200;0,60962100;5,20946100
0,90200724;5,81908200;0,60962100;5,20946100
0,90267391;5,71327500;0,62010950;5,09316500
0,90334058;5,71327500;0,60962100;5,10365400
0,90400725;5,81908200;0,62010950;5,19897200
0,90467392;5,71327500;0,60962100;5,10365400
0,90534060;5,81908200;0,62010950;5,19897200
0,90600727;5,71327500;0,62010950;5,09316500
0,90667394;5,71327500;0,60962100;5,10365400
0,90734061;5,71327500;0,62010950;5,09316500
0,90800728;5,81908200;0,62010950;5,19897200
0,90867396;5,81908200;0,60962100;5,20946100
0,90934063;5,71327500;0,60962100;5,10365400
0,91000730;5,71327500;0,62010950;5,09316500
0,91067397;5,81908200;0,62010950;5,19897200
0,91134064;5,81908200;0,62010950;5,19897200
0,91200732;5,81908200;0,60962100;5,20946100
0,91267399;5,81908200;0,62010950;5,19897200
0,91334066;5,81908200;0,60962100;5,20946100
0,91400733;5,71327500;0,62010950;5,09316500
0,91467400;5,71327500;0,60962100;5,10365400
0,91534068;5,81908200;0,63062870;5,18845400
0,91600735;5,81908200;0,62010950;5,19897200
0,91667402;5,81908200;0,62010950;5,19897200
0,91734069;5,71327500;0,62010950;5,09316500
0,91800736;5,81908200;0,62010950;5,19897200
0,91867404;5,71327500;0,62010950;5,09316500
0,91934071;5,81908200;0,62010950;5,19897200
0,92000738;5,71327500;0,62010950;5,09316500
0,92067405;5,71327500;0,62010950;5,09316500
0,92134072;5,81908200;0,62010950;5,19897200
0,92200740;5,81908200;0,63062870;5,18845400
0,92267407;5,71327500;0,62010950;5,09316500
0,92334074;5,81908200;0,62010950;5,19897200
0,92400741;5,71327500;0,62010950;5,09316500
0,92467408;5,71327500;0,62010950;5,09316500
0,92534076;5,81908200;0,62010950;5,19897200
0,92600743;5,71327500;0,60962100;5,10365400
0,92667410;5,71327500;0,60962100;5,10365400
0,92734077;5,71327500;0,60962100;5,10365400
0,92800744;5,81908200;0,62010950;5,19897200
0,92867412;5,81908200;0,60962100;5,20946100
0,92934079;5,81908200;0,62010950;5,19897200
0,93000746;5,81908200;0,60962100;5,20946100
0,93067413;5,81908200;0,62010950;5,19897200
0,93134080;5,81908200;0,60962100;5,20946100
0,93200748;5,71327500;0,60962100;5,10365400
0,93267415;5,71327500;0,62010950;5,09316500
0,93334082;5,81908200;0,62010950;5,19897200
0,93400749;5,81908200;0,62010950;5,19897200
0,93467416;5,71327500;0,62010950;5,09316500
0,93534084;5,71327500;0,62010950;5,09316500
0,93600751;5,71327500;0,62010950;5,09316500
0,93667418;5,81908200;0,62010950;5,19897200
0,93734085;5,71327500;0,60962100;5,10365400
0,93800752;5,71327500;0,62010950;5,09316500
0,93867420;5,71327500;0,62010950;5,09316500
0,93934087;5,71327500;0,62010950;5,09316500
0,94000754;5,81908200;0,62010950;5,19897200
0,94067421;5,81908200;0,60962100;5,20946100
0,94134088;5,81908200;0,62010950;5,19897200
0,94200756;5,81908200;0,62010950;5,19897200
0,94267423;5,71327500;0,62010950;5,09316500
0,94334090;5,71327500;0,62010950;5,09316500
0,94400757;5,71327500;0,62010950;5,09316500
0,94467424;5,71327500;0,62010950;5,09316500
0,94534092;5,71327500;0,62010950;5,09316500
0,94600759;5,81908200;0,62010950;5,19897200
0,94667426;5,81908200;0,60962100;5,20946100
0,94734093;5,71327500;0,60962100;5,10365400
0,94800760;5,81908200;0,62010950;5,19897200
0,94867428;5,81908200;0,60962100;5,20946100
0,94934095;5,71327500;0,60962100;5,10365400
0,95000762;5,81908200;0,62010950;5,19897200
0,95067429;5,71327500;0,62010950;5,09316500
0,95134096;5,71327500;0,62010950;5,09316500
0,95200764;5,81908200;0,62010950;5,19897200
0,95267431;5,81908200;0,62010950;5,19897200
0,95334098;5,81908200;0,62010950;5,19897200
0,95400765;5,81908200;0,62010950;5,19897200
0,95467432;5,81908200;0,58858270;5,23050000
0,95534100;5,71327500;0,62010950;5,09316500
0,95600767;5,81908200;0,62010950;5,19897200
0,95667434;5,71327500;0,62010950;5,09316500
0,95734101;5,81908200;0,62010950;5,19897200
0,95800769;5,81908200;0,62010950;5,19897200
0,95867436;5,81908200;0,60962100;5,20946100
0,95934103;5,81908200;0,62010950;5,19897200
0,96000770;5,71327500;0,60962100;5,10365400
0,96067437;5,81908200;0,62010950;5,19897200
0,96134105;5,71327500;0,62010950;5,09316500
0,96200772;5,81908200;0,60962100;5,20946100
0,96267439;5,81908200;0,62010950;5,19897200
0,96334106;5,81908200;0,62010950;5,19897200
0,96400773;5,71327500;0,62010950;5,09316500
0,96467441;5,71327500;0,62010950;5,09316500
0,96534108;5,81908200;0,60962100;5,20946100
0,96600775;5,71327500;0,60962100;5,10365400
0,96667442;5,71327500;0,62010950;5,09316500
0,96734109;5,71327500;0,62010950;5,09316500
0,96800777;5,81908200;0,62010950;5,19897200
0,96867444;5,71327500;0,60962100;5,10365400
0,96934111;5,81908200;0,62010950;5,19897200
0,97000778;5,81908200;0,62010950;5,19897200
0,97067445;5,71327500;0,62010950;5,09316500
0,97134113;5,71327500;0,62010950;5,09316500
0,97200780;5,71327500;0,62010950;5,09316500
0,97267447;5,81908200;0,62010950;5,19897200
0,97334114;5,81908200;0,62010950;5,19897200
0,97400781;5,71327500;0,62010950;5,09316500
0,97467449;5,81908200;0,60962100;5,20946100
0,97534116;5,81908200;0,60962100;5,20946100
0,97600783;5,81908200;0,62010950;5,19897200
0,97667450;5,81908200;0,62010950;5,19897200
0,97734117;5,71327500;0,62010950;5,09316500
0,97800785;5,81908200;0,60962100;5,20946100
0,97867452;5,81908200;0,62010950;5,19897200
0,97934119;5,81908200;0,62010950;5,19897200
0,98000786;5,81908200;0,60962100;5,20946100
0,98067453;5,71327500;0,62010950;5,09316500
0,98134121;5,71327500;0,62010950;5,09316500
0,98200788;5,81908200;0,60962100;5,20946100
0,98267455;5,71327500;0,62010950;5,09316500
0,98334122;5,71327500;0,60962100;5,10365400
0,98400789;5,71327500;0,62010950;5,09316500
0,98467457;5,71327500;0,62010950;5,09316500
0,98534124;5,81908200;0,62010950;5,19897200
0,98600791;5,71327500;0,62010950;5,09316500
0,98667458;5,71327500;0,62010950;5,09316500
0,98734125;5,81908200;0,62010950;5,19897200
0,98800793;5,81908200;0,62010950;5,19897200
0,98867460;5,71327500;0,60962100;5,10365400
0,98934127;5,81908200;0,62010950;5,19897200
0,99000794;5,71327500;0,62010950;5,09316500
0,99067461;5,81908200;0,60962100;5,20946100
0,99134129;5,81908200;0,62010950;5,19897200
0,99200796;5,71327500;0,60962100;5,10365400
0,99267463;5,81908200;0,62010950;5,19897200
0,99334130;5,71327500;0,60962100;5,10365400
0,99400797;5,81908200;0,60962100;5,20946100
0,99467465;5,81908200;0,62010950;5,19897200
0,99534132;5,81908200;0,62010950;5,19897200
0,99600799;5,81908200;0,62010950;5,19897200
0,99667466;5,71327500;0,62010950;5,09316500
0,99734133;5,81908200;0,62010950;5,19897200
0,99800801;5,81908200;0,60962100;5,20946100
0,99867468;5,71327500;0,62010950;5,09316500
0,99934135;5,71327500;0,62010950;5,09316500
1,00000802;5,71327500;0,62010950;5,09316500
1,00067469;5,81908200;0,62010950;5,19897200
1,00134137;5,71327500;0,62010950;5,09316500
1,00200804;5,71327500;0,62010950;5,09316500
1,00267471;5,71327500;0,62010950;5,09316500
1,00334138;5,81908200;0,62010950;5,19897200
1,00400805;5,71327500;0,62010950;5,09316500
1,00467473;5,81908200;0,62010950;5,19897200
1,00534140;5,81908200;0,62010950;5,19897200
1,00600807;5,71327500;0,62010950;5,09316500
1,00667474;5,71327500;0,62010950;5,09316500
1,00734141;5,81908200;0,60962100;5,20946100
1,00800809;5,71327500;0,62010950;5,09316500
1,00867476;5,81908200;0,62010950;5,19897200
1,00934143;5,71327500;0,60962100;5,10365400
1,01000810;5,71327500;0,62010950;5,09316500
1,01067477;5,81908200;0,62010950;5,19897200
1,01134145;5,81908200;0,62010950;5,19897200
1,01200812;5,71327500;0,60962100;5,10365400
1,01267479;5,71327500;0,62010950;5,09316500
1,01334146;5,81908200;0,62010950;5,19897200
1,01400813;5,71327500;0,63062870;5,08264600
1,01467481;5,81908200;0,60962100;5,20946100
1,01534148;5,81908200;0,62010950;5,19897200
1,01600815;5,81908200;0,60962100;5,20946100
1,01667482;5,71327500;0,62010950;5,09316500
1,01734149;5,71327500;0,62010950;5,09316500
1,01800817;5,81908200;0,62010950;5,19897200
1,01867484;5,71327500;0,60962100;5,10365400
1,01934151;5,81908200;0,60962100;5,20946100
1,02000818;5,71327500;0,62010950;5,09316500
1,02067485;5,81908200;0,62010950;5,19897200
1,02134153;5,81908200;0,62010950;5,19897200
1,02200820;5,81908200;0,62010950;5,19897200
1,02267487;5,81908200;0,62010950;5,19897200
1,02334154;5,81908200;0,62010950;5,19897200
1,02400821;5,81908200;0,62010950;5,19897200
1,02467489;5,71327500;0,60962100;5,10365400
1,02534156;5,71327500;0,62010950;5,09316500
1,02600823;5,71327500;0,62010950;5,09316500
1,02667490;5,81908200;0,60962100;5,20946100
1,02734157;5,71327500;0,60962100;5,10365400
1,02800825;5,71327500;0,62010950;5,09316500
1,02867492;5,81908200;0,62010950;5,19897200
1,02934159;5,81908200;0,62010950;5,19897200
1,03000826;5,81908200;0,62010950;5,19897200
1,03067493;5,81908200;0,62010950;5,19897200
1,03134161;5,81908200;0,62010950;5,19897200
1,03200828;5,81908200;0,62010950;5,19897200
1,03267495;5,71327500;0,60962100;5,10365400
1,03334162;5,81908200;0,62010950;5,19897200
1,03400829;5,71327500;0,62010950;5,09316500
1,03467497;5,81908200;0,60962100;5,20946100
1,03534164;5,81908200;0,62010950;5,19897200
1,03600831;5,81908200;0,60962100;5,20946100
1,03667498;5,71327500;0,60962100;5,10365400
1,03734165;5,71327500;0,62010950;5,09316500
1,03800833;5,81908200;0,62010950;5,19897200
1,03867500;5,71327500;0,60962100;5,10365400
1,03934167;5,71327500;0,62010950;5,09316500
1,04000834;5,81908200;0,62010950;5,19897200
1,04067501;5,81908200;0,62010950;5,19897200
1,04134169;5,71327500;0,62010950;5,09316500
1,04200836;5,71327500;0,62010950;5,09316500
1,04267503;5,71327500;0,62010950;5,09316500
1,04334170;5,81908200;0,60962100;5,20946100
1,04400837;5,71327500;0,62010950;5,09316500
1,04467505;5,71327500;0,62010950;5,09316500
1,04534172;5,71327500;0,62010950;5,09316500
1,04600839;5,81908200;0,62010950;5,19897200
1,04667506;5,71327500;0,62010950;5,09316500
1,04734173;5,71327500;0,62010950;5,09316500
1,04800841;5,81908200;0,62010950;5,19897200
1,04867508;5,81908200;0,62010950;5,19897200
1,04934175;5,81908200;0,62010950;5,19897200
1,05000842;5,71327500;0,62010950;5,09316500
1,05067510;5,71327500;0,62010950;5,09316500
1,05134177;5,71327500;0,60962100;5,10365400
1,05200844;5,81908200;0,62010950;5,19897200
1,05267511;5,71327500;0,62010950;5,09316500
1,05334178;5,71327500;0,62010950;5,09316500
1,05400846;5,81908200;0,62010950;5,19897200
1,05467513;5,71327500;0,62010950;5,09316500
1,05534180;5,81908200;0,62010950;5,19897200
1,05600847;5,71327500;0,62010950;5,09316500
1,05667514;5,81908200;0,62010950;5,19897200
1,05734182;5,81908200;0,62010950;5,19897200
1,05800849;5,81908200;0,60962100;5,20946100
1,05867516;5,81908200;0,62010950;5,19897200
1,05934183;5,81908200;0,62010950;5,19897200
1,06000850;5,71327500;0,62010950;5,09316500
1,06067518;5,81908200;0,62010950;5,19897200
1,06134185;5,71327500;0,62010950;5,09316500
1,06200852;5,71327500;0,62010950;5,09316500
1,06267519;5,71327500;0,60962100;5,10365400
1,06334186;5,81908200;0,62010950;5,19897200
1,06400854;5,81908200;0,62010950;5,19897200
1,06467521;5,81908200;0,62010950;5,19897200
1,06534188;5,71327500;0,62010950;5,09316500
1,06600855;5,71327500;0,60962100;5,10365400
1,06667522;5,81908200;0,62010950;5,19897200
1,06734190;5,71327500;0,62010950;5,09316500
1,06800857;5,81908200;0,60962100;5,20946100
1,06867524;5,81908200;0,60962100;5,20946100
1,06934191;5,71327500;0,62010950;5,09316500
1,07000858;5,71327500;0,62010950;5,09316500
1,07067526;5,71327500;0,62010950;5,09316500
1,07134193;5,81908200;0,62010950;5,19897200
1,07200860;5,81908200;0,62010950;5,19897200
1,07267527;5,81908200;0,62010950;5,19897200
1,07334194;5,71327500;0,62010950;5,09316500
1,07400862;5,81908200;0,64114790;5,17793500
1,07467529;5,81908200;0,62010950;5,19897200
1,07534196;5,71327500;0,62010950;5,09316500
1,07600863;5,81908200;0,62010950;5,19897200
1,07667530;5,81908200;0,62010950;5,19897200
1,07734198;5,71327500;0,62010950;5,09316500
1,07800865;5,71327500;0,62010950;5,09316500
1,07867532;5,71327500;0,62010950;5,09316500
1,07934199;5,81908200;0,62010950;5,19897200
1,08000866;5,71327500;0,62010950;5,09316500
1,08067534;5,71327500;0,62010950;5,09316500
1,08134201;5,81908200;0,60962100;5,20946100
1,08200868;5,81908200;0,62010950;5,19897200
1,08267535;5,81908200;0,60962100;5,20946100
1,08334202;5,81908200;0,62010950;5,19897200
1,08400870;5,81908200;0,62010950;5,19897200
1,08467537;5,81908200;0,62010950;5,19897200
1,08534204;5,81908200;0,62010950;5,19897200
1,08600871;5,81908200;0,62010950;5,19897200
1,08667538;5,71327500;0,62010950;5,09316500
1,08734206;5,71327500;0,62010950;5,09316500
1,08800873;5,81908200;0,64114790;5,17793500
1,08867540;5,71327500;0,62010950;5,09316500
1,08934207;5,71327500;0,62010950;5,09316500
1,09000874;5,71327500;0,62010950;5,09316500
1,09067542;5,71327500;0,60962100;5,10365400
1,09134209;5,71327500;0,62010950;5,09316500
1,09200876;5,71327500;0,62010950;5,09316500
1,09267543;5,71327500;0,62010950;5,09316500
1,09334210;5,81908200;0,62010950;5,19897200
1,09400878;5,81908200;0,62010950;5,19897200
1,09467545;5,71327500;0,62010950;5,09316500
1,09534212;5,81908200;0,62010950;5,19897200
1,09600879;5,81908200;0,62010950;5,19897200
1,09667546;5,81908200;0,62010950;5,19897200
1,09734214;5,81908200;0,62010950;5,19897200
1,09800881;5,81908200;0,62010950;5,19897200
1,09867548;5,81908200;0,60962100;5,20946100
1,09934215;5,71327500;0,60962100;5,10365400
1,10000882;5,71327500;0,62010950;5,09316500
1,10067550;5,71327500;0,60962100;5,10365400
1,10134217;5,81908200;0,62010950;5,19897200
1,10200884;5,81908200;0,59910180;5,21998000
1,10267551;5,71327500;0,60962100;5,10365400
1,10334218;5,81908200;0,60962100;5,20946100
1,10400886;5,71327500;0,62010950;5,09316500
1,10467553;5,81908200;0,62010950;5,19897200
1,10534220;5,81908200;0,62010950;5,19897200
1,10600887;5,81908200;0,62010950;5,19897200
1,10667554;5,81908200;0,62010950;5,19897200
1,10734222;5,71327500;0,62010950;5,09316500
1,10800889;5,71327500;0,60962100;5,10365400
1,10867556;5,81908200;0,60962100;5,20946100
1,10934223;5,71327500;0,60962100;5,10365400
1,11000890;5,81908200;0,62010950;5,19897200
1,11067558;5,81908200;0,62010950;5,19897200
1,11134225;5,71327500;0,62010950;5,09316500
1,11200892;5,81908200;0,63062870;5,18845400
1,11267559;5,81908200;0,62010950;5,19897200
1,11334226;5,71327500;0,62010950;5,09316500
1,11400894;5,81908200;0,62010950;5,19897200
1,11467561;5,81908200;0,60962100;5,20946100
1,11534228;5,81908200;0,62010950;5,19897200
1,11600895;5,81908200;0,60962100;5,20946100
1,11667562;5,71327500;0,62010950;5,09316500
1,11734230;5,81908200;0,60962100;5,20946100
1,11800897;5,71327500;0,62010950;5,09316500
1,11867564;5,81908200;0,62010950;5,19897200
1,11934231;5,71327500;0,62010950;5,09316500
1,12000898;5,71327500;0,60962100;5,10365400
1,12067566;5,71327500;0,62010950;5,09316500
