t,x,y,ux,uy
0.0,0.0,0.0,0.0,1.0
0.001,0.0,0.001,0.0005847102846637649,0.9991887578148244
0.002,5.847102846637649e-07,0.0019991887578148246,0.001169095934394244,0.9983776238801357
0.003,1.753806219058009e-06,0.0029975663816949605,0.0017531565623846606,0.9975665984695907
0.004,3.5069627814426696e-06,0.003995132980164551,0.0023368917815773816,0.996755681857505
0.005,5.8438545630200515e-06,0.004991888662022056,0.002920301204665135,0.9959448743188543
0.006,8.764155767685186e-06,0.005987833536340911,0.0035033844440922326,0.995134176129276
0.007,1.2267540211777419e-05,0.006982967712470187,0.004086141112055805,0.99432358756507
0.008,1.6353681323833225e-05,0.007977291300035256,0.004668570820507041,0.9935131089031998
0.009000000000000001,2.1022252144340268e-05,0.008970804408938457,0.005250673181152437,0.9927027404212938
0.010000000000000002,2.6272925325492704e-05,0.00996350714935975,0.005832447805455054,0.9918924823976467
0.011000000000000003,3.210537313094776e-05,0.010955399631757397,0.006413894304635786,0.9910823351112205
0.012000000000000004,3.851926743558355e-05,0.011946481966868618,0.006995012289674631,0.9902722988416452
0.013000000000000005,4.551427972525818e-05,0.012936754265710263,0.007575801371311974,0.989462373869221
0.014000000000000005,5.3090081096570155e-05,0.013926216639579483,0.008156261160049883,0.9886525604749185
0.015000000000000006,6.124634225662003e-05,0.0149148692000544,0.0087363912661534,0.9878428589403803
0.016000000000000007,6.998273352277343e-05,0.01590271205899478,0.009316191299651853,0.9870332695479224
0.017000000000000008,7.929892482242528e-05,0.016889745328542705,0.009895660870340179,0.9862237925805347
0.01800000000000001,8.919458569276546e-05,0.01787596912112324,0.010474799587780236,0.985414428321883
0.01900000000000001,9.966938528054569e-05,0.01886138354944512,0.011053607061302146,0.9846051770563093
0.02000000000000001,0.00011072299234184784,0.01984598872650143,0.011632082900005633,0.9837960390688338
0.02100000000000001,0.00012235507524185348,0.020829784765570264,0.012210226712761375,0.9829870146451554
0.022000000000000013,0.00013456530195461486,0.021812771780215418,0.012788038108212364,0.9821781040716531
0.023000000000000013,0.00014735334006282723,0.022794949884287073,0.013365516694775273,0.9813693076353872
