t,x,y,ux,uy
0.0,0.0,0.0,0.0,1.0
0.001,0.0,0.001,0.0005257311121191336,0.999149349191648
0.002,5.257311121191336e-07,0.0019991493491916482,0.001051214756572964,0.9982988221257703
0.003,1.5769458686920975e-06,0.0029974481713174184,0.0015764505702479724,0.9974484190741686
0.004,3.15339643894007e-06,0.003994896590391587,0.0021014381895884285,0.996598140309303
0.005,5.2548346285284985e-06,0.0049914947307008895,0.002626177250596764,0.9957479861042929
0.006,7.881011879125262e-06,0.005987242716805182,0.003150667388833955,0.9948979567329187
0.007,1.1031679267959216e-05,0.0069821406735381016,0.003674908239419906,0.9940480524696231
0.008,1.4706587507379122e-05,0.007976188726007725,0.004198899437033848,0.993198273589513
0.009000000000000001,1.890548694441297e-05,0.008969386999597238,0.0047226406159147395,0.99234862036836
0.010000000000000002,2.362812756032771e-05,0.009961735619965597,0.005246131409861672,0.991499093082603
0.011000000000000003,2.887425897018938e-05,0.0109532347130482,0.005769371452234288,0.9906496920093487
0.012000000000000004,3.464363042242367e-05,0.011943884405057548,0.006292360375953204,0.9898004174263738
0.013000000000000005,4.0935990798376876e-05,0.012933684822483922,0.006815097813500438,0.9889512696121258
0.014000000000000005,4.7751088611877314e-05,0.013922636092096048,0.007337583396919847,0.9881022488457247
0.015000000000000006,5.508867200879716e-05,0.014910738340941773,0.007859816757817571,0.9872533554069648
0.016000000000000007,6.294848876661473e-05,0.015897991696348736,0.008381797527362485,0.9864045895763156
0.017000000000000008,7.133028629397721e-05,0.01688439628592505,0.008903525336286654,0.9855559516349236
0.01800000000000001,8.023381163026387e-05,0.017869952237559973,0.009424999814885803,0.9847074418646136
0.01900000000000001,8.965881144514967e-05,0.018854659679424585,0.009946220593019786,0.9838590605478902
0.02000000000000001,9.960503203816946e-05,0.019838518739972475,0.01046718730011307,0.9830108079679393
0.02100000000000001,0.00011007221933828253,0.020821529547940414,0.010987899565155217,0.9821626844086294
0.022000000000000013,0.00012106011890343775,0.021803692232349042,0.011508357016701387,0.9813146901545136
0.023000000000000013,0.00013256847592013914,0.022785006922503556,0.012028559282872836,0.98046682549083
0.024000000000000014,0.00014459703520301197,0.023765473747994387,0.012548505991357421,0.9796190907035043
0.025000000000000015,0.0001571455411943694,0.024745092838697892,0.013068196769410128,0.9787714860791505
0.026000000000000016,0.00017021373796377953,0.02572386432477704,0.013587631243853591,0.9779240119050728
0.027000000000000017,0.00018380136920763312,0.026701788336682113,0.014106809041078625,0.9770766684692667
0.028000000000000018,0.00019790817824871175,0.02767886500515138,0.014625729787044768,0.9762294560604207
0.02900000000000002,0.00021253390803575652,0.0286550944612118,0.015144393107280829,0.9753823749679177
0.03000000000000002,0.00022767830114303736,0.02963047683617972,0.015662798626885445,0.9745354254818366
0.03100000000000002,0.0002433410997699228,0.030605012261661554,0.01618094597052764,0.9736886078929535
0.03200000000000002,0.0002595220457404504,0.031578700869554506,0.016698834762447403,0.9728419224927434
0.03300000000000002,0.00027622088050289784,0.03255154279204725,0.017216464626456266,0.9719953695733813
0.03400000000000002,0.0002934373451293541,0.03352353816162063,0.017733835185937886,0.9711489494277442
0.035000000000000024,0.000311171180315292,0.034494687111048375,0.01825094606384865,0.9703026623494122
0.036000000000000025,0.00032942212637914066,0.035464989773397786,0.01876779688271827,0.9694565086326702
0.037000000000000026,0.00034818992326185894,0.03643444628203046,0.019284387264650395,0.9686104885725089
