t,x,y,ux,uy
0.0,0.0,0.0,0.0,1.0
0.001,0.0,0.001,0.0015307337294603591,0.9963044818699549
0.002,1.530733729460359e-06,0.001996304481869955,0.003059801755851255,0.9926106283905279
0.003,4.590535485311614e-06,0.002988915110260483,0.00458718987634382,0.9889184552752258
0.004,9.177725361655435e-06,0.003977833565535709,0.006112883748681222,0.9852279784180694
0.005,1.5290609110336657e-05,0.004963061543953778,0.007636868889849695,0.9815392138958854
0.006,2.292747800018635e-05,0.005944600757849664,0.009159130674742869,0.9778521779706261
0.007,3.2086608674929216e-05,0.00692245293582029,0.010679654334819662,0.9741668870917185
0.008,4.276626300974888e-05,0.007896619822912008,0.012198424956755941,0.9704833578984419
0.009000000000000001,5.496468796650482e-05,0.00886710318081045,0.013715427481090241,0.9668016072223345
0.010000000000000002,6.868011544759506e-05,0.009833904788032784,0.015230646700863772,0.9631216520896306
0.011000000000000003,8.391076214845883e-05,0.010797026440122415,0.016744067260255027,0.959443509723726
0.012000000000000004,0.00010065482940871386,0.011756469949846141,0.018255673653209282,0.9557671975476743
0.013000000000000005,0.00011891050306192314,0.012712237147393815,0.01976545022206327,0.9520927331867128
0.014000000000000005,0.0001386759532839864,0.013664329880580528,0.02127338115616541,0.9484201344708199
0.015000000000000006,0.00015994933444015184,0.014612750015051348,0.02277945049049187,0.9447494194373008
0.016000000000000007,0.0001827287849306437,0.015557499434488649,0.02428364210425886,0.9410806063334067
0.017000000000000008,0.00020701242703490257,0.016498580040822056,0.025785939719531543,0.9374137136189825
0.01800000000000001,0.0002327983667544341,0.017435993754441038,0.027286326899829905,0.9337487599691472
0.01900000000000001,0.000260084693654264,0.018369742514410186,0.02878478704873204,0.9300857642770052
0.02000000000000001,0.00028886948070299605,0.01929982827868719,0.030281303408475253,0.9264247456563889
0.02100000000000001,0.0003191507841114713,0.02022625302434358,0.03177585905855546,0.9227657234446331
0.022000000000000013,0.0003509266431700268,0.021149018747788212,0.0332684369143253,0.9191087172053816
0.023000000000000013,0.00038419508008435206,0.022068127464993592,0.03475901972559148,0.9154537467314245
0.024000000000000014,0.00041895409980994354,0.022983581211725015,0.03624759007521187,0.9118008320475695
0.025000000000000015,0.0004552016898851554,0.023895382043772586,0.03773413037769285,0.9081499934135433
0.026000000000000016,0.0004929358202628483,0.02480353203718613,0.039218622877787476,0.9045012513269276
0.027000000000000017,0.0005321544431406358,0.025708033288513055,0.04070104964909504,0.9008546265261254
