# frequency,input_amplitude,output_amplitude
1.297000000000000000e+04,2.047332885461699488e-05,2.081144176638686325e-05
1.297500000000000000e+04,2.045804668527106948e-05,2.080347383073125042e-05
1.298000000000000000e+04,2.044278279859396643e-05,2.079551267794486644e-05
1.298500000000000000e+04,2.042753716787907908e-05,2.078755829953653805e-05
1.299000000000000000e+04,2.041230976212918253e-05,2.077961068691043937e-05
1.299500000000000000e+04,2.039710055347056716e-05,2.077166983157499057e-05
1.300000000000000000e+04,2.038190951215852246e-05,2.076373572500232493e-05
1.300500000000000000e+04,2.036673660810171509e-05,2.075580835865020664e-05
1.301000000000000000e+04,2.035158181424072887e-05,2.074788772409799319e-05
1.301500000000000000e+04,2.033644510078316532e-05,2.073997381284274435e-05
1.302000000000000000e+04,2.032132643882798246e-05,2.073206661642791016e-05
1.302500000000000000e+04,2.030622579968029257e-05,2.072416612641456914e-05
1.303000000000000000e+04,2.029114315391276159e-05,2.071627233435662711e-05
1.303500000000000000e+04,2.027607847423802662e-05,2.070838523187646068e-05
1.304000000000000000e+04,2.026103173147703930e-05,2.070050481056392715e-05
1.304500000000000000e+04,2.024600289556439904e-05,2.069263106198833817e-05
1.305000000000000000e+04,2.023099193999279251e-05,2.068476397783953143e-05
1.305500000000000000e+04,2.021599883582557864e-05,2.067690354973853844e-05
1.306000000000000000e+04,2.020102355381901945e-05,2.066904976933001952e-05
1.306500000000000000e+04,2.018606606539624941e-05,2.066120262827938732e-05
1.307000000000000000e+04,2.017112634176627305e-05,2.065336211825226115e-05
1.307500000000000000e+04,2.015620435773862190e-05,2.064552823103554189e-05
1.308000000000000000e+04,2.014130008376730275e-05,2.063770095830444744e-05
1.308500000000000000e+04,2.012641348930541068e-05,2.062988029172312666e-05
1.309000000000000000e+04,2.011154454821857419e-05,2.062206622309108427e-05
1.309500000000000000e+04,2.009669323395571206e-05,2.061425874419604449e-05
1.310000000000000000e+04,2.008185951563293240e-05,2.060645784673305594e-05
1.310500000000000000e+04,2.006704336756312421e-05,2.059866352254508630e-05
1.311000000000000000e+04,2.005224476075804176e-05,2.059087576340095060e-05
1.311500000000000000e+04,2.003746366671102500e-05,2.058309456109413626e-05
1.312000000000000000e+04,2.002270005851263679e-05,2.057531990747298793e-05
1.312500000000000000e+04,2.000795390981716074e-05,2.056755179441192871e-05
1.313000000000000000e+04,1.999322519206255780e-05,2.055979021373737186e-05
1.313500000000000000e+04,1.997851387716893020e-05,2.055203515730799586e-05
1.314000000000000000e+04,1.996381993678173823e-05,2.054428661698044965e-05
1.314500000000000000e+04,1.994914334441909987e-05,2.053654458467422866e-05
1.315000000000000000e+04,1.993448407345200349e-05,2.052880905232241809e-05
1.315500000000000000e+04,1.991984209614543945e-05,2.052108001183264814e-05
1.316000000000000000e+04,1.990521738513418556e-05,2.051335745514170725e-05
1.316500000000000000e+04,1.989060991235283850e-05,2.050564137417861825e-05
1.317000000000000000e+04,1.987601965031747628e-05,2.049793176089511126e-05
1.317500000000000000e+04,1.986144657277380109e-05,2.049022860729583223e-05
1.318000000000000000e+04,1.984689065337556124e-05,2.048253190538781572e-05
1.318500000000000000e+04,1.983235186433783648e-05,2.047484164715318339e-05
1.319000000000000000e+04,1.981783017872900082e-05,2.046715782461078423e-05
1.319500000000000000e+04,1.980332556889153456e-05,2.045948042977521514e-05
1.320000000000000000e+04,1.978883800872450029e-05,2.045180945470788343e-05
1.320500000000000000e+04,1.977436747103507075e-05,2.044414489145509212e-05
1.321000000000000000e+04,1.975991392927946955e-05,2.043648673209850618e-05
1.321500000000000000e+04,1.974547735701203042e-05,2.042883496872430356e-05
1.322000000000000000e+04,1.973105772857901885e-05,2.042118959345539633e-05
1.322500000000000000e+04,1.971665501500761866e-05,2.041355059834235996e-05
1.323000000000000000e+04,1.970226919005696939e-05,2.040591797552107628e-05
1.323500000000000000e+04,1.968790022841417919e-05,2.039829171715155741e-05
1.324000000000000000e+04,1.967354810310782505e-05,2.039067181537856889e-05
1.324500000000000000e+04,1.965921278732049490e-05,2.038305826234633412e-05
1.325000000000000000e+04,1.964489425652493011e-05,2.037545105028613121e-05
1.325500000000000000e+04,1.963059248262667074e-05,2.036785017133500411e-05
1.326000000000000000e+04,1.961630744075933667e-05,2.036025561773257249e-05
1.326500000000000000e+04,1.960203910339661362e-05,2.035266738166352762e-05
1.327000000000000000e+04,1.958778744392487207e-05,2.034508545533983523e-05
1.327500000000000000e+04,1.957355243810930340e-05,2.033750983105232660e-05
1.328000000000000000e+04,1.955933405868008843e-05,2.032994050102635396e-05
1.328500000000000000e+04,1.954513227870651257e-05,2.032237745749925338e-05
1.329000000000000000e+04,1.953094707430170460e-05,2.031482069281088918e-05
1.329500000000000000e+04,1.951677841944192231e-05,2.030727019924639378e-05
1.330000000000000000e+04,1.950262628854648947e-05,2.029972596912018665e-05
1.330500000000000000e+04,1.948849065410538872e-05,2.029218799470560952e-05
1.331000000000000000e+04,1.947437149047978993e-05,2.028465626833720733e-05
1.331500000000000000e+04,1.946026877446274539e-05,2.027713078242500923e-05
1.332000000000000000e+04,1.944618247718842260e-05,2.026961152924025632e-05
1.332500000000000000e+04,1.943211257485012369e-05,2.026209850120012668e-05
1.333000000000000000e+04,1.941805904137145150e-05,2.025459169067164391e-05
1.333500000000000000e+04,1.940402185089982546e-05,2.024709109004338688e-05
1.334000000000000000e+04,1.939000097967297966e-05,2.023959669176579837e-05
1.334500000000000000e+04,1.937599640174480755e-05,2.023210848824312736e-05
1.335000000000000000e+04,1.936200809073265871e-05,2.022462647188029368e-05
1.335500000000000000e+04,1.934803602222693082e-05,2.021715063514919038e-05
1.336000000000000000e+04,1.933408017039405069e-05,2.020968097049086155e-05
1.336500000000000000e+04,1.932014051176758040e-05,2.020221747041725134e-05
1.337000000000000000e+04,1.930621701871936181e-05,2.019476012735338814e-05
1.337500000000000000e+04,1.929230966750137950e-05,2.018730893382341676e-05
1.338000000000000000e+04,1.927841843238724387e-05,2.017986388232480385e-05
1.338500000000000000e+04,1.926454328956610660e-05,2.017242496539633435e-05
1.339000000000000000e+04,1.925068421316877512e-05,2.016499217556114677e-05
1.339500000000000000e+04,1.923684117806270105e-05,2.015756550534877645e-05
1.340000000000000000e+04,1.922301416045276042e-05,2.015014494734741404e-05
1.340500000000000000e+04,1.920920313417727338e-05,2.014273049408933587e-05
1.341000000000000000e+04,1.919540807586904714e-05,2.013532213819374756e-05
1.341500000000000000e+04,1.918162896041473390e-05,2.012791987224297151e-05
1.342000000000000000e+04,1.916786576340976606e-05,2.012052368885127685e-05
1.342500000000000000e+04,1.915411845963480489e-05,2.011313358062212454e-05
1.343000000000000000e+04,1.914038702364216510e-05,2.010574954016198422e-05
1.343500000000000000e+04,1.912667143370375077e-05,2.009837156018339099e-05
1.344000000000000000e+04,1.911297166286657370e-05,2.009099963328080354e-05
1.344500000000000000e+04,1.909928768819859582e-05,2.008363375215929970e-05
1.345000000000000000e+04,1.908561948390420123e-05,2.007627390945955568e-05
1.345500000000000000e+04,1.907196702780072865e-05,2.006892009792822168e-05
1.346000000000000000e+04,1.905833029333157085e-05,2.006157231021025650e-05
1.346500000000000000e+04,1.904470925733761037e-05,2.005423053904650986e-05
1.347000000000000000e+04,1.903110389572371092e-05,2.004689477716923578e-05
1.347500000000000000e+04,1.901751418515383021e-05,2.003956501733646859e-05
1.348000000000000000e+04,1.900394010029988063e-05,2.003224125226942378e-05
1.348500000000000000e+04,1.899038161655995625e-05,2.002492347471385029e-05
1.349000000000000000e+04,1.897683871143976899e-05,2.001761167748163680e-05
1.349500000000000000e+04,1.896331135978965367e-05,2.001030585333385341e-05
1.350000000000000000e+04,1.894979953856571980e-05,2.000300599508835189e-05
1.350500000000000000e+04,1.893630322450147666e-05,1.999571209556729034e-05
1.351000000000000000e+04,1.892282239297079995e-05,1.998842414757468343e-05
1.351500000000000000e+04,1.890935701921675298e-05,1.998114214392100358e-05
1.352000000000000000e+04,1.889590708142763090e-05,1.997386607749839754e-05
1.352500000000000000e+04,1.888247255490521333e-05,1.996659594113633161e-05
1.353000000000000000e+04,1.886905341537062223e-05,1.995933172768639660e-05
1.353500000000000000e+04,1.885564964093195902e-05,1.995207343007689399e-05
1.354000000000000000e+04,1.884226120666709529e-05,1.994482104115965514e-05
1.354500000000000000e+04,1.882888809013112159e-05,1.993757455387001870e-05
1.355000000000000000e+04,1.881553026789813899e-05,1.993033396111822066e-05
1.355500000000000000e+04,1.880218771530773529e-05,1.992309925580296716e-05
1.356000000000000000e+04,1.878886040995781688e-05,1.991587043088388298e-05
1.356500000000000000e+04,1.877554832868558003e-05,1.990864747931984750e-05
1.357000000000000000e+04,1.876225144710787693e-05,1.990143039403612308e-05
1.357500000000000000e+04,1.874896974341251480e-05,1.989421916804616172e-05
1.358000000000000000e+04,1.873570319436935420e-05,1.988701379433275624e-05
1.358500000000000000e+04,1.872245177563319098e-05,1.987981426585989873e-05
1.359000000000000000e+04,1.870921546524565484e-05,1.987262057566262360e-05
1.359500000000000000e+04,1.869599424006078105e-05,1.986543271675650046e-05
1.360000000000000000e+04,1.868278807673403666e-05,1.985825068216485434e-05
1.360500000000000000e+04,1.866959695219960321e-05,1.985107446492347523e-05
1.361000000000000000e+04,1.865642084415137624e-05,1.984390405810222414e-05
1.361500000000000000e+04,1.864325972871401437e-05,1.983673945473621682e-05
1.362000000000000000e+04,1.863011358407824539e-05,1.982958064792745073e-05
1.362500000000000000e+04,1.861698238693292978e-05,1.982242763074972390e-05
1.363000000000000000e+04,1.860386611481783698e-05,1.981528039630777818e-05
1.363500000000000000e+04,1.859076474533372957e-05,1.980813893771212202e-05
1.364000000000000000e+04,1.857767825484308251e-05,1.980100324806321804e-05
1.364500000000000000e+04,1.856460662152315579e-05,1.979387332050900001e-05
1.365000000000000000e+04,1.855154982337679854e-05,1.978674914820607189e-05
1.365500000000000000e+04,1.853850783708074510e-05,1.977963072428788317e-05
1.366000000000000000e+04,1.852548063986227751e-05,1.977251804190937766e-05
1.366500000000000000e+04,1.851246821031449474e-05,1.976541109427170647e-05
1.367000000000000000e+04,1.849947052528163357e-05,1.975830987454369459e-05
1.367500000000000000e+04,1.848648756213601521e-05,1.975121437591435009e-05
1.368000000000000000e+04,1.847351929932859293e-05,1.974412459161042143e-05
1.368500000000000000e+04,1.846056571495840491e-05,1.973704051485746446e-05
1.369000000000000000e+04,1.844762678576675991e-05,1.972996213886253584e-05
1.369500000000000000e+04,1.843470249007806447e-05,1.972288945687965172e-05
1.370000000000000000e+04,1.842179280544249637e-05,1.971582246214922151e-05
1.370500000000000000e+04,1.840889771027712080e-05,1.970876114794873097e-05
1.371000000000000000e+04,1.839601718169185830e-05,1.970170550753144070e-05
1.371500000000000000e+04,1.838315119904027062e-05,1.969465553421426073e-05
1.372000000000000000e+04,1.837029974015394698e-05,1.968761122128840553e-05
1.372500000000000000e+04,1.835746278185283129e-05,1.968057256202786429e-05
1.373000000000000000e+04,1.834464030339521103e-05,1.967353954977591349e-05
1.373500000000000000e+04,1.833183228259997670e-05,1.966651217785327823e-05
1.374000000000000000e+04,1.831903869705346085e-05,1.965949043958305188e-05
1.374500000000000000e+04,1.830625952637436008e-05,1.965247432834899233e-05
1.375000000000000000e+04,1.829349474766257623e-05,1.964546383747625295e-05
1.375500000000000000e+04,1.828074434006378884e-05,1.963845896036107690e-05
1.376000000000000000e+04,1.826800828152309633e-05,1.963145969037185688e-05
1.376500000000000000e+04,1.825528655039326730e-05,1.962446602089611838e-05
1.377000000000000000e+04,1.824257912495548590e-05,1.961747794533315388e-05
1.377500000000000000e+04,1.822988598486804924e-05,1.961049545712816502e-05
1.378000000000000000e+04,1.821720710724721704e-05,1.960351854966194170e-05
1.378500000000000000e+04,1.820454247098437600e-05,1.959654721638269762e-05
1.379000000000000000e+04,1.819189205579269062e-05,1.958958145075513651e-05
1.379500000000000000e+04,1.817925583910609189e-05,1.958262124620881026e-05
1.380000000000000000e+04,1.816663379964280923e-05,1.957566659620779581e-05
1.380500000000000000e+04,1.815402591716698837e-05,1.956871749425083745e-05
1.381000000000000000e+04,1.814143216947772296e-05,1.956177393380255085e-05
1.381500000000000000e+04,1.812885253585867082e-05,1.955483590836956448e-05
1.382000000000000000e+04,1.811628699492629207e-05,1.954790341145327555e-05
1.382500000000000000e+04,1.810373552544994983e-05,1.954097643656653655e-05
1.383000000000000000e+04,1.809119810691761982e-05,1.953405497725161911e-05
1.383500000000000000e+04,1.807867471774551001e-05,1.952713902702852468e-05
1.384000000000000000e+04,1.806616533764755740e-05,1.952022857946695520e-05
1.384500000000000000e+04,1.805366994489371110e-05,1.951332362810352073e-05
1.385000000000000000e+04,1.804118851905688389e-05,1.950642416652007983e-05
1.385500000000000000e+04,1.802872103880622475e-05,1.949953018828007659e-05
1.386000000000000000e+04,1.801626748445202928e-05,1.949264168700441099e-05
1.386500000000000000e+04,1.800382783396556585e-05,1.948575865625805855e-05
1.387000000000000000e+04,1.799140206687616908e-05,1.947888108965748082e-05
1.387500000000000000e+04,1.797899016326370776e-05,1.947200898084662049e-05
1.388000000000000000e+04,1.796659210140840382e-05,1.946514232342186104e-05
1.388500000000000000e+04,1.795420786101256617e-05,1.945828111103316250e-05
1.389000000000000000e+04,1.794183742208710157e-05,1.945142533735010892e-05
1.389500000000000000e+04,1.792948076355988351e-05,1.944457499601268905e-05
1.390000000000000000e+04,1.791713786448958427e-05,1.943773008068274847e-05
1.390500000000000000e+04,1.790480870546086025e-05,1.943089058506618864e-05
1.391000000000000000e+04,1.789249326541759384e-05,1.942405650283918355e-05
1.391500000000000000e+04,1.788019152359724906e-05,1.941722782768933874e-05
1.392000000000000000e+04,1.786790346082133641e-05,1.941040455335642343e-05
1.392500000000000000e+04,1.785562905544740177e-05,1.940358667353214958e-05
1.393000000000000000e+04,1.784336828792506413e-05,1.939677418195618816e-05
1.393500000000000000e+04,1.783112113739135989e-05,1.938996707235986179e-05
1.394000000000000000e+04,1.781888758458667751e-05,1.938316533851002440e-05
1.394500000000000000e+04,1.780666760898318369e-05,1.937636897416176296e-05
1.395000000000000000e+04,1.779446118941198008e-05,1.936957797305663225e-05
1.395500000000000000e+04,1.778226830717625093e-05,1.936279232900472554e-05
1.396000000000000000e+04,1.777008894231100279e-05,1.935601203580388126e-05
1.396500000000000000e+04,1.775792307347855752e-05,1.934923708721690791e-05
1.397000000000000000e+04,1.774577068155370061e-05,1.934246747707079540e-05
1.397500000000000000e+04,1.773363174622420252e-05,1.933570319917894383e-05
1.398000000000000000e+04,1.772150624853520738e-05,1.932894424738521261e-05
1.398500000000000000e+04,1.770939416763954029e-05,1.932219061551245811e-05
1.399000000000000000e+04,1.769729548389845439e-05,1.931544229740512927e-05
1.399500000000000000e+04,1.768521017711633284e-05,1.930869928691414638e-05
1.400000000000000000e+04,1.767313822885778138e-05,1.930196157793818542e-05
1.400500000000000000e+04,1.766107961780777832e-05,1.929522916431286925e-05
1.401000000000000000e+04,1.764903432537208021e-05,1.928850203994992495e-05
1.401500000000000000e+04,1.763700233129344012e-05,1.928178019873055929e-05
1.402000000000000000e+04,1.762498361618001450e-05,1.927506363456559811e-05
1.402500000000000000e+04,1.761297816127580033e-05,1.926835234138897770e-05
1.403000000000000000e+04,1.760098594575766151e-05,1.926164631309389881e-05
1.403500000000000000e+04,1.758900694953335312e-05,1.925494554359833625e-05
1.404000000000000000e+04,1.757704115600941162e-05,1.924825002691423124e-05
1.404500000000000000e+04,1.756508854319095619e-05,1.924155975693536393e-05
1.405000000000000000e+04,1.755314909186963773e-05,1.923487472762593339e-05
1.405500000000000000e+04,1.754122278426144385e-05,1.922819493299321201e-05
1.406000000000000000e+04,1.752930959982102122e-05,1.922152036699151229e-05
1.406500000000000000e+04,1.751740951933180112e-05,1.921485102361045446e-05
1.407000000000000000e+04,1.750552252361441653e-05,1.920818689685332647e-05
1.407500000000000000e+04,1.749364859346504828e-05,1.920152798072960977e-05
1.408000000000000000e+04,1.748178770974674536e-05,1.919487426925556547e-05
1.408500000000000000e+04,1.746993985380303451e-05,1.918822575647156461e-05
1.409000000000000000e+04,1.745810500611950315e-05,1.918158243640597410e-05
1.409500000000000000e+04,1.744628314700641299e-05,1.917494430308961723e-05
1.410000000000000000e+04,1.743447425870760551e-05,1.916831135060981440e-05
1.410500000000000000e+04,1.742267832089218932e-05,1.916168357299402109e-05
1.411000000000000000e+04,1.741089531527523031e-05,1.915506096434047088e-05
1.411500000000000000e+04,1.739912522271418706e-05,1.914844351872075305e-05
1.412000000000000000e+04,1.738736802518469989e-05,1.914183123024898475e-05
1.412500000000000000e+04,1.737562370204014082e-05,1.913522409298831203e-05
1.413000000000000000e+04,1.736389223640708159e-05,1.912862210109348928e-05
1.413500000000000000e+04,1.735217360829178723e-05,1.912202524865632279e-05
1.414000000000000000e+04,1.734046779871026392e-05,1.911543352979767205e-05
1.414500000000000000e+04,1.732877478972660935e-05,1.910884693867738720e-05
1.415000000000000000e+04,1.731709456264349278e-05,1.910226546944266370e-05
1.415500000000000000e+04,1.730542709768388072e-05,1.909568911621776274e-05
1.416000000000000000e+04,1.729377237814185757e-05,1.908911787322110847e-05
1.416500000000000000e+04,1.728213038430822702e-05,1.908255173459611520e-05
1.417000000000000000e+04,1.727050109696568513e-05,1.907599069450847758e-05
1.417500000000000000e+04,1.725888449870233466e-05,1.906943474718218308e-05
1.418000000000000000e+04,1.724728057057198658e-05,1.906288388680546083e-05
1.418500000000000000e+04,1.723568929441764603e-05,1.905633810759121570e-05
1.419000000000000000e+04,1.722411065151606643e-05,1.904979740375750932e-05
1.419500000000000000e+04,1.721254462281559980e-05,1.904326176951442087e-05
1.420000000000000000e+04,1.720099119190189957e-05,1.903673119914234344e-05
1.420500000000000000e+04,1.718945033861990824e-05,1.903020568684663994e-05
1.421000000000000000e+04,1.717792204497989962e-05,1.902368522688819796e-05
1.421500000000000000e+04,1.716640629313440501e-05,1.901716981354026502e-05
1.422000000000000000e+04,1.715490306510551941e-05,1.901065944108176715e-05
1.422500000000000000e+04,1.714341234173739621e-05,1.900415410377022076e-05
1.423000000000000000e+04,1.713193410629949484e-05,1.899765379593067790e-05
1.423500000000000000e+04,1.712046834013475591e-05,1.899115851184876970e-05
1.424000000000000000e+04,1.710901502418638482e-05,1.898466824580528567e-05
1.424500000000000000e+04,1.709757414139453832e-05,1.897818299214498321e-05
1.425000000000000000e+04,1.708614567305443856e-05,1.897170274517657004e-05
1.425500000000000000e+04,1.707472960211694538e-05,1.896522749925602167e-05
1.426000000000000000e+04,1.706332591067389850e-05,1.895875724872580855e-05
1.426500000000000000e+04,1.705193458053413710e-05,1.895229198792962422e-05
1.427000000000000000e+04,1.704055559234627873e-05,1.894583171119249701e-05
1.427500000000000000e+04,1.702918892997826918e-05,1.893937641292999969e-05
1.428000000000000000e+04,1.701783457543701785e-05,1.893292608750928523e-05
1.428500000000000000e+04,1.700649251013667710e-05,1.892648072929917018e-05
1.429000000000000000e+04,1.699516271724008524e-05,1.892004033271703318e-05
1.429500000000000000e+04,1.698384517799782917e-05,1.891360489214047620e-05
1.430000000000000000e+04,1.697253987535116677e-05,1.890717440199472479e-05
1.430500000000000000e+04,1.696124679212756214e-05,1.890074885671716451e-05
1.431000000000000000e+04,1.694996590974573821e-05,1.889432825070761331e-05
1.431500000000000000e+04,1.693869721031425850e-05,1.888791257840151196e-05
1.432000000000000000e+04,1.692744067730722222e-05,1.888150183426465212e-05
1.432500000000000000e+04,1.691619629311014893e-05,1.887509601275549014e-05
1.433000000000000000e+04,1.690496403957419562e-05,1.886869510831426438e-05
1.433500000000000000e+04,1.689374389962574287e-05,1.886229911542649897e-05
1.434000000000000000e+04,1.688253585612812494e-05,1.885590802857825337e-05
1.434500000000000000e+04,1.687133989176464090e-05,1.884952184226051000e-05
1.435000000000000000e+04,1.686015598877596769e-05,1.884314055095757327e-05
1.435500000000000000e+04,1.684898412930990679e-05,1.883676414916429144e-05
1.436000000000000000e+04,1.683782429642849618e-05,1.883039263140334630e-05
1.436500000000000000e+04,1.682667647339211513e-05,1.882402599220965415e-05
1.437000000000000000e+04,1.681554064248261314e-05,1.881766422610105854e-05
1.437500000000000000e+04,1.680441678582286180e-05,1.881130732760071894e-05
1.438000000000000000e+04,1.679330488697520422e-05,1.880495529127164947e-05
1.438500000000000000e+04,1.678220492843222832e-05,1.879860811166389784e-05
1.439000000000000000e+04,1.677111689398246209e-05,1.879226578335533850e-05
1.439500000000000000e+04,1.676004076599300045e-05,1.878592830091549074e-05
1.440000000000000000e+04,1.674897652733297812e-05,1.877959565891343003e-05
1.440500000000000000e+04,1.673792416156772992e-05,1.877326785195486094e-05
1.441000000000000000e+04,1.672688365023871049e-05,1.876694487460094085e-05
1.441500000000000000e+04,1.671585497693857991e-05,1.876062672147024924e-05
1.442000000000000000e+04,1.670483812563305871e-05,1.875431338719533143e-05
1.442500000000000000e+04,1.669383307840458791e-05,1.874800486637528174e-05
1.443000000000000000e+04,1.668283981819669205e-05,1.874170115363177637e-05
1.443500000000000000e+04,1.667185832924964891e-05,1.873540224362910746e-05
1.444000000000000000e+04,1.666088859518387416e-05,1.872910813102529571e-05
1.444500000000000000e+04,1.664993059726272798e-05,1.872281881042358928e-05
1.445000000000000000e+04,1.663898431991128361e-05,1.871653427651624255e-05
1.445500000000000000e+04,1.662804974550769483e-05,1.871025452394948891e-05
1.446000000000000000e+04,1.661712685820373125e-05,1.870397954742376509e-05
1.446500000000000000e+04,1.660621564144495045e-05,1.869770934162359713e-05
1.447000000000000000e+04,1.659531607889172774e-05,1.869144390125153596e-05
1.447500000000000000e+04,1.658442815348515838e-05,1.868518322100145548e-05
1.448000000000000000e+04,1.657355184825038362e-05,1.867892729556682981e-05
1.448500000000000000e+04,1.656268714636623715e-05,1.867267611966547678e-05
1.449000000000000000e+04,1.655183403177744661e-05,1.866642968803034901e-05
1.449500000000000000e+04,1.654099248803816261e-05,1.866018799539793634e-05
1.450000000000000000e+04,1.653016249933863716e-05,1.865395103652405450e-05
1.450500000000000000e+04,1.651934404904720555e-05,1.864771880615076003e-05
1.451000000000000000e+04,1.650853711982233862e-05,1.864149129901853058e-05
1.451500000000000000e+04,1.649774169551056243e-05,1.863526850989227226e-05
1.452000000000000000e+04,1.648695776066537398e-05,1.862905043357078940e-05
1.452500000000000000e+04,1.647618529729506502e-05,1.862283706479340095e-05
1.453000000000000000e+04,1.646542429114342731e-05,1.861662839839639752e-05
1.453500000000000000e+04,1.645467472569507681e-05,1.861042442917095681e-05
1.454000000000000000e+04,1.644393658299962355e-05,1.860422515188073805e-05
1.454500000000000000e+04,1.643320984791244368e-05,1.859803056136233684e-05
1.455000000000000000e+04,1.642249450416105174e-05,1.859184065243372417e-05
1.455500000000000000e+04,1.641179053623511910e-05,1.858565541993648296e-05
1.456000000000000000e+04,1.640109792771214737e-05,1.857947485870184876e-05
1.456500000000000000e+04,1.639041666190868085e-05,1.857329896355494831e-05
1.457000000000000000e+04,1.637974672298158829e-05,1.856712772935498957e-05
1.457500000000000000e+04,1.636908809504284909e-05,1.856096115096265436e-05
1.458000000000000000e+04,1.635844076196159828e-05,1.855479922324066412e-05
1.458500000000000000e+04,1.634780470804266772e-05,1.854864194107079179e-05
1.459000000000000000e+04,1.633717991794842865e-05,1.854248929934786813e-05
1.459500000000000000e+04,1.632656637373195376e-05,1.853634129291521079e-05
1.460000000000000000e+04,1.631596406157290779e-05,1.853019791671727312e-05
1.460500000000000000e+04,1.630537296560203699e-05,1.852405916565657358e-05
1.461000000000000000e+04,1.629479306930930720e-05,1.851792503463333347e-05
1.461500000000000000e+04,1.628422435636034532e-05,1.851179551854941732e-05
1.462000000000000000e+04,1.627366681097557806e-05,1.850567061233892777e-05
1.462500000000000000e+04,1.626312041838799905e-05,1.849955031095507310e-05
1.463000000000000000e+04,1.625258516289290593e-05,1.849343460934338410e-05
1.463500000000000000e+04,1.624206102841437908e-05,1.848732350244417722e-05
1.464000000000000000e+04,1.623154799829394011e-05,1.848121698518950866e-05
1.464500000000000000e+04,1.622104605760362267e-05,1.847511505256431655e-05
1.465000000000000000e+04,1.621055519180036910e-05,1.846901769956308341e-05
1.465500000000000000e+04,1.620007538476774789e-05,1.846292492115526025e-05
1.466000000000000000e+04,1.618960661980260135e-05,1.845683671230428073e-05
1.466500000000000000e+04,1.617914888197383928e-05,1.845075306801345345e-05
1.467000000000000000e+04,1.616870215711508634e-05,1.844467398332088313e-05
1.467500000000000000e+04,1.615826642890678236e-05,1.843859945321576680e-05
1.468000000000000000e+04,1.614784168086169530e-05,1.843252947268705076e-05
1.468500000000000000e+04,1.613742789847600885e-05,1.842646403678565702e-05
1.469000000000000000e+04,1.612702506700688078e-05,1.842040314055783199e-05
1.469500000000000000e+04,1.611663316970756170e-05,1.841434677900965914e-05
1.470000000000000000e+04,1.610625219154025896e-05,1.840829494719765767e-05
1.470500000000000000e+04,1.609588211847315012e-05,1.840224764020006472e-05
1.471000000000000000e+04,1.608552293502909670e-05,1.839620485307924403e-05
1.471500000000000000e+04,1.607517462412439622e-05,1.839016658085983926e-05
1.472000000000000000e+04,1.606483717141994640e-05,1.838413281863606258e-05
1.472500000000000000e+04,1.605451056245232424e-05,1.837810356151288010e-05
1.473000000000000000e+04,1.604419478212636924e-05,1.837207880458050939e-05
1.473500000000000000e+04,1.603388981434895685e-05,1.836605854291444657e-05
1.474000000000000000e+04,1.602359564429832846e-05,1.836004277162633577e-05
1.474500000000000000e+04,1.601331225776864381e-05,1.835403148585352685e-05
1.475000000000000000e+04,1.600303963859959507e-05,1.834802468068688112e-05
1.475500000000000000e+04,1.599277777124383151e-05,1.834202235124163751e-05
1.476000000000000000e+04,1.598252664253547279e-05,1.833602449269490560e-05
1.476500000000000000e+04,1.597228623662236508e-05,1.833003110016904956e-05
1.477000000000000000e+04,1.596205653743755374e-05,1.832404216878678253e-05
1.477500000000000000e+04,1.595183753223640487e-05,1.831805769375364731e-05
1.478000000000000000e+04,1.594162920463980848e-05,1.831207767019700893e-05
1.478500000000000000e+04,1.593143153953974613e-05,1.830610209328507298e-05
1.479000000000000000e+04,1.592124452264619599e-05,1.830013095820501521e-05
1.479500000000000000e+04,1.591106813986770113e-05,1.829416426015936635e-05
1.480000000000000000e+04,1.590090237525693508e-05,1.828820199431432960e-05
1.480500000000000000e+04,1.589074721434083560e-05,1.828224415587138200e-05
1.481000000000000000e+04,1.588060264277117955e-05,1.827629074004999158e-05
1.481500000000000000e+04,1.587046864518953845e-05,1.827034174204306339e-05
1.482000000000000000e+04,1.586034520658679000e-05,1.826439715706541016e-05
1.482500000000000000e+04,1.585023231423423129e-05,1.825845698039030006e-05
1.483000000000000000e+04,1.584012995166570107e-05,1.825252120720602351e-05
1.483500000000000000e+04,1.583003810420932154e-05,1.824658983275453218e-05
1.484000000000000000e+04,1.581995675942133843e-05,1.824066285233176082e-05
1.484500000000000000e+04,1.580988589998109012e-05,1.823474026113018761e-05
1.485000000000000000e+04,1.579982551179348756e-05,1.822882205441809676e-05
1.485500000000000000e+04,1.578977558291145970e-05,1.822290822752480291e-05
1.486000000000000000e+04,1.577973609613362744e-05,1.821699877566690772e-05
1.486500000000000000e+04,1.576970703745428747e-05,1.821109369413209924e-05
1.487000000000000000e+04,1.575968839373655507e-05,1.820519297824335292e-05
1.487500000000000000e+04,1.574968014819647579e-05,1.819929662324004205e-05
1.488000000000000000e+04,1.573968228929355437e-05,1.819340462449168483e-05
1.488500000000000000e+04,1.572969480139761381e-05,1.818751697727999606e-05
1.489000000000000000e+04,1.571971766923355670e-05,1.818163367689984322e-05
1.489500000000000000e+04,1.570975087965516403e-05,1.817575471869869118e-05
1.490000000000000000e+04,1.569979441800427317e-05,1.816988009800384881e-05
1.490500000000000000e+04,1.568984827031094588e-05,1.816400981015454781e-05
