# frequency,input_amplitude,output_amplitude
2.914500000000000000e+04,5.015136551575647598e-06,1.020004043918352537e-05
2.915000000000000000e+04,5.013918473555657809e-06,1.019879373504118900e-05
2.915500000000000000e+04,5.012701093186130336e-06,1.019754759239529931e-05
2.916000000000000000e+04,5.011484402628848443e-06,1.019630201088179644e-05
2.916500000000000000e+04,5.010268405500505596e-06,1.019505699028278456e-05
2.917000000000000000e+04,5.009053102310796247e-06,1.019381253033724368e-05
2.917500000000000000e+04,5.007838488261998728e-06,1.019256863071957097e-05
2.918000000000000000e+04,5.006624567715317972e-06,1.019132529122382220e-05
2.918500000000000000e+04,5.005411337303676040e-06,1.019008251154002738e-05
2.919000000000000000e+04,5.004198796463059952e-06,1.018884029139967706e-05
2.919500000000000000e+04,5.002986946871137891e-06,1.018759863055800243e-05
2.920000000000000000e+04,5.001775786143384208e-06,1.018635752872199785e-05
2.920500000000000000e+04,5.000565313745832721e-06,1.018511698562112269e-05
2.921000000000000000e+04,4.999355530590668459e-06,1.018387700100443160e-05
2.921500000000000000e+04,4.998146435390483503e-06,1.018263757459148889e-05
2.922000000000000000e+04,4.996938027181183259e-06,1.018139870610791349e-05
2.922500000000000000e+04,4.995730307186074732e-06,1.018016039530554847e-05
2.923000000000000000e+04,4.994523273462608983e-06,1.017892264189964845e-05
2.923500000000000000e+04,4.993316924887526304e-06,1.017768544560915096e-05
2.924000000000000000e+04,4.992111264571835561e-06,1.017644880621836923e-05
2.924500000000000000e+04,4.990906288094488943e-06,1.017521272340324030e-05
2.925000000000000000e+04,4.989701995794951846e-06,1.017397719690668799e-05
2.925500000000000000e+04,4.988498391141803859e-06,1.017274222651492795e-05
2.926000000000000000e+04,4.987295466722678295e-06,1.017150781187153211e-05
2.926500000000000000e+04,4.986093226456902480e-06,1.017027395276291433e-05
2.927000000000000000e+04,4.984891673177577160e-06,1.016904064896417043e-05
2.927500000000000000e+04,4.983690797616500860e-06,1.016780790009955490e-05
2.928000000000000000e+04,4.982490605959434915e-06,1.016657570598387923e-05
2.928500000000000000e+04,4.981291098771499378e-06,1.016534406636745504e-05
2.929000000000000000e+04,4.980092268459529227e-06,1.016411298088853829e-05
2.929500000000000000e+04,4.978894120885753093e-06,1.016288244936566910e-05
2.930000000000000000e+04,4.977696656026707316e-06,1.016165247153883038e-05
2.930500000000000000e+04,4.976499867994786159e-06,1.016042304707204652e-05
2.931000000000000000e+04,4.975303760723812222e-06,1.015919417575497213e-05
2.931500000000000000e+04,4.974108333071878367e-06,1.015796585731694968e-05
2.932000000000000000e+04,4.972913582326482705e-06,1.015673809146191067e-05
2.932500000000000000e+04,4.971719510525559402e-06,1.015551087795654327e-05
2.933000000000000000e+04,4.970526117174773254e-06,1.015428421653768788e-05
2.933500000000000000e+04,4.969333400552454411e-06,1.015305810692270995e-05
2.934000000000000000e+04,4.968141360409845388e-06,1.015183254885341688e-05
2.934500000000000000e+04,4.966949997940671413e-06,1.015060754208397432e-05
2.935000000000000000e+04,4.965759311129199054e-06,1.014938308633301992e-05
2.935500000000000000e+04,4.964569297921928219e-06,1.014815918131434297e-05
2.936000000000000000e+04,4.963379961353511143e-06,1.014693582680962918e-05
2.936500000000000000e+04,4.962191300490425191e-06,1.014571302255105182e-05
2.937000000000000000e+04,4.961003311030750962e-06,1.014449076822394492e-05
2.937500000000000000e+04,4.959815996701924702e-06,1.014326906362131735e-05
2.938000000000000000e+04,4.958629357914099246e-06,1.014204790849155798e-05
2.938500000000000000e+04,4.957443389013981038e-06,1.014082730250518792e-05
2.939000000000000000e+04,4.956258092506365090e-06,1.013960724543601212e-05
2.939500000000000000e+04,4.955073470209850620e-06,1.013838773705394422e-05
2.940000000000000000e+04,4.953889518807703940e-06,1.013716877705816388e-05
2.940500000000000000e+04,4.952706236022177223e-06,1.013595036516506075e-05
2.941000000000000000e+04,4.951523625224085516e-06,1.013473250116127569e-05
2.941500000000000000e+04,4.950341686935098623e-06,1.013351518480011036e-05
2.942000000000000000e+04,4.949160416524231618e-06,1.013229841576611105e-05
2.942500000000000000e+04,4.947979813670121047e-06,1.013108219379496791e-05
2.943000000000000000e+04,4.946799882286574970e-06,1.012986651868871241e-05
2.943500000000000000e+04,4.945620619831707653e-06,1.012865139015925338e-05
2.944000000000000000e+04,4.944442024389802464e-06,1.012743680792249428e-05
2.944500000000000000e+04,4.943264095079032039e-06,1.012622277171890253e-05
2.945000000000000000e+04,4.942086834416614818e-06,1.012500928132217972e-05
2.945500000000000000e+04,4.940910241722545128e-06,1.012379633646950168e-05
2.946000000000000000e+04,4.939734313297200744e-06,1.012258393686139824e-05
2.946500000000000000e+04,4.938559049701337805e-06,1.012137208225206889e-05
2.947000000000000000e+04,4.937384453818347096e-06,1.012016077242475960e-05
2.947500000000000000e+04,4.936210523301986316e-06,1.011895000709476227e-05
2.948000000000000000e+04,4.935037256344089999e-06,1.011773978598526145e-05
2.948500000000000000e+04,4.933864652355347676e-06,1.011653010883837626e-05
2.949000000000000000e+04,4.932692712425674758e-06,1.011532097541181124e-05
2.949500000000000000e+04,4.931521438119512298e-06,1.011411238547902233e-05
2.950000000000000000e+04,4.930350825581010467e-06,1.011290433873140495e-05
2.950500000000000000e+04,4.929180873509035177e-06,1.011169683490446967e-05
2.951000000000000000e+04,4.928011583771833639e-06,1.011048987376625990e-05
2.951500000000000000e+04,4.926842956837512681e-06,1.010928345507371277e-05
2.952000000000000000e+04,4.925674991501270426e-06,1.010807757856245912e-05
2.952500000000000000e+04,4.924507686264974947e-06,1.010687224395716074e-05
2.953000000000000000e+04,4.923341039095094956e-06,1.010566745098111906e-05
2.953500000000000000e+04,4.922175053445320050e-06,1.010446319942938430e-05
2.954000000000000000e+04,4.921009728134389940e-06,1.010325948903500047e-05
2.954500000000000000e+04,4.919845061211341261e-06,1.010205631952126562e-05
2.955000000000000000e+04,4.918681052072830752e-06,1.010085369063161010e-05
2.955500000000000000e+04,4.917517700433027991e-06,1.009965160210928634e-05
2.956000000000000000e+04,4.916355006509934694e-06,1.009845005371278324e-05
2.956500000000000000e+04,4.915192971537088332e-06,1.009724904520098271e-05
2.957000000000000000e+04,4.914031593392104706e-06,1.009604857629962224e-05
2.957500000000000000e+04,4.912870869751089632e-06,1.009484864673067176e-05
2.958000000000000000e+04,4.911710801775154182e-06,1.009364925625660288e-05
2.958500000000000000e+04,4.910551390174972550e-06,1.009245040464100702e-05
2.959000000000000000e+04,4.909392634630003753e-06,1.009125209162649967e-05
2.959500000000000000e+04,4.908234534183355516e-06,1.009005431695436647e-05
2.960000000000000000e+04,4.907077087144972646e-06,1.008885708035545085e-05
2.960500000000000000e+04,4.905920292611294605e-06,1.008766038156531419e-05
2.961000000000000000e+04,4.904764151458394019e-06,1.008646422034959435e-05
2.961500000000000000e+04,4.903608664257465860e-06,1.008526859646896046e-05
2.962000000000000000e+04,4.902453830689437900e-06,1.008407350966691571e-05
2.962500000000000000e+04,4.901299648986848840e-06,1.008287895967857087e-05
2.963000000000000000e+04,4.900146118401933758e-06,1.008168494624054782e-05
2.963500000000000000e+04,4.898993237323336139e-06,1.008049146908820975e-05
2.964000000000000000e+04,4.897841007313925792e-06,1.007929852799349474e-05
2.964500000000000000e+04,4.896689429809265166e-06,1.007810612272840523e-05
2.965000000000000000e+04,4.895538501710271620e-06,1.007691425300725225e-05
2.965500000000000000e+04,4.894388224159478249e-06,1.007572291859394740e-05
2.966000000000000000e+04,4.893238595296134087e-06,1.007453211922035223e-05
2.966500000000000000e+04,4.892089613817058615e-06,1.007334185462270407e-05
2.967000000000000000e+04,4.890941280352447734e-06,1.007215212456504834e-05
2.967500000000000000e+04,4.889793594879798320e-06,1.007096292879840648e-05
2.968000000000000000e+04,4.888646557856703829e-06,1.006977426708358655e-05
2.968500000000000000e+04,4.887500168443417491e-06,1.006858613916468634e-05
2.969000000000000000e+04,4.886354425742690010e-06,1.006739854478194796e-05
2.969500000000000000e+04,4.885209329103989920e-06,1.006621148368608622e-05
2.970000000000000000e+04,4.884064877592567234e-06,1.006502495561777859e-05
2.970500000000000000e+04,4.882921070572683914e-06,1.006383896032187843e-05
2.971000000000000000e+04,4.881777908514937915e-06,1.006265349756241421e-05
2.971500000000000000e+04,4.880635391344757303e-06,1.006146856709087832e-05
2.972000000000000000e+04,4.879493518654112753e-06,1.006028416865932050e-05
2.972500000000000000e+04,4.878352290502265233e-06,1.005910030202679546e-05
2.973000000000000000e+04,4.877211706058753994e-06,1.005791696693484465e-05
2.973500000000000000e+04,4.876071764292638296e-06,1.005673416312397104e-05
2.974000000000000000e+04,4.874932464255819762e-06,1.005555189034544851e-05
2.974500000000000000e+04,4.873793805955408385e-06,1.005437014835161138e-05
2.975000000000000000e+04,4.872655788946595826e-06,1.005318893689222580e-05
2.975500000000000000e+04,4.871518413666122435e-06,1.005200825572982778e-05
2.976000000000000000e+04,4.870381678495611490e-06,1.005082810460212678e-05
2.976500000000000000e+04,4.869245584145542367e-06,1.004964848327393734e-05
2.977000000000000000e+04,4.868110130300238592e-06,1.004846939149905577e-05
2.977500000000000000e+04,4.866975316551040651e-06,1.004729082903165448e-05
2.978000000000000000e+04,4.865841142078007096e-06,1.004611279561624631e-05
2.978500000000000000e+04,4.864707606697424106e-06,1.004493529100846564e-05
2.979000000000000000e+04,4.863574708528162794e-06,1.004375831494276595e-05
2.979500000000000000e+04,4.862442448267391416e-06,1.004258186718421079e-05
2.980000000000000000e+04,4.861310825368882141e-06,1.004140594748931377e-05
2.980500000000000000e+04,4.860179839254640014e-06,1.004023055560263007e-05
2.981000000000000000e+04,4.859049489769068471e-06,1.003905569128479666e-05
2.981500000000000000e+04,4.857919776681907535e-06,1.003788135429012316e-05
2.982000000000000000e+04,4.856790699934463751e-06,1.003670754437733901e-05
2.982500000000000000e+04,4.855662258202479034e-06,1.003553426128918337e-05
2.983000000000000000e+04,4.854534451734267868e-06,1.003436150478747057e-05
2.983500000000000000e+04,4.853407280649131456e-06,1.003318927463323906e-05
2.984000000000000000e+04,4.852280743874943773e-06,1.003201757057281433e-05
2.984500000000000000e+04,4.851154840681027943e-06,1.003084639235402282e-05
2.985000000000000000e+04,4.850029570599868364e-06,1.002967573973549402e-05
2.985500000000000000e+04,4.848904933938184138e-06,1.002850561247579474e-05
2.986000000000000000e+04,4.847780930211845112e-06,1.002733601033662411e-05
2.986500000000000000e+04,4.846657558950595536e-06,1.002616693306646587e-05
2.987000000000000000e+04,4.845534818576511283e-06,1.002499838040647184e-05
2.987500000000000000e+04,4.844412709280214579e-06,1.002383035212178518e-05
2.988000000000000000e+04,4.843291231225659661e-06,1.002266284797278705e-05
2.988500000000000000e+04,4.842170383882332854e-06,1.002149586771657382e-05
2.989000000000000000e+04,4.841050166711716021e-06,1.002032941110659113e-05
2.989500000000000000e+04,4.839930578937993897e-06,1.001916347789494632e-05
2.990000000000000000e+04,4.838811620997891589e-06,1.001799806784799044e-05
2.990500000000000000e+04,4.837693291734252823e-06,1.001683318071188973e-05
2.991000000000000000e+04,4.836575591225598400e-06,1.001566881625176704e-05
2.991500000000000000e+04,4.835458518876849559e-06,1.001450497422126114e-05
2.992000000000000000e+04,4.834342073330877405e-06,1.001334165436720914e-05
2.992500000000000000e+04,4.833226256033074207e-06,1.001217885646710563e-05
2.993000000000000000e+04,4.832111065341525889e-06,1.001101658026599202e-05
2.993500000000000000e+04,4.830996501793874755e-06,1.000985482553172875e-05
2.994000000000000000e+04,4.829882564831221362e-06,1.000869359202091074e-05
2.994500000000000000e+04,4.828769252809693293e-06,1.000753287947456445e-05
2.995000000000000000e+04,4.827656565818215456e-06,1.000637268765875462e-05
2.995500000000000000e+04,4.826544503985680854e-06,1.000521301633854312e-05
2.996000000000000000e+04,4.825433067188128757e-06,1.000405386527577985e-05
2.996500000000000000e+04,4.824322254665614756e-06,1.000289523422314982e-05
2.997000000000000000e+04,4.823212065897492263e-06,1.000173712293865065e-05
2.997500000000000000e+04,4.822102499998898146e-06,1.000057953117779305e-05
2.998000000000000000e+04,4.820993556853201049e-06,9.999422458701066589e-06
2.998500000000000000e+04,4.819885236997637549e-06,9.998265905279557232e-06
2.999000000000000000e+04,4.818777538793136212e-06,9.997109870658143734e-06
2.999500000000000000e+04,4.817670462370032539e-06,9.995954354603034839e-06
3.000000000000000000e+04,4.816564007254172732e-06,9.994799356873735870e-06
3.000500000000000000e+04,4.815458173853875801e-06,9.993644877240953313e-06
3.001000000000000000e+04,4.814352960414584145e-06,9.992490915444766640e-06
3.001500000000000000e+04,4.813248367525645502e-06,9.991337471262338421e-06
3.002000000000000000e+04,4.812144394521133580e-06,9.990184544448489889e-06
3.002500000000000000e+04,4.811041040284174452e-06,9.989032134754244178e-06
3.003000000000000000e+04,4.809938304513137144e-06,9.987880241944627573e-06
3.003500000000000000e+04,4.808836188581262810e-06,9.986728865800617683e-06
3.004000000000000000e+04,4.807734690706813410e-06,9.985578006065824410e-06
3.004500000000000000e+04,4.806633810643224431e-06,9.984427662507898147e-06
3.005000000000000000e+04,4.805533547823017678e-06,9.983277834880811399e-06
3.005500000000000000e+04,4.804433901412662757e-06,9.982128522944581095e-06
3.006000000000000000e+04,4.803334872263400674e-06,9.980979726474052327e-06
3.006500000000000000e+04,4.802236458924799316e-06,9.979831445220534527e-06
3.007000000000000000e+04,4.801138661335632600e-06,9.978683678951063142e-06
3.007500000000000000e+04,4.800041479829880535e-06,9.977536427431042232e-06
3.008000000000000000e+04,4.798944913116338802e-06,9.976389690421413688e-06
3.008500000000000000e+04,4.797848961052981151e-06,9.975243467681718410e-06
3.009000000000000000e+04,4.796753623568850786e-06,9.974097758981163636e-06
3.009500000000000000e+04,4.795658900058369970e-06,9.972952564079583338e-06
3.010000000000000000e+04,4.794564789567793159e-06,9.971807882734426244e-06
3.010500000000000000e+04,4.793471292300597147e-06,9.970663714716666504e-06
3.011000000000000000e+04,4.792378408259216307e-06,9.969520059791347341e-06
3.011500000000000000e+04,4.791286136324374527e-06,9.968376917718058783e-06
3.012000000000000000e+04,4.790194475949827034e-06,9.967234288256790657e-06
3.012500000000000000e+04,4.789103427090806445e-06,9.966092171175596542e-06
3.013000000000000000e+04,4.788012989146399634e-06,9.964950566235738507e-06
3.013500000000000000e+04,4.786923162498283881e-06,9.963809473213283065e-06
3.014000000000000000e+04,4.785833946369979850e-06,9.962668891869824321e-06
3.014500000000000000e+04,4.784745339796877949e-06,9.961528821957295126e-06
3.015000000000000000e+04,4.783657343168443081e-06,9.960389263253935477e-06
3.015500000000000000e+04,4.782569956044952491e-06,9.959250215525503494e-06
3.016000000000000000e+04,4.781483177560501337e-06,9.958111678529839235e-06
3.016500000000000000e+04,4.780397007137786691e-06,9.956973652029099236e-06
3.017000000000000000e+04,4.779311444771452763e-06,9.955836135795231734e-06
3.017500000000000000e+04,4.778226490526076498e-06,9.954699129598667084e-06
3.018000000000000000e+04,4.777142143788097723e-06,9.953562633204546766e-06
3.018500000000000000e+04,4.776058403692927039e-06,9.952426646372403209e-06
3.019000000000000000e+04,4.774975269814060486e-06,9.951291168867332153e-06
3.019500000000000000e+04,4.773892742102744542e-06,9.950156200458910145e-06
3.020000000000000000e+04,4.772810820634401562e-06,9.949021740923430699e-06
3.020500000000000000e+04,4.771729504443061621e-06,9.947887790016335076e-06
3.021000000000000000e+04,4.770648792988425270e-06,9.946754347505966541e-06
3.021500000000000000e+04,4.769568686112485291e-06,9.945621413160468460e-06
3.022000000000000000e+04,4.768489183963671502e-06,9.944488986754294592e-06
3.022500000000000000e+04,4.767410285132841256e-06,9.943357068041896863e-06
3.023000000000000000e+04,4.766331989756614192e-06,9.942225656797120864e-06
3.023500000000000000e+04,4.765254298015126266e-06,9.941094752796802213e-06
3.024000000000000000e+04,4.764177208354152488e-06,9.939964355791940329e-06
3.024500000000000000e+04,4.763100720954248941e-06,9.938834465560919204e-06
3.025000000000000000e+04,4.762024836320033811e-06,9.937705081881567179e-06
3.025500000000000000e+04,4.760949552594316209e-06,9.936576204499301726e-06
3.026000000000000000e+04,4.759874870356495471e-06,9.935447833203133713e-06
3.026500000000000000e+04,4.758800789008242768e-06,9.934319967753967763e-06
3.027000000000000000e+04,4.757727307930855591e-06,9.933192607918525920e-06
3.027500000000000000e+04,4.756654426212726589e-06,9.932065753462237655e-06
3.028000000000000000e+04,4.755582145402245541e-06,9.930939404173525997e-06
3.028500000000000000e+04,4.754510463868470836e-06,9.929813559811425319e-06
3.029000000000000000e+04,4.753439380237806413e-06,9.928688220128683314e-06
3.029500000000000000e+04,4.752368895148201066e-06,9.927563384910311164e-06
3.030000000000000000e+04,4.751299008768234680e-06,9.926439053933235965e-06
3.030500000000000000e+04,4.750229719462181601e-06,9.925315226952367040e-06
3.031000000000000000e+04,4.749161028788611253e-06,9.924191903759508771e-06
3.031500000000000000e+04,4.748092934418733600e-06,9.923069084104369701e-06
3.032000000000000000e+04,4.747025437048332000e-06,9.921946767767004171e-06
3.032500000000000000e+04,4.745958536383973063e-06,9.920824954524259657e-06
3.033000000000000000e+04,4.744892230720098352e-06,9.919703644127384607e-06
3.033500000000000000e+04,4.743826520478106759e-06,9.918582836356931417e-06
3.034000000000000000e+04,4.742761406043929363e-06,9.917462530993816709e-06
3.034500000000000000e+04,4.741696885811901711e-06,9.916342727795321500e-06
3.035000000000000000e+04,4.740632960264914746e-06,9.915223426544424090e-06
3.035500000000000000e+04,4.739569628967862888e-06,9.914104627010335104e-06
3.036000000000000000e+04,4.738506891138252019e-06,9.912986328962993619e-06
3.036500000000000000e+04,4.737444747418194946e-06,9.911868532182604749e-06
3.037000000000000000e+04,4.736383195639878554e-06,9.910751236424318375e-06
3.037500000000000000e+04,4.735322236002773171e-06,9.909634441460685820e-06
3.038000000000000000e+04,4.734261869518418250e-06,9.908518147088661430e-06
3.038500000000000000e+04,4.733202094163040321e-06,9.907402353057191414e-06
3.039000000000000000e+04,4.732142910542455982e-06,9.906287059150743158e-06
3.039500000000000000e+04,4.731084318083117203e-06,9.905172265141718908e-06
3.040000000000000000e+04,4.730026316052257474e-06,9.904057970798119727e-06
3.040500000000000000e+04,4.728968904886634935e-06,9.902944175904245289e-06
3.041000000000000000e+04,4.727912082870912153e-06,9.901830880215584286e-06
3.041500000000000000e+04,4.726855850667860223e-06,9.900718083519155366e-06
3.042000000000000000e+04,4.725800208266975089e-06,9.899605785593594938e-06
3.042500000000000000e+04,4.724745153658294153e-06,9.898493986190475016e-06
3.043000000000000000e+04,4.723690687759058384e-06,9.897382685105780937e-06
3.043500000000000000e+04,4.722636810410146711e-06,9.896271882108345551e-06
3.044000000000000000e+04,4.721583520690029641e-06,9.895161576971897561e-06
3.044500000000000000e+04,4.720530818128332838e-06,9.894051769468639311e-06
3.045000000000000000e+04,4.719478702738544453e-06,9.892942459376981903e-06
3.045500000000000000e+04,4.718427174799937179e-06,9.891833646481094564e-06
3.046000000000000000e+04,4.717376232205263297e-06,9.890725330531194054e-06
3.046500000000000000e+04,4.716325875651294650e-06,9.889617511322366163e-06
3.047000000000000000e+04,4.715276104772841454e-06,9.888510188626174576e-06
3.047500000000000000e+04,4.714226919472748181e-06,9.887403362222319574e-06
3.048000000000000000e+04,4.713178317835989383e-06,9.886297031865913770e-06
3.048500000000000000e+04,4.712130301882745414e-06,9.885191197364352034e-06
3.049000000000000000e+04,4.711082869096472918e-06,9.884085858464989851e-06
3.049500000000000000e+04,4.710036019884267788e-06,9.882981014955913128e-06
3.050000000000000000e+04,4.708989754266598574e-06,9.881876666616146217e-06
3.050500000000000000e+04,4.707944071307110165e-06,9.880772813216824203e-06
3.051000000000000000e+04,4.706898971309860283e-06,9.879669454542104457e-06
3.051500000000000000e+04,4.705854453306390421e-06,9.878566590363796303e-06
3.052000000000000000e+04,4.704810517149793723e-06,9.877464220459617966e-06
3.052500000000000000e+04,4.703767163227867286e-06,9.876362344615070211e-06
3.053000000000000000e+04,4.702724390898718530e-06,9.875260962606773510e-06
3.053500000000000000e+04,4.701682197768356213e-06,9.874160074184719311e-06
3.054000000000000000e+04,4.700640586434270396e-06,9.873059679163886820e-06
3.054500000000000000e+04,4.699599555216899776e-06,9.871959777306932323e-06
3.055000000000000000e+04,4.698559102929645214e-06,9.870860368382478606e-06
3.055500000000000000e+04,4.697519229061144451e-06,9.869761452161631955e-06
3.056000000000000000e+04,4.696479936312422925e-06,9.868663028467069412e-06
3.056500000000000000e+04,4.695441220462365635e-06,9.867565097026120905e-06
3.057000000000000000e+04,4.694403083593842691e-06,9.866467657648022758e-06
3.057500000000000000e+04,4.693365524558202032e-06,9.865370710102459935e-06
3.058000000000000000e+04,4.692328543755537976e-06,9.864274254177150732e-06
3.058500000000000000e+04,4.691292138788129795e-06,9.863178289625213846e-06
3.059000000000000000e+04,4.690256312589858215e-06,9.862082816268675795e-06
3.059500000000000000e+04,4.689221060644535836e-06,9.860987833834090627e-06
3.060000000000000000e+04,4.688186385696054741e-06,9.859893342140813320e-06
3.060500000000000000e+04,4.687152286560991318e-06,9.858799340956714494e-06
3.061000000000000000e+04,4.686118763155425777e-06,9.857705830064440413e-06
3.061500000000000000e+04,4.685085813681702636e-06,9.856612809228954681e-06
3.062000000000000000e+04,4.684053440290296247e-06,9.855520278260327099e-06
3.062500000000000000e+04,4.683021641006145157e-06,9.854428236918479731e-06
3.063000000000000000e+04,4.681990414866796322e-06,9.853336684976688964e-06
3.063500000000000000e+04,4.680959763533914932e-06,9.852245622239700148e-06
3.064000000000000000e+04,4.679929683235808116e-06,9.851155048446969339e-06
3.064500000000000000e+04,4.678900177405123480e-06,9.850064963425913574e-06
3.065000000000000000e+04,4.677871244507291432e-06,9.848975366943913887e-06
3.065500000000000000e+04,4.676842883007047815e-06,9.847886258767006226e-06
3.066000000000000000e+04,4.675815094149336244e-06,9.846797638696075169e-06
3.066500000000000000e+04,4.674787875813612278e-06,9.845709506491249455e-06
3.067000000000000000e+04,4.673761229141197754e-06,9.844621861954387749e-06
3.067500000000000000e+04,4.672735153356214728e-06,9.843534704860585862e-06
3.068000000000000000e+04,4.671709648451181359e-06,9.842448034994207842e-06
3.068500000000000000e+04,4.670684711946606052e-06,9.841361852115523034e-06
3.069000000000000000e+04,4.669660346815729459e-06,9.840276156042997033e-06
3.069500000000000000e+04,4.668636550740311342e-06,9.839190946538376410e-06
3.070000000000000000e+04,4.667613322681163400e-06,9.838106223375555885e-06
3.070500000000000000e+04,4.666590664132634712e-06,9.837021986359661976e-06
3.071000000000000000e+04,4.665568572908221531e-06,9.835938235251868661e-06
3.071500000000000000e+04,4.664547050740766922e-06,9.834854969856191150e-06
3.072000000000000000e+04,4.663526096136531669e-06,9.833772189948411353e-06
3.072500000000000000e+04,4.662505707827639589e-06,9.832689895298017723e-06
3.073000000000000000e+04,4.661485887836109097e-06,9.831608085718075170e-06
3.073500000000000000e+04,4.660466632716576083e-06,9.830526760952584928e-06
3.074000000000000000e+04,4.659447945392468885e-06,9.829445920828828507e-06
3.074500000000000000e+04,4.658429823038689525e-06,9.828365565096873591e-06
3.075000000000000000e+04,4.657412265753759794e-06,9.827285693546761040e-06
3.075500000000000000e+04,4.656395274445001902e-06,9.826206305983248065e-06
3.076000000000000000e+04,4.655378847672796960e-06,9.825127402172572209e-06
3.076500000000000000e+04,4.654362986210574986e-06,9.824048981914554175e-06
3.077000000000000000e+04,4.653347687909610751e-06,9.822971044970295096e-06
3.077500000000000000e+04,4.652332952292334374e-06,9.821893591124292850e-06
3.078000000000000000e+04,4.651318781391106546e-06,9.820816620191802774e-06
3.078500000000000000e+04,4.650305174106425136e-06,9.819740131948584755e-06
3.079000000000000000e+04,4.649292128845351514e-06,9.818664126162812651e-06
3.079500000000000000e+04,4.648279645842650180e-06,9.817588602630744545e-06
3.080000000000000000e+04,4.647267725652821086e-06,9.816513561147506884e-06
3.080500000000000000e+04,4.646256364851314263e-06,9.815439001458495116e-06
3.081000000000000000e+04,4.645245568096911718e-06,9.814364923413115255e-06
3.081500000000000000e+04,4.644235331413017380e-06,9.813291326754228425e-06
3.082000000000000000e+04,4.643225654125034727e-06,9.812218211262722451e-06
3.082500000000000000e+04,4.642216539011942489e-06,9.811145576763012483e-06
3.083000000000000000e+04,4.641207983138651222e-06,9.810073423012103405e-06
3.083500000000000000e+04,4.640199986081465731e-06,9.809001749790681446e-06
3.084000000000000000e+04,4.639192549134954750e-06,9.807930556914137469e-06
3.084500000000000000e+04,4.638185670723630219e-06,9.806859844144976988e-06
3.085000000000000000e+04,4.637179350712415795e-06,9.805789611281260572e-06
3.085500000000000000e+04,4.636173590476794729e-06,9.804719858127897898e-06
3.086000000000000000e+04,4.635168385718036697e-06,9.803650584419723609e-06
3.086500000000000000e+04,4.634163739230577083e-06,9.802581789989313173e-06
3.087000000000000000e+04,4.633159651347782644e-06,9.801513474629002908e-06
3.087500000000000000e+04,4.632156118908672112e-06,9.800445638094557643e-06
3.088000000000000000e+04,4.631153142937176182e-06,9.799378280189235339e-06
3.088500000000000000e+04,4.630150724486604889e-06,9.798311400720010741e-06
3.089000000000000000e+04,4.629148861605468859e-06,9.797244999452259110e-06
3.089500000000000000e+04,4.628147552450691317e-06,9.796179076158392858e-06
3.090000000000000000e+04,4.627146799738719629e-06,9.795113630663299781e-06
3.090500000000000000e+04,4.626146602327917706e-06,9.794048662748877366e-06
3.091000000000000000e+04,4.625146958052286778e-06,9.792984172177927589e-06
3.091500000000000000e+04,4.624147868340946762e-06,9.791920158766544350e-06
3.092000000000000000e+04,4.623149333648774680e-06,9.790856622306933526e-06
3.092500000000000000e+04,4.622151351051354553e-06,9.789793562560824750e-06
3.093000000000000000e+04,4.621153921795614593e-06,9.788730979337942234e-06
3.093500000000000000e+04,4.620157046042107356e-06,9.787668872431201669e-06
3.094000000000000000e+04,4.619160722564361320e-06,9.786607241622317582e-06
3.094500000000000000e+04,4.618164949628827845e-06,9.785546086683651564e-06
3.095000000000000000e+04,4.617169729969082997e-06,9.784485407441192553e-06
3.095500000000000000e+04,4.616175061837719831e-06,9.783425203667830687e-06
3.096000000000000000e+04,4.615180943464980739e-06,9.782365475140047525e-06
3.096500000000000000e+04,4.614187376145290461e-06,9.781306221665214221e-06
3.097000000000000000e+04,4.613194361181300118e-06,9.780247443054762606e-06
3.097500000000000000e+04,4.612201894671311683e-06,9.779189139057173024e-06
3.098000000000000000e+04,4.611209976935594241e-06,9.778131309469923285e-06
3.098500000000000000e+04,4.610218609735003081e-06,9.777073954110601455e-06
3.099000000000000000e+04,4.609227793013545938e-06,9.776017072772731395e-06
3.099500000000000000e+04,4.608237522928837418e-06,9.774960665207729264e-06
3.100000000000000000e+04,4.607247801622960317e-06,9.773904731235715757e-06
3.100500000000000000e+04,4.606258628035849512e-06,9.772849270637219555e-06
3.101000000000000000e+04,4.605270003822662441e-06,9.771794283231685421e-06
3.101500000000000000e+04,4.604281925285676772e-06,9.770739768772660649e-06
3.102000000000000000e+04,4.603294394521242297e-06,9.769685727074238447e-06
3.102500000000000000e+04,4.602307409555156458e-06,9.768632157914901065e-06
3.103000000000000000e+04,4.601320973510561021e-06,9.767579061128086251e-06
3.103500000000000000e+04,4.600335081613550343e-06,9.766526436450016085e-06
3.104000000000000000e+04,4.599349734702749721e-06,9.765474283692120706e-06
3.104500000000000000e+04,4.598364934649201575e-06,9.764422602668923614e-06
3.105000000000000000e+04,4.597380679892862643e-06,9.763371393161275364e-06
3.105500000000000000e+04,4.596396969789272991e-06,9.762320654960377251e-06
3.106000000000000000e+04,4.595413802147515831e-06,9.761270387832339762e-06
3.106500000000000000e+04,4.594431180082697130e-06,9.760220591616663706e-06
3.107000000000000000e+04,4.593449101421137220e-06,9.759171266083188208e-06
3.107500000000000000e+04,4.592467567550032124e-06,9.758122411047334625e-06
3.108000000000000000e+04,4.591486574340799261e-06,9.757074026252426563e-06
