time,input_v,output_v
2.096000000000000207e-03,4.800000000000004263e-01,2.184521513639616219e-01
2.098000000000000038e-03,4.899999999999993250e-01,2.189453566706573429e-01
2.099999999999999870e-03,4.999999999999982236e-01,2.194390237359596929e-01
2.102000000000000136e-03,5.100000000000015632e-01,2.199331521229909991e-01
2.103999999999999967e-03,5.200000000000004619e-01,2.204277413623101090e-01
2.105999999999999799e-03,5.299999999999993605e-01,2.209227909523102662e-01
2.108000000000000065e-03,5.400000000000004796e-01,2.214183003596135457e-01
2.109999999999999896e-03,5.499999999999993783e-01,2.219142690194617074e-01
2.112000000000000162e-03,5.600000000000004974e-01,2.224106963361037193e-01
2.113999999999999994e-03,5.699999999999993960e-01,2.229075816831798951e-01
2.115999999999999825e-03,5.799999999999982947e-01,2.234049244041025895e-01
2.118000000000000091e-03,5.899999999999994138e-01,2.239027238124337293e-01
2.119999999999999923e-03,5.999999999999983125e-01,2.244009791922587926e-01
2.122000000000000188e-03,6.100000000000016520e-01,2.248996897985577059e-01
2.124000000000000020e-03,6.200000000000005507e-01,2.253988548575723561e-01
2.125999999999999852e-03,6.299999999999994493e-01,2.258984735671709376e-01
2.128000000000000117e-03,6.400000000000005684e-01,2.263985450972090530e-01
2.129999999999999949e-03,6.499999999999994671e-01,2.268990685898875925e-01
2.132000000000000214e-03,6.600000000000005862e-01,2.274000431601075622e-01
2.134000000000000046e-03,6.699999999999994849e-01,2.279014678958216911e-01
2.135999999999999878e-03,6.799999999999983835e-01,2.284033418583828745e-01
2.138000000000000143e-03,6.899999999999995026e-01,2.289056640828897038e-01
2.139999999999999975e-03,7.000000000000006217e-01,2.294084335785287199e-01
2.141999999999999807e-03,7.099999999999995204e-01,2.299116493289138363e-01
2.144000000000000072e-03,7.200000000000006395e-01,2.304153102924225149e-01
2.145999999999999904e-03,7.299999999999995381e-01,2.309194154025292212e-01
2.148000000000000170e-03,7.400000000000006573e-01,2.314239635681356322e-01
2.150000000000000001e-03,7.499999999999995559e-01,2.319289536738981250e-01
2.151999999999999833e-03,7.599999999999984546e-01,2.324343845805521835e-01
2.154000000000000099e-03,7.699999999999995737e-01,2.329402551252339748e-01
2.155999999999999930e-03,7.799999999999984723e-01,2.334465641217990939e-01
2.158000000000000196e-03,7.900000000000018119e-01,2.339533103611383114e-01
2.160000000000000028e-03,8.000000000000007105e-01,2.344604926114906562e-01
2.161999999999999859e-03,8.099999999999996092e-01,2.349681096187535567e-01
2.164000000000000125e-03,8.200000000000007283e-01,2.354761601067902610e-01
2.165999999999999957e-03,8.299999999999996270e-01,2.359846427777344269e-01
2.167999999999999788e-03,8.399999999999985256e-01,2.364935563122921025e-01
2.170000000000000054e-03,8.499999999999996447e-01,2.370028993700407927e-01
2.171999999999999886e-03,8.599999999999985434e-01,2.375126705897259716e-01
2.174000000000000151e-03,8.699999999999996625e-01,2.380228685895548479e-01
2.175999999999999983e-03,8.800000000000007816e-01,2.385334919674874932e-01
2.177999999999999815e-03,8.899999999999996803e-01,2.390445393015253328e-01
2.180000000000000080e-03,9.000000000000007994e-01,2.395560091499969457e-01
2.181999999999999912e-03,9.099999999999996980e-01,2.400679000518413930e-01
2.184000000000000177e-03,9.200000000000008171e-01,2.405802105268888824e-01
2.186000000000000009e-03,9.299999999999997158e-01,2.410929390761388791e-01
2.187999999999999841e-03,9.399999999999986144e-01,2.416060841820357186e-01
2.190000000000000106e-03,9.499999999999997335e-01,2.421196443087416383e-01
2.191999999999999938e-03,9.599999999999986322e-01,2.426336179024073947e-01
2.194000000000000204e-03,9.699999999999997513e-01,2.431480033914403538e-01
2.196000000000000035e-03,9.800000000000008704e-01,2.436627991867701126e-01
2.197999999999999867e-03,9.899999999999997691e-01,2.441780036821117050e-01
2.200000000000000133e-03,1.000000000000000888e+00,2.446936152542263376e-01
2.201999999999999964e-03,1.009999999999999787e+00,2.452096322631798497e-01
2.203999999999999796e-03,1.019999999999998685e+00,2.457260530525986475e-01
2.206000000000000062e-03,1.029999999999999805e+00,2.462428759499233899e-01
2.207999999999999893e-03,1.039999999999998703e+00,2.467600992666602044e-01
2.210000000000000159e-03,1.049999999999999822e+00,2.472777212986297102e-01
2.211999999999999991e-03,1.059999999999998721e+00,2.477957403262136260e-01
2.213999999999999822e-03,1.069999999999999840e+00,2.483141546145992140e-01
2.216000000000000088e-03,1.080000000000000959e+00,2.488329624140213081e-01
2.217999999999999920e-03,1.089999999999999858e+00,2.493521619600021777e-01
2.220000000000000185e-03,1.100000000000000977e+00,2.498717514735891432e-01
2.222000000000000017e-03,1.109999999999999876e+00,2.503917291615899710e-01
2.223999999999999849e-03,1.119999999999998774e+00,2.509120932168060203e-01
2.226000000000000114e-03,1.129999999999999893e+00,2.514328418182633085e-01
2.227999999999999946e-03,1.139999999999998792e+00,2.519539731314413555e-01
2.230000000000000211e-03,1.149999999999999911e+00,2.524754853084998918e-01
2.232000000000000043e-03,1.160000000000001030e+00,2.529973764885032894e-01
2.233999999999999875e-03,1.169999999999999929e+00,2.535196447976432732e-01
2.236000000000000140e-03,1.180000000000001048e+00,2.540422883494590223e-01
2.237999999999999972e-03,1.189999999999999947e+00,2.545653052450556064e-01
2.239999999999999804e-03,1.199999999999998845e+00,2.550886935733200911e-01
2.242000000000000069e-03,1.209999999999999964e+00,2.556124514111358659e-01
2.243999999999999901e-03,1.219999999999998863e+00,2.561365768235945861e-01
2.246000000000000166e-03,1.229999999999999982e+00,2.566610678642065047e-01
2.247999999999999998e-03,1.239999999999998881e+00,2.571859225751083611e-01
2.249999999999999830e-03,1.250000000000000000e+00,2.577111389872697167e-01
2.252000000000000095e-03,1.260000000000001119e+00,2.582367151206970135e-01
2.253999999999999927e-03,1.270000000000000018e+00,2.587626489846359124e-01
2.256000000000000193e-03,1.280000000000001137e+00,2.592889385777715217e-01
2.258000000000000024e-03,1.290000000000000036e+00,2.598155818884267387e-01
2.259999999999999856e-03,1.299999999999998934e+00,2.603425768947587593e-01
2.262000000000000122e-03,1.310000000000000053e+00,2.608699215649536440e-01
2.263999999999999953e-03,1.319999999999998952e+00,2.613976138574189978e-01
2.265999999999999785e-03,1.329999999999997851e+00,2.619256517209749280e-01
2.268000000000000051e-03,1.339999999999998970e+00,2.624540330950428935e-01
2.269999999999999882e-03,1.350000000000000089e+00,2.629827559098329992e-01
2.272000000000000148e-03,1.360000000000001208e+00,2.635118180865292925e-01
2.273999999999999980e-03,1.370000000000000107e+00,2.640412175374733939e-01
2.275999999999999811e-03,1.379999999999999005e+00,2.645709521663461850e-01
2.278000000000000077e-03,1.390000000000000124e+00,2.651010198683478869e-01
2.279999999999999909e-03,1.399999999999999023e+00,2.656314185303762510e-01
2.282000000000000174e-03,1.410000000000000142e+00,2.661621460312031395e-01
2.284000000000000006e-03,1.419999999999999041e+00,2.666932002416492198e-01
2.285999999999999838e-03,1.429999999999997939e+00,2.672245790247571584e-01
2.288000000000000103e-03,1.440000000000001279e+00,2.677562802359628735e-01
2.289999999999999935e-03,1.450000000000000178e+00,2.682883017232652878e-01
2.292000000000000200e-03,1.460000000000001297e+00,2.688206413273943052e-01
2.294000000000000032e-03,1.470000000000000195e+00,2.693532968819771223e-01
2.295999999999999864e-03,1.479999999999999094e+00,2.698862662137029855e-01
2.298000000000000129e-03,1.490000000000000213e+00,2.704195471424862829e-01
2.299999999999999961e-03,1.499999999999999112e+00,2.709531374816279703e-01
2.301999999999999793e-03,1.509999999999998010e+00,2.714870350379753883e-01
2.304000000000000058e-03,1.519999999999999130e+00,2.720212376120805797e-01
2.305999999999999890e-03,1.530000000000000249e+00,2.725557429983568869e-01
2.308000000000000156e-03,1.540000000000001368e+00,2.730905489852341606e-01
2.309999999999999987e-03,1.550000000000000266e+00,2.736256533553122483e-01
2.311999999999999819e-03,1.559999999999999165e+00,2.741610538855130397e-01
2.314000000000000085e-03,1.570000000000000284e+00,2.746967483472309013e-01
2.315999999999999916e-03,1.579999999999999183e+00,2.752327345064816688e-01
2.318000000000000182e-03,1.590000000000000302e+00,2.757690101240501401e-01
2.320000000000000014e-03,1.599999999999999201e+00,2.763055729556360696e-01
2.321999999999999845e-03,1.609999999999998099e+00,2.768424207519985525e-01
2.324000000000000111e-03,1.619999999999999218e+00,2.773795512590991330e-01
2.325999999999999943e-03,1.630000000000000338e+00,2.779169622182433574e-01
2.328000000000000208e-03,1.640000000000001457e+00,2.784546513662209399e-01
2.330000000000000040e-03,1.650000000000000355e+00,2.789926164354444293e-01
2.331999999999999872e-03,1.659999999999999254e+00,2.795308551540864328e-01
2.334000000000000137e-03,1.670000000000000373e+00,2.800693652462155625e-01
2.335999999999999969e-03,1.679999999999999272e+00,2.806081444319308282e-01
2.337999999999999801e-03,1.689999999999998170e+00,2.811471904274948641e-01
2.340000000000000066e-03,1.699999999999999289e+00,2.816865009454654900e-01
2.341999999999999898e-03,1.709999999999998188e+00,2.822260736948261073e-01
2.344000000000000163e-03,1.720000000000001528e+00,2.827659063811147067e-01
2.345999999999999995e-03,1.730000000000000426e+00,2.833059967065515994e-01
2.347999999999999827e-03,1.739999999999999325e+00,2.838463423701656496e-01
2.350000000000000092e-03,1.750000000000000444e+00,2.843869410679192855e-01
2.351999999999999924e-03,1.759999999999999343e+00,2.849277904928322891e-01
2.354000000000000190e-03,1.770000000000000462e+00,2.854688883351041429e-01
2.356000000000000021e-03,1.779999999999999361e+00,2.860102322822351550e-01
2.357999999999999853e-03,1.789999999999998259e+00,2.865518200191463638e-01
2.360000000000000119e-03,1.799999999999999378e+00,2.870936492282980534e-01
2.361999999999999950e-03,1.810000000000000497e+00,2.876357175898070495e-01
2.364000000000000216e-03,1.820000000000001616e+00,2.881780227815629591e-01
2.366000000000000048e-03,1.830000000000000515e+00,2.887205624793429681e-01
2.367999999999999879e-03,1.839999999999999414e+00,2.892633343569253057e-01
2.370000000000000145e-03,1.850000000000000533e+00,2.898063360862019322e-01
2.371999999999999977e-03,1.859999999999999432e+00,2.903495653372896168e-01
2.373999999999999808e-03,1.869999999999998330e+00,2.908930197786399052e-01
2.376000000000000074e-03,1.879999999999999449e+00,2.914366970771480880e-01
2.377999999999999906e-03,1.889999999999998348e+00,2.919805948982608368e-01
2.380000000000000171e-03,1.900000000000001688e+00,2.925247109060826189e-01
2.382000000000000003e-03,1.910000000000000586e+00,2.930690427634811690e-01
2.383999999999999835e-03,1.919999999999999485e+00,2.936135881321916274e-01
2.386000000000000100e-03,1.930000000000000604e+00,2.941583446729196805e-01
2.387999999999999932e-03,1.939999999999999503e+00,2.947033100454434784e-01
2.390000000000000197e-03,1.950000000000000622e+00,2.952484819087143886e-01
2.392000000000000029e-03,1.959999999999999520e+00,2.957938579209569707e-01
2.393999999999999861e-03,1.969999999999998419e+00,2.963394357397673429e-01
2.396000000000000126e-03,1.979999999999999538e+00,2.968852130222108254e-01
2.397999999999999958e-03,1.989999999999998437e+00,2.974311874249185306e-01
2.399999999999999790e-03,1.999999999999999556e+00,2.979773566041825639e-01
2.402000000000000055e-03,2.010000000000000675e+00,2.985237182160505043e-01
2.403999999999999887e-03,2.019999999999999574e+00,2.990702699164187184e-01
2.406000000000000152e-03,2.030000000000000693e+00,2.996170093611244534e-01
2.407999999999999984e-03,2.039999999999999591e+00,3.001639342060372639e-01
2.409999999999999816e-03,2.049999999999998490e+00,3.007110421071489958e-01
2.412000000000000081e-03,2.059999999999999609e+00,3.012583307206631034e-01
2.413999999999999913e-03,2.069999999999998508e+00,3.018057977030827455e-01
2.416000000000000179e-03,2.079999999999999627e+00,3.023534407112980493e-01
2.418000000000000010e-03,2.090000000000000746e+00,3.029012574026721527e-01
2.419999999999999842e-03,2.099999999999999645e+00,3.034492454351265800e-01
2.422000000000000108e-03,2.110000000000000764e+00,3.039974024672252861e-01
2.423999999999999939e-03,2.119999999999999662e+00,3.045457261582581454e-01
2.426000000000000205e-03,2.130000000000000782e+00,3.050942141683232189e-01
2.428000000000000037e-03,2.139999999999999680e+00,3.056428641584083006e-01
2.429999999999999868e-03,2.149999999999998579e+00,3.061916737904714636e-01
2.432000000000000134e-03,2.159999999999999698e+00,3.067406407275208857e-01
2.433999999999999966e-03,2.169999999999998597e+00,3.072897626336938970e-01
2.435999999999999797e-03,2.179999999999999716e+00,3.078390371743353615e-01
2.438000000000000063e-03,2.190000000000000835e+00,3.083884620160754486e-01
2.439999999999999895e-03,2.199999999999999734e+00,3.089380348269074039e-01
2.442000000000000160e-03,2.210000000000000853e+00,3.094877532762651540e-01
2.443999999999999992e-03,2.219999999999999751e+00,3.100376150351018545e-01
2.445999999999999824e-03,2.229999999999998650e+00,3.105876177759695489e-01
2.448000000000000089e-03,2.239999999999999769e+00,3.111377591731019909e-01
2.449999999999999921e-03,2.249999999999998668e+00,3.116880369025014086e-01
2.452000000000000186e-03,2.259999999999999787e+00,3.122384486420324290e-01
2.454000000000000018e-03,2.270000000000000906e+00,3.127889920715256067e-01
2.455999999999999850e-03,2.279999999999999805e+00,3.133396648728945522e-01
2.458000000000000115e-03,2.290000000000000924e+00,3.138904647302695472e-01
2.459999999999999947e-03,2.299999999999999822e+00,3.144413893301514218e-01
2.462000000000000213e-03,2.310000000000000941e+00,3.149924363615867473e-01
2.464000000000000044e-03,2.319999999999999840e+00,3.155436035163650677e-01
2.465999999999999876e-03,2.329999999999998739e+00,3.160948884892367250e-01
2.468000000000000142e-03,2.339999999999999858e+00,3.166462889781495038e-01
2.469999999999999973e-03,2.349999999999998757e+00,3.171978026845010956e-01
2.471999999999999805e-03,2.359999999999999876e+00,3.177494273134049974e-01
2.474000000000000071e-03,2.370000000000000995e+00,3.183011605739672345e-01
2.475999999999999902e-03,2.379999999999999893e+00,3.188530001795716884e-01
2.478000000000000168e-03,2.390000000000001013e+00,3.194049438481717518e-01
2.480000000000000000e-03,2.399999999999999911e+00,3.199569893025873135e-01
2.481999999999999831e-03,2.409999999999998810e+00,3.205091342708049074e-01
2.484000000000000097e-03,2.419999999999999929e+00,3.210613764862803587e-01
2.485999999999999929e-03,2.429999999999998828e+00,3.216137136882426528e-01
2.488000000000000194e-03,2.439999999999999947e+00,3.221661436219984687e-01
2.490000000000000026e-03,2.449999999999998845e+00,3.227186640392364358e-01
2.491999999999999858e-03,2.459999999999999964e+00,3.232712726983308360e-01
2.494000000000000123e-03,2.470000000000001084e+00,3.238239673646438055e-01
2.495999999999999955e-03,2.479999999999999982e+00,3.243767458108259838e-01
2.497999999999999787e-03,2.489999999999998881e+00,3.249296058171152746e-01
2.500000000000000052e-03,2.500000000000000000e+00,3.254825451716332751e-01
2.501999999999999884e-03,2.509999999999998899e+00,3.260355616706788751e-01
2.504000000000000149e-03,2.520000000000000018e+00,3.265886531190196340e-01
2.505999999999999981e-03,2.529999999999998916e+00,3.271418173301797183e-01
2.507999999999999813e-03,2.539999999999997815e+00,3.276950521267249505e-01
2.510000000000000078e-03,2.550000000000001155e+00,3.282483553405446397e-01
2.511999999999999910e-03,2.560000000000000053e+00,3.288017248131299142e-01
2.514000000000000175e-03,2.570000000000001172e+00,3.293551583958488349e-01
2.516000000000000007e-03,2.580000000000000071e+00,3.299086539502178450e-01
2.517999999999999839e-03,2.589999999999998970e+00,3.304622093481695000e-01
2.520000000000000104e-03,2.600000000000000089e+00,3.310158224723168119e-01
2.521999999999999936e-03,2.609999999999998987e+00,3.315694912162137076e-01
2.524000000000000202e-03,2.620000000000000107e+00,3.321232134846119344e-01
2.526000000000000034e-03,2.629999999999999005e+00,3.326769871937139134e-01
2.527999999999999865e-03,2.640000000000000124e+00,3.332308102714220954e-01
2.530000000000000131e-03,2.650000000000001243e+00,3.337846806575843206e-01
2.531999999999999963e-03,2.660000000000000142e+00,3.343385963042354581e-01
2.533999999999999794e-03,2.669999999999999041e+00,3.348925551758351604e-01
2.536000000000000060e-03,2.680000000000000160e+00,3.354465552495017877e-01
2.537999999999999892e-03,2.689999999999999059e+00,3.360005945152426121e-01
2.540000000000000157e-03,2.700000000000000178e+00,3.365546709761800814e-01
2.541999999999999989e-03,2.709999999999999076e+00,3.371087826487742523e-01
2.543999999999999821e-03,2.719999999999997975e+00,3.376629275630415039e-01
2.546000000000000086e-03,2.729999999999999094e+00,3.382171037627694776e-01
2.547999999999999918e-03,2.740000000000000213e+00,3.387713093057279634e-01
2.550000000000000183e-03,2.750000000000001332e+00,3.393255422638765118e-01
2.552000000000000015e-03,2.760000000000000231e+00,3.398798007235677709e-01
2.553999999999999847e-03,2.769999999999999130e+00,3.404340827857474938e-01
2.556000000000000112e-03,2.780000000000000249e+00,3.409883865661504920e-01
2.557999999999999944e-03,2.789999999999999147e+00,3.415427101954933153e-01
2.560000000000000209e-03,2.800000000000000266e+00,3.420970518196629340e-01
2.562000000000000041e-03,2.809999999999999165e+00,3.426514095999018128e-01
2.563999999999999873e-03,2.819999999999998064e+00,3.432057817129895994e-01
2.566000000000000138e-03,2.830000000000001403e+00,3.437601663514209260e-01
2.567999999999999970e-03,2.840000000000000302e+00,3.443145617235799372e-01
2.569999999999999802e-03,2.849999999999999201e+00,3.448689660539110413e-01
2.572000000000000067e-03,2.860000000000000320e+00,3.454233775830862774e-01
2.573999999999999899e-03,2.869999999999999218e+00,3.459777945681692390e-01
2.576000000000000165e-03,2.880000000000000338e+00,3.465322152827753910e-01
2.577999999999999996e-03,2.889999999999999236e+00,3.470866380172291099e-01
2.579999999999999828e-03,2.899999999999998135e+00,3.476410610787173949e-01
2.582000000000000094e-03,2.909999999999999254e+00,3.481954827914399697e-01
2.583999999999999925e-03,2.920000000000000373e+00,3.487499014967563316e-01
2.586000000000000191e-03,2.930000000000001492e+00,3.493043155533291921e-01
2.588000000000000023e-03,2.940000000000000391e+00,3.498587233372649763e-01
2.589999999999999854e-03,2.949999999999999289e+00,3.504131232422508790e-01
2.592000000000000120e-03,2.960000000000000409e+00,3.509675136796888140e-01
2.593999999999999952e-03,2.969999999999999307e+00,3.515218930788260310e-01
2.595999999999999783e-03,2.979999999999998206e+00,3.520762598868828475e-01
2.598000000000000049e-03,2.989999999999999325e+00,3.526306125691769933e-01
2.599999999999999881e-03,2.999999999999998224e+00,3.531849496092449581e-01
2.602000000000000146e-03,3.010000000000001563e+00,3.537392695089605077e-01
2.603999999999999978e-03,3.020000000000000462e+00,3.542935707886498142e-01
2.605999999999999810e-03,3.029999999999999361e+00,3.548478519872038661e-01
2.608000000000000075e-03,3.040000000000000480e+00,3.554021116621877696e-01
2.609999999999999907e-03,3.049999999999999378e+00,3.559563483899472192e-01
2.612000000000000172e-03,3.060000000000000497e+00,3.565105607657119702e-01
2.614000000000000004e-03,3.069999999999999396e+00,3.570647474036965918e-01
2.615999999999999836e-03,3.079999999999998295e+00,3.576189069371983331e-01
2.618000000000000101e-03,3.089999999999999414e+00,3.581730380186919360e-01
2.619999999999999933e-03,3.099999999999998312e+00,3.587271393199221725e-01
2.622000000000000199e-03,3.110000000000001652e+00,3.592812095319931065e-01
2.624000000000000030e-03,3.120000000000000551e+00,3.598352473654550798e-01
2.625999999999999862e-03,3.129999999999999449e+00,3.603892515503887006e-01
2.628000000000000128e-03,3.140000000000000568e+00,3.609432208364863337e-01
2.629999999999999959e-03,3.149999999999999467e+00,3.614971539931310374e-01
2.631999999999999791e-03,3.159999999999998366e+00,3.620510498094726692e-01
2.634000000000000057e-03,3.169999999999999485e+00,3.626049070945016051e-01
2.635999999999999888e-03,3.179999999999998384e+00,3.631587246771199595e-01
2.638000000000000154e-03,3.189999999999999503e+00,3.637125014062101425e-01
2.639999999999999986e-03,3.200000000000000622e+00,3.642662361507011393e-01
2.641999999999999817e-03,3.209999999999999520e+00,3.648199277996320156e-01
2.644000000000000083e-03,3.220000000000000639e+00,3.653735752622134791e-01
2.645999999999999915e-03,3.229999999999999538e+00,3.659271774678866107e-01
2.648000000000000180e-03,3.240000000000000657e+00,3.664807333663795408e-01
2.650000000000000012e-03,3.249999999999999556e+00,3.670342419277615176e-01
2.651999999999999844e-03,3.259999999999998455e+00,3.675877021424949764e-01
2.654000000000000109e-03,3.269999999999999574e+00,3.681411130214850558e-01
2.655999999999999941e-03,3.279999999999998472e+00,3.686944735961270592e-01
2.658000000000000206e-03,3.290000000000001812e+00,3.692477829183516413e-01
2.660000000000000038e-03,3.300000000000000711e+00,3.698010400606676629e-01
2.661999999999999870e-03,3.309999999999999609e+00,3.703542441162031018e-01
2.664000000000000135e-03,3.320000000000000728e+00,3.709073941987437451e-01
2.665999999999999967e-03,3.329999999999999627e+00,3.714604894427696036e-01
2.667999999999999799e-03,3.339999999999998526e+00,3.720135290034894404e-01
2.670000000000000064e-03,3.349999999999999645e+00,3.725665120568731892e-01
2.671999999999999896e-03,3.359999999999998543e+00,3.731194377996823186e-01
2.674000000000000161e-03,3.369999999999999662e+00,3.736723054494981433e-01
2.675999999999999993e-03,3.380000000000000782e+00,3.742251142447481915e-01
2.677999999999999825e-03,3.389999999999999680e+00,3.747778634447306856e-01
2.680000000000000090e-03,3.400000000000000799e+00,3.753305523296369683e-01
2.681999999999999922e-03,3.409999999999999698e+00,3.758831802005719869e-01
2.684000000000000188e-03,3.420000000000000817e+00,3.764357463795731662e-01
2.686000000000000019e-03,3.429999999999999716e+00,3.769882502096270072e-01
2.687999999999999851e-03,3.439999999999998614e+00,3.775406910546842965e-01
2.690000000000000117e-03,3.449999999999999734e+00,3.780930682996730963e-01
2.691999999999999948e-03,3.459999999999998632e+00,3.786453813505102350e-01
2.694000000000000214e-03,3.469999999999999751e+00,3.791976296341109109e-01
2.696000000000000046e-03,3.480000000000000870e+00,3.797498125983965744e-01
2.697999999999999877e-03,3.489999999999999769e+00,3.803019297123010900e-01
2.700000000000000143e-03,3.500000000000000888e+00,3.808539804657752881e-01
2.701999999999999975e-03,3.509999999999999787e+00,3.814059643697895741e-01
2.703999999999999806e-03,3.519999999999998685e+00,3.819578809563353161e-01
2.706000000000000072e-03,3.529999999999999805e+00,3.825097297784242345e-01
2.707999999999999904e-03,3.539999999999998703e+00,3.830615104100863477e-01
2.710000000000000169e-03,3.549999999999999822e+00,3.836132224463663087e-01
2.712000000000000001e-03,3.559999999999998721e+00,3.841648655033183535e-01
2.713999999999999833e-03,3.569999999999999840e+00,3.847164392179992509e-01
2.716000000000000098e-03,3.580000000000000959e+00,3.852679432484603095e-01
2.717999999999999930e-03,3.589999999999999858e+00,3.858193772737374960e-01
2.720000000000000195e-03,3.600000000000000977e+00,3.863707409938402226e-01
2.722000000000000027e-03,3.609999999999999876e+00,3.869220341297386345e-01
2.723999999999999859e-03,3.619999999999998774e+00,3.874732564233495102e-01
2.726000000000000124e-03,3.629999999999999893e+00,3.880244076375206630e-01
2.727999999999999956e-03,3.639999999999998792e+00,3.885754875560142318e-01
2.729999999999999788e-03,3.649999999999997691e+00,3.891264959834881410e-01
2.732000000000000053e-03,3.660000000000001030e+00,3.896774327454765596e-01
2.733999999999999885e-03,3.669999999999999929e+00,3.902282976883689192e-01
2.736000000000000151e-03,3.680000000000001048e+00,3.907790906793876529e-01
2.737999999999999982e-03,3.689999999999999947e+00,3.913298116065646037e-01
2.739999999999999814e-03,3.699999999999998845e+00,3.918804603787161556e-01
2.742000000000000080e-03,3.709999999999999964e+00,3.924310369254170872e-01
2.743999999999999911e-03,3.719999999999998863e+00,3.929815411969733163e-01
2.746000000000000177e-03,3.729999999999999982e+00,3.935319731643932006e-01
2.748000000000000009e-03,3.739999999999998881e+00,3.940823328193580055e-01
2.749999999999999840e-03,3.750000000000000000e+00,3.946326201741907069e-01
2.752000000000000106e-03,3.760000000000001119e+00,3.951828352618240725e-01
2.753999999999999938e-03,3.770000000000000018e+00,3.957329781357672993e-01
2.756000000000000203e-03,3.780000000000001137e+00,3.962830488700717635e-01
2.758000000000000035e-03,3.790000000000000036e+00,3.968330475592954376e-01
2.759999999999999867e-03,3.799999999999998934e+00,3.973829743184663643e-01
2.762000000000000132e-03,3.810000000000000053e+00,3.979328292830449643e-01
2.763999999999999964e-03,3.819999999999998952e+00,3.984826126088854004e-01
2.765999999999999796e-03,3.829999999999997851e+00,3.990323244721957763e-01
2.768000000000000061e-03,3.839999999999998970e+00,3.995819650694973912e-01
2.769999999999999893e-03,3.850000000000000089e+00,4.001315346175829402e-01
2.772000000000000158e-03,3.860000000000001208e+00,4.006810333534737700e-01
2.773999999999999990e-03,3.870000000000000107e+00,4.012304615343760816e-01
2.775999999999999822e-03,3.879999999999999005e+00,4.017798194376363541e-01
2.778000000000000087e-03,3.890000000000000124e+00,4.023291073606956036e-01
2.779999999999999919e-03,3.899999999999999023e+00,4.028783256210428099e-01
2.782000000000000185e-03,3.910000000000000142e+00,4.034274745561674536e-01
2.784000000000000016e-03,3.919999999999999041e+00,4.039765545235111666e-01
2.785999999999999848e-03,3.929999999999997939e+00,4.045255659004184379e-01
2.788000000000000114e-03,3.940000000000001279e+00,4.050745090840864315e-01
2.789999999999999945e-03,3.950000000000000178e+00,4.056233844915141384e-01
2.792000000000000211e-03,3.960000000000001297e+00,4.061721925594504179e-01
2.794000000000000043e-03,3.970000000000000195e+00,4.067209337443414841e-01
2.795999999999999874e-03,3.979999999999999094e+00,4.072696085222773932e-01
2.798000000000000140e-03,3.990000000000000213e+00,4.078182173889378648e-01
2.799999999999999972e-03,3.999999999999999112e+00,4.083667608595371590e-01
2.801999999999999803e-03,4.009999999999998010e+00,4.089152394687683989e-01
2.804000000000000069e-03,4.019999999999999574e+00,4.094636537707469492e-01
2.805999999999999901e-03,4.030000000000000249e+00,4.100120043389532953e-01
2.808000000000000166e-03,4.040000000000000924e+00,4.105602917661748674e-01
2.809999999999999998e-03,4.050000000000000711e+00,4.111085166644474764e-01
2.811999999999999830e-03,4.059999999999998721e+00,4.116566796649957505e-01
2.814000000000000095e-03,4.070000000000000284e+00,4.122047814181732939e-01
2.815999999999999927e-03,4.079999999999999183e+00,4.127528225934016248e-01
2.818000000000000192e-03,4.089999999999999858e+00,4.133008038791090577e-01
2.820000000000000024e-03,4.099999999999999645e+00,4.138487259826684750e-01
2.821999999999999856e-03,4.109999999999997655e+00,4.143965896303345997e-01
2.824000000000000121e-03,4.119999999999999218e+00,4.149443955671807682e-01
2.825999999999999953e-03,4.130000000000000782e+00,4.154921445570349814e-01
2.827999999999999785e-03,4.139999999999998792e+00,4.160398373824153451e-01
2.830000000000000050e-03,4.150000000000000355e+00,4.165874748444650666e-01
2.831999999999999882e-03,4.159999999999999254e+00,4.171350577628866740e-01
2.834000000000000147e-03,4.169999999999999929e+00,4.176825869758757914e-01
2.835999999999999979e-03,4.179999999999999716e+00,4.182300633400543588e-01
2.837999999999999811e-03,4.189999999999997726e+00,4.187774877304033527e-01
2.840000000000000076e-03,4.199999999999999289e+00,4.193248610401948406e-01
2.841999999999999908e-03,4.209999999999998188e+00,4.198721841809237576e-01
2.844000000000000174e-03,4.220000000000001528e+00,4.204194580822388505e-01
2.846000000000000005e-03,4.230000000000000426e+00,4.209666836918734556e-01
2.847999999999999837e-03,4.239999999999999325e+00,4.215138619755755545e-01
2.850000000000000103e-03,4.250000000000000000e+00,4.220609939170375524e-01
2.851999999999999934e-03,4.259999999999999787e+00,4.226080805178254463e-01
2.854000000000000200e-03,4.270000000000000462e+00,4.231551227973076035e-01
2.856000000000000032e-03,4.279999999999999361e+00,4.237021217925830419e-01
2.857999999999999863e-03,4.289999999999998259e+00,4.242490785584094315e-01
2.860000000000000129e-03,4.299999999999998934e+00,4.247959941671304862e-01
2.861999999999999961e-03,4.310000000000000497e+00,4.253428697086030774e-01
2.863999999999999792e-03,4.319999999999999396e+00,4.258897062901239039e-01
2.866000000000000058e-03,4.330000000000000071e+00,4.264365050363557730e-01
2.867999999999999890e-03,4.339999999999999858e+00,4.269832670892534932e-01
2.870000000000000155e-03,4.350000000000000533e+00,4.275299936079894336e-01
