# frequency(Hz) , input_amplitude(V) , output_amplitude(V)
3.840000000000000568e+01,2.610887307396278674e-03,2.227640587573060380e-04
3.850000000000000711e+01,1.570796327117829753e-05,1.336766546240335053e-06
3.860000000000000142e+01,2.597323436131343619e-03,2.204668455909043171e-04
3.870000000000000284e+01,1.570796327117848049e-05,1.329907839384294108e-06
3.880000000000000426e+01,2.583899755667974554e-03,2.182049419687363833e-04
3.890000000000000568e+01,1.570796327117946983e-05,1.323118904609976642e-06
3.900000000000000711e+01,2.570614103680186543e-03,2.159776287741561776e-04
3.910000000000000142e+01,1.570796327117881931e-05,1.316398686429033312e-06
3.920000000000000284e+01,2.557464362083956746e-03,2.137842050839608931e-04
3.930000000000000426e+01,1.570796327118264790e-05,1.309746150460233071e-06
3.940000000000000568e+01,2.544448455911478644e-03,2.116239876194446706e-04
3.950000000000000711e+01,1.570796327117600377e-05,1.303160282903947203e-06
3.960000000000000142e+01,2.531564352219606382e-03,2.094963102166572274e-04
3.970000000000000284e+01,1.570796327117896500e-05,1.296640090039203389e-06
3.980000000000000426e+01,2.518810059031308286e-03,2.074005233151056588e-04
3.990000000000000568e+01,1.570796327117923605e-05,1.290184597725346582e-06
4.000000000000000711e+01,2.506183624308933912e-03,2.053359934641682018e-04
4.010000000000000142e+01,1.570796327117899210e-05,1.283792850927599120e-06
4.020000000000000284e+01,2.493683134958243810e-03,2.033021028465265012e-04
4.030000000000000426e+01,1.570796327117916828e-05,1.277463913251315217e-06
4.040000000000000568e+01,2.481306715862028472e-03,2.012982488179421983e-04
4.050000000000000711e+01,1.570796327117933092e-05,1.271196866490972974e-06
4.060000000000000142e+01,2.469052528942451263e-03,1.993238434627531217e-04
4.070000000000000284e+01,1.570796327118037785e-05,1.264990810192379685e-06
4.080000000000000426e+01,2.456918772250970846e-03,1.973783131644671297e-04
4.090000000000000568e+01,1.570796327117863296e-05,1.258844861226732422e-06
4.100000000000000711e+01,2.444903679084969254e-03,1.954610981908760751e-04
4.110000000000000142e+01,1.570796327117782320e-05,1.252758153378259317e-06
4.120000000000000284e+01,2.433005517130212153e-03,1.935716522931347832e-04
4.130000000000000426e+01,1.570796327117824671e-05,1.246729836941752706e-06
4.140000000000000568e+01,2.421222587628183310e-03,1.917094423182655414e-04
4.150000000000000711e+01,1.570796327117794517e-05,1.240759078332432736e-06
4.160000000000000142e+01,2.409553224567520004e-03,1.898739478345808855e-04
4.170000000000000284e+01,1.570796327117878881e-05,1.234845059707168848e-06
4.180000000000000426e+01,2.397995793898708480e-03,1.880646607695337551e-04
4.190000000000000568e+01,1.570796327117922927e-05,1.228986978595269548e-06
4.200000000000000711e+01,2.386548692771271393e-03,1.862810850595268870e-04
4.210000000000000142e+01,1.570796327117865329e-05,1.223184047540466142e-06
4.220000000000000284e+01,2.375210348792697844e-03,1.845227363112339957e-04
4.230000000000000426e+01,1.570796327117810441e-05,1.217435493752552865e-06
4.240000000000000568e+01,2.363979219308394355e-03,1.827891414739988174e-04
4.250000000000000711e+01,1.570796327117369984e-05,1.211740558768091947e-06
4.260000000000000142e+01,2.352853790701974618e-03,1.810798385229058199e-04
4.270000000000000284e+01,1.570796327118283086e-05,1.206098498122959364e-06
4.280000000000000426e+01,2.341832577715203655e-03,1.793943761521222646e-04
4.290000000000000568e+01,1.570796327117827721e-05,1.200508581026827527e-06
4.300000000000000711e+01,2.330914122786967562e-03,1.777323134781364595e-04
4.310000000000000142e+01,1.570796327117984252e-05,1.194970090058505540e-06
4.320000000000000284e+01,2.320096995410656469e-03,1.760932197525288056e-04
4.330000000000000426e+01,1.570796327117734208e-05,1.189482320856768988e-06
4.340000000000000568e+01,2.309379791509339700e-03,1.744766740839255744e-04
4.350000000000000711e+01,1.570796327117850421e-05,1.184044581828969388e-06
4.360000000000000142e+01,2.298761132828190581e-03,1.728822651688050613e-04
4.370000000000000284e+01,1.570796327118034058e-05,1.178656193861734529e-06
4.380000000000000426e+01,2.288239666343592788e-03,1.713095910308324796e-04
4.390000000000000568e+01,1.570796327117938513e-05,1.173316490042323854e-06
4.400000000000000711e+01,2.277814063688399573e-03,1.697582587684192323e-04
4.410000000000000142e+01,1.570796327117909036e-05,1.168024815387201838e-06
4.420000000000000284e+01,2.267483020592824580e-03,1.682278843102092477e-04
4.430000000000000426e+01,1.570796327117944611e-05,1.162780526576504589e-06
4.440000000000000568e+01,2.257245256340488070e-03,1.667180921782107823e-04
4.450000000000000711e+01,1.570796327117832803e-05,1.157582991696388102e-06
4.460000000000000142e+01,2.247099513239120706e-03,1.652285152583019923e-04
4.470000000000000284e+01,1.570796327117954776e-05,1.152431589988657171e-06
4.480000000000000426e+01,2.237044556105491615e-03,1.637587945778483823e-04
4.490000000000000568e+01,1.570796327117955453e-05,1.147325711605389903e-06
4.500000000000000711e+01,2.227079171764085024e-03,1.623085790901828752e-04
4.510000000000000142e+01,1.570796327117883286e-05,1.142264757371771029e-06
4.520000000000000284e+01,2.217202168559144222e-03,1.608775254657073483e-04
4.530000000000000426e+01,1.570796327117900227e-05,1.137248138554046174e-06
4.540000000000000568e+01,2.207412375879571134e-03,1.594652978893797677e-04
4.550000000000000711e+01,1.570796327117830770e-05,1.132275276633371892e-06
4.560000000000000142e+01,2.197708643696474201e-03,1.580715678643776977e-04
4.570000000000000284e+01,1.570796327117971039e-05,1.127345603086396227e-06
4.580000000000000426e+01,2.188089842112746555e-03,1.566960140217075201e-04
4.590000000000000568e+01,1.570796327117834158e-05,1.122458559169992492e-06
4.600000000000000711e+01,2.178554860924476755e-03,1.553383219355665662e-04
4.610000000000000142e+01,1.570796327117841612e-05,1.117613595713598131e-06
4.620000000000000284e+01,2.169102609193760117e-03,1.539981839442554964e-04
4.630000000000000426e+01,1.570796327117846694e-05,1.112810172914586378e-06
4.640000000000000568e+01,2.159732014832601004e-03,1.526752989764537942e-04
4.650000000000000711e+01,1.570796327117791806e-05,1.108047760140334777e-06
4.660000000000000142e+01,2.150442024197522697e-03,1.513693723826725157e-04
4.670000000000000284e+01,1.570796327117834497e-05,1.103325835734912784e-06
4.680000000000000426e+01,2.141231601694613788e-03,1.500801157717114446e-04
4.690000000000000568e+01,1.570796327117829753e-05,1.098643886830182402e-06
4.700000000000000711e+01,2.132099729394683688e-03,1.488072468519514098e-04
4.710000000000000142e+01,1.570796327117848727e-05,1.094001409162345675e-06
4.720000000000000284e+01,2.123045406658203259e-03,1.475504892773175090e-04
4.730000000000000426e+01,1.570796327117870750e-05,1.089397906892495881e-06
4.740000000000000568e+01,2.114067649769784708e-03,1.463095724977597409e-04
4.750000000000000711e+01,1.570796327117882947e-05,1.084832892431902168e-06
4.760000000000000142e+01,2.105165491581872418e-03,1.450842316140966580e-04
4.770000000000000284e+01,1.570796327117839240e-05,1.080305886271523633e-06
4.780000000000000426e+01,2.096337981167420515e-03,1.438742072370814977e-04
4.790000000000000568e+01,1.570796327118025249e-05,1.075816416815994884e-06
4.800000000000000711e+01,2.087584183481251861e-03,1.426792453505476793e-04
4.810000000000000142e+01,1.570796327117870072e-05,1.071364020220627470e-06
4.820000000000000284e+01,2.078903179029875994e-03,1.414990971785006608e-04
4.830000000000000426e+01,1.570796327117853470e-05,1.066948240234498295e-06
4.840000000000000568e+01,2.070294063549510139e-03,1.403335190560271630e-04
4.850000000000000711e+01,1.570796327117838563e-05,1.062568628044936280e-06
4.860000000000000142e+01,2.061755947692060428e-03,1.391822723038965096e-04
4.870000000000000284e+01,1.570796327118010002e-05,1.058224742127532727e-06
4.880000000000000426e+01,2.053287956718846067e-03,1.380451231067338427e-04
4.890000000000000568e+01,1.570796327117923944e-05,1.053916148098509621e-06
4.900000000000000711e+01,2.044889230201846556e-03,1.369218423946506435e-04
4.910000000000000142e+01,1.570796327117899210e-05,1.049642418572200194e-06
4.920000000000000284e+01,2.036558921732224345e-03,1.358122057282179290e-04
4.930000000000000426e+01,1.570796327117933430e-05,1.045403133020296829e-06
4.940000000000000568e+01,2.028296198635983275e-03,1.347159931866799662e-04
4.950000000000000711e+01,1.570796327117777576e-05,1.041197877635226967e-06
4.960000000000000142e+01,2.020100241696479171e-03,1.336329892592989462e-04
4.970000000000000284e+01,1.570796327117876849e-05,1.037026245197342371e-06
4.980000000000000426e+01,2.011970244883642955e-03,1.325629827397337699e-04
4.990000000000000568e+01,1.570796327117895822e-05,1.032887834943674759e-06
5.000000000000000711e+01,2.003905415089768383e-03,1.315057666233604102e-04
5.010000000000000142e+01,1.570796327117858891e-05,1.028782252441487543e-06
5.020000000000000284e+01,1.995904971871444600e-03,1.304611380074241023e-04
5.030000000000000426e+01,1.570796327117905648e-05,1.024709109463903659e-06
5.040000000000000568e+01,1.987968147198054206e-03,1.294288979939738939e-04
5.050000000000000711e+01,1.570796327117888029e-05,1.020668023868337912e-06
5.060000000000000142e+01,1.980094185205629864e-03,1.284088515954241911e-04
5.070000000000000284e+01,1.570796327117996450e-05,1.016658619478428209e-06
5.080000000000000426e+01,1.972282341957143706e-03,1.274008076427419979e-04
5.090000000000000568e+01,1.570796327117926993e-05,1.012680525967770332e-06
5.100000000000000711e+01,1.964531885208064665e-03,1.264045786961126409e-04
5.110000000000000142e+01,1.570796327117886674e-05,1.008733378747523654e-06
5.120000000000000284e+01,1.956842094177581835e-03,1.254199809580435138e-04
5.130000000000000426e+01,1.570796327117918861e-05,1.004816818855531141e-06
5.140000000000000568e+01,1.949212259325131978e-03,1.244468341888153623e-04
5.150000000000000711e+01,1.570796327117803326e-05,1.000930492848350389e-06
5.160000000000000142e+01,1.941641682132134441e-03,1.234849616242145415e-04
5.170000000000000284e+01,1.570796327117936818e-05,9.970740526963814162e-07
5.180000000000000426e+01,1.934129674888814682e-03,1.225341898954742260e-04
5.190000000000000568e+01,1.570796327117828059e-05,9.932471556798715575e-07
5.200000000000000711e+01,1.926675560485927724e-03,1.215943489513574217e-04
5.210000000000000142e+01,1.570796327117842628e-05,9.894494642893331906e-07
5.220000000000000284e+01,1.919278672211300902e-03,1.206652719823166574e-04
5.230000000000000426e+01,1.570796327117771139e-05,9.856806461262132395e-07
5.240000000000000568e+01,1.911938353551037584e-03,1.197467953466679490e-04
5.250000000000000711e+01,1.570796327117892434e-05,9.819403738073719993e-07
5.260000000000000142e+01,1.904653957995260886e-03,1.188387584987169360e-04
5.270000000000000284e+01,1.570796327117924960e-05,9.782283248703812521e-07
5.280000000000000426e+01,1.897424848848288954e-03,1.179410039187796494e-04
5.290000000000000568e+01,1.570796327117863635e-05,9.745441816821171307e-07
5.300000000000000711e+01,1.890250399043100866e-03,1.170533770450398083e-04
5.310000000000000142e+01,1.570796327117994417e-05,9.708876313488806052e-07
5.320000000000000284e+01,1.883129990960021169e-03,1.161757262071899958e-04
5.330000000000000426e+01,1.570796327117931736e-05,9.672583656279102804e-07
5.340000000000000568e+01,1.876063016249458672e-03,1.153079025618005109e-04
5.350000000000000711e+01,1.570796327117839918e-05,9.636560808421975628e-07
5.360000000000000142e+01,1.869048875658640106e-03,1.144497600293674594e-04
5.370000000000000284e+01,1.570796327117918861e-05,9.600804777961145557e-07
5.380000000000000426e+01,1.862086978862205911e-03,1.136011552329888697e-04
5.390000000000000568e+01,1.570796327117859569e-05,9.565312616928793809e-07
5.400000000000000711e+01,1.855176744296587084e-03,1.127619474386216568e-04
5.410000000000000142e+01,1.570796327117818911e-05,9.530081420547505340e-07
5.420000000000000284e+01,1.848317598998037948e-03,1.119319984968721623e-04
5.430000000000000426e+01,1.570796327117997466e-05,9.495108326441149658e-07
5.440000000000000568e+01,1.841508978444279538e-03,1.111111727862774739e-04
5.450000000000000711e+01,1.570796327117807731e-05,9.460390513860467187e-07
5.460000000000000142e+01,1.834750326399585537e-03,1.102993371580305481e-04
5.470000000000000284e+01,1.570796327117870411e-05,9.425925202942389778e-07
5.480000000000000426e+01,1.828041094763314684e-03,1.094963608821116933e-04
5.490000000000000568e+01,1.570796327117819589e-05,9.391709653960279962e-07
5.500000000000000711e+01,1.821380743421715728e-03,1.087021155947818379e-04
5.510000000000000142e+01,1.570796327117788757e-05,9.357741166612236933e-07
5.520000000000000284e+01,1.814768740102967433e-03,1.079164752474000559e-04
5.530000000000000426e+01,1.570796327117857536e-05,9.324017079312499486e-07
5.540000000000000568e+01,1.808204560235415455e-03,1.071393160565304263e-04
5.550000000000000711e+01,1.570796327117880914e-05,9.290534768500325364e-07
5.560000000000000142e+01,1.801687686808766276e-03,1.063705164552918215e-04
5.570000000000000284e+01,1.570796327118047272e-05,9.257291647967788034e-07
5.580000000000000426e+01,1.795217610238383690e-03,1.056099570459281687e-04
5.590000000000000568e+01,1.570796327117821283e-05,9.224285168192381422e-07
5.600000000000000711e+01,1.788793828232430449e-03,1.048575205535541761e-04
5.610000000000000142e+01,1.570796327117803326e-05,9.191512815700788060e-07
5.620000000000000284e+01,1.782415845661878282e-03,1.041130917810480233e-04
5.630000000000000426e+01,1.570796327117884641e-05,9.158972112424439476e-07
5.640000000000000568e+01,1.776083174433276983e-03,1.033765575650578251e-04
5.650000000000000711e+01,1.570796327117671189e-05,9.126660615081781423e-07
5.660000000000000142e+01,1.769795333364240515e-03,1.026478067330904002e-04
5.670000000000000284e+01,1.570796327117915473e-05,9.094575914579301934e-07
5.680000000000000426e+01,1.763551848061544521e-03,1.019267300616514047e-04
5.690000000000000568e+01,1.570796327117968328e-05,9.062715635402057244e-07
5.700000000000000711e+01,1.757352250801820937e-03,1.012132202354093041e-04
5.710000000000000142e+01,1.570796327117891079e-05,9.031077435043673668e-07
5.720000000000000284e+01,1.751196080414744961e-03,1.005071718073526923e-04
5.730000000000000426e+01,1.570796327117863635e-05,8.999659003432629950e-07
5.740000000000000568e+01,1.745082882168666688e-03,9.980848115991440583e-05
5.750000000000000711e+01,1.570796327117515335e-05,8.968458062369959743e-07
5.760000000000000142e+01,1.739012207658638181e-03,9.911704646703581930e-05
5.770000000000000284e+01,1.570796327118282408e-05,8.937472364995727779e-07
5.780000000000000426e+01,1.732983614696765283e-03,9.843276765714535214e-05
5.790000000000000568e+01,1.570796327117848727e-05,8.906699695221500863e-07
5.800000000000000711e+01,1.726996667204831054e-03,9.775554637702553408e-05
5.810000000000000142e+01,1.570796327117980187e-05,8.876137867250178655e-07
5.820000000000000284e+01,1.721050935109138570e-03,9.708528595654558895e-05
5.830000000000000426e+01,1.570796327117703037e-05,8.845784725022973270e-07
5.840000000000000568e+01,1.715145994237515402e-03,9.642189137423403127e-05
5.850000000000000711e+01,1.570796327117835513e-05,8.815638141741386238e-07
5.860000000000000142e+01,1.709281426218434890e-03,9.576526922367079768e-05
5.870000000000000284e+01,1.570796327117833480e-05,8.785696019355833533e-07
5.880000000000000426e+01,1.703456818382196539e-03,9.511532768067483047e-05
5.890000000000000568e+01,1.570796327117859569e-05,8.755956288093672465e-07
5.900000000000000711e+01,1.697671763664122162e-03,9.447197647126660803e-05
5.910000000000000142e+01,1.570796327117771478e-05,8.726416905979644446e-07
5.920000000000000284e+01,1.691925860509713555e-03,9.383512684038454834e-05
5.930000000000000426e+01,1.570796327117747422e-05,8.697075858374919663e-07
5.940000000000000568e+01,1.686218712781736590e-03,9.320469152133506485e-05
5.950000000000000711e+01,1.570796327117985608e-05,8.667931157520278443e-07
5.960000000000000142e+01,1.680549929669169704e-03,9.258058470595690833e-05
5.970000000000000284e+01,1.570796327117652893e-05,8.638980842084194824e-07
5.980000000000000426e+01,1.674919125597993134e-03,9.196272201548031972e-05
5.990000000000000568e+01,1.570796327117928009e-05,8.610222976742382105e-07
6.000000000000000711e+01,1.669325920143752357e-03,9.135102047206294191e-05
6.010000000000000142e+01,1.570796327117919539e-05,8.581655651726662039e-07
6.020000000000000284e+01,1.663769937945875320e-03,9.074539847098438443e-05
6.030000000000000426e+01,1.570796327117921572e-05,8.553276982422706771e-07
6.040000000000000568e+01,1.658250808623715732e-03,9.014577575348363858e-05
6.050000000000000711e+01,1.570796327118014407e-05,8.525085108950393304e-07
6.060000000000000142e+01,1.652768166694203568e-03,8.955207338021774059e-05
6.070000000000000284e+01,1.570796327118347121e-05,8.497078195761481905e-07
6.080000000000000426e+01,1.647321651491187155e-03,8.896421370533219564e-05
6.090000000000000568e+01,1.570796327117840257e-05,8.469254431236601010e-07
6.100000000000000711e+01,1.641910907086328690e-03,8.838212035112189924e-05
6.110000000000000142e+01,1.570796327117703037e-05,8.441612027315956734e-07
6.120000000000000284e+01,1.636535582211564709e-03,8.780571818326934192e-05
6.130000000000000426e+01,1.570796327117712863e-05,8.414149219098418420e-07
6.140000000000000568e+01,1.631195330183077925e-03,8.723493328664471531e-05
6.150000000000000711e+01,1.570796327118325437e-05,8.386864264479490399e-07
6.160000000000000142e+01,1.625889808826761363e-03,8.666969294165379780e-05
6.170000000000000284e+01,1.570796327117645778e-05,8.359755443768887205e-07
6.180000000000000426e+01,1.620618680405122971e-03,8.610992560111873913e-05
6.190000000000000568e+01,1.570796327117832464e-05,8.332821059365506916e-07
6.200000000000000711e+01,1.615381611545617033e-03,8.555556086767915358e-05
6.210000000000000142e+01,1.570796327117864990e-05,8.306059435366495803e-07
6.220000000000000284e+01,1.610178273170350359e-03,8.500652947169881732e-05
6.230000000000000426e+01,1.570796327119676285e-05,8.279468917254225185e-07
6.240000000000000568e+01,1.605008340427149576e-03,8.446276324966627404e-05
6.250000000000000711e+01,1.570796327119313078e-05,8.253047871510558977e-07
6.260000000000000142e+01,1.599871492621948114e-03,8.392419512307640621e-05
6.270000000000000284e+01,1.570796327116454172e-05,8.226794685334569376e-07
6.280000000000000426e+01,1.594767413152471842e-03,8.339075907778035460e-05
6.290000000000000568e+01,1.570796327116082494e-05,8.200707766324635866e-07
6.300000000000000711e+01,1.589695789443181309e-03,8.286239014379255096e-05
6.310000000000000142e+01,1.570796327117936141e-05,8.174785542102895156e-07
6.320000000000000284e+01,1.584656312881464919e-03,8.233902437554319520e-05
6.330000000000000426e+01,1.570796327117956470e-05,8.149026460009028190e-07
6.340000000000000568e+01,1.579648678755024094e-03,8.182059883256442693e-05
6.350000000000000711e+01,1.570796327118150271e-05,8.123428986843273521e-07
6.360000000000000142e+01,1.574672586190457120e-03,8.130705156060027104e-05
6.370000000000000284e+01,1.570796327117444862e-05,8.097991608516227893e-07
6.380000000000000426e+01,1.569727738092990951e-03,8.079832157312910861e-05
6.390000000000000568e+01,1.570796327118065906e-05,8.072712829784969011e-07
6.400000000000000000e+01,1.564813841087349909e-03,8.029434883328868500e-05
6.409999999999999432e+01,1.570796327118053709e-05,8.047591173923033501e-07
6.420000000000000284e+01,1.559930605459729615e-03,7.979507423619355843e-05
6.429999999999999716e+01,1.570796327117969683e-05,8.022625182468984712e-07
6.439999999999999147e+01,1.555077745100850355e-03,7.930043959163515007e-05
6.450000000000000000e+01,1.570796327117435714e-05,7.997813414927838894e-07
6.459999999999999432e+01,1.550254977450072746e-03,7.881038760715532870e-05
6.470000000000000284e+01,1.570796327117759958e-05,7.973154448508882034e-07
6.479999999999999716e+01,1.545462023440556188e-03,7.832486187148423326e-05
6.489999999999999147e+01,1.570796327117850760e-05,7.948646877834304281e-07
6.500000000000000000e+01,1.540698607445416951e-03,7.784380683833303600e-05
6.509999999999999432e+01,1.570796327117871428e-05,7.924289314692244321e-07
6.520000000000000284e+01,1.535964457224900425e-03,7.736716781053390782e-05
6.529999999999999716e+01,1.570796327117784353e-05,7.900080387768606033e-07
6.539999999999999147e+01,1.531259303874482960e-03,7.689489092451635738e-05
6.550000000000000000e+01,1.570796327118097416e-05,7.876018742394762321e-07
6.559999999999999432e+01,1.526582881773989181e-03,7.642692313511643379e-05
6.570000000000000284e+01,1.570796327117745389e-05,7.852103040285566760e-07
6.579999999999999716e+01,1.521934928537578167e-03,7.596321220070513199e-05
6.589999999999999147e+01,1.570796327117986285e-05,7.828331959312009953e-07
6.600000000000000000e+01,1.517315184964667264e-03,7.550370666863207058e-05
6.609999999999999432e+01,1.570796327117947322e-05,7.804704193236497386e-07
6.620000000000000284e+01,1.512723394991747532e-03,7.504835586097595814e-05
6.629999999999999716e+01,1.570796327117896500e-05,7.781218451491179845e-07
6.639999999999999147e+01,1.508159305645064398e-03,7.459710986059375738e-05
6.650000000000000000e+01,1.570796327117908019e-05,7.757873458937435233e-07
6.659999999999999432e+01,1.503622666994158721e-03,7.414991949746244820e-05
6.670000000000000284e+01,1.570796327117920555e-05,7.734667955636555577e-07
6.679999999999999716e+01,1.499113232106237059e-03,7.370673633530542104e-05
6.689999999999999147e+01,1.570796327118041512e-05,7.711600696625700463e-07
6.700000000000000000e+01,1.494630757001363984e-03,7.326751265849767276e-05
6.709999999999999432e+01,1.570796327117784353e-05,7.688670451692578853e-07
6.720000000000000284e+01,1.490175000608456478e-03,7.283220145924222926e-05
6.729999999999999716e+01,1.570796327117910052e-05,7.665876005166868289e-07
6.739999999999999147e+01,1.485745724722062214e-03,7.240075642501259069e-05
6.750000000000000000e+01,1.570796327117534647e-05,7.643216155692238088e-07
6.759999999999999432e+01,1.481342693959901338e-03,7.197313192625325734e-05
6.770000000000000284e+01,1.570796327118248527e-05,7.620689716036405381e-07
6.779999999999999716e+01,1.476965675721171080e-03,7.154928300433428421e-05
6.789999999999999147e+01,1.570796327117908019e-05,7.598295512854585282e-07
6.800000000000000000e+01,1.472614440145578098e-03,7.112916535975213916e-05
6.809999999999999432e+01,1.570796327117905309e-05,7.576032386522045177e-07
6.820000000000000284e+01,1.468288760073096577e-03,7.071273534057216192e-05
6.829999999999999716e+01,1.570796327117830431e-05,7.553899190908980309e-07
6.839999999999999147e+01,1.463988411004435398e-03,7.029994993110675586e-05
6.850000000000000000e+01,1.570796327117811458e-05,7.531894793196090354e-07
6.859999999999999432e+01,1.459713171062188789e-03,6.989076674082322720e-05
6.870000000000000284e+01,1.570796327118046933e-05,7.510018073679946072e-07
6.879999999999999716e+01,1.455462820952678916e-03,6.948514399347727394e-05
6.889999999999999147e+01,1.570796327117859908e-05,7.488267925579433807e-07
6.900000000000000000e+01,1.451237143928453977e-03,6.908304051646560549e-05
6.909999999999999432e+01,1.570796327117901243e-05,7.466643254860486372e-07
6.920000000000000284e+01,1.447035925751437042e-03,6.868441573039309883e-05
6.929999999999999716e+01,1.570796327117891079e-05,7.445142980042704369e-07
6.939999999999999147e+01,1.442858954656719983e-03,6.828922963885027640e-05
6.950000000000000000e+01,1.570796327117734208e-05,7.423766032025223154e-07
6.959999999999999432e+01,1.438706021316976712e-03,6.789744281839472234e-05
6.970000000000000284e+01,1.570796327117885319e-05,7.402511353912011235e-07
6.979999999999999716e+01,1.434576918807487248e-03,6.750901640873327946e-05
6.989999999999999147e+01,1.570796327117916828e-05,7.381377900831707419e-07
7.000000000000000000e+01,1.430471442571771114e-03,6.712391210310016153e-05
7.009999999999999432e+01,1.570796327117929365e-05,7.360364639773836409e-07
7.020000000000000284e+01,1.426389390387809014e-03,6.674209213882577676e-05
7.029999999999999716e+01,1.570796327117965618e-05,7.339470549418473652e-07
7.039999999999999147e+01,1.422330562334805969e-03,6.636351928809157321e-05
7.050000000000000000e+01,1.570796327117892773e-05,7.318694619970951093e-07
7.059999999999999432e+01,1.418294760760594559e-03,6.598815684887016086e-05
7.070000000000000284e+01,1.570796327117871766e-05,7.298035853002109939e-07
7.079999999999999716e+01,1.414281790249514569e-03,6.561596863604116927e-05
7.089999999999999147e+01,1.570796327117794856e-05,7.277493261286412548e-07
7.100000000000000000e+01,1.410291457590876797e-03,6.524691897268293571e-05
7.109999999999999432e+01,1.570796327117871089e-05,7.257065868648105359e-07
7.120000000000000284e+01,1.406323571747956393e-03,6.488097268153507715e-05
7.129999999999999716e+01,1.570796327117849066e-05,7.236752709803647476e-07
7.139999999999999147e+01,1.402377943827493598e-03,6.451809507662702647e-05
7.150000000000000000e+01,1.570796327117825688e-05,7.216552830214079173e-07
7.159999999999999432e+01,1.398454387049723148e-03,6.415825195507033740e-05
7.170000000000000284e+01,1.570796327117893789e-05,7.196465285934491437e-07
7.179999999999999716e+01,1.394552716718890474e-03,6.380140958901020455e-05
7.189999999999999147e+01,1.570796327117857875e-05,7.176489143466323537e-07
7.200000000000000000e+01,1.390672750194274238e-03,6.344753471773305440e-05
7.209999999999999432e+01,1.570796327117777237e-05,7.156623479615853466e-07
7.220000000000000284e+01,1.386814306861677230e-03,6.309659453992648014e-05
7.229999999999999716e+01,1.570796327117891417e-05,7.136867381352223574e-07
7.239999999999999147e+01,1.382977208105400395e-03,6.274855670608852547e-05
7.250000000000000000e+01,1.570796327117863974e-05,7.117219945664725040e-07
7.259999999999999432e+01,1.379161277280675042e-03,6.240338931108253601e-05
7.270000000000000284e+01,1.570796327117863974e-05,7.097680279430688268e-07
7.279999999999999716e+01,1.375366339686557356e-03,6.206106088683530162e-05
7.289999999999999147e+01,1.570796327117979170e-05,7.078247499278040137e-07
7.300000000000000000e+01,1.371592222539257024e-03,6.172154039517399019e-05
7.309999999999999432e+01,1.570796327117874138e-05,7.058920731451202811e-07
7.320000000000000284e+01,1.367838754945915804e-03,6.138479722080009734e-05
7.329999999999999716e+01,1.570796327117943256e-05,7.039699111685862030e-07
7.339999999999999147e+01,1.364105767878809805e-03,6.105080116439710555e-05
7.350000000000000000e+01,1.570796327117862957e-05,7.020581785074143818e-07
7.359999999999999432e+01,1.360393094149970694e-03,6.071952243586814572e-05
7.370000000000000284e+01,1.570796327117949355e-05,7.001567905944480863e-07
7.379999999999999716e+01,1.356700568386228238e-03,6.039093164770229947e-05
7.389999999999999147e+01,1.570796327117823655e-05,6.982656637731437311e-07
7.400000000000000000e+01,1.353028027004645308e-03,6.006499980846537450e-05
7.409999999999999432e+01,1.570796327117906664e-05,6.963847152860185122e-07
7.420000000000000284e+01,1.349375308188367284e-03,5.974169831641356081e-05
7.429999999999999716e+01,1.570796327117905648e-05,6.945138632619517951e-07
7.439999999999999147e+01,1.345742251862841162e-03,5.942099895322627454e-05
7.450000000000000000e+01,1.570796327117813490e-05,6.926530267047994033e-07
7.459999999999999432e+01,1.342128699672439501e-03,5.910287387785699700e-05
7.470000000000000284e+01,1.570796327117928009e-05,6.908021254817563390e-07
7.479999999999999716e+01,1.338534494957448889e-03,5.878729562049846299e-05
7.489999999999999147e+01,1.570796327117912763e-05,6.889610803114857222e-07
7.500000000000000000e+01,1.334959482731404041e-03,5.847423707665904097e-05
7.509999999999999432e+01,1.570796327117933092e-05,6.871298127533445311e-07
7.520000000000000284e+01,1.331403509658887025e-03,5.816367150135356425e-05
7.529999999999999716e+01,1.570796327117912424e-05,6.853082451959576577e-07
7.539999999999999147e+01,1.327866424033434262e-03,5.785557250339105602e-05
7.550000000000000000e+01,1.570796327117874138e-05,6.834963008464478834e-07
7.559999999999999432e+01,1.324348075756174702e-03,5.754991403978413565e-05
7.570000000000000284e+01,1.570796327117947322e-05,6.816939037196840665e-07
7.579999999999999716e+01,1.320848316314426158e-03,5.724667041024532392e-05
7.589999999999999147e+01,1.570796327117862957e-05,6.799009786274863426e-07
7.600000000000000000e+01,1.317366998760880793e-03,5.694581625179478382e-05
7.609999999999999432e+01,1.570796327117864990e-05,6.781174511686009600e-07
7.620000000000000284e+01,1.313903977693006578e-03,5.664732653346219723e-05
7.629999999999999716e+01,1.570796327117878543e-05,6.763432477180899218e-07
7.639999999999999147e+01,1.310459109232799168e-03,5.635117655108674156e-05
7.650000000000000000e+01,1.570796327117825010e-05,6.745782954173740076e-07
7.659999999999999432e+01,1.307032251006874212e-03,5.605734192221216450e-05
7.670000000000000284e+01,1.570796327117898871e-05,6.728225221644153441e-07
7.679999999999999716e+01,1.303623262126825085e-03,5.576579858107368385e-05
7.690000000000000568e+01,1.570796327117863974e-05,6.710758566036318893e-07
7.700000000000000000e+01,1.300232003169930588e-03,5.547652277367646188e-05
7.709999999999999432e+01,1.570796327117908358e-05,6.693382281166355512e-07
