frequency,input_amplitude,output_amplitude,input_phase,output_phase,phase_diff_rad,phase_diff_deg
0.000000000000000000e+00,1.641106663581674494e-02,2.373071999074505278e-02,-3.141592653589793116e+00,-0.000000000000000000e+00,-3.141592653589793116e+00,-1.800000000000000000e+02
2.259515270708005799e-02,3.681121941584885888e-03,4.709320426385438588e-03,-8.261347851567975298e-02,2.676944704599578881e-02,1.093829255616757118e-01,6.267179985477667969e+00
4.519030541416011598e-02,4.594083156761835825e-03,3.345276850938205208e-03,-3.871482071867447528e-01,1.368135018479177401e-01,5.239617090346624373e-01,3.002079455414781251e+01
6.778545812124017744e-02,2.782890689116532604e-03,3.984616646931231528e-03,-5.320107626991654737e-01,4.725720917426216167e-02,5.792679718734273786e-01,3.318960999545026880e+01
9.038061082832023196e-02,3.163341267104055957e-03,4.111275202968389664e-03,-4.978545414752765241e-01,1.691961419199113081e-02,5.147741556672675856e-01,2.949438652214487888e+01
1.129757635354002865e-01,2.520538632699473661e-03,3.865384990674696711e-03,-5.376830137827540712e-01,5.706915402428678480e-02,5.947521678070409878e-01,3.407678907159996129e+01
1.355709162424803549e-01,2.330315765357950965e-03,3.693050740651235460e-03,-5.519768889165014292e-01,1.386421410666160425e-01,6.906190299831175272e-01,3.956955566945148917e+01
1.581660689495603955e-01,2.578212553295658720e-03,3.901231953626172182e-03,-1.545488987151585614e-01,2.546081198909830312e-01,4.091570186061416758e-01,2.344297032428761440e+01
1.807612216566404639e-01,3.092672654249216738e-03,4.577919398671251999e-03,-2.610669190984405974e-01,-2.902408787551553904e-02,2.320428312229251278e-01,1.329507489534009324e+01
2.033563743637205323e-01,3.431195660741939626e-03,4.487041132583640887e-03,-2.846619591384584314e-01,7.698954358276556553e-02,3.616515027212238720e-01,2.072110476049013528e+01
2.259515270708005730e-01,3.933395665231511490e-03,4.331997026460204445e-03,-4.099021365872569378e-01,1.722217548301332446e-01,5.821238914173901824e-01,3.335324213194826370e+01
2.485466797778806414e-01,4.323670619665483800e-03,5.071841969067345142e-03,-5.176857478952107128e-01,3.851581405222840454e-02,5.562015619474389716e-01,3.186800205817246479e+01
2.711418324849607098e-01,3.723530930559853635e-03,5.939631816804773028e-03,-6.821129394525925482e-01,1.933671376095363326e-01,8.754800770621290473e-01,5.016131346344806730e+01
2.937369851920407782e-01,3.707599454505525454e-03,4.657830214754066916e-03,-7.122147419368840549e-01,1.026194752777681157e-01,8.148342172146521012e-01,4.668656164924573204e+01
3.163321378991207911e-01,4.321117443479758312e-03,5.265790521252575185e-03,-8.210889746933545119e-01,-9.407509724904036807e-02,7.270138774443140051e-01,4.165482682500046963e+01
3.389272906062008595e-01,4.541257648311751438e-03,5.023424083124447721e-03,-6.314640111955275303e-01,1.815497798891553549e-01,8.130137910846830795e-01,4.658225891508317318e+01
3.615224433132809279e-01,6.250691973173869674e-03,6.296415323145516940e-03,-6.617361016678835473e-01,6.827816143333344245e-02,7.300142631012169758e-01,4.182673626005259848e+01
3.841175960203609963e-01,6.965213889811315388e-03,5.796482070435676759e-03,-8.638650690947005106e-01,-8.090382291846714979e-02,7.829612461762330833e-01,4.486037492820162242e+01
4.067127487274410647e-01,6.962393875489061336e-03,6.698062657632745422e-03,-1.061276847597425910e+00,-6.911436437879722727e-02,9.921624832186287657e-01,5.684672287964679072e+01
4.293079014345210775e-01,7.243423354248574621e-03,7.362661848870927922e-03,-1.100508360647647121e+00,-1.017027470513040543e-01,9.988056135963430116e-01,5.722734621304496727e+01
4.519030541416011459e-01,6.556035895201708756e-03,6.817727425702943371e-03,-1.055210597814836282e+00,-4.158709847627162920e-03,1.051051887967209053e+00,6.022083722977811249e+01
4.744982068486812143e-01,8.631691576919498649e-03,8.197331755136856232e-03,-1.048986413899007042e+00,1.480571441367102559e-02,1.063792128312678109e+00,6.095079923155577717e+01
4.970933595557612827e-01,1.021664299965103877e-02,8.471102431785143549e-03,-1.190203429473176255e+00,-2.196238299029054097e-01,9.705795995702710677e-01,5.561011473687398166e+01
5.196885122628412956e-01,1.093530634591977774e-02,1.038914592795015142e-02,-1.306736542452582084e+00,-2.367639912097282140e-01,1.069972551242853731e+00,6.130491138106071958e+01
5.422836649699214195e-01,1.153466047788094875e-02,1.093106233403064523e-02,-1.459515290581439473e+00,-2.195416355480203641e-01,1.239973655033419053e+00,7.104525714082558352e+01
5.648788176770014324e-01,1.246715356155398725e-02,1.126557747816416162e-02,-1.456282140447600959e+00,-2.440260059084903843e-01,1.212256134539110741e+00,6.945716019793434270e+01
5.874739703840815563e-01,1.412846060507964852e-02,1.198229758246061906e-02,-1.536828384245052304e+00,-3.623462537731809152e-01,1.174482130471871333e+00,6.729286918957151897e+01
6.100691230911615692e-01,1.623343388752778241e-02,1.375367411910631207e-02,-1.661677105501976115e+00,-4.771934714637857122e-01,1.184483634038190569e+00,6.786591313270665182e+01
6.326642757982415821e-01,1.848051302151074854e-02,1.542363670649936000e-02,-1.820193724869646035e+00,-5.829832970831743122e-01,1.237210427786471501e+00,7.088693588173993021e+01
6.552594285053217060e-01,1.911854367849635458e-02,1.574867429938406685e-02,-1.986088291284950902e+00,-7.490484399456188713e-01,1.237039851339331920e+00,7.087716257123449282e+01
