frequency,input_amplitude,output_amplitude,input_phase,output_phase,phase_diff_rad,phase_diff_deg
0.000000000000000000e+00,5.995453404776187809e-03,8.837499722078960562e-02,-0.000000000000000000e+00,-3.141592653589793116e+00,-3.141592653589793116e+00,-1.800000000000000000e+02
1.064159631436470931e-02,6.825375366931075646e-03,2.960619178333773194e-02,-9.574185293370332528e-02,-5.476867531063562389e+00,9.020596290497271408e-01,5.168420961368599365e+01
2.128319262872941861e-02,6.477065732211573224e-03,2.595525619448614194e-02,-2.571999538046402245e-01,-7.505484446103589669e+00,-9.650991851193635451e-01,-5.529611011885447169e+01
3.192478894309412618e-02,5.600114523669211079e-03,1.842717072732072761e-02,-1.934472493231130796e-01,-9.982292860759907072e+00,2.777525002922379027e+00,1.591404601595139638e+02
4.256638525745883722e-02,6.007118687166313094e-03,2.122031070039808245e-02,-1.684904791039034122e-01,-1.219544035559790451e+01,5.394207378651720841e-01,3.090653166150707420e+01
5.320798157182354826e-02,6.391372035972028506e-03,1.195511752331399752e-02,-2.055983419695847636e-01,-1.407280308263222324e+01,-1.300834126303466620e+00,-7.453230528377650899e+01
6.384957788618825236e-02,6.952360499580715648e-03,7.359343375198898821e-03,-2.415595605609577035e-01,-1.709527264733626239e+01,1.995842834763454920e+00,1.143533710033721036e+02
7.449117420055297034e-02,7.962082840982265264e-03,9.003731333269740858e-03,-3.752343649031812389e-01,-1.868554095221206168e+01,5.392493342298738668e-01,3.089671095661128675e+01
8.513277051491767444e-02,7.466529795958617988e-03,4.667098461660798732e-03,-5.287741386453620462e-01,-1.900371366329501299e+01,3.746163968891053631e-01,2.146393847814351830e+01
9.577436682928237854e-02,7.212794507728497936e-03,4.214396786008800175e-03,-5.853525791919771404e-01,-1.879551420694443564e+01,6.393942937863006382e-01,3.663459447870286567e+01
1.064159631436470965e-01,7.074083014077255094e-03,4.654828252026876542e-03,-6.064516770383868716e-01,-1.823236093836886340e+01,1.223646660208285830e+00,7.010978924521350564e+01
1.170575594580118006e-01,7.104411849075427735e-03,6.869278771124267234e-03,-5.973269431701991872e-01,-1.859529966954444902e+01,8.515831951645073117e-01,4.879212298719176033e+01
1.276991557723765047e-01,8.034338725390681793e-03,4.165843138259044641e-03,-5.486275720994824301e-01,-1.877873124097913049e+01,6.194522526591113021e-01,3.549199968723860366e+01
1.383407520867412088e-01,8.962349869511951686e-03,4.996933753551227771e-03,-6.593213296046026572e-01,-1.822945678514921042e+01,1.279420465994149714e+00,7.330539292412584018e+01
1.489823484011059407e-01,9.379352175016049051e-03,5.885829276731366529e-03,-7.536181577099436701e-01,-1.852418537680628674e+01,1.078988702442415626e+00,6.182149879224743927e+01
1.596239447154706448e-01,9.723030753416708055e-03,5.398428264886304985e-03,-8.370261629524502478e-01,-1.869458721539557189e+01,9.919948690956392756e-01,5.683711929781270555e+01
1.702655410298353489e-01,9.902189850742395411e-03,5.642700360396108415e-03,-8.968226563688593833e-01,-1.869032631421288215e+01,1.056052263694734705e+00,6.050733765494499039e+01
1.809071373442000530e-01,1.043733828534538360e-02,6.732822365188746716e-03,-9.311500082082153629e-01,-1.854406718849201852e+01,1.236638741254957541e+00,7.085418065627970918e+01
1.915487336585647571e-01,1.120944857731902104e-02,7.574456607956027779e-03,-9.821895620426444040e-01,-1.855677241817818768e+01,1.274973065403216532e+00,7.305057564046137486e+01
2.021903299729294889e-01,1.188394173561303432e-02,7.490459284741663934e-03,-1.055202280114703184e+00,-1.861851349800579314e+01,1.286244703647668741e+00,7.369639294006674390e+01
2.128319262872941930e-01,1.243629802977379122e-02,7.684142701992072687e-03,-1.128327885301901645e+00,-1.872430995884340632e+01,1.253573847997256241e+00,7.182449079821697069e+01
2.234735226016588971e-01,1.247430584827260991e-02,8.305124440028033642e-03,-1.176580733997691697e+00,-1.869003948018093197e+01,1.336097175355520195e+00,7.655272916722196896e+01
2.341151189160236012e-01,1.381007070128622768e-02,8.979802970645744606e-03,-1.173121416064389910e+00,-1.869796755444438219e+01,1.324709783158766419e+00,7.590027965468777893e+01
2.447567152303883053e-01,1.526140600353265500e-02,9.085579023815926539e-03,-1.238270949168207791e+00,-1.867335892951404475e+01,1.414467941192920630e+00,8.104304328691307546e+01
2.553983115447530094e-01,1.669152295066009262e-02,1.040917923331538021e-02,-1.320153452837295349e+00,-1.876130947164690710e+01,1.408399902729146946e+00,8.069537029301579878e+01
2.660399078591177413e-01,1.801890776078747189e-02,1.171826480516817252e-02,-1.412588202719011754e+00,-1.877527412806877649e+01,1.486869996188997289e+00,8.519137546626234325e+01
2.766815041734824177e-01,1.891540600706726957e-02,1.244893091128406425e-02,-1.507548815341193116e+00,-1.884824534427448128e+01,1.508859392605472527e+00,8.645127507496647468e+01
2.873231004878471495e-01,2.000386342676241033e-02,1.293091662131388118e-02,-1.570281129742341797e+00,-1.893661572920298752e+01,1.483221322078112969e+00,8.498232183889001590e+01
2.979646968022118814e-01,2.168127551093617517e-02,1.442605144857427892e-02,-1.642714497470793455e+00,-1.897766625827815545e+01,1.514604160731393812e+00,8.678042604286304140e+01
3.086062931165765577e-01,2.354958204438641067e-02,1.566022339156746684e-02,-1.734880263215714979e+00,-1.904479825665594461e+01,1.539637928098527953e+00,8.821475525831215236e+01
