frequency,input_amplitude,output_amplitude,input_phase,output_phase,phase_diff_rad,phase_diff_deg
0.000000000000000000e+00,1.266874101221640743e-02,2.557935067190228451e-02,-3.141592653589793116e+00,-0.000000000000000000e+00,-3.141592653589793116e+00,-1.800000000000000000e+02
2.130371945898778402e-02,7.838062567058951685e-03,1.576735610761125384e-03,-6.182864244935668552e+00,-3.378656806180901362e-01,-4.381867428620078719e-01,-2.510625100457730241e+01
4.260743891797556804e-02,8.587281987123211724e-03,2.531458675673352657e-03,-6.197506855876044440e+00,6.531983237036739220e-01,5.675198724001329076e-01,3.251649347833063075e+01
6.391115837696334512e-02,9.555009185887208129e-03,1.997122531220997792e-03,-6.419561569834574044e+00,4.155750559754958773e-01,5.519513186304848551e-01,3.162448105420730826e+01
8.521487783595113608e-02,9.376064896429125300e-03,3.474794579837673768e-03,-6.557668277854961758e+00,3.149039680919382134e-01,5.893869387673147386e-01,3.376938409150261577e+01
1.065185972949389270e-01,9.072262666997251909e-03,2.715824725707602881e-03,-6.623145624351222338e+00,2.398707076839734498e-01,5.798310248556099999e-01,3.322187055497158781e+01
1.278223167539266902e-01,8.918273493684439682e-03,2.939036879896564369e-03,-6.722589531516200978e+00,4.077256662500330364e-01,8.471298905866472273e-01,4.853696742999409253e+01
1.491260362129144812e-01,8.533339544317730674e-03,3.907879023096112216e-03,-6.688842013195768210e+00,4.692326302124623649e-01,8.748893362286447317e-01,5.012746650690337447e+01
1.704297556719022722e-01,9.377388558309126751e-03,4.038049146160612411e-03,-6.730054823329251867e+00,2.561760793794593538e-01,7.030455955291237125e-01,4.028154542908032454e+01
1.917334751308900631e-01,1.044887008705725449e-02,3.941279670422452586e-03,-6.795881614859816011e+00,2.526712129589903655e-01,7.653675206392207553e-01,4.385232870901927527e+01
2.130371945898778541e-01,1.120593546951354109e-02,3.478150872425512640e-03,-6.872256557608433347e+00,5.050667887270458012e-01,1.094138039155891473e+00,6.268949184835219057e+01
2.343409140488656173e-01,1.152396959690831120e-02,5.582900987176094357e-03,-6.962547055648781402e+00,3.705026566876211680e-01,1.049864405156817337e+00,6.015279947649833048e+01
2.556446335078533805e-01,1.227465107808850542e-02,5.693600450922171180e-03,-7.005680379775379940e+00,4.181009174632847047e-01,1.140595990059080078e+00,6.535133635993088319e+01
2.769483529668411714e-01,1.356143157218519732e-02,5.627948772553203506e-03,-7.101754760075134065e+00,3.437307947807744513e-01,1.162300247676322229e+00,6.659489871886353285e+01
2.982520724258289624e-01,1.452980043967140068e-02,6.746467558515691944e-03,-7.193210802227302914e+00,1.444752639177980247e-01,1.054500758965515761e+00,6.041844298206615349e+01
3.195557918848167533e-01,1.639802724705646808e-02,7.395826342977512152e-03,-7.328006664127347136e+00,1.870635183819647496e-01,1.231884875329725348e+00,7.058180420239284558e+01
3.408595113438045443e-01,1.809553372977890096e-02,9.611129278942554324e-03,-7.493741692177700031e+00,1.263102519998160200e-01,1.336866636997930069e+00,7.659681607182926655e+01
3.621632308027923353e-01,1.851931162505088616e-02,9.820069191197225433e-03,-7.645687660796432361e+00,-7.057082856797410909e-03,1.355445270760049503e+00,7.766129337551797107e+01
3.834669502617801262e-01,1.999476326326176182e-02,1.160283936736046517e-02,-7.744123484554743975e+00,-4.765907859848152878e-02,1.413279098776675680e+00,8.097492763395609927e+01
4.047706697207679172e-01,2.147836108038732317e-02,1.358698838427861190e-02,-7.871802319614716659e+00,-2.372864685389979300e-01,1.351330543896131831e+00,7.742553689236638093e+01
4.260743891797557081e-01,2.402153364330310292e-02,1.472187150834203262e-02,-8.059296675271559351e+00,-4.046990884967715529e-01,1.371412279595200623e+00,7.857613559322021501e+01
4.473781086387434436e-01,2.581327526956284091e-02,1.624616683227524463e-02,-8.272078339511335088e+00,-5.723131155574557871e-01,1.416579916774294068e+00,8.116405057416045565e+01
4.686818280977312345e-01,2.630218919251346710e-02,1.717148049795763978e-02,-8.429590433303062014e+00,-7.796617049703770119e-01,1.366743421153099325e+00,7.830862970934379064e+01
4.899855475567190255e-01,2.886596245711660694e-02,1.985008682560221449e-02,-8.613544827198124310e+00,-9.538879845764699494e-01,1.376471535442069571e+00,7.886600960072269118e+01
5.112892670157067609e-01,3.137209123526097515e-02,2.089662857353616343e-02,-8.833983120472979067e+00,-1.162511264921864962e+00,1.388286548371526319e+00,7.954295997647307104e+01
5.325929864746945519e-01,3.396497764329450136e-02,2.268364798577048383e-02,-9.093490689582985453e+00,-1.416674934949209153e+00,1.393630447454190513e+00,7.984914284005355967e+01
5.538967059336823429e-01,3.457858788455641513e-02,2.317599819008560325e-02,-9.371833973692972108e+00,-1.714679558131279924e+00,1.373969108382104620e+00,7.872263109164737216e+01
5.752004253926701338e-01,3.549410660645062332e-02,2.442236442562359389e-02,-9.625575107936571229e+00,-1.954054638277071154e+00,1.388335162479913842e+00,7.954574535970846227e+01
5.965041448516579248e-01,3.663431670526969691e-02,2.572689198212360639e-02,-9.913809286390328879e+00,-2.303481357030724208e+00,1.327142622180017106e+00,7.603967106284017063e+01
6.178078643106457157e-01,3.749659292804244370e-02,2.753914062524176129e-02,-1.023789779465353433e+01,-2.592574173469205601e+00,1.362138314004741391e+00,7.804477650553735657e+01
6.391115837696335067e-01,3.798761303089209090e-02,2.817550729070252696e-02,-1.059954757149262683e+01,-3.052668662657033405e+00,1.263693601656006749e+00,7.240430997257544732e+01
6.604153032286212976e-01,3.609052568848541281e-02,2.687329713244570803e-02,-1.099373329251277553e+01,-3.485382283893651234e+00,1.225165701439537624e+00,7.019682389667059397e+01
