frequency,input_amplitude,output_amplitude,input_phase,output_phase,phase_diff_rad,phase_diff_deg
0.000000000000000000e+00,1.441828750774679091e-02,1.358999834440016534e-02,-3.141592653589793116e+00,-0.000000000000000000e+00,-3.141592653589793116e+00,-1.800000000000000000e+02
2.161492917220008900e-02,5.550698633642182737e-03,1.887040379038053533e-03,-6.806927342476296050e-02,-1.820607823122870061e-01,-1.139915088875233240e-01,-6.531232359583100333e+00
4.322985834440017799e-02,5.557675317912944002e-03,2.289083177554595942e-03,-2.454365356766666229e-01,3.410267336806671046e-01,5.864632693573337274e-01,3.360187017361920425e+01
6.484478751660026352e-02,4.624522995498523727e-03,2.867243842421077996e-03,-2.559534206975589976e-01,-2.918843490891984693e-01,-3.593092839164087338e-02,-2.058690550827805055e+00
8.645971668880035599e-02,4.822502103892440002e-03,2.534814962015232050e-03,-2.918249424032663408e-01,5.932353997425522385e-01,8.850603421458190789e-01,5.071022221936004826e+01
1.080746458610004485e-01,5.109095177422640077e-03,2.156660506064984537e-03,-2.307385495633909600e-01,-9.184716043674973074e-02,1.388913891266397860e-01,7.957890407665672683e+00
1.296895750332005270e-01,5.002738589622714865e-03,2.228290683396238429e-03,-1.810958121859273795e-01,1.479180814182318726e-01,3.290138936041605011e-01,1.885110750468470542e+01
1.513045042054006195e-01,6.760113505292408495e-03,2.720695495540222109e-03,-2.328516706415363346e-01,-2.293143017800542416e-01,3.537368861482777845e-03,2.026763063439602774e-01
1.729194333776007120e-01,7.231117781718800382e-03,3.556048989130979835e-03,-4.714634015368083797e-01,2.363953107304946621e-01,7.078587122673027920e-01,4.055731670448176374e+01
1.945343625498008044e-01,7.247407543578838172e-03,3.086639147306562744e-03,-6.067727329049127372e-01,1.616440379994507071e-01,7.684167709043646655e-01,4.402703787989116790e+01
2.161492917220008969e-01,7.421438007187749347e-03,3.101125341425549874e-03,-6.883893067858839476e-01,-1.016215791548663039e-01,5.867677276310186985e-01,3.361931434773919136e+01
2.377642208942009894e-01,7.459138463830793792e-03,1.889295260436627162e-03,-8.070618191272600495e-01,-2.848602430797799595e-02,7.785757948192817413e-01,4.460910707418838683e+01
2.593791500664010541e-01,7.578064783209790232e-03,2.922279083305775755e-03,-7.583103131817888753e-01,1.632083903693650750e-01,9.215187035511540614e-01,5.279913245584839387e+01
2.809940792386011466e-01,8.823747473438255454e-03,3.185157785858252263e-03,-7.980576012180575773e-01,9.081226834894441657e-02,8.888698695670026462e-01,5.092849206253322336e+01
3.026090084108012390e-01,9.975979025052844618e-03,3.964529215895784379e-03,-9.288102260098679563e-01,1.323729616318205515e-01,1.061183187641687065e+00,6.080131794210797125e+01
3.242239375830013315e-01,1.090772157873367600e-02,5.389604956407287664e-03,-1.007598075626553014e+00,1.953615923269554078e-01,1.202959667953508838e+00,6.892451189819496449e+01
3.458388667552014240e-01,1.070664218253053121e-02,3.326830126407198749e-03,-1.163601338445110711e+00,-1.227666881928426851e-01,1.040834650252268956e+00,5.963543263043015941e+01
3.674537959274015164e-01,1.174828684464408572e-02,4.148246567316456364e-03,-1.112241312825906991e+00,-3.298627755571022918e-02,1.079255035270195506e+00,6.183675853922500210e+01
3.890687250996016089e-01,1.344924109555769957e-02,4.037917944829798843e-03,-1.236617813314201841e+00,2.867218358945716836e-03,1.239485031673148052e+00,7.101726108451055097e+01
4.106836542718017014e-01,1.559936875173865457e-02,5.824583432022441623e-03,-1.351021284918834331e+00,-1.440964468394166920e-01,1.206924838079417084e+00,6.915169941146086785e+01
4.322985834440017938e-01,1.700636611963911998e-02,6.099843669938444755e-03,-1.477785837140792147e+00,-4.046875410692294950e-01,1.073098296071563151e+00,6.148400336758061258e+01
4.539135126162018863e-01,1.836170273806693801e-02,6.445536597538431035e-03,-1.625629002012436430e+00,-7.325117901867181924e-01,8.931172118257172388e-01,5.117184684810513318e+01
4.755284417884019788e-01,1.987465781287237054e-02,8.750854356020928634e-03,-1.708578866925549056e+00,-4.974036521944613098e-01,1.211175214731087912e+00,6.939522805494254953e+01
4.971433709606020712e-01,2.249989474030196501e-02,8.656790203632079225e-03,-1.854392056474994943e+00,-7.079734055017490313e-01,1.146418650973247022e+00,6.568495025584843461e+01
5.187583001328021082e-01,2.497649127819170922e-02,9.513323898946308629e-03,-2.038317275724543798e+00,-9.227638528603816503e-01,1.115553422864161703e+00,6.391650295148929217e+01
5.403732293050022006e-01,2.720501490336725212e-02,1.046247232079916892e-02,-2.230208338666964885e+00,-1.096375080415215253e+00,1.133833258251750520e+00,6.496386036939202313e+01
5.619881584772022931e-01,2.844095983243001904e-02,1.090347728824956133e-02,-2.422816456708706490e+00,-1.162510766640852955e+00,1.260305690067854645e+00,7.221019693721086696e+01
5.836030876494023856e-01,3.121997246531570472e-02,1.273149961274098844e-02,-2.609041831659312916e+00,-1.498759041242966994e+00,1.110282790416346810e+00,6.361451795686480182e+01
6.052180168216024780e-01,3.350329225006662415e-02,1.241774636514275144e-02,-2.820883764641275882e+00,-1.771642742369389678e+00,1.049241022271886203e+00,6.011708226817108880e+01
6.268329459938025705e-01,3.579522613326784758e-02,1.422965055405853510e-02,-3.067378605584888618e+00,-1.970379302475736782e+00,1.096999303109150947e+00,6.285343019694687428e+01
6.484478751660026630e-01,3.740800544921972504e-02,1.339715532751694846e-02,-3.368508866774023502e+00,-2.289189262081650078e+00,1.079319604692374313e+00,6.184045809460144483e+01
6.700628043382027554e-01,3.786581855247767026e-02,1.377570923371976112e-02,-3.616658156038327299e+00,-2.662125827169838921e+00,9.545323288684894880e-01,5.469067385295795702e+01
6.916777335104028479e-01,3.852534230816929278e-02,1.468107232881795537e-02,-3.918212119201942123e+00,-2.948389600058159754e+00,9.698225191437819248e-01,5.556673722368418566e+01
7.132926626826029404e-01,3.915467322875584855e-02,1.443490362321677052e-02,-4.249169013190288169e+00,-3.331617107967815183e+00,9.175519052224742067e-01,5.257185165343548761e+01
7.349075918548030328e-01,3.791215596268601717e-02,1.564542643036532024e-02,-4.639827297606379020e+00,-3.773359725356920436e+00,8.664675722494581400e-01,4.964493497484068030e+01
7.565225210270031253e-01,3.559700277807353180e-02,1.515182815636499820e-02,-5.065590762281408033e+00,-4.214224610026196416e+00,8.513661522552116168e-01,4.877968734451587807e+01
7.781374501992032178e-01,3.330884290837894668e-02,1.412156449474711098e-02,-5.505439811963507069e+00,-4.732466083266333001e+00,7.729737286971740673e-01,4.428813232883840101e+01
7.997523793714033102e-01,3.135169932125943248e-02,1.426926275482697654e-02,-6.017975866784300187e+00,-5.292740628851553275e+00,7.252352379327473564e-01,4.155291828771248674e+01
8.213673085436034027e-01,2.989137742973475842e-02,1.390325341974490633e-02,-6.622256584242857791e+00,-5.866870473254852669e+00,7.553861109880058988e-01,4.328043606241351426e+01
8.429822377158034952e-01,2.933900415773093781e-02,1.532848011493506690e-02,-7.300983525909529703e+00,-6.511670395872362072e+00,7.893131300371679648e-01,4.522431106539045231e+01
8.645971668880035876e-01,2.930975890628849043e-02,1.516059295046819598e-02,-7.956482575413799552e+00,-7.136908853257378560e+00,8.195737221564218800e-01,4.695811527939054031e+01
8.862120960602036801e-01,3.166632347677343640e-02,1.593800696101392925e-02,-8.599952862026491118e+00,-7.798943371214521747e+00,8.010094908119689272e-01,4.589446317344891213e+01
9.078270252324037726e-01,3.438794368747351282e-02,1.703631681832093459e-02,-9.251001443154684978e+00,-8.465824354676296792e+00,7.851770884783877413e-01,4.498733334018163532e+01
9.294419544046038650e-01,3.659008357440764192e-02,1.676045225454092166e-02,-9.901554447056048147e+00,-9.108409777407651120e+00,7.931446696483964720e-01,4.544384211415103891e+01
9.510568835768039575e-01,3.636461456015672999e-02,1.648786080702131437e-02,-1.057138434344515332e+01,-9.874604433866036146e+00,6.967799095791182840e-01,3.992254806839059711e+01
9.726718127490040500e-01,3.447447453154904584e-02,1.666369739181692081e-02,-1.123399519911613709e+01,-1.057370006191991862e+01,6.602951371962195726e-01,3.783212459435503661e+01
9.942867419212041424e-01,3.255980529604547008e-02,1.658955130609509818e-02,-1.197912006520521722e+01,-1.141694010914066659e+01,5.621799560645507343e-01,3.221053880934880453e+01
1.015901671093404124e+00,3.092332097983544956e-02,1.666807797922856271e-02,-1.283653762143680055e+01,-1.223413947591109796e+01,6.023981455257028106e-01,3.451487132513034339e+01
