frequency,input_amplitude,output_amplitude,input_phase,output_phase,phase_diff_rad,phase_diff_deg
5.944165266816147097e-01,2.269748109854943449e-02,2.168940074324126124e-02,-2.613215800303956726e+00,-1.190437924354469823e+00,1.422777875949487125e+00,8.151916747649340778e+01
6.058476137331841871e-01,2.485252584758515862e-02,2.380445439959392659e-02,-2.677531834586335702e+00,-1.273365832812304976e+00,1.404166001774030947e+00,8.045278563741123889e+01
6.172787007847537755e-01,2.697718662908529796e-02,2.592409552506266465e-02,-2.761887293111191966e+00,-1.366323569177481101e+00,1.395563723933711531e+00,7.995991142296202270e+01
6.287097878363232528e-01,2.836449282407869227e-02,2.728896153814514697e-02,-2.837323036491152362e+00,-1.455949046740752095e+00,1.381373989750400044e+00,7.914689954184575527e+01
6.401408748878927302e-01,3.069501669168636995e-02,2.957618517825743795e-02,-2.905305367439921849e+00,-1.529555541364201465e+00,1.375749826075720605e+00,7.882465869999583674e+01
6.515719619394623185e-01,3.343289998132787516e-02,3.269428243209254736e-02,-2.988978996072198857e+00,-1.635664502630721939e+00,1.353314493441476696e+00,7.753920882808154147e+01
6.630030489910317959e-01,3.631691061356621952e-02,3.549578319357392375e-02,-3.092574918339617618e+00,-1.745625191119883901e+00,1.346949727219733495e+00,7.717453458598822635e+01
6.744341360426012733e-01,3.858970798523311124e-02,3.762420163283301117e-02,-3.218126649652063964e+00,-1.882529649937606964e+00,1.335596999714457001e+00,7.652407121397379797e+01
6.858652230941708616e-01,4.072219252115372168e-02,4.018262618314136919e-02,-3.311880698256931765e+00,-1.982729957299130374e+00,1.329150740957801835e+00,7.615472779356821320e+01
6.972963101457403390e-01,4.369510424047780284e-02,4.369959777393327138e-02,-3.422381382676037198e+00,-2.112272041186094906e+00,1.310109341489942736e+00,7.506373596803723558e+01
7.087273971973098163e-01,4.687722827261135011e-02,4.743705915456037508e-02,-3.550403024536050278e+00,-2.261018648328618319e+00,1.289384376207431959e+00,7.387628292679420383e+01
7.201584842488794047e-01,4.984523009791424347e-02,5.057454348243592412e-02,-3.697786215570897816e+00,-2.415860859239979508e+00,1.281925356330918975e+00,7.344891256856581663e+01
7.315895713004488821e-01,5.176797805751015558e-02,5.333039719282577085e-02,-3.846420772374949060e+00,-2.580328626803537695e+00,1.266092145571412031e+00,7.254173641590494981e+01
7.430206583520183594e-01,5.416384763017081244e-02,5.642718263322724775e-02,-3.993795940047793369e+00,-2.753110834441949706e+00,1.240685105605843885e+00,7.108602025595769192e+01
7.544517454035879478e-01,5.670819598232143544e-02,5.959359785846882890e-02,-4.159025558934597910e+00,-2.931739610643362415e+00,1.227285948291236162e+00,7.031830509279882335e+01
7.658828324551574251e-01,5.883989753645529203e-02,6.247375945258237112e-02,-4.344031634328408664e+00,-3.135284587910234233e+00,1.208747046418173987e+00,6.925610425866517517e+01
7.773139195067269025e-01,5.933260683785803596e-02,6.397129021077957445e-02,-4.540847217569920602e+00,-3.351177975387985342e+00,1.189669242181934816e+00,6.816302659355187643e+01
7.887450065582964909e-01,6.022479696006102778e-02,6.600156998432012145e-02,-4.732859397314155281e+00,-3.559216627640908293e+00,1.173642769673246988e+00,6.724477735832161329e+01
8.001760936098659682e-01,6.089749470518780045e-02,6.771880864842323711e-02,-4.947442185192381103e+00,-3.791836044173017672e+00,1.155606141019362765e+00,6.621135465980933077e+01
8.116071806614354456e-01,6.087252223320940153e-02,6.920445682410711341e-02,-5.185703223453852928e+00,-4.050105082677764479e+00,1.135598140776089116e+00,6.506498068937301582e+01
8.230382677130050340e-01,5.955616861574008353e-02,6.931194253811970296e-02,-5.448014718864958361e+00,-4.331921117598163562e+00,1.116093601266795021e+00,6.394745289414430545e+01
8.344693547645745113e-01,5.745385658804358364e-02,6.841412057395494795e-02,-5.716125192021950241e+00,-4.622981314461183544e+00,1.093143877560766031e+00,6.263253058479750734e+01
8.459004418161439887e-01,5.538104274655942377e-02,6.795395888208898005e-02,-6.010674341527902698e+00,-4.934084663489150202e+00,1.076589678038753162e+00,6.168404481896868674e+01
8.573315288677135770e-01,5.296327121221289236e-02,6.740649253701126720e-02,-6.343471741887001691e+00,-5.284459868945964089e+00,1.059011872941038712e+00,6.067691077376611020e+01
8.687626159192830544e-01,5.010816893253195597e-02,6.624349628252167166e-02,-6.721049372488074880e+00,-5.663461579315440808e+00,1.057587793172633406e+00,6.059531701334651643e+01
8.801937029708525317e-01,4.654009756535498060e-02,6.369126969991055487e-02,-7.125110560040352148e+00,-6.071354798795518981e+00,1.053755761244832501e+00,6.037575775692414481e+01
8.916247900224221201e-01,4.474189318455643050e-02,6.358187757570875343e-02,-7.558483496276693359e+00,-6.490381488201737881e+00,1.068102008074955256e+00,6.119773715214310528e+01
9.030558770739915975e-01,4.435128238049959593e-02,6.466447497764674091e-02,-8.034939850173691056e+00,-6.945726816605144904e+00,1.089213033568546596e+00,6.240730981411897460e+01
9.144869641255610748e-01,4.533587068842086926e-02,6.628714404708563324e-02,-8.537642295369158418e+00,-7.423759400413366905e+00,1.113882894955791736e+00,6.382078875278088503e+01
9.259180511771306632e-01,4.666494509280563752e-02,6.785759219410474052e-02,-9.045130881591688876e+00,-7.919347328266207242e+00,1.125783553325480524e+00,6.450264625079108782e+01
9.373491382287001406e-01,4.929370085586767813e-02,7.091800385567413600e-02,-9.513678549214256819e+00,-8.388570497988329322e+00,1.125108051225926165e+00,6.446394283143439452e+01
9.487802252802696179e-01,5.260024720900749462e-02,7.497331409528608381e-02,-9.979902599033653843e+00,-8.868774237350375955e+00,1.111128361683277221e+00,6.366296562173744178e+01
9.602113123318392063e-01,5.549791519361019915e-02,7.857115380962488571e-02,-1.044749570101786951e+01,-9.363123055209992884e+00,1.084372645807877067e+00,6.212997602422584009e+01
9.716423993834086836e-01,5.681385471158439254e-02,8.048411131376795313e-02,-1.092479025033295770e+01,-9.867173264897402873e+00,1.057616985435554824e+00,6.059698960680634627e+01
9.830734864349781610e-01,5.627513687361985345e-02,8.062447979724346458e-02,-1.138851418414341410e+01,-1.036176269238574577e+01,1.026751491757668333e+00,5.882852708647573081e+01
9.945045734865477494e-01,5.527594149142219665e-02,8.107110442457289567e-02,-1.187810681614152664e+01,-1.088289512821704008e+01,9.952116879244869985e-01,5.702142944016389947e+01
1.005935660538117116e+00,5.316957562834433854e-02,8.095623502643919944e-02,-1.240872234098866933e+01,-1.143447362025304415e+01,9.742487207356252954e-01,5.582033989417089970e+01
1.017366747589686815e+00,5.024818049015052079e-02,7.987132818339007234e-02,-1.299355725003370310e+01,-1.203346959012618100e+01,9.600876599075217621e-01,5.500897087529253326e+01
1.028797834641256292e+00,4.672206261089848628e-02,7.783100324668844328e-02,-1.362030997481454975e+01,-1.265331253916111542e+01,9.669974356534341009e-01,5.540487186291517219e+01
1.040228921692825770e+00,4.580746503043059414e-02,7.834390080689070113e-02,-1.428142069757310040e+01,-1.329295547926597898e+01,9.884652183071204190e-01,5.663488520447555175e+01
