Temperaturprofil 1;;;;Temperaturprofil 2;;;;
 x; y; Temperatur;; x; y; Temperatur;;
0;56;30,7;20;15;28,1;
1;56;30,8;21;16;28,1;
2;56;30,8;21;17;28,1;
3;56;30,6;22;18;28,1;
4;56;31,0;22;19;28,1;
5;56;30,7;23;20;28,1;
6;56;30,7;24;21;28,0;
7;56;30,7;24;22;28,0;
8;56;30,9;25;23;27,9;
9;56;30,9;25;24;28,0;
10;56;30,9;26;25;28,0;
11;56;30,9;27;26;28,1;
12;56;30,9;27;27;27,9;
13;56;30,9;28;28;28,2;
14;56;31,0;28;29;28,0;
15;56;31,0;29;30;28,0;
16;56;30,8;30;31;28,0;
17;56;30,8;30;32;28,1;
18;56;30,9;31;33;28,1;
19;56;30,8;31;34;28,3;
20;56;30,8;32;35;28,3;
21;56;30,8;33;36;28,5;
22;56;30,6;33;37;28,4;
23;56;31,0;34;38;28,4;
24;56;30,9;34;39;28,5;
25;56;31,1;35;40;28,3;
26;56;31,2;36;41;28,3;
27;56;31,2;36;42;28,6;
28;56;31,3;37;43;28,5;
29;56;31,4;37;44;28,5;
30;56;31,4;38;45;28,3;
31;56;31,5;39;46;28,6;
32;56;31,5;39;47;28,5;
33;56;31,6;40;48;28,6;
34;56;31,6;40;49;28,8;
35;56;31,7;41;50;30,6;
36;56;31,6;42;51;31,8;
37;56;31,8;42;52;31,9;
38;56;31,9;43;53;32,1;
39;56;31,9;43;54;32,2;
40;56;32,1;44;55;32,2;
41;56;32,1;45;56;32,4;
42;56;32,2;45;57;32,4;
43;56;32,2;46;58;32,4;
44;56;32,3;46;59;32,4;
45;56;32,4;47;60;32,3;
46;56;32,4;48;61;30,9;
47;56;32,5;48;62;30,3;
48;56;32,6;49;63;29,4;
49;56;32,8;49;64;28,7;
50;56;32,8;50;65;28,5;
51;56;32,7;51;66;28,3;
52;56;32,9;51;67;28,5;
53;56;33,0;52;68;28,3;
54;56;33,1;52;69;28,3;
55;56;33,3;53;70;28,3;
56;56;33,3;54;71;28,3;
57;56;33,3;54;72;28,3;
58;56;33,4;55;73;28,3;
59;56;33,5;55;74;28,4;
60;56;33,8;56;75;28,3;
61;56;34,0;57;76;28,2;
62;56;34,0;57;77;28,3;
63;56;34,0;58;78;28,2;
64;56;34,1;58;79;28,1;
65;56;34,2;59;80;28,2;
66;56;34,4;60;81;28,2;
67;56;34,6;60;82;28,2;
68;56;34,8;61;83;28,3;
69;56;34,8;61;84;28,3;
70;56;35,0;62;85;28,2;
71;56;35,1;63;86;28,3;
72;56;35,0;63;87;28,3;
73;56;35,1;64;88;28,3;
74;56;35,4;64;89;28,3;
75;56;36,1;65;90;28,3;
76;56;36,6;66;91;28,4;
77;56;38,4;66;92;28,5;
78;56;40,5;67;93;28,4;
79;56;42,0;67;94;28,2;
80;56;41,1;68;95;28,3;
81;56;40,3;69;96;28,5;
82;56;39,7;69;97;28,2;
83;56;39,5;70;98;28,5;
84;56;39,2;70;99;28,3;
85;56;39,2;71;100;28,3;
86;56;38,9;72;101;28,1;
87;56;39,0;72;102;28,1;
88;56;38,9;73;103;28,2;
89;56;38,8;73;104;28,1;
90;56;38,9;74;105;28,1;
91;56;39,0;75;106;28,2;
92;56;39,3;75;107;28,3;
93;56;39,7;76;108;28,0;
94;56;39,4;76;109;28,0;
95;56;39,5;77;110;28,2;
96;56;40,2;78;111;28,2;
97;56;40,5;78;112;27,9;
98;56;40,6;79;113;28,0;
99;56;40,6;79;114;28,2;
100;56;40,5;;;;;
101;56;40,3;;;;;
102;56;40,5;;;;;
103;56;41,0;;;;;
104;56;41,9;;;;;
105;56;43,1;;;;;
106;56;42,5;;;;;
107;56;42,8;;;;;
108;56;42,2;;;;;
109;56;41,6;;;;;
110;56;41,9;;;;;
111;56;42,6;;;;;
112;56;42,9;;;;;
113;56;42,7;;;;;
114;56;43,4;;;;;
115;56;43,9;;;;;
116;56;44,1;;;;;
117;56;43,5;;;;;
118;56;43,5;;;;;
119;56;43,6;;;;;
120;56;43,4;;;;;
121;56;42,8;;;;;
122;56;41,9;;;;;
123;56;41,9;;;;;
124;56;41,6;;;;;
125;56;41,2;;;;;
126;56;40,7;;;;;
127;56;41,1;;;;;
128;56;41,2;;;;;
129;56;40,5;;;;;
130;56;40,3;;;;;
131;56;40,9;;;;;
132;56;41,4;;;;;
133;56;41,3;;;;;
134;56;41,4;;;;;
135;56;41,5;;;;;
136;56;41,1;;;;;
137;56;41,0;;;;;
138;56;41,3;;;;;
139;56;41,4;;;;;
140;56;41,7;;;;;
141;56;42,0;;;;;
142;56;42,0;;;;;
143;56;41,7;;;;;
144;56;41,2;;;;;
145;56;41,2;;;;;
146;56;41,0;;;;;
147;56;41,5;;;;;
148;56;41,0;;;;;
149;56;40,4;;;;;
150;56;39,9;;;;;
151;56;40,2;;;;;
152;56;40,7;;;;;
153;56;40,3;;;;;
154;56;40,6;;;;;
155;56;40,7;;;;;
156;56;41,2;;;;;
157;56;40,9;;;;;
158;56;40,6;;;;;
